m,M,epsilon_of_M,delta_of_M,original_average,average_laplace,average_gaussian,AE_laplace,AE_gaussian
0.0,0.0,1.0,2.250045000675009e-10,42.82262322623226,42.82268595675654,42.828702829524595,6.273052427729908e-05,0.006079603292334923
0.0,0.0,1.0,2.250045000675009e-10,42.82262322623226,42.81956458961435,42.85006066777121,0.0030586366179079505,0.027437441538950225
0.0,0.0,1.0,2.250045000675009e-10,42.82262322623226,42.82192858206151,42.797838346203086,0.0006946441707498252,0.02478488002917345
0.0,0.0,1.0,2.250045000675009e-10,42.82262322623226,42.82249734764562,42.83875759477583,0.0001258785866369294,0.0161343685435682
0.0,0.0,1.0,2.250045000675009e-10,42.82262322623226,42.8226211827217,42.8252803175944,2.0435105625438155e-06,0.0026570913621384307
0.0,0.0,1.0,2.250045000675009e-10,42.82262322623226,42.81902765667791,42.83370156775211,0.003595569554349254,0.011078341519848323
0.0,0.0,1.0,2.250045000675009e-10,42.82262322623226,42.82935888750272,42.849077947497996,0.006735661270461435,0.026454721265736225
0.0,0.0,1.0,2.250045000675009e-10,42.82262322623226,42.81908217971245,42.849117913523784,0.003541046519806912,0.0264946872915246
0.0,0.0,1.0,2.250045000675009e-10,42.82262322623226,42.813734886055066,42.828840843202244,0.008888340177193754,0.006217616969983908
0.0,0.0,1.0,2.250045000675009e-10,42.82262322623226,42.82217937438728,42.844302599931844,0.0004438518449774165,0.021679373699583948
0.0,0.0,1.0,2.250045000675009e-10,42.82262322623226,42.83285331111252,42.836126954499235,0.01023008488026278,0.013503728266975656
0.0,0.0,1.0,2.250045000675009e-10,42.82262322623226,42.82498565620941,42.83205083426793,0.0023624299771469737,0.009427608035672108
0.0,0.0,1.0,2.250045000675009e-10,42.82262322623226,42.81745154647951,42.82100013019011,0.005171679752749014,0.0016230960421523832
0.0,0.0,1.0,2.250045000675009e-10,42.82262322623226,42.822339193846815,42.829830904578316,0.0002840323854442772,0.007207678346055957
0.0,0.0,1.0,2.250045000675009e-10,42.82262322623226,42.82008726162044,42.82672762758997,0.002535964611816155,0.004104401357707843
0.0,0.0,1.0,2.250045000675009e-10,42.82262322623226,42.82531115577521,42.819340187860575,0.0026879295429509398,0.0032830383716841993
0.0,0.0,1.0,2.250045000675009e-10,42.82262322623226,42.82958942620239,42.794788832050216,0.006966199970129594,0.02783439418204381
0.0,0.0,1.0,2.250045000675009e-10,42.82262322623226,42.826255826536695,42.81229058295617,0.0036326003044351296,0.010332643276086628
0.0,0.0,1.0,2.250045000675009e-10,42.82262322623226,42.822308436376545,42.849909407580625,0.00031478985571453677,0.0272861813483658
0.0,0.0,1.0,2.250045000675009e-10,42.82262322623226,42.82167855722723,42.813627692600896,0.0009446690050296525,0.008995533631363628
0.0,0.0,1.0,2.250045000675009e-10,42.82262322623226,42.81891555008016,42.833125661778034,0.0037076761520964396,0.010502435545774347
0.0,0.0,1.0,2.250045000675009e-10,42.82262322623226,42.82316806038589,42.82114109451787,0.000544834153629381,0.0014821317143898227
0.0,0.0,1.0,2.250045000675009e-10,42.82262322623226,42.82548222393629,42.820118841723705,0.0028589977040311965,0.0025043845085548355
0.0,0.0,1.0,2.250045000675009e-10,42.82262322623226,42.8313481810864,42.84679809219006,0.008724954854137934,0.024174865957803604
0.0,0.0,1.0,2.250045000675009e-10,42.82262322623226,42.83231239513075,42.82862064190464,0.009689168898489697,0.0059974156723825445
0.0,0.0,1.0,2.250045000675009e-10,42.82262322623226,42.82532019217657,42.847233534554356,0.0026969659443096816,0.024610308322095875
0.0,0.0,1.0,2.250045000675009e-10,42.82262322623226,42.81934374426474,42.78180139249301,0.0032794819675174836,0.04082183373925119
0.0,0.0,1.0,2.250045000675009e-10,42.82262322623226,42.82147131243417,42.80443717996848,0.0011519137980897654,0.01818604626377862
0.0,0.0,1.0,2.250045000675009e-10,42.82262322623226,42.81938664837662,42.826360601385325,0.003236577855638245,0.003737375153065159
