m,M,epsilon_of_M,delta_of_M,original_average,average_laplace,average_gaussian,AE_laplace,AE_gaussian
0.0,0.0,2,2.250045000675009e-10,42.82262322623226,42.82184144803132,42.82128635545431,0.0007817782009382768,0.0013368707779477518
0.0,0.0,2,2.250045000675009e-10,42.82262322623226,42.82253059554068,42.81992563000919,9.263069158294002e-05,0.002697596223072196
0.0,0.0,2,2.250045000675009e-10,42.82262322623226,42.82488288485724,42.83535119555,0.0022596586249790107,0.01272796931773712
0.0,0.0,2,2.250045000675009e-10,42.82262322623226,42.82248380087622,42.81920074823828,0.00013942535603916895,0.0034224779939791006
0.0,0.0,2,2.250045000675009e-10,42.82262322623226,42.82237755518349,42.82056811957326,0.0002456710487663827,0.0020551066590002165
0.0,0.0,2,2.250045000675009e-10,42.82262322623226,42.82157824079714,42.81604338769801,0.0010449854351222143,0.006579838534250371
0.0,0.0,2,2.250045000675009e-10,42.82262322623226,42.81977578430489,42.832973178017646,0.002847441927372074,0.010349951785386224
0.0,0.0,2,2.250045000675009e-10,42.82262322623226,42.82224633830145,42.82524566018358,0.0003768879308125861,0.002622433951323444
0.0,0.0,2,2.250045000675009e-10,42.82262322623226,42.821961436077956,42.83399314019495,0.0006617901543037874,0.011369913962688827
0.0,0.0,2,2.250045000675009e-10,42.82262322623226,42.81755986634099,42.82179888031519,0.005063359891266828,0.0008243459170671485
0.0,0.0,2,2.250045000675009e-10,42.82262322623226,42.82353223299783,42.81000744805927,0.0009090067655677103,0.012615778172992975
0.0,0.0,2,2.250045000675009e-10,42.82262322623226,42.821004603390804,42.827117433359504,0.0016186228414554193,0.004494207127244465
0.0,0.0,2,2.250045000675009e-10,42.82262322623226,42.82319613542712,42.828304379124916,0.0005729091948580844,0.005681152892655916
0.0,0.0,2,2.250045000675009e-10,42.82262322623226,42.8254925791175,42.82420000726957,0.002869352885241483,0.0015767810373077396
0.0,0.0,2,2.250045000675009e-10,42.82262322623226,42.82539008841416,42.81563971920144,0.0027668621819003647,0.006983507030817293
0.0,0.0,2,2.250045000675009e-10,42.82262322623226,42.825403269538576,42.8180628519381,0.0027800433063163155,0.0045603742941580094
0.0,0.0,2,2.250045000675009e-10,42.82262322623226,42.818200198965776,42.80740290473847,0.004423027266483359,0.01522032149379271
0.0,0.0,2,2.250045000675009e-10,42.82262322623226,42.82249031145682,42.80947944334186,0.00013291477544186137,0.013143782890402633
0.0,0.0,2,2.250045000675009e-10,42.82262322623226,42.825629833551304,42.830980697107385,0.003006607319044008,0.008357470875125728
0.0,0.0,2,2.250045000675009e-10,42.82262322623226,42.822069822338605,42.8284896895896,0.0005534038936545471,0.005866463357342866
0.0,0.0,2,2.250045000675009e-10,42.82262322623226,42.82216516103728,42.81672785387507,0.0004580651949765979,0.005895372357187512
0.0,0.0,2,2.250045000675009e-10,42.82262322623226,42.82312568388468,42.84391724149928,0.0005024576524235158,0.02129401526701713
0.0,0.0,2,2.250045000675009e-10,42.82262322623226,42.82273039197152,42.82805091924396,0.00010716573925861894,0.005427693011696988
0.0,0.0,2,2.250045000675009e-10,42.82262322623226,42.82136042677351,42.82500966471674,0.0012627994587504077,0.0023864384844785036
0.0,0.0,2,2.250045000675009e-10,42.82262322623226,42.82228292464581,42.837044060248616,0.00034030158644782205,0.014420834016355855
0.0,0.0,2,2.250045000675009e-10,42.82262322623226,42.82090141231947,42.82194995765871,0.0017218139127876952,0.0006732685735499899
