m,M,epsilon_of_M,avg_cost
0.0,0.0,0.25,0.00981520173392406
0.0,0.0,0.25,0.009781281614648085
0.0,0.0,0.25,0.00971749805720741
0.0,0.0,0.25,0.00981018405553382
0.0,0.0,0.25,0.009721755345516014
0.0,0.0,0.25,0.009770037700097019
0.0,0.0,0.25,0.009794734395605648
0.0,0.0,0.25,0.00975717405946378
0.0,0.0,0.25,0.009805522341184765
0.0,0.0,0.25,0.009828830611748541
0.0,0.0,0.25,0.0097833075918558
0.0,0.0,0.25,0.009630014981405628
0.0,0.0,0.25,0.00978553410930507
0.0,0.0,0.25,0.009772379966103644
0.0,0.0,0.25,0.009747544455486964
0.0,0.0,0.25,0.009762237219368131
0.0,0.0,0.25,0.009883145392037275
0.0,0.0,0.25,0.009858061723213138
0.0,0.0,0.25,0.009801388988734294
0.0,0.0,0.25,0.009760568976629863
0.01,0.01,0.25,0.009820511988460403
0.01,0.01,0.25,0.009761299272452343
0.01,0.01,0.25,0.009791752424234518
0.01,0.01,0.25,0.009656634243560763
0.01,0.01,0.25,0.009675949913928348
0.01,0.01,0.25,0.009724429144486603
0.01,0.01,0.25,0.009799662944426347
0.01,0.01,0.25,0.009764940672692228
0.01,0.01,0.25,0.009797597210576993
0.01,0.01,0.25,0.00988258627307951
0.01,0.01,0.25,0.009772851927870913
0.01,0.01,0.25,0.00984157577972442
0.01,0.01,0.25,0.009780212891124775
0.01,0.01,0.25,0.009724676020357752
0.01,0.01,0.25,0.009780510311670996
0.01,0.01,0.25,0.009772458591477505
0.01,0.01,0.25,0.009764896452056608
0.01,0.01,0.25,0.009623099733049305
0.01,0.01,0.25,0.009828184954300772
0.01,0.01,0.25,0.00982474396767509
0.02,0.02,0.25,0.009791123357034958
0.02,0.02,0.25,0.009729871695617719
0.02,0.02,0.25,0.009799422839273658
0.02,0.02,0.25,0.009820989406056312
0.02,0.02,0.25,0.009801250925830517
0.02,0.02,0.25,0.009859810435005462
0.02,0.02,0.25,0.009826606625367882
0.02,0.02,0.25,0.0097884829589364
0.02,0.02,0.25,0.009755985613102475
0.02,0.02,0.25,0.00972293602764407
0.02,0.02,0.25,0.009814774873137026
0.02,0.02,0.25,0.009790784267097884
0.02,0.02,0.25,0.009725685936849436
0.02,0.02,0.25,0.009782132852564226
0.02,0.02,0.25,0.009795612834244722
0.02,0.02,0.25,0.009750438105735807
0.02,0.02,0.25,0.009808614411075311
0.02,0.02,0.25,0.009687528196838144
0.02,0.02,0.25,0.009813571098903006
0.02,0.02,0.25,0.009743749076473346
0.03,0.03,0.25,0.009822494690809756
0.03,0.03,0.25,0.009769998064820108
0.03,0.03,0.25,0.009702442682000706
0.03,0.03,0.25,0.009731769865183683
0.03,0.03,0.25,0.009718109865493478
0.03,0.03,0.25,0.00976458785170999
0.03,0.03,0.25,0.0097640067178899
0.03,0.03,0.25,0.009789043634889156
0.03,0.03,0.25,0.009709045600022616
0.03,0.03,0.25,0.009805456355519238
0.03,0.03,0.25,0.009794267185639525
0.03,0.03,0.25,0.00984791828964243
0.03,0.03,0.25,0.009768336686079375
0.03,0.03,0.25,0.009781920983802718
0.03,0.03,0.25,0.00977063240403121
0.03,0.03,0.25,0.009801889899077544
0.03,0.03,0.25,0.009732773831426896
0.03,0.03,0.25,0.009653961263611113
0.03,0.03,0.25,0.009772603248698098
0.03,0.03,0.25,0.009846039820497579
0.04,0.04,0.25,0.009803189096880625
0.04,0.04,0.25,0.009798609178934145
0.04,0.04,0.25,0.00978731993834958
0.04,0.04,0.25,0.009736229318859584
0.04,0.04,0.25,0.009773506069290392
0.04,0.04,0.25,0.009757261798759744
0.04,0.04,0.25,0.009827195734392582
0.04,0.04,0.25,0.009761983133275375
0.04,0.04,0.25,0.00969646423262484
0.04,0.04,0.25,0.009790684168695577
0.04,0.04,0.25,0.009784480656072127
0.04,0.04,0.25,0.009791791240953284
0.04,0.04,0.25,0.009737911260157902
0.04,0.04,0.25,0.009779305016944233
0.04,0.04,0.25,0.009738236032154911
0.04,0.04,0.25,0.009780660299241527
0.04,0.04,0.25,0.00965541504789663
0.04,0.04,0.25,0.009661558436923292
0.04,0.04,0.25,0.0097503766319943
0.04,0.04,0.25,0.00980200995687728
0.05,0.05,0.25,0.009767122424548098
0.05,0.05,0.25,0.009695734468954309
0.05,0.05,0.25,0.009744287874803595
0.05,0.05,0.25,0.00976239759187734
0.05,0.05,0.25,0.009787149086470784
0.05,0.05,0.25,0.009655651085705387
0.05,0.05,0.25,0.009756066947012636
0.05,0.05,0.25,0.009826199714676194
0.05,0.05,0.25,0.009794096797717085
0.05,0.05,0.25,0.009830444576027681
0.05,0.05,0.25,0.00979280373566637
0.05,0.05,0.25,0.009815286018018593
0.05,0.05,0.25,0.009847952102190222
0.05,0.05,0.25,0.00978864996550664
0.05,0.05,0.25,0.00975938167282737
0.05,0.05,0.25,0.00976902817377022
0.05,0.05,0.25,0.009788970278608602
0.05,0.05,0.25,0.009772529168744522
0.05,0.05,0.25,0.009772665208990016
0.05,0.05,0.25,0.009785475273662586
0.06,0.06,0.25,0.009798437393693744
0.06,0.06,0.25,0.009838324221268733
0.06,0.06,0.25,0.009771283075958285
0.06,0.06,0.25,0.009709293369695237
0.06,0.06,0.25,0.009770889993059282
0.06,0.06,0.25,0.009813291552045442
0.06,0.06,0.25,0.009771314012025994
0.06,0.06,0.25,0.009765145898321252
0.06,0.06,0.25,0.009835140626899974
0.06,0.06,0.25,0.009820788023864846
0.06,0.06,0.25,0.009810364303212405
0.06,0.06,0.25,0.00981968501392384
0.06,0.06,0.25,0.009781343829778274
0.06,0.06,0.25,0.009798678441250831
0.06,0.06,0.25,0.009771110492469554
0.06,0.06,0.25,0.009823177835309463
0.06,0.06,0.25,0.009764955179088729
0.06,0.06,0.25,0.009794603421073175
0.06,0.06,0.25,0.009755071303381413
0.06,0.06,0.25,0.009787211811723824
