m,M,epsilon_of_M,stat_avg_cost
0.0,0.0,1.0,0.009188839402074763
0.01,0.01,1.0063647580360113,0.00932724135440111
0.02,0.02,1.0128179179349632,0.00942404704992245
0.03,0.03,1.0193614715465258,0.009520455496306366
0.04,0.04,1.0259974746609672,0.009432293320998018
0.05,0.05,1.0327280497178848,0.009613048924213339
0.06,0.06,1.0395553886588504,0.009757642172798427
0.07,0.07,1.0464817559332042,0.009887206527837786
0.08,0.08,1.0535094916669512,0.010092525734570788
0.09,0.09,1.0606410150054735,0.010091631948425215
0.1,0.1,1.0678788276415907,0.010277856257436683
0.11,0.11,1.075225517541416,0.010266548770697026
0.12,0.12,1.0826837628814314,0.010452980737878753
0.13,0.13,1.0902563362112874,0.010537075394604696
0.14,0.14,1.097946108857996,0.010550418518237403
0.15,0.15,1.1057560555884818,0.01076171061946518
0.16,0.16,1.1136892595488548,0.011041449015629513
0.17,0.17,1.1217489175003088,0.011154191569004839
0.18,0.18,1.1299383453732408,0.011296441341131386
0.19,0.19,1.138260984163042,0.01154249506535804
0.2,0.2,1.1467204061930465,0.011648425287642098
0.21,0.21,1.1553203217723849,0.011584383022679019
0.22,0.22,1.1640645862789334,0.011729708177904002
0.23,0.23,1.172957207700318,0.012038794864248147
0.24,0.24,1.1820023546689093,0.011896708242231472
0.25,0.25,1.19120436503011,0.012473478552555293
0.26,0.26,1.2005677549869136,0.012412060626705954
0.27,0.27,1.210097228867802,0.012739039807319238
0.28,0.28,1.2197976895696174,0.01274177696934175
0.29,0.29,1.2296742497320783,0.012900534776903325
0.3,0.3,1.2397322437062512,0.013043464821270678
0.31,0.31,1.2499772403855611,0.013396445394450984
0.32,0.32,1.260415056974935,0.013645249075482476
0.33,0.33,1.2710517737815223,0.013766780833572403
0.34,0.34,1.2818937501192083,0.01403832076570619
0.35,0.35,1.292947641428999,0.014461606258808915
0.36,0.36,1.3042204177284589,0.014413548426594086
0.37,0.37,1.3157193835158085,0.014765519538219926
0.38,0.38,1.3274521992684327,0.015008921902863607
0.39,0.39,1.3394269046914018,0.0150172210212349
0.4,0.4,1.3516519438896402,0.01530581289399197
0.41,0.41,1.364136192657816,0.015266825903283723
0.42,0.42,1.3768889881052373,0.015946270579450313
0.43,0.43,1.3899201608595146,0.017177559132433993
0.44,0.44,1.4032400701229402,0.01682832500324582
0.45,0.45,1.4168596418901171,0.017350325044437426
0.46,0.46,1.4307904106749971,0.01821185987086186
0.47,0.47,1.4450445651410397,0.017455078199695634
0.48,0.48,1.4596349980807526,0.017623533632319187
0.49,0.49,1.4745753612514936,0.01768134156129384
0.5,0.5,1.4898801256447496,0.019591520966415803
0.51,0.51,1.5055646478477143,0.019133859833978827
0.52,0.52,1.521645243251125,0.01989543162183668
0.53,0.53,1.538139266968456,0.020141664331093725
0.54,0.54,1.5550652034618424,0.020652364663707505
0.55,0.55,1.5724427660232767,0.02131436984265835
0.56,0.56,1.5902930074403716,0.023802161287769664
0.57,0.57,1.6086384433899383,0.021343206363915016
0.58,0.58,1.627503190356941,0.022558311835274448
0.59,0.59,1.6469131201796607,0.02367340874353162
0.6,0.6,1.666896033685178,0.02428549323512078
0.61,0.61,1.6874818563161358,0.023370873508682444
0.62,0.62,1.7087028591774005,0.024088146206870054
0.63,0.63,1.7305939095715455,0.026840524333121625
0.64,0.64,1.7531927558727805,0.02702244287676569
0.65,0.65,1.7765403525456833,0.02725043958720765
0.66,0.66,1.8006812322938,0.02781537036405905
0.67,0.67,1.8256639337835394,0.02918055318278375
0.68,0.68,1.8515414952088516,0.034515428033765366
0.69,0.69,1.878372026244799,0.031242180839095874
0.7,0.7,1.9062193738198783,0.03259585120966266
0.71,0.71,1.9351539008008143,0.0331615187310546
0.72,0.72,1.965253401376695,0.03534276962587232
0.73,0.73,1.9966041829888954,0.034324061444446746
0.74,0.74,2.0293023525439136,0.038783060173707064
0.75,0.75,2.063455355014829,0.04192775698602405
0.76,0.76,2.09918382629506,0.04054993969107148
0.77,0.77,2.1366238406150817,0.04070939531269739
0.78,0.78,2.1759296578470377,0.04365909081532693
0.79,0.79,2.217277110356908,0.04852381206460965
0.8,0.8,2.260867816817828,0.053034983186139695
0.81,0.81,2.3069344777758474,0.05145996813865202
0.82,0.82,2.355747604326646,0.05535679482126691
0.83,0.83,2.40762417206322,0.06310373357481129
0.84,0.84,2.462938901677292,0.06323988831092295
0.85,0.85,2.5221391850786157,0.07221462349718168
0.86,0.86,2.5857651690394,0.07714263277148092
0.87,0.87,2.654477294695811,0.09450488320373787
0.88,0.88,2.7290948826875954,0.08376567897196291
0.89,0.89,2.8106515474558647,0.08835376293386213
0.9,0.9,2.900477097889386,0.11228701416150136
0.91,0.91,3.000322737046536,0.15296764720204264
0.92,0.92,3.1125603136022217,0.18301973380111522
0.93,0.93,3.2405153234437045,0.15755584132165373
0.94,0.94,3.3890583499851985,0.25625739671715186
0.95,0.95,3.565740630302794,inf
0.96,0.96,3.783212923261572,0.3282327170282138
0.97,0.97,4.065191390652873,inf
0.98,0.98,4.464920175891207,inf
0.99,0.99,5.152297938244442,inf
0.1,0.2,0.0,
0.1,0.3,,
0.1,0.4,,
0.1,0.5,,
0.1,0.6,,
0.1,0.7,,
0.1,0.8,,
0.1,0.9,,
0.2,0.3,0.6558318735740906,0.012829794503764372
0.2,0.4,0.0,
0.2,0.5,,
0.2,0.6,,
0.2,0.7,,
0.2,0.8,,
0.2,0.9,,
0.3,0.4,0.9476175694143075,0.014405284812623034
0.3,0.5,0.5828996559875119,0.015764409173129625
0.3,0.6,0.0,
0.3,0.7,,
0.3,0.8,,
0.3,0.9,,
0.4,0.5,1.1695594588372513,0.016715857124447068
0.4,0.6,0.9398921788745371,0.01832654252094294
0.4,0.7,0.5565492766542917,0.019755792440710598
0.4,0.8,,
0.4,0.9,,
0.5,0.6,1.3619804581563217,0.021575740620068562
0.5,0.7,1.141958025781725,0.02270508428747731
0.5,0.8,0.5258403076416316,0.025288734044732798
0.5,0.9,,
0.6,0.7,1.0,0.028144353934581978
0.6,0.8,1.1504947316609877,0.029400363563776795
0.6,0.9,,
0.7,0.8,1.6989129250349175,0.03732939891408922
0.7,0.9,0.0,
0.8,0.9,1.672376735673487,0.057954715441923946
