m,M,epsilon_of_M,avg_cost
0.0,0.0,0.5,0.009669463541035128
0.0,0.0,0.5,0.00955492543196612
0.0,0.0,0.5,0.00955666639269575
0.0,0.0,0.5,0.009585281858706874
0.0,0.0,0.5,0.009642286728601165
0.0,0.0,0.5,0.00960117059980537
0.0,0.0,0.5,0.009586113563695849
0.0,0.0,0.5,0.009628720347988893
0.0,0.0,0.5,0.009594567278675416
0.0,0.0,0.5,0.00948034188502322
0.0,0.0,0.5,0.009535796164345136
0.0,0.0,0.5,0.009557464346056997
0.0,0.0,0.5,0.009646941331471379
0.0,0.0,0.5,0.009681366260208652
0.0,0.0,0.5,0.009519439135161211
0.0,0.0,0.5,0.009584166512136156
0.0,0.0,0.5,0.009617157407892565
0.0,0.0,0.5,0.009510384028112375
0.0,0.0,0.5,0.009576855584270095
0.0,0.0,0.5,0.00957163909592138
0.01,0.01,0.5,0.009688765227911377
0.01,0.01,0.5,0.009757989037879805
0.01,0.01,0.5,0.009743840333172174
0.01,0.01,0.5,0.009646784968172093
0.01,0.01,0.5,0.009838923232990472
0.01,0.01,0.5,0.009612447565133237
0.01,0.01,0.5,0.009912674215284495
0.01,0.01,0.5,0.009665650000009797
0.01,0.01,0.5,0.00976010075974129
0.01,0.01,0.5,0.009736236181792635
0.01,0.01,0.5,0.00965379287731115
0.01,0.01,0.5,0.009698284668682965
0.01,0.01,0.5,0.009625675616587986
0.01,0.01,0.5,0.009401025838704467
0.01,0.01,0.5,0.009681739196311703
0.01,0.01,0.5,0.009683178822438835
0.01,0.01,0.5,0.009692598811503791
0.01,0.01,0.5,0.00968946796060752
0.01,0.01,0.5,0.009841460218728306
0.01,0.01,0.5,0.00956612360850651
0.02,0.02,0.5,0.010063470440584645
0.02,0.02,0.5,0.009882672699772293
0.02,0.02,0.5,0.010148110807088646
0.02,0.02,0.5,0.00973693919501734
0.02,0.02,0.5,0.010123347522018706
0.02,0.02,0.5,0.009871279839559882
0.02,0.02,0.5,0.009569648527861381
0.02,0.02,0.5,0.009722700531270457
0.02,0.02,0.5,0.009754619681541211
0.02,0.02,0.5,0.009765934731069174
0.02,0.02,0.5,0.009572651851735345
0.02,0.02,0.5,0.00994737132265892
0.02,0.02,0.5,0.0099445894731913
0.02,0.02,0.5,0.009634072573618755
0.02,0.02,0.5,0.00996810399357571
0.02,0.02,0.5,0.009894201757764388
0.02,0.02,0.5,0.009659586663206111
0.02,0.02,0.5,0.009814043960463745
0.02,0.02,0.5,0.009698068199115293
0.02,0.02,0.5,0.009690067777979204
0.03,0.03,0.5,0.009699258294759953
0.03,0.03,0.5,0.009669965117126377
0.03,0.03,0.5,0.00998217606585156
0.03,0.03,0.5,0.009943072997457478
0.03,0.03,0.5,0.009985906473004468
0.03,0.03,0.5,0.009839631578769686
0.03,0.03,0.5,0.009708389926597739
0.03,0.03,0.5,0.009677787770311887
0.03,0.03,0.5,0.009904723704439294
0.03,0.03,0.5,0.010164302781692195
0.03,0.03,0.5,0.009984520470410825
0.03,0.03,0.5,0.009855898379846479
0.03,0.03,0.5,0.009843229920785682
0.03,0.03,0.5,0.010054948833360175
0.03,0.03,0.5,0.009949566954652902
0.03,0.03,0.5,0.009840590157523322
0.03,0.03,0.5,0.00981609655696613
0.03,0.03,0.5,0.009990439611076702
0.03,0.03,0.5,0.009974192245319825
0.03,0.03,0.5,0.009781250283280939
0.04,0.04,0.5,0.010050496823088452
0.04,0.04,0.5,0.010206308523112223
0.04,0.04,0.5,0.009648141967049004
0.04,0.04,0.5,0.009695378177125404
0.04,0.04,0.5,0.00981278975737609
0.04,0.04,0.5,0.009983698074121748
0.04,0.04,0.5,0.009878111369399109
0.04,0.04,0.5,0.009803917016562986
0.04,0.04,0.5,0.0099620116062788
0.04,0.04,0.5,0.009818431905123801
0.04,0.04,0.5,0.009403281226102152
0.04,0.04,0.5,0.009795644806692243
0.04,0.04,0.5,0.009725578228953676
0.04,0.04,0.5,0.010073817790165852
0.04,0.04,0.5,0.009752517741343907
0.04,0.04,0.5,0.010546539307115023
0.04,0.04,0.5,0.009837678598942926
0.04,0.04,0.5,0.010317816543056814
0.04,0.04,0.5,0.010117124310789863
0.04,0.04,0.5,0.01010849996636097
0.05,0.05,0.5,0.01045206813642123
0.05,0.05,0.5,0.009593615858962954
0.05,0.05,0.5,0.009926770652590663
0.05,0.05,0.5,0.010297563414048425
0.05,0.05,0.5,0.010080291801647514
0.05,0.05,0.5,0.010063124070094154
0.05,0.05,0.5,0.009810539872546228
0.05,0.05,0.5,0.010186133118113382
0.05,0.05,0.5,0.010094924116123104
0.05,0.05,0.5,0.010456562403029638
0.05,0.05,0.5,0.009757045315101865
0.05,0.05,0.5,0.009836919833590823
0.05,0.05,0.5,0.009888814056592853
0.05,0.05,0.5,0.010476074038953329
0.05,0.05,0.5,0.010046131469246279
0.05,0.05,0.5,0.010588405007415506
0.05,0.05,0.5,0.009785916300786611
0.05,0.05,0.5,0.010138455152098425
0.05,0.05,0.5,0.009657096339467085
0.05,0.05,0.5,0.010746139548928387
0.06,0.06,0.5,0.00996829418466852
0.06,0.06,0.5,0.010442003155542518
0.06,0.06,0.5,0.010365458649020769
0.06,0.06,0.5,0.010556617721161073
0.06,0.06,0.5,0.009922053739568977
0.06,0.06,0.5,0.010286172855721733
0.06,0.06,0.5,0.010551548863785147
0.06,0.06,0.5,0.010716730249601094
0.06,0.06,0.5,0.009938774338970884
0.06,0.06,0.5,0.010268096476749523
0.06,0.06,0.5,0.011081473993375321
0.06,0.06,0.5,0.01027954205978481
0.06,0.06,0.5,0.010500329620606721
0.06,0.06,0.5,0.010263489725727297
0.06,0.06,0.5,0.010091996287486988
0.06,0.06,0.5,0.010239534950135411
0.06,0.06,0.5,0.010194222660177207
0.06,0.06,0.5,0.010942134203982807
0.06,0.06,0.5,0.010382409983251715
0.06,0.06,0.5,0.010150584301174924
0.07,0.07,0.5,0.009700846166156596
0.07,0.07,0.5,0.010755734005961418
0.07,0.07,0.5,0.010436398289418832
0.07,0.07,0.5,0.01040746215857267
0.07,0.07,0.5,0.010548317357727065
0.07,0.07,0.5,0.011033778994246894
0.07,0.07,0.5,0.010761123041485741
0.07,0.07,0.5,0.010001067012192586
0.07,0.07,0.5,0.01029828410258941
0.07,0.07,0.5,0.010353424015677713
0.07,0.07,0.5,0.010643083491227768
0.07,0.07,0.5,0.009976165276255606
0.07,0.07,0.5,0.01037404580004174
0.07,0.07,0.5,0.010202229757358185
0.07,0.07,0.5,0.010287996383794528
0.07,0.07,0.5,0.00969538684613312
0.07,0.07,0.5,0.01034873288684609
0.07,0.07,0.5,0.010093569194640085
0.07,0.07,0.5,0.010198042361112962
0.07,0.07,0.5,0.010294886551076793
0.08,0.08,0.5,0.009817400757954379
0.08,0.08,0.5,0.010722488505701913
0.08,0.08,0.5,0.010540695477444814
0.08,0.08,0.5,0.01070485417115705
0.08,0.08,0.5,0.010227323030302432
0.08,0.08,0.5,0.01042128949699525
0.08,0.08,0.5,0.009879371817175036
0.08,0.08,0.5,0.010550491584496533
0.08,0.08,0.5,0.010999881090164074
0.08,0.08,0.5,0.01076122441374389
0.08,0.08,0.5,0.010700909843012252
0.08,0.08,0.5,0.010075087922017495
0.08,0.08,0.5,0.010303100352421365
0.08,0.08,0.5,0.010374053054762926
0.08,0.08,0.5,0.010248201781319221
0.08,0.08,0.5,0.010297588345716759
0.08,0.08,0.5,0.010099906663813107
0.08,0.08,0.5,0.010533277622145539
0.08,0.08,0.5,0.01022918217215125
0.08,0.08,0.5,0.009787489268576225
0.09,0.09,0.5,0.010563437357824135
0.09,0.09,0.5,0.010529011472580334
0.09,0.09,0.5,0.01097845770659668
0.09,0.09,0.5,0.010711667067346331
0.09,0.09,0.5,0.010631004733136228
0.09,0.09,0.5,0.010515720174368793
0.09,0.09,0.5,0.010737891481544857
0.09,0.09,0.5,0.01080008147365374
0.09,0.09,0.5,0.011559661437238335
0.09,0.09,0.5,0.010376871326832869
0.09,0.09,0.5,0.010411695101630584
0.09,0.09,0.5,0.009983567717639166
0.09,0.09,0.5,0.010873011562314976
0.09,0.09,0.5,0.01064451109667332
0.09,0.09,0.5,0.010223376902111244
0.09,0.09,0.5,0.010251167139076962
0.09,0.09,0.5,0.010244643187602934
0.09,0.09,0.5,0.010875876969513155
0.09,0.09,0.5,0.010690412138323457
0.09,0.09,0.5,0.009868603472026748
0.1,0.1,0.5,0.010626393194900762
0.1,0.1,0.5,0.010548765537963214
0.1,0.1,0.5,0.011185901261839427
0.1,0.1,0.5,0.010744237604830637
0.1,0.1,0.5,0.010714378986609504
0.1,0.1,0.5,0.010877880857740434
0.1,0.1,0.5,0.010975516004893437
0.1,0.1,0.5,0.01090440382654603
0.1,0.1,0.5,0.01018184996804862
0.1,0.1,0.5,0.010779034168808104
0.1,0.1,0.5,0.010912718692618655
0.1,0.1,0.5,0.010439805763535464
0.1,0.1,0.5,0.011343720488398698
0.1,0.1,0.5,0.011451627144663174
0.1,0.1,0.5,0.010395368624703707
0.1,0.1,0.5,0.010589824926971804
0.1,0.1,0.5,0.010861578893277714
0.1,0.1,0.5,0.010770957632190973
0.1,0.1,0.5,0.010154795993963352
0.1,0.1,0.5,0.010988407328361968
0.11,0.11,0.5,0.01100855854648438
0.11,0.11,0.5,0.010824635278334415
0.11,0.11,0.5,0.010694502132716223
0.11,0.11,0.5,0.01078437122940297
0.11,0.11,0.5,0.010566787064917095
0.11,0.11,0.5,0.011049322819713832
0.11,0.11,0.5,0.010282407562162693
0.11,0.11,0.5,0.01072622578284081
0.11,0.11,0.5,0.010965619371977594
0.11,0.11,0.5,0.011028652255521444
0.11,0.11,0.5,0.010808644280315425
0.11,0.11,0.5,0.011764580163037316
0.11,0.11,0.5,0.011051161352551448
0.11,0.11,0.5,0.01023627186349455
0.11,0.11,0.5,0.011124977138806832
0.11,0.11,0.5,0.010992175201503139
0.11,0.11,0.5,0.010627177155661376
0.11,0.11,0.5,0.010359517614334809
