m,M,epsilon_of_M,stat_avg_cost
0.4,0.9,1.0,2.1970780147162477e-08
0.5,0.6,1.0,3.878000701718468e-08
0.5,0.7,1.0,2.9471953406567688e-08
0.5,0.8,1.0,2.1302705103196192e-08
0.5,0.9,1.0,2.7784753876208125e-08
0.6,0.7,1.0,1.371388967008273e-08
0.6,0.8,1.0,6.204658682426687e-08
0.6,0.9,1.0,2.0712682009960776e-08
0.7,0.8,1.0,1.8893919320124103e-08
0.7,0.9,1.0,7.910967780196834e-08
0.8,0.9,1.0,3.2908651948128015e-08
