m,M,epsilon_of_M,stat_avg_cost
0.0,0.0,1.0,3.5477977397327874e-08
0.01,0.01,1.0,2.841463302251326e-08
0.02,0.02,1.0,1.859061196207798e-08
0.03,0.03,1.0,3.9634971151943435e-08
0.04,0.04,1.0,1.4695495858379512e-08
0.05,0.05,1.0,8.682149702927451e-08
0.06,0.06,1.0,2.0556811948097454e-08
0.07,0.07,1.0,2.4948874917259165e-08
0.08,0.08,1.0,1.3246137247575264e-08
0.09,0.09,1.0,2.5899251084456133e-08
0.1,0.1,1.0,2.6880236141033678e-08
0.11,0.11,1.0,3.0536422605683825e-08
0.12,0.12,1.0,3.122588437435748e-08
0.13,0.13,1.0,1.2626051671093161e-08
0.14,0.14,1.0,2.1233618595487234e-08
0.15,0.15,1.0,2.3966905201515827e-08
0.16,0.16,1.0,4.1615384748429824e-08
0.17,0.17,1.0,4.768646495541081e-08
0.18,0.18,1.0,1.827957716846234e-08
0.19,0.19,1.0,5.1055139682706727e-08
0.2,0.2,1.0,4.2778810154038375e-08
0.21,0.21,1.0,1.9869119441011726e-08
0.22,0.22,1.0,5.3719389094203406e-08
0.23,0.23,1.0,4.0581416610357534e-08
0.24,0.24,1.0,4.5905195456526233e-08
0.25,0.25,1.0,2.6304923031505488e-08
0.26,0.26,1.0,2.377814670044757e-08
0.27,0.27,1.0,2.3307257649316655e-08
0.28,0.28,1.0,3.0741464548294584e-08
0.29,0.29,1.0,1.491006914233815e-08
0.3,0.3,1.0,7.067322752372159e-08
0.31,0.31,1.0,1.791573339172458e-08
0.32,0.32,1.0,1.8952063030353413e-08
0.33,0.33,1.0,4.761957046574235e-08
0.34,0.34,1.0,4.848152874467061e-08
0.35,0.35,1.0,3.484462028413442e-08
0.36,0.36,1.0,1.3229985198028165e-08
0.37,0.37,1.0,3.302140770892624e-08
0.38,0.38,1.0,4.8647407263930966e-08
0.39,0.39,1.0,1.0632770916531715e-08
0.4,0.4,1.0,1.4749740178303919e-08
0.41,0.41,1.0,2.504259958668383e-08
0.42,0.42,1.0,4.6569181200345315e-08
0.43,0.43,1.0,4.2131638870677356e-08
0.44,0.44,1.0,2.1653633821268596e-08
0.45,0.45,1.0,2.798716725996905e-08
0.46,0.46,1.0,3.0270414634050766e-08
0.47,0.47,1.0,4.368902520509105e-08
0.48,0.48,1.0,4.986679984138107e-08
0.49,0.49,1.0,2.978494537550304e-08
0.5,0.5,1.0,3.42804607146235e-08
0.51,0.51,1.0,2.5487994002049884e-08
0.52,0.52,1.0,1.240050761827164e-08
0.53,0.53,1.0,4.618767378816732e-08
0.54,0.54,1.0,2.8028656643790854e-08
0.55,0.55,1.0,1.0680818623682593e-08
0.56,0.56,1.0,2.5914130132967055e-08
0.57,0.57,1.0,4.056227812942554e-08
0.58,0.58,1.0,1.839959280516813e-08
0.59,0.59,1.0,9.343712017763842e-08
0.6,0.6,1.0,1.2755920568684209e-08
0.61,0.61,1.0,4.005944821301919e-08
0.62,0.62,1.0,4.7558575298973516e-08
0.63,0.63,1.0,1.6019508741829747e-08
0.64,0.64,1.0,4.180309294051884e-08
0.65,0.65,1.0,2.5403612777875092e-08
0.66,0.66,1.0,2.463616914273628e-08
0.67,0.67,1.0,1.0086704898453905e-08
0.68,0.68,1.0,4.103757846379221e-08
0.69,0.69,1.0,2.6363697152680094e-08
0.7,0.7,1.0,3.232352196269487e-08
0.71,0.71,1.0,3.401938833347224e-08
0.72,0.72,1.0,2.163423848936142e-08
0.73,0.73,1.0,4.009917707636039e-08
0.74,0.74,1.0,8.017959757775143e-09
0.75,0.75,1.0,4.1320555527628685e-08
0.76,0.76,1.0,2.840117007789995e-08
0.77,0.77,1.0,2.315668937718041e-08
0.78,0.78,1.0,3.3257638046837934e-08
0.79,0.79,1.0,2.7822989188560046e-08
0.8,0.8,1.0,3.5380301928147367e-08
0.81,0.81,1.0,2.3465346884346065e-08
0.82,0.82,1.0,4.0156021681431557e-08
0.83,0.83,1.0,1.0008111813806603e-07
0.84,0.84,1.0,3.537109433257685e-08
0.85,0.85,1.0,2.7969323944560964e-08
0.86,0.86,1.0,2.6987920166251042e-08
0.87,0.87,1.0,1.1378150031938149e-08
0.88,0.88,1.0,2.6083640491148393e-08
0.89,0.89,1.0,2.225016998641154e-08
0.9,0.9,1.0,4.381717709401024e-08
0.91,0.91,1.0,3.225240366208574e-08
0.92,0.92,1.0,3.1745421767004165e-08
0.93,0.93,1.0,3.635735260288319e-08
0.94,0.94,1.0,3.129641734352345e-08
0.95,0.95,1.0,2.417604892058169e-08
0.96,0.96,1.0,5.218044229455242e-08
0.97,0.97,1.0,2.0976407976190536e-08
0.98,0.98,1.0,2.341682078321838e-08
0.99,0.99,1.0,1.0864219135917907e-08
0.1,0.2,1.0,2.187157774487697e-08
0.1,0.3,1.0,1.1527427279324505e-08
0.1,0.4,1.0,3.656176933654913e-08
0.1,0.5,1.0,3.5558517385581384e-08
0.1,0.6,1.0,4.8627298072877575e-08
0.1,0.7,1.0,7.131314559344472e-08
0.1,0.8,1.0,2.8581511345985758e-08
0.1,0.9,1.0,1.1956050626197266e-08
0.2,0.3,1.0,5.4557844027321744e-08
0.2,0.4,1.0,2.4671550669917398e-08
0.2,0.5,1.0,2.6507342433221625e-08
0.2,0.6,1.0,2.291726772698628e-08
0.2,0.7,1.0,1.5142604735697416e-08
0.2,0.8,1.0,2.404745604917526e-08
0.2,0.9,1.0,2.8049663852757095e-08
0.3,0.4,1.0,4.5784479664885816e-08
0.3,0.5,1.0,4.353659703945121e-08
0.3,0.6,1.0,1.896415325525246e-08
0.3,0.7,1.0,2.9057645933118594e-08
0.3,0.8,1.0,3.803577953840661e-08
0.3,0.9,1.0,4.691138968877166e-08
0.4,0.5,1.0,3.042775182653362e-08
0.4,0.6,1.0,2.3014633023746807e-08
0.4,0.7,1.0,3.265209238252853e-08
0.4,0.8,1.0,1.7053516495086985e-08
