m,M,epsilon_of_M,stat_avg_cost
0.0,0.0,0.5,2.7784241017717407e-09
0.01,0.01,0.5,1.1672317109861131e-08
0.02,0.02,0.5,2.9685105660378174e-08
0.03,0.03,0.5,1.7914175085455063e-08
0.04,0.04,0.5,6.680137244346005e-08
0.05,0.05,0.5,1.0510173961454226e-07
0.06,0.06,0.5,9.467417227978986e-08
0.07,0.07,0.5,1.1326719461089269e-07
0.08,0.08,0.5,1.1031434845408647e-07
0.09,0.09,0.5,1.414162693194221e-07
0.1,0.1,0.5,1.1550915176474266e-07
0.11,0.11,0.5,1.2883838353105487e-07
0.12,0.12,0.5,1.7665173563125856e-07
0.13,0.13,0.5,1.5627566022890637e-07
0.14,0.14,0.5,2.0962954843178008e-07
0.15,0.15,0.5,1.5032731231368482e-07
0.16,0.16,0.5,3.387721161627637e-07
0.17,0.17,0.5,3.701202001615702e-07
0.18,0.18,0.5,3.4289881097334383e-07
0.19,0.19,0.5,4.924099333598268e-07
0.2,0.2,0.5,3.5054731803603266e-07
0.21,0.21,0.5,1.8880192283828406e-07
0.22,0.22,0.5,6.831305495318897e-07
0.23,0.23,0.5,7.348642410735993e-07
0.24,0.24,0.5,5.536189139073131e-07
0.25,0.25,0.5,1.1713337709491845e-06
0.26,0.26,0.5,9.265952598138732e-07
0.27,0.27,0.5,5.753678051929764e-07
0.28,0.28,0.5,1.2323831901546414e-06
0.29,0.29,0.5,4.7672885436290516e-07
0.3,0.3,0.5,9.252986046498324e-07
0.31,0.31,0.5,5.567920973677644e-07
0.32,0.32,0.5,1.4281896044505835e-06
0.33,0.33,0.5,9.544932599494409e-07
0.34,0.34,0.5,1.637222157976188e-06
0.35,0.35,0.5,1.1959351293297869e-06
0.36,0.36,0.5,1.240687994144408e-06
0.37,0.37,0.5,1.1722564464140936e-06
0.38,0.38,0.5,2.0989953726803393e-06
0.39,0.39,0.5,2.1811842168636194e-06
0.4,0.4,0.5,1.9468745028721e-06
0.41,0.41,0.5,1.340936185755445e-06
0.42,0.42,0.5,1.7360712781121707e-06
0.43,0.43,0.5,1.2383523190264238e-06
0.44,0.44,0.5,2.12276908696002e-06
0.45,0.45,0.5,4.822168898768242e-06
0.46,0.46,0.5,3.126008232692028e-06
0.47,0.47,0.5,1.8053757070852807e-06
0.48,0.48,0.5,6.1407092816785975e-06
0.49,0.49,0.5,4.759216519052641e-06
0.5,0.5,0.5,2.053077674239948e-06
0.51,0.51,0.5,7.25235009398584e-06
0.52,0.52,0.5,7.2863069776245795e-06
0.53,0.53,0.5,6.211371404291482e-06
0.54,0.54,0.5,8.141838192404923e-06
0.55,0.55,0.5,4.2830504069505205e-06
0.56,0.56,0.5,7.346931297758663e-06
0.57,0.57,0.5,5.212000684966661e-06
0.58,0.58,0.5,3.710901215831082e-06
0.59,0.59,0.5,1.3911826470522996e-05
0.6,0.6,0.5,8.409542101328974e-06
0.61,0.61,0.5,1.5963480863085607e-05
0.62,0.62,0.5,1.0055616839644063e-05
0.63,0.63,0.5,1.3924945183241076e-05
0.64,0.64,0.5,3.362961056130584e-05
0.65,0.65,0.5,1.0299951901823374e-05
0.66,0.66,0.5,2.672508555969149e-05
0.67,0.67,0.5,6.889486002387588e-05
0.68,0.68,0.5,1.4533017019635909e-05
0.69,0.69,0.5,4.688485435581929e-05
0.7,0.7,0.5,3.140798588260478e-05
0.71,0.71,0.5,3.274747385879781e-05
0.72,0.72,0.5,3.6981039768668214e-05
0.73,0.73,0.5,3.470751697413886e-05
0.74,0.74,0.5,7.821912343782663e-05
0.75,0.75,0.5,9.22388696286915e-05
0.76,0.76,0.5,8.765535563742028e-05
0.77,0.77,0.5,7.896830392402903e-05
0.78,0.78,0.5,0.0001875854419900419
0.79,0.79,0.5,0.00017782843789385672
0.8,0.8,0.5,0.00014338562458927917
0.81,0.81,0.5,0.000339950054868647
0.82,0.82,0.5,7.336289642637854e-05
0.83,0.83,0.5,0.00019069033410746642
0.84,0.84,0.5,0.00021267512278758094
0.85,0.85,0.5,0.0007781829372816076
0.86,0.86,0.5,0.00010467685811540882
0.87,0.87,0.5,0.0010292937363880661
0.88,0.88,0.5,0.00037593614804031617
0.89,0.89,0.5,0.0008441510505699585
0.9,0.9,0.5,0.0004820600462222861
0.91,0.91,0.5,0.0025669876843391944
0.92,0.92,0.5,0.0022728276853478543
0.93,0.93,0.5,0.009275420868741549
0.94,0.94,0.5,0.04197395988357585
0.95,0.95,0.5,0.00925687421887792
0.96,0.96,0.5,0.06631661334347763
0.97,0.97,0.5,0.06425530049187535
0.98,0.98,0.5,
0.99,0.99,0.5,
0.1,0.2,0.5,4.2038182339265706e-07
0.1,0.3,0.5,1.3803753666701612e-07
0.1,0.4,0.5,3.4714868653247925e-07
0.1,0.5,0.5,7.491270152117971e-07
0.1,0.6,0.5,1.2269542687635053e-06
0.1,0.7,0.5,8.984033798388459e-07
0.1,0.8,0.5,7.737405455916395e-07
0.1,0.9,0.5,1.676485989192789e-06
0.2,0.3,0.5,3.9424799044756494e-07
0.2,0.4,0.5,5.654337913752186e-07
0.2,0.5,0.5,1.1283150422454932e-06
0.2,0.6,0.5,8.993084803918945e-07
0.2,0.7,0.5,1.4471371694958329e-06
0.2,0.8,0.5,2.2381514354704257e-06
0.2,0.9,0.5,2.55157118517286e-06
0.3,0.4,0.5,1.4783495206137308e-06
0.3,0.5,0.5,9.312574288510226e-07
0.3,0.6,0.5,2.1197306989182875e-06
0.3,0.7,0.5,2.2929139624820186e-06
0.3,0.8,0.5,3.250221500506493e-06
0.3,0.9,0.5,4.173005363920936e-06
0.4,0.5,0.5,1.3190836721546077e-06
0.4,0.6,0.5,7.417928707115934e-06
0.4,0.7,0.5,2.977963550018174e-06
0.4,0.8,0.5,2.49225088831338e-06
0.4,0.9,0.5,1.0532852900285728e-05
0.5,0.6,0.5,5.319774134887078e-06
0.5,0.7,0.5,5.268961315519314e-06
0.5,0.8,0.5,6.906312360078175e-06
0.5,0.9,0.5,1.1582491103745963e-05
0.6,0.7,0.5,1.4219645103269762e-05
0.6,0.8,0.5,2.012606723693688e-05
0.6,0.9,0.5,4.113769462633308e-05
0.7,0.8,0.5,3.170859955524479e-05
0.7,0.9,0.5,9.88975507031604e-05
0.8,0.9,0.5,0.00013327127717169038
