m,M,epsilon_of_M,avg_cost
0.0,0.0,2,0.00828113652693953
0.0,0.0,2,0.008338835035399342
0.0,0.0,2,0.008658552209235202
0.0,0.0,2,0.00822058088825406
0.0,0.0,2,0.008781885258490128
0.0,0.0,2,0.008332787784341558
0.0,0.0,2,0.008499284780675699
0.0,0.0,2,0.008386737554559813
0.0,0.0,2,0.008518727743871397
0.0,0.0,2,0.008554961747244823
0.0,0.0,2,0.008107453704695417
0.0,0.0,2,0.008463817977768724
0.0,0.0,2,0.00850731306303685
0.0,0.0,2,0.008267650558074513
0.0,0.0,2,0.00835999495710715
0.0,0.0,2,0.008988350604007468
0.0,0.0,2,0.008814214874259515
0.0,0.0,2,0.008379634567316134
0.0,0.0,2,0.008416244376729989
0.0,0.0,2,0.008430788265716381
0.01,0.01,2,0.008287936999420608
0.01,0.01,2,0.009088254087939618
0.01,0.01,2,0.007932094301351007
0.01,0.01,2,0.008774990023458582
0.01,0.01,2,0.008645386753385102
0.01,0.01,2,0.00823121029243949
0.01,0.01,2,0.008203462738312028
0.01,0.01,2,0.008640840919468677
0.01,0.01,2,0.008455798543541514
0.01,0.01,2,0.008998788248149718
0.01,0.01,2,0.008254219443042077
0.01,0.01,2,0.008868730857104223
0.01,0.01,2,0.008735241684860645
0.01,0.01,2,0.008265195590418292
0.01,0.01,2,0.008466580384805002
0.01,0.01,2,0.007895471175215047
0.01,0.01,2,0.008147943278782542
0.01,0.01,2,0.008920889093883054
0.01,0.01,2,0.007529705841891586
0.01,0.01,2,0.008559310301376745
0.02,0.02,2,0.0083408557171252
0.02,0.02,2,0.008375511259235803
0.02,0.02,2,0.00856234227435349
0.02,0.02,2,0.008410966611520928
0.02,0.02,2,0.009200097094311245
0.02,0.02,2,0.008606582145426782
0.02,0.02,2,0.008510541201023146
0.02,0.02,2,0.008635029706257267
0.02,0.02,2,0.008476279971618171
0.02,0.02,2,0.008828835081199925
0.02,0.02,2,0.008336696411084076
0.02,0.02,2,0.00811160403286145
0.02,0.02,2,0.008473361858787946
0.02,0.02,2,0.008330100019845571
0.02,0.02,2,0.008149228101794533
0.02,0.02,2,0.008605593673733694
0.02,0.02,2,0.008630926146732571
0.02,0.02,2,0.008359827518872077
0.02,0.02,2,0.008585386723718143
0.02,0.02,2,0.00908461738649411
0.03,0.03,2,0.009148965560485871
0.03,0.03,2,0.008964153133588225
0.03,0.03,2,0.009040916801966021
0.03,0.03,2,0.008987359864227903
0.03,0.03,2,0.00935426604044137
0.03,0.03,2,0.008717143426727839
0.03,0.03,2,0.008945897706173806
0.03,0.03,2,0.008728408108230914
0.03,0.03,2,0.008828305004533675
0.03,0.03,2,0.008778110628598207
0.03,0.03,2,0.00831348494707097
0.03,0.03,2,0.008291205925188677
0.03,0.03,2,0.008240948851832441
0.03,0.03,2,0.008340505250294596
0.03,0.03,2,0.008631363970450095
0.03,0.03,2,0.009263180700243233
0.03,0.03,2,0.009029941578427616
0.03,0.03,2,0.009318194269332333
0.03,0.03,2,0.00870937480575265
0.03,0.03,2,0.008848552005567932
0.04,0.04,2,0.008874097773432118
0.04,0.04,2,0.009012638079587947
0.04,0.04,2,0.009189018822839557
0.04,0.04,2,0.009545548495374544
0.04,0.04,2,0.00865433382438079
0.04,0.04,2,0.00886592529266942
0.04,0.04,2,0.008551786346192558
0.04,0.04,2,0.008827526527122093
0.04,0.04,2,0.008274473644477207
0.04,0.04,2,0.008478763035805211
0.04,0.04,2,0.008870494842733462
0.04,0.04,2,0.0082948751848767
0.04,0.04,2,0.008246043824356952
0.04,0.04,2,0.008739032099156892
0.04,0.04,2,0.0086002893711702
0.04,0.04,2,0.00897098800262567
0.04,0.04,2,0.008891506231184983
0.04,0.04,2,0.008446216707372146
0.04,0.04,2,0.008871408490369099
0.04,0.04,2,0.009252354517243587
0.05,0.05,2,0.00870069712133808
0.05,0.05,2,0.008654499105848283
0.05,0.05,2,0.008706895160621342
0.05,0.05,2,0.008988949120261795
0.05,0.05,2,0.00892967958598214
0.05,0.05,2,0.007526663248418531
0.05,0.05,2,0.009215976449480133
0.05,0.05,2,0.008714762545833891
0.05,0.05,2,0.00899253202811596
0.05,0.05,2,0.008875488711582679
0.05,0.05,2,0.008917978756250979
0.05,0.05,2,0.008887164444862115
0.05,0.05,2,0.009806353849690155
0.05,0.05,2,0.009071921220929287
0.05,0.05,2,0.009329322722076022
0.05,0.05,2,0.00877250364788114
0.05,0.05,2,0.00888960993587844
0.05,0.05,2,0.009366314687069185
0.05,0.05,2,0.008717117313760321
0.05,0.05,2,0.009342814363931615
0.06,0.06,2,0.00893500170318458
0.06,0.06,2,0.008739323931633996
0.06,0.06,2,0.00928928319952199
0.06,0.06,2,0.008874588218564317
0.06,0.06,2,0.008899630042128235
0.06,0.06,2,0.008859197909896041
0.06,0.06,2,0.009644636589625452
0.06,0.06,2,0.009221262846299158
0.06,0.06,2,0.008848043615942578
0.06,0.06,2,0.009013776314753015
0.06,0.06,2,0.0095070962330436
0.06,0.06,2,0.008816787958405273
0.06,0.06,2,0.008964349656658873
0.06,0.06,2,0.00932095768854569
0.06,0.06,2,0.009558683119644229
0.06,0.06,2,0.008289766764053977
0.06,0.06,2,0.00946124644788287
0.06,0.06,2,0.008721939229949125
0.06,0.06,2,0.008875751677062777
0.06,0.06,2,0.009286002071281189
0.07,0.07,2,0.009327756445969854
0.07,0.07,2,0.009216011260639362
0.07,0.07,2,0.009894868399938217
0.07,0.07,2,0.009375465854573056
0.07,0.07,2,0.009483822714533671
0.07,0.07,2,0.008646947784765543
0.07,0.07,2,0.009581708157209804
0.07,0.07,2,0.009872433662868978
0.07,0.07,2,0.009275748063883735
0.07,0.07,2,0.008777683875845774
0.07,0.07,2,0.009003479382218092
0.07,0.07,2,0.008941328675116007
0.07,0.07,2,0.009390588967753183
0.07,0.07,2,0.008889598168520321
0.07,0.07,2,0.00833421209093518
0.07,0.07,2,0.009470736260166408
0.07,0.07,2,0.008581781737359163
0.07,0.07,2,0.009135948159757963
0.07,0.07,2,0.009375395889876856
0.07,0.07,2,0.009271826292993156
0.08,0.08,2,0.00914764396203711
0.08,0.08,2,0.009744225520986551
0.08,0.08,2,0.009640707924864385
0.08,0.08,2,0.009701753244663843
0.08,0.08,2,0.009655614920752046
0.08,0.08,2,0.009409121437307554
0.08,0.08,2,0.008961284669500778
0.08,0.08,2,0.008643675387960823
0.08,0.08,2,0.009464412529971147
0.08,0.08,2,0.009450536111079788
0.08,0.08,2,0.008998387403163003
0.08,0.08,2,0.009080955969612604
0.08,0.08,2,0.009281671156801136
0.08,0.08,2,0.008405791799956657
0.08,0.08,2,0.008752784035986583
0.08,0.08,2,0.00891693048635168
0.08,0.08,2,0.009206021708478696
0.08,0.08,2,0.009178252740478302
0.08,0.08,2,0.008779750245441132
0.08,0.08,2,0.009590184934788784
0.09,0.09,2,0.009588511736105153
0.09,0.09,2,0.009201357918945165
0.09,0.09,2,0.00992716982428214
0.09,0.09,2,0.008914662988795214
0.09,0.09,2,0.008990866369366437
0.09,0.09,2,0.008950684079258498
0.09,0.09,2,0.010494966594766723
0.09,0.09,2,0.009590436551258243
0.09,0.09,2,0.009922208738709908
0.09,0.09,2,0.009418987208778875
0.09,0.09,2,0.009241170968966466
0.09,0.09,2,0.009625823254689289
0.09,0.09,2,0.009465590367780143
0.09,0.09,2,0.009354447669059539
0.09,0.09,2,0.00978651696569287
0.09,0.09,2,0.010116495594745216
0.09,0.09,2,0.009537839362152597
0.09,0.09,2,0.009373260561022058
0.09,0.09,2,0.009509798564690466
0.09,0.09,2,0.009628580533959121
0.1,0.1,2,0.009784556390956474
0.1,0.1,2,0.009711364393986328
0.1,0.1,2,0.010093283024801824
0.1,0.1,2,0.009434830779811623
0.1,0.1,2,0.009458037938140542
0.1,0.1,2,0.010135754059088134
0.1,0.1,2,0.009537331874582805
0.1,0.1,2,0.009821738505462304
0.1,0.1,2,0.009637191125650944
0.1,0.1,2,0.00889252390147702
0.1,0.1,2,0.009912868297191495
0.1,0.1,2,0.009521064218464229
0.1,0.1,2,0.009583366546141616
0.1,0.1,2,0.00974834195381705
0.1,0.1,2,0.010378027335275295
0.1,0.1,2,0.009469425617608171
0.1,0.1,2,0.010072320412974201
0.1,0.1,2,0.009634147959370854
0.1,0.1,2,0.009669649968334396
0.1,0.1,2,0.009794982264921037
0.11,0.11,2,0.010519360018726793
0.11,0.11,2,0.009117784004983425
0.11,0.11,2,0.009890853227196059
0.11,0.11,2,0.009977784332111996
0.11,0.11,2,0.009235162194245826
0.11,0.11,2,0.009292644554001568
0.11,0.11,2,0.009651255581405631
0.11,0.11,2,0.009154842731497729
0.11,0.11,2,0.009793617213081671
0.11,0.11,2,0.00948636426639975
0.11,0.11,2,0.009095519786540331
0.11,0.11,2,0.008852756561903244
0.11,0.11,2,0.00962926012958124
0.11,0.11,2,0.009320830733831834
0.11,0.11,2,0.009874320725931819
0.11,0.11,2,0.009665558438024167
0.11,0.11,2,0.009665330432383027
0.11,0.11,2,0.010147495272980478
0.11,0.11,2,0.009164054317101291
0.11,0.11,2,0.010660888910513559
0.12,0.12,2,0.010066858882636684
0.12,0.12,2,0.009416242265891878
0.12,0.12,2,0.009923427223427959
0.12,0.12,2,0.010226814056267786
0.12,0.12,2,0.008835870777130035
0.12,0.12,2,0.010479261672775913
0.12,0.12,2,0.009669667609196707
0.12,0.12,2,0.009669391031100049
0.12,0.12,2,0.010196405839074253
0.12,0.12,2,0.009288582640448784
0.12,0.12,2,0.009300877433764447
0.12,0.12,2,0.010483121914584467
0.12,0.12,2,0.009163070841747499
0.12,0.12,2,0.009250464829353608
0.12,0.12,2,0.00808472233925786
0.12,0.12,2,0.008739886311429513
0.12,0.12,2,0.008963733660953436
0.12,0.12,2,0.01011026360343957
0.12,0.12,2,0.010031004525536742
0.12,0.12,2,0.009866638946815132
0.13,0.13,2,0.010803345194928439
0.13,0.13,2,0.00929176276631037
0.13,0.13,2,0.010290743610410966
0.13,0.13,2,0.009120470733690824
0.13,0.13,2,0.0100432191606317
0.13,0.13,2,0.009816043523180785
0.13,0.13,2,0.009925643525289877
0.13,0.13,2,0.009011665926913975
0.13,0.13,2,0.010581825538438885
0.13,0.13,2,0.010453592150975386
0.13,0.13,2,0.009667705388290425
0.13,0.13,2,0.010741681665572954
0.13,0.13,2,0.009702132272259164
0.13,0.13,2,0.009264500611174122
0.13,0.13,2,0.009677576849774832
0.13,0.13,2,0.010122427562352782
0.13,0.13,2,0.010256484246767752
0.13,0.13,2,0.010302430466006573
0.13,0.13,2,0.008694727935141453
0.13,0.13,2,0.008540081339639379
0.14,0.14,2,0.009109990209763396
0.14,0.14,2,0.009536950545804794
0.14,0.14,2,0.00963985418362948
0.14,0.14,2,0.009610489265718147
0.14,0.14,2,0.01067317167221578
0.14,0.14,2,0.010141328922477506
0.14,0.14,2,0.010356393547854049
0.14,0.14,2,0.009673866804556364
0.14,0.14,2,0.009991458093935037
0.14,0.14,2,0.009756694151141082
0.14,0.14,2,0.010663178814863207
0.14,0.14,2,0.01024805886472354
0.14,0.14,2,0.010549781471812425
0.14,0.14,2,0.010018822827390994
0.14,0.14,2,0.010253023350866466
0.14,0.14,2,0.010167087786958753
0.14,0.14,2,0.010013352126964095
0.14,0.14,2,0.009387232580029476
0.14,0.14,2,0.009015113580253444
0.14,0.14,2,0.009254677699862759
0.15,0.15,2,0.010410169178258285
0.15,0.15,2,0.009863509667532343
0.15,0.15,2,0.010235379397376766
0.15,0.15,2,0.009204536060564239
0.15,0.15,2,0.011227392005284399
0.15,0.15,2,0.009697365786551225
0.15,0.15,2,0.010022616298588104
0.15,0.15,2,0.010290017552347763
0.15,0.15,2,0.010576813291335774
0.15,0.15,2,0.010928272255725586
0.15,0.15,2,0.009117239262270843
0.15,0.15,2,0.01002778473392613
0.15,0.15,2,0.009972550356911249
0.15,0.15,2,0.009748287599649701
0.15,0.15,2,0.010191869721594835
0.15,0.15,2,0.009594216644358717
0.15,0.15,2,0.0095428621205617
0.15,0.15,2,0.010668753114519591
0.15,0.15,2,0.00924856385227951
0.15,0.15,2,0.011312634640734657
0.16,0.16,2,0.009604318059315926
0.16,0.16,2,0.010514243417421064
0.16,0.16,2,0.009706644410123243
0.16,0.16,2,0.010729795287046236
0.16,0.16,2,0.009625332343861856
0.16,0.16,2,0.010231683260984446
0.16,0.16,2,0.010097688644600707
0.16,0.16,2,0.010185194676384611
0.16,0.16,2,0.009795991612332836
0.16,0.16,2,0.009929283166498677
