m,M,epsilon_of_M,stat_avg_cost
0.0,0.0,2.0,0.008465447623886185
0.01,0.01,2.0,0.00844510252794228
0.02,0.02,2.0,0.008530719146799806
0.03,0.03,2.0,0.00882401392895672
0.04,0.04,2.0,0.008772866055648556
0.05,0.05,2.0,0.008920362200990604
0.06,0.06,2.0,0.009056366260903849
0.07,0.07,2.0,0.009192367092246214
0.08,0.08,2.0,0.009200485309509131
0.09,0.09,2.0,0.009531968792651207
0.1,0.1,2.0,0.009714540328402816
0.11,0.11,2.0,0.009609784171622072
0.12,0.12,2.0,0.009588315320241615
0.13,0.13,2.0,0.009815403023387532
0.14,0.14,2.0,0.00990302632504104
0.15,0.15,2.0,0.010094041677018571
0.16,0.16,2.0,0.010070844662975411
0.17,0.17,2.0,0.010344690110566193
0.18,0.18,2.0,0.010728239027931631
0.19,0.19,2.0,0.010748938193485397
0.2,0.2,2.0,0.010712073909514216
0.21,0.21,2.0,0.01094653210277502
0.22,0.22,2.0,0.01118262461356202
0.23,0.23,2.0,0.011549727415040697
0.24,0.24,2.0,0.011845733594648244
0.25,0.25,2.0,0.011550840693495174
0.26,0.26,2.0,0.012183211549991114
0.27,0.27,2.0,0.011805723280715264
0.28,0.28,2.0,0.012131864282992743
0.29,0.29,2.0,0.012589318026094165
0.3,0.3,2.0,0.012439823653440436
0.31,0.31,2.0,0.012945541082618719
0.32,0.32,2.0,0.013057623875044961
0.33,0.33,2.0,0.01360917113424442
0.34,0.34,2.0,0.013845158505557306
0.35,0.35,2.0,0.014085471573408798
0.36,0.36,2.0,0.013658511637739328
0.37,0.37,2.0,0.01415501616826532
0.38,0.38,2.0,0.0140656516212466
0.39,0.39,2.0,0.014679244114812348
0.4,0.4,2.0,0.015134593258654665
0.41,0.41,2.0,0.015000190956300263
0.42,0.42,2.0,0.015690365662206912
0.43,0.43,2.0,0.01664625846443436
0.44,0.44,2.0,0.01647183986726255
0.45,0.45,2.0,0.01671484060828231
0.46,0.46,2.0,0.01689090673921951
0.47,0.47,2.0,0.016891540271036787
0.48,0.48,2.0,0.017662160513718862
0.49,0.49,2.0,0.018069203800260742
0.5,0.5,2.0,0.0191070363280638
0.51,0.51,2.0,0.019079772862080208
0.52,0.52,2.0,0.019775034868038232
0.53,0.53,2.0,0.02040287627473897
0.54,0.54,2.0,0.020560313297019805
0.55,0.55,2.0,0.020541775270820573
0.56,0.56,2.0,0.02159152988087334
0.57,0.57,2.0,0.0213066404478764
0.58,0.58,2.0,0.02198457291292954
0.59,0.59,2.0,0.02286949209441871
0.6,0.6,2.0,0.0254322494761161
0.61,0.61,2.0,0.02394099902966999
0.62,0.62,2.0,0.026681390779912835
0.63,0.63,2.0,0.025471236425373862
0.64,0.64,2.0,0.026648264560029777
0.65,0.65,2.0,0.02853096110747753
0.66,0.66,2.0,0.026826766127470585
0.67,0.67,2.0,0.029843338365762688
0.68,0.68,2.0,0.03119475703736093
0.69,0.69,2.0,0.031320417130499864
0.7,0.7,2.0,0.030185320373344003
0.71,0.71,2.0,0.03441130855223469
0.72,0.72,2.0,0.03366404449636732
0.73,0.73,2.0,0.037639203834921135
0.74,0.74,2.0,0.04070470008972501
0.75,0.75,2.0,0.03890196982892875
0.76,0.76,2.0,0.04273804052609521
0.77,0.77,2.0,0.04539938383762538
0.78,0.78,2.0,0.04875901831871153
0.79,0.79,2.0,0.04828204058374001
0.8,0.8,2.0,0.049592360228585014
0.81,0.81,2.0,0.04904846296722015
0.82,0.82,2.0,0.05612465724002282
0.83,0.83,2.0,0.057052927601498014
0.84,0.84,2.0,0.06981279704527878
0.85,0.85,2.0,0.06456593887004333
0.86,0.86,2.0,0.08028409818900706
0.87,0.87,2.0,0.07770581804423192
0.88,0.88,2.0,0.07654961992059511
0.89,0.89,2.0,0.09258539713753815
0.9,0.9,2.0,0.11071248202316827
0.91,0.91,2.0,0.11721888041069595
0.92,0.92,2.0,0.16402697569101382
0.93,0.93,2.0,0.19495135012204126
0.94,0.94,2.0,0.17813503953924897
0.95,0.95,2.0,0.4133815618467992
0.96,0.96,2.0,0.2721897414699308
0.97,0.97,2.0,0.35547082984395645
0.98,0.98,2.0,inf
0.99,0.99,2.0,inf
0.1,0.2,2.0,0.0098373443520192
0.1,0.3,2.0,0.010552598264801444
0.1,0.4,2.0,0.010826338373253322
0.1,0.5,2.0,0.011527751977948275
0.1,0.6,2.0,0.011841187104785517
0.1,0.7,2.0,0.012280718389382377
0.1,0.8,2.0,0.013587366275198126
0.1,0.9,2.0,0.01433743449755118
0.2,0.3,2.0,0.01122183195025837
0.2,0.4,2.0,0.012230210917900337
0.2,0.5,2.0,0.01324088737860205
0.2,0.6,2.0,0.014118405407548518
0.2,0.7,2.0,0.013860466096575916
0.2,0.8,2.0,0.014784106061221353
0.2,0.9,2.0,0.0160131327082447
0.3,0.4,2.0,0.013859681574075666
0.3,0.5,2.0,0.014671715682764066
0.3,0.6,2.0,0.015401985464319052
0.3,0.7,2.0,0.01599882352876502
0.3,0.8,2.0,0.017424591790428805
0.3,0.9,2.0,0.0184527672955326
0.4,0.5,2.0,0.01627429147358119
0.4,0.6,2.0,0.01740263754226242
0.4,0.7,2.0,0.018517691764005036
0.4,0.8,2.0,0.021990776201611568
0.4,0.9,2.0,0.02133398757776648
0.5,0.6,2.0,0.01967184280061101
0.5,0.7,2.0,0.02209384193614681
0.5,0.8,2.0,0.023792556228439572
0.5,0.9,2.0,0.027754588131936087
0.6,0.7,2.0,0.026612331203902505
0.6,0.8,2.0,0.02762047509105937
0.6,0.9,2.0,0.03165064302195923
0.7,0.8,2.0,0.040080746218933
0.7,0.9,2.0,0.04198320996209217
0.8,0.9,2.0,0.06365510012442424
