m,M,epsilon_of_M,stat_avg_cost
0.0,0.0,0.5,8.324606439505382e-09
0.01,0.01,0.5039665605676082,1.4391957000360772e-08
0.02,0.02,0.5079979177547896,3.6914850085923103e-08
0.03,0.03,0.5120957059628882,2.6312819498034833e-08
0.04,0.04,0.5162616161383373,4.6062430768747446e-08
0.05,0.05,0.52049739828564,7.267206915866358e-08
0.06,0.06,0.5248048641178956,8.150689001690115e-08
0.07,0.07,0.5291858898538833,7.113606470158737e-08
0.08,0.08,0.5336424191713875,1.0329500937325451e-07
0.09,0.09,0.5381764663272128,1.1674648181471045e-07
0.1,0.1,0.5427901194551417,2.349701513565107e-07
0.11,0.11,0.5474855440539913,1.4914611529642185e-07
0.12,0.12,0.5522649866788762,1.4642280448106762e-07
0.13,0.13,0.5571307788498736,1.304076989658738e-07
0.14,0.14,0.5620853411934147,3.0540032337718624e-07
0.15,0.15,0.5671311878330223,1.4992929770618665e-07
0.16,0.16,0.5722709310473791,4.7470164780721316e-07
0.17,0.17,0.577507286215256,3.711418407375381e-07
0.18,0.18,0.582843077068483,2.578591044239812e-07
0.19,0.19,0.5882812412759918,4.84822050796115e-07
0.2,0.2,0.5938248363839754,3.852693935271846e-07
0.21,0.21,0.5994770461394302,3.9883917769161624e-07
0.22,0.22,0.605241187226804,5.246827856548784e-07
0.23,0.23,0.611120716450173,2.0869173025728382e-07
0.24,0.24,0.617119238396363,5.389455182114502e-07
0.25,0.25,0.623240513617734,5.853578270398126e-07
0.26,0.26,0.6294884673770177,6.328547457523324e-07
0.27,0.27,0.6358671990006551,6.665514414510705e-07
0.28,0.28,0.6423809918915997,1.1639792625971666e-06
0.29,0.29,0.6490343242575736,5.022360523563755e-07
0.3,0.3,0.6558318806163519,7.71746133431778e-07
0.31,0.31,0.6627785641458999,8.646078546164679e-07
0.32,0.32,0.6698795099541457,1.1682480539564976e-06
0.33,0.33,0.6771400993509753,1.1173096228174226e-06
0.34,0.34,0.6845659752137845,1.0065105893908657e-06
0.35,0.35,0.6921630585477134,2.1668526942578932e-06
0.36,0.36,0.6999375663527393,2.0623344961034277e-06
0.37,0.37,0.7078960309222104,1.1490567671068857e-06
0.38,0.38,0.7160453207114358,1.4742639818730402e-06
0.39,0.39,0.7243926629307729,8.575612564266371e-07
0.4,0.4,0.7329456680356208,2.046926699930939e-06
0.41,0.41,0.7417123563060677,1.9002808021332494e-06
0.42,0.42,0.7507011867321132,3.0493638964158316e-06
0.43,0.43,0.7599210884467502,4.775283829198427e-06
0.44,0.44,0.7693814949793283,2.3907038170310637e-06
0.45,0.45,0.7790923816360812,2.9403389578914943e-06
0.46,0.46,0.7890643063542453,2.752906881436114e-06
0.47,0.47,0.7993084544216629,4.595719535455823e-06
0.48,0.48,0.809836687506159,4.6164136226630845e-06
0.49,0.49,0.8206615974995353,2.8025176313805325e-06
0.5,0.5,0.8317965657511864,2.670466506128263e-06
0.51,0.51,0.8432558283478441,6.81855799844977e-06
0.52,0.52,0.8550545481909493,4.513961672463545e-06
0.53,0.53,0.8672088947341141,6.612925164118139e-06
0.54,0.54,0.8797361323732649,1.1387558459161029e-05
0.55,0.55,0.8926547186350444,8.400928244830031e-06
0.56,0.56,0.9059844134896075,3.5572843195747e-06
0.57,0.57,0.9197464013276997,1.3162244779152223e-05
