m,M,epsilon_of_M,stat_avg_cost
0.0,0.0,0.5,1.0582994321462072e-08
0.01,0.01,0.5,7.467043054249344e-09
0.02,0.02,0.5,6.310310394413898e-09
0.03,0.03,0.5,7.89323802672672e-09
0.04,0.04,0.5,1.2892599417747868e-08
0.05,0.05,0.5,7.657292584638471e-09
0.06,0.06,0.5,9.274558177579308e-09
0.07,0.07,0.5,1.2979708164287037e-08
0.08,0.08,0.5,1.275999882655442e-08
0.09,0.09,0.5,7.629569788762283e-09
0.1,0.1,0.5,8.288990332896102e-09
0.11,0.11,0.5,1.3780591932939315e-08
0.12,0.12,0.5,5.070416752312687e-09
0.13,0.13,0.5,1.4183713354232664e-08
0.14,0.14,0.5,3.4493023342235357e-09
0.15,0.15,0.5,2.191843068191991e-09
0.16,0.16,0.5,6.976689402686646e-09
0.17,0.17,0.5,6.4479899823220495e-09
0.18,0.18,0.5,9.329259974907275e-09
0.19,0.19,0.5,1.0516207291776165e-08
0.2,0.2,0.5,8.276619870772542e-09
0.21,0.21,0.5,1.4213114664135444e-08
0.22,0.22,0.5,9.767128040888937e-09
0.23,0.23,0.5,9.512689425873029e-09
0.24,0.24,0.5,5.6039535392251984e-09
0.25,0.25,0.5,9.955765818156844e-09
0.26,0.26,0.5,1.0648388904949575e-08
0.27,0.27,0.5,4.5139826648170235e-09
0.28,0.28,0.5,1.8967086021413848e-08
0.29,0.29,0.5,7.313722445180392e-09
0.3,0.3,0.5,6.804507599183692e-09
0.31,0.31,0.5,1.1097696138306898e-08
0.32,0.32,0.5,1.4049580322447895e-08
0.33,0.33,0.5,7.51508337962262e-09
0.34,0.34,0.5,6.605687671582401e-09
0.35,0.35,0.5,4.955264330303396e-09
0.36,0.36,0.5,7.579960467276867e-09
0.37,0.37,0.5,3.858164810195318e-09
0.38,0.38,0.5,7.466176294311503e-09
0.39,0.39,0.5,1.4765674973378235e-08
0.4,0.4,0.5,8.811297231582011e-09
0.41,0.41,0.5,7.3144891474158925e-09
0.42,0.42,0.5,5.528843528380423e-09
0.43,0.43,0.5,9.018950459145087e-09
0.44,0.44,0.5,1.0288551456596817e-08
0.45,0.45,0.5,1.093342065350889e-08
0.46,0.46,0.5,7.869966832308675e-09
0.47,0.47,0.5,1.530753289068207e-08
0.48,0.48,0.5,1.0194005091298838e-08
0.49,0.49,0.5,8.039959303305106e-09
0.5,0.5,0.5,3.8570407505489055e-09
0.51,0.51,0.5,3.810475666669459e-09
0.52,0.52,0.5,7.193848261181114e-09
0.53,0.53,0.5,4.198763712875908e-09
0.54,0.54,0.5,1.6159699623544142e-08
0.55,0.55,0.5,1.3108002732986899e-08
0.56,0.56,0.5,6.940597453042125e-09
0.57,0.57,0.5,1.0285935284467824e-08
0.58,0.58,0.5,3.8044592761485635e-09
0.59,0.59,0.5,8.730948345573412e-09
0.6,0.6,0.5,9.273724510989221e-09
0.61,0.61,0.5,1.0562203877806047e-08
0.62,0.62,0.5,6.973746487748665e-09
0.63,0.63,0.5,1.2548914479691304e-08
0.64,0.64,0.5,5.730415068912421e-09
0.65,0.65,0.5,1.404789521211839e-08
0.66,0.66,0.5,1.5023207308857734e-08
0.67,0.67,0.5,5.900996215911415e-09
0.68,0.68,0.5,1.2397722733329738e-08
0.69,0.69,0.5,1.3897015793024161e-08
0.7,0.7,0.5,5.9630783894550366e-09
0.71,0.71,0.5,1.2480984732503612e-08
0.72,0.72,0.5,8.5169923247219e-09
0.73,0.73,0.5,5.432810079734885e-09
0.74,0.74,0.5,4.495185788958754e-09
0.75,0.75,0.5,8.402737121091567e-09
0.76,0.76,0.5,5.909913402507155e-09
0.77,0.77,0.5,1.3030727566754103e-08
0.78,0.78,0.5,9.409604101945366e-09
0.79,0.79,0.5,5.208094142046314e-09
0.8,0.8,0.5,9.966355109650371e-09
0.81,0.81,0.5,9.522974454504503e-09
0.82,0.82,0.5,7.294014954686416e-09
0.83,0.83,0.5,4.808224604129891e-09
0.84,0.84,0.5,1.020245346743757e-08
0.85,0.85,0.5,1.5027160783594733e-08
0.86,0.86,0.5,6.281643314836827e-09
0.87,0.87,0.5,3.1734110753588848e-09
0.88,0.88,0.5,9.364879298553442e-09
0.89,0.89,0.5,8.307207979407489e-09
0.9,0.9,0.5,3.89020533881114e-09
0.91,0.91,0.5,7.127841549441972e-09
0.92,0.92,0.5,1.0431340507965657e-08
0.93,0.93,0.5,9.377262115282095e-09
0.94,0.94,0.5,1.047648218225515e-08
0.95,0.95,0.5,7.133921962273598e-09
0.96,0.96,0.5,4.089279981918024e-09
0.97,0.97,0.5,7.702601162514985e-09
0.98,0.98,0.5,8.47948191803264e-09
0.99,0.99,0.5,5.583479420093303e-09
0.1,0.2,0.5,1.2359659295742865e-08
0.1,0.3,0.5,9.530505628865302e-09
0.1,0.4,0.5,1.0047054642753528e-08
0.1,0.5,0.5,7.362637829241883e-09
0.1,0.6,0.5,5.8155503398733575e-09
0.1,0.7,0.5,1.1229630591110161e-08
0.1,0.8,0.5,8.817818055452109e-09
0.1,0.9,0.5,5.0745410101400325e-09
0.2,0.3,0.5,8.338605747276634e-09
0.2,0.4,0.5,4.6768917809978785e-09
0.2,0.5,0.5,7.605940661879338e-09
0.2,0.6,0.5,3.116315575723151e-09
0.2,0.7,0.5,6.906157885231652e-09
0.2,0.8,0.5,7.701128485456726e-09
0.2,0.9,0.5,1.1090763944523937e-08
0.3,0.4,0.5,1.4786275198321448e-08
0.3,0.5,0.5,6.861048676477731e-09
0.3,0.6,0.5,1.6738356573384483e-08
0.3,0.7,0.5,5.410928391532598e-09
0.3,0.8,0.5,8.14730587767507e-09
0.3,0.9,0.5,5.583317864200759e-09
0.4,0.5,0.5,6.628827053536979e-09
0.4,0.6,0.5,1.5527311390908902e-08
0.4,0.7,0.5,4.618646082197167e-09
0.4,0.8,0.5,4.121790769725668e-09
0.4,0.9,0.5,1.458053402569295e-08
0.5,0.6,0.5,1.330800599230548e-08
0.5,0.7,0.5,1.00617332761422e-08
0.5,0.8,0.5,7.711687827369889e-09
0.5,0.9,0.5,6.900396806990185e-09
0.6,0.7,0.5,4.460716753644568e-09
0.6,0.8,0.5,6.588015301979207e-09
0.6,0.9,0.5,7.629957819135868e-09
0.7,0.8,0.5,6.867189064606367e-09
0.7,0.9,0.5,7.966291923051013e-09
0.8,0.9,0.5,1.0762601010732588e-08
