m,M,difference_error_M_minus_MoS,difference_error_M_minus_MoSChangeEpsDelta,difference_error_MChangeEpsDelta_minus_MoS
0.2,0.8,-1.1249412344607138e-06,,-8.829304502766175e-07
0.2,0.9,-1.6747535007206945e-06,,-1.4901564992227108e-06
0.3,0.4,-1.332943909868608e-06,-1.8807857693456568e-06,-1.286141911790969e-06
0.3,0.5,-1.3965104471438128e-06,-1.6878504498571388e-06,-1.3668272627410132e-06
0.3,0.6,-1.4015998692563523e-06,-2.0769819285317803e-06,-1.4432099451405054e-06
0.3,0.7,-1.4958788060211783e-06,-3.6056237692858296e-06,-1.4048604825382715e-06
0.3,0.8,-4.083039036375936e-06,-2.3624846022956065e-06,-4.067663213391036e-06
0.3,0.9,-3.535785500353928e-06,,-3.564628319351643e-06
0.4,0.5,-2.696619068863489e-06,-3.0454196653176934e-06,-2.708344280802786e-06
0.4,0.6,-4.299091423010436e-06,-3.6707417170796667e-06,-4.343697790867972e-06
0.4,0.7,-3.4965615334550378e-06,-1.0684880008239654e-05,-3.4436980510224967e-06
0.4,0.8,-1.2721091200541821e-05,-7.2747222837682526e-06,-1.2645427284263135e-05
0.4,0.9,-8.340267941035337e-06,,-8.359047894644453e-06
0.5,0.6,-4.0469639751504405e-06,-4.376664836918763e-06,-4.1246352548203e-06
0.5,0.7,-1.0295429690720305e-05,-7.208835193043977e-06,-1.0320004163582976e-05
0.5,0.8,-1.3431649784583508e-05,-9.728010379276696e-06,-1.334012878828236e-05
0.5,0.9,-1.4662947752136772e-05,,-1.4555251804615823e-05
0.6,0.7,-1.7266082522498868e-05,-1.5469765652253137e-05,-1.7301815460197874e-05
0.6,0.8,-1.1908115735323982e-05,-2.195834606448499e-05,-1.1929800854713426e-05
0.6,0.9,-2.7329555196224168e-05,-2.1834810307425577e-05,-2.7405091196034122e-05
0.7,0.8,-3.1823326433398965e-05,-4.512560059418102e-05,-3.193268351954847e-05
0.7,0.9,-5.82049601116576e-05,-0.00015603581643155214,-5.820537375213985e-05
0.8,0.9,-0.0004078241028400324,-0.0004106449568967324,-0.0004078988468900869
