m,M,epsilon_of_M,stat_avg_cost
0.98,0.98,0.25,inf
0.99,0.99,0.25,inf
0.1,0.2,0.25,0.011379924259119151
0.1,0.3,0.25,0.011805500354523466
0.1,0.4,0.25,0.012419841908431229
0.1,0.5,0.25,0.012895211650086506
0.1,0.6,0.25,0.013356043117775912
0.1,0.7,0.25,0.014120734865730025
0.1,0.8,0.25,0.0148931011753714
0.1,0.9,0.25,0.015794712965753768
0.2,0.3,0.25,0.012638483382450383
0.2,0.4,0.25,0.013523316789197113
0.2,0.5,0.25,0.01404919251394281
0.2,0.6,0.25,0.015240907383823174
0.2,0.7,0.25,0.015689600405989088
0.2,0.8,0.25,0.016533359203417232
0.2,0.9,0.25,0.017056803831538965
0.3,0.4,0.25,0.014645804483451952
0.3,0.5,0.25,0.01540578866741003
0.3,0.6,0.25,0.016542587707776474
0.3,0.7,0.25,0.017876453094445535
0.3,0.8,0.25,0.019259165795423985
0.3,0.9,0.25,0.019990428932000835
0.4,0.5,0.25,0.017849374304058765
0.4,0.6,0.25,0.019047706009408236
0.4,0.7,0.25,0.019456035879735743
0.4,0.8,0.25,0.0209263696053869
0.4,0.9,0.25,0.021533476053795908
0.5,0.6,0.25,0.022536371920184303
0.5,0.7,0.25,0.023484076577099514
0.5,0.8,0.25,0.024575675556598113
0.5,0.9,0.25,0.027310381156745656
0.6,0.7,0.25,0.027794201471691832
0.6,0.8,0.25,0.031032909672910815
0.6,0.9,0.25,0.033438594893406046
0.7,0.8,0.25,0.039777409275200924
0.7,0.9,0.25,0.045629376422740356
0.8,0.9,0.25,0.06103558130451912
