m,M,epsilon_of_M,stat_avg_cost
0.0,0.0,0.25,0.009785585500290635
0.01,0.01,0.25,0.00985059464696512
0.02,0.02,0.25,0.010009011418946395
0.03,0.03,0.25,0.01009578684112856
0.04,0.04,0.25,0.010214336322728312
0.05,0.05,0.25,0.010328615223873234
0.06,0.06,0.25,0.01045487213394716
0.07,0.07,0.25,0.010624393028703783
0.08,0.08,0.25,0.010684481567204682
0.09,0.09,0.25,0.010715366291852383
0.1,0.1,0.25,0.010913669316932629
0.11,0.11,0.25,0.010914008129926668
0.12,0.12,0.25,0.011050431674166403
0.13,0.13,0.25,0.011309942914391188
0.14,0.14,0.25,0.011536253985912615
0.15,0.15,0.25,0.011674810993993368
0.16,0.16,0.25,0.011738163058463157
0.17,0.17,0.25,0.011825311930536396
0.18,0.18,0.25,0.012020760732694997
0.19,0.19,0.25,0.012130557504095281
0.2,0.2,0.25,0.012351435646918502
0.21,0.21,0.25,0.012548878820403595
0.22,0.22,0.25,0.012347821386866076
0.23,0.23,0.25,0.012521445256754079
0.24,0.24,0.25,0.01287446686901306
0.25,0.25,0.25,0.013164957998820944
0.26,0.26,0.25,0.013232329008229784
0.27,0.27,0.25,0.01306197732744696
0.28,0.28,0.25,0.013563133042767902
0.29,0.29,0.25,0.013843710951214755
0.3,0.3,0.25,0.014205007408082407
0.31,0.31,0.25,0.013960764296796851
0.32,0.32,0.25,0.01471805482411875
0.33,0.33,0.25,0.014985672202367817
0.34,0.34,0.25,0.014635018919253662
0.35,0.35,0.25,0.0150382440976498
0.36,0.36,0.25,0.015657378037428803
0.37,0.37,0.25,0.015903232548538856
0.38,0.38,0.25,0.016220099111988982
0.39,0.39,0.25,0.016502501924490324
0.4,0.4,0.25,0.016848336670964813
0.41,0.41,0.25,0.01689680738228099
0.42,0.42,0.25,0.016857171279995833
0.43,0.43,0.25,0.017227389042588203
0.44,0.44,0.25,0.01788484652373682
0.45,0.45,0.25,0.018749544175208972
0.46,0.46,0.25,0.018035683640617313
0.47,0.47,0.25,0.018923445235010942
0.48,0.48,0.25,0.01874869523907493
0.49,0.49,0.25,0.019805580392525276
0.5,0.5,0.25,0.020564389807904534
0.51,0.51,0.25,0.02114984796518062
0.52,0.52,0.25,0.021118317476695153
0.53,0.53,0.25,0.02044397163769599
0.54,0.54,0.25,0.022136450578132006
0.55,0.55,0.25,0.023491844446192046
0.56,0.56,0.25,0.02360814060509644
0.57,0.57,0.25,0.02301051977881029
0.58,0.58,0.25,0.023312817305120245
0.59,0.59,0.25,0.023304169578518146
0.6,0.6,0.25,0.02658176261254902
0.61,0.61,0.25,0.026346474604014642
0.62,0.62,0.25,0.02593930125519503
0.63,0.63,0.25,0.027584607605773644
0.64,0.64,0.25,0.02707671945217634
0.65,0.65,0.25,0.02880319348237323
0.66,0.66,0.25,0.03194217839156324
0.67,0.67,0.25,0.03127760073901078
0.68,0.68,0.25,0.0305568717059705
0.69,0.69,0.25,0.03177674978851698
0.7,0.7,0.25,0.03433450843385176
0.71,0.71,0.25,0.03361713017197431
0.72,0.72,0.25,0.036040324471609465
0.73,0.73,0.25,0.03654812905837612
0.74,0.74,0.25,0.037402051607694456
0.75,0.75,0.25,0.04348723140569263
0.76,0.76,0.25,0.04562534588624055
0.77,0.77,0.25,0.047418552723471785
0.78,0.78,0.25,0.04509581546254608
0.79,0.79,0.25,0.05048899865115016
0.8,0.8,0.25,0.05307654132573181
0.81,0.81,0.25,0.05318586147914448
0.82,0.82,0.25,0.05857185494189463
0.83,0.83,0.25,0.064513133287882
0.84,0.84,0.25,0.06834166267294947
0.85,0.85,0.25,0.0730694482994718
0.86,0.86,0.25,0.07737963741766817
0.87,0.87,0.25,0.09097237977156712
0.88,0.88,0.25,0.09617599830624246
0.89,0.89,0.25,0.08935751955204072
0.9,0.9,0.25,0.09621473972676234
0.91,0.91,0.25,0.13301683967324635
0.92,0.92,0.25,0.13638482619791384
0.93,0.93,0.25,0.15926136688650575
0.94,0.94,0.25,0.20052147381631383
0.95,0.95,0.25,0.29589705927484766
0.96,0.96,0.25,0.33405472950602866
0.97,0.97,0.25,inf
