m,M,difference_error_M_minus_MoS,difference_error_M_minus_MoSChangeEpsDelta,difference_error_MChangeEpsDelta_minus_MoS
0.34,0.34,-0.0048437420249618,-0.005020304506544299,-0.0047955644152103995
0.35,0.35,-0.0052501069716374,-0.005484708767692699,-0.005201411709707001
0.36,0.36,-0.005875487226897598,-0.005603256115037199,-0.0058167086315423985
0.37,0.37,-0.006132913714954001,-0.0056011486492729,-0.0060525128181290015
0.38,0.38,-0.006434756276879498,-0.006145926058816,-0.006358241693800599
0.39,0.39,-0.006725003459917599,-0.006754390919966798,-0.006642975777657399
0.4,0.4,-0.0070770903040579,-0.006590645110660301,-0.0069883298566756
0.41,0.41,-0.007106586213230001,-0.006951194940256401,-0.007045150975966202
0.42,0.42,-0.007083309305254602,-0.007302100932843402,-0.006994548102812701
0.43,0.43,-0.0074489393742973,-0.007821234088321801,-0.007366526249287799
0.44,0.44,-0.0081098725843346,-0.008575019050607901,-0.0080262751549811
0.45,0.45,-0.008958217129553199,-0.007931238559210501,-0.008889816645245099
0.46,0.46,-0.008250563123594899,-0.008474491081841099,-0.008156935025657898
0.47,0.47,-0.0091364004050637,-0.0086932246465149,-0.009037621032761
0.48,0.48,-0.008967773742136302,-0.008955959421647001,-0.008863272090464601
0.49,0.49,-0.010040031824874,-0.0097592623951573,-0.0099275382554337
0.5,0.5,-0.010784431266125199,-0.0100639358108124,-0.010689254590188699
0.51,0.51,-0.011367469043045501,-0.0103671114591016,-0.0112726921187916
0.52,0.52,-0.0113398272263806,-0.010430349214090499,-0.011236823978785901
0.53,0.53,-0.010655840420606102,-0.0118421798870866,-0.010561852922072002
0.54,0.54,-0.0123649223429903,-0.0123683006969607,-0.012246878777925999
0.55,0.55,-0.013724713186742302,-0.0121896332830355,-0.013598015274246202
0.56,0.56,-0.013834594826274,-0.0132157302866347,-0.0137124112567883
0.57,0.57,-0.0132308239696912,-0.0126364074827166,-0.0131071885526754
0.58,0.58,-0.0135288459447711,-0.0142174727583778,-0.0134143690079423
0.59,0.59,-0.013523121012332601,-0.0141902097645494,-0.013402051119695401
0.6,0.6,-0.0168116583684272,-0.0144800979415327,-0.0166769473445674
0.61,0.61,-0.0165978911373939,-0.0136399739705891,-0.0164374752238508
0.62,0.62,-0.016156616825313996,-0.016871914093944902,-0.0160316502987728
0.63,0.63,-0.017793371714672098,-0.016738562366772198,-0.017678025193047498
0.64,0.64,-0.0172871913951129,-0.019394481921059303,-0.017158888893117098
0.65,0.65,-0.019041365525897004,-0.018964981794759604,-0.0188859786453926
0.66,0.66,-0.022172546226213202,-0.0206690516229844,-0.0220286777319979
0.67,0.67,-0.021491109852295402,-0.0204296816038119,-0.021358510676977003
0.68,0.68,-0.0207795447968464,-0.021449743305511297,-0.0206395645020418
0.69,0.69,-0.0219912074253898,-0.022492156287808998,-0.0218475740445581
0.7,0.7,-0.024553097895518298,-0.0268631949363255,-0.024410963338507195
0.71,0.71,-0.023834003206160095,-0.0235138221862363,-0.023690550082151
0.72,0.72,-0.0262779794076202,-0.0254993910902927,-0.026107573520095302
0.73,0.73,-0.0267782029037913,-0.0284399754038148,-0.0266207145176044
0.74,0.74,-0.0276413652126416,-0.028035192283187196,-0.0274682359541239
0.75,0.75,-0.0337113721962468,-0.0318817725528378,-0.0335459789480031
0.76,0.76,-0.0358423410655144,-0.0334924181069054,-0.035690086666528405
0.77,0.77,-0.0376491733472023,-0.0349961129807644,-0.0374775427606275
0.78,0.78,-0.0353206149330696,-0.034474210595524205,-0.0351533534811619
0.79,0.79,-0.0407019485723409,-0.0384319090723749,-0.040543200260644
0.8,0.8,-0.0432885956578506,-0.0423124026148168,-0.0431262828476065
0.81,0.81,-0.0434051990709656,-0.0402955787171789,-0.0432327004944868
0.82,0.82,-0.04878769638038549,-0.0504044441233891,-0.0486149794843619
0.83,0.83,-0.0547451615506247,-0.0476874181664156,-0.054558102592047894
0.84,0.84,-0.0585585282221099,-0.054766227861247296,-0.0583832160287379
0.85,0.85,-0.06329483570052831,-0.0593307569344051,-0.06310754693544031
0.86,0.86,-0.0675972935849544,-0.0606609546900467,-0.06741608612060679
0.87,0.87,-0.0811801365112449,-0.068833729716267,-0.08100602099107969
0.88,0.88,-0.08639119490438091,-0.0734004184032565,-0.0862034265693664
0.89,0.89,-0.079577545597868,-0.0977564436900657,-0.0793831107721393
0.9,0.9,-0.0864541135229111,-0.0875846177204575,-0.0862393403571344
0.91,0.91,-0.12322143383585318,-0.11758699322146499,-0.123038129107061
0.92,0.92,-0.12660363749023262,-0.1278635485541483,-0.1264050816987658
0.93,0.93,-0.1494905879703195,-0.1427356474285889,-0.14928067738777318
0.94,0.94,-0.1907359307718877,-0.18216926354814478,-0.1905365003757355
0.95,0.95,-0.2861166921151458,-0.2492878903337246,-0.2859097652324762
0.96,0.96,-0.3242752989799497,-0.36514976611193734,-0.3240647935761574
0.97,0.97,-inf,-inf,-inf
0.98,0.98,-inf,-inf,-inf
0.99,0.99,-inf,-inf,-inf
0.1,0.2,-0.0016025890346335007,,-0.0023351358876291008
0.1,0.3,-0.002010099351778101,,-0.0035175492939069006
0.1,0.4,-0.002643819844581499,,-0.004722683381987799
0.1,0.5,-0.0031325312527982,,-0.0057939523724517
0.1,0.6,-0.0035797614826657,,-0.0068304165441199
0.1,0.7,-0.0043593080988485,,-0.0081634250888565
0.1,0.8,-0.0051277571028902,,-0.009355915920453001
0.1,0.9,-0.006024571687491001,,-0.010600705780186202
0.2,0.3,-0.0028696837765124997,,-0.0032131319437149995
0.2,0.4,-0.003743795501873301,,-0.0045047904492396
0.2,0.5,-0.0042655000833258,,-0.005402980799134399
0.2,0.6,-0.005462505373416299,,-0.0070171317366562996
0.2,0.7,-0.005927662576679401,,-0.0076606632684876
0.2,0.8,-0.006764331953259501,,-0.008847088680906801
0.2,0.9,-0.007290088855063898,,-0.0099532154178337
0.3,0.4,-0.0048832202381554005,,-0.0050993131175485
0.3,0.5,-0.0056336967126542,,-0.006104568787531501
0.3,0.6,-0.006768024285711001,,-0.007479955958913901
0.3,0.7,-0.0080865996457231,,-0.0090416500860838
0.3,0.8,-0.009470151632152998,,-0.0106807235568683
0.3,0.9,-0.010212242036339001,,-0.0124340776885159
0.4,0.5,-0.0080741000803121,,-0.0081991589320535
0.4,0.6,-0.0092914625247214,,-0.0095813380651422
0.4,0.7,-0.009671383851776402,,-0.010228074512658501
0.4,0.8,-0.0111460638656937,,-0.0119030242457111
0.4,0.9,-0.0117522930631233,,-0.0134218365141803
0.5,0.6,-0.0127502599783129,-0.0114752448475041,-0.0128021566101589
0.5,0.7,-0.013698310838888299,,-0.0139118237882996
0.5,0.8,-0.014802870837715199,,-0.015331320164503798
0.5,0.9,-0.0175223204159856,,-0.0190389897468145
0.6,0.7,-0.018012995505192902,,-0.0180862190493832
0.6,0.8,-0.021254244020343,,-0.0215543938564952
0.6,0.9,-0.0236525602489499,,-0.024781263269524796
0.7,0.8,-0.030013345695337004,,-0.030100954208403904
0.7,0.9,-0.0358453420197344,,-0.0365183875471101
0.8,0.9,-0.0512422270774074,,-0.0514669849201781
