m,M,epsilon_of_M,stat_avg_cost
0.0,0.0,2.0,0.008373642319757438
0.01,0.01,1.9913157536841368,0.008439364683065049
0.02,0.02,1.9825554300779646,0.008420759392403374
0.03,0.03,1.9737176844607258,0.00837757462825673
0.04,0.04,1.9648011361401647,0.00854270732168931
0.05,0.05,1.955804367157969,0.008326525269593123
0.06,0.06,1.946725920936478,0.008462726846543069
0.07,0.07,1.9375643008633658,0.008428399111217516
0.08,0.08,1.9283179688109169,0.008490297039023006
0.09,0.09,1.918985343586184,0.008470600060549647
0.1,0.1,1.9095647993081506,0.008419242111142665
0.11,0.11,1.9000546637077285,0.008501019658631452
0.12,0.12,1.8904532163461254,0.008428487908031126
0.13,0.13,1.8807586867468644,0.00858113290312702
0.14,0.14,1.8709692524363528,0.008466031628063291
0.15,0.15,1.8610830368876072,0.008496235590372766
0.16,0.16,1.8510981073612989,0.00848858710200914
0.17,0.17,1.8410124726379329,0.008593155108461138
0.18,0.18,1.8308240806344922,0.008530640924147181
0.19,0.19,1.820530815898414,0.008545174721042235
0.2,0.2,1.8101304969712415,0.008485015676229111
0.21,0.21,1.7996208736137405,0.008606921031404173
0.22,0.22,1.7889996238836345,0.008416807305692154
0.23,0.23,1.7782643510564882,0.008524606502343645
0.24,0.24,1.7674125803795058,0.008705259448366516
0.25,0.25,1.7564417556472542,0.008634589782948524
0.26,0.26,1.745349235587462,0.00845030966383992
0.27,0.27,1.7341322900441,0.00854066657935649
0.28,0.28,1.7227880959439559,0.008570809894146821
0.29,0.29,1.711313733031793,0.008692259244964634
0.3,0.3,1.699706179357965,0.00840468062611918
0.31,0.31,1.6879623065010638,0.00848329869242229
0.32,0.32,1.6760788745066837,0.008587629763178183
0.33,0.33,1.6640525265218362,0.008690927215893818
0.34,0.34,1.651879783102767,0.008627683046351363
0.35,0.35,1.6395570361720417,0.008682834967721136
0.36,0.36,1.6270805425986328,0.00876541064812202
0.37,0.37,1.614446417372432,0.008660579808200414
0.38,0.38,1.6016506263420465,0.00868439508083646
0.39,0.39,1.5886889784819092,0.008781534385078915
0.4,0.4,1.5755571176516259,0.008761245373566703
0.41,0.41,1.5622505138069966,0.008708375342585112
0.42,0.42,1.5487644536183613,0.00874526092677352
0.43,0.43,1.5350940304476355,0.008704176889814463
0.44,0.44,1.5212341336307067,0.008718250332708125
0.45,0.45,1.50717943700661,0.00876503194233893
0.46,0.46,1.4929243866290494,0.008701141929861177
0.47,0.47,1.4784631875893153,0.00870785451831706
0.48,0.48,1.463789789872357,0.008700195981854633
