m,M,epsilon_of_M,stat_avg_cost
0.0,0.0,2.0,4.575709517725517e-08
0.01,0.01,2.0,1.6317204398159615e-07
0.02,0.02,2.0,7.312862687083149e-08
0.03,0.03,2.0,1.1401512728647142e-07
0.04,0.04,2.0,1.1544991660483244e-07
0.05,0.05,2.0,1.9296508320119057e-07
0.06,0.06,2.0,1.17084055099708e-07
0.07,0.07,2.0,1.6740698916554608e-07
0.08,0.08,2.0,1.4721729337045493e-07
0.09,0.09,2.0,1.5510928224951286e-07
0.1,0.1,2.0,1.0172454586879681e-07
0.11,0.11,2.0,2.3014165488029065e-07
0.12,0.12,2.0,4.055908414498888e-07
0.13,0.13,2.0,4.3617584906224147e-07
0.14,0.14,2.0,2.4540647849522544e-07
0.15,0.15,2.0,3.9814516842358894e-07
0.16,0.16,2.0,1.5025341623790272e-07
0.17,0.17,2.0,4.824146538712285e-07
0.18,0.18,2.0,2.8594450720012934e-07
0.19,0.19,2.0,3.972207369948796e-07
0.2,0.2,2.0,6.429965032375364e-07
0.21,0.21,2.0,2.936505938413628e-07
0.22,0.22,2.0,8.1594217825087e-07
0.23,0.23,2.0,7.764369235253478e-07
0.24,0.24,2.0,6.616383629807487e-07
0.25,0.25,2.0,6.771340231551587e-07
0.26,0.26,2.0,6.305722198854852e-07
0.27,0.27,2.0,1.2171754246354661e-06
0.28,0.28,2.0,8.248675335420239e-07
0.29,0.29,2.0,7.052752675434333e-07
0.3,0.3,2.0,8.634670106147338e-07
0.31,0.31,2.0,1.150999515199557e-06
0.32,0.32,2.0,1.366710808475568e-06
0.33,0.33,2.0,1.5132518622786044e-06
0.34,0.34,2.0,8.491519413119837e-07
0.35,0.35,2.0,1.3105316468767714e-06
0.36,0.36,2.0,1.3358602662453406e-06
0.37,0.37,2.0,1.116515900349577e-06
0.38,0.38,2.0,8.824892913734399e-07
0.39,0.39,2.0,1.3137076329716107e-06
0.4,0.4,2.0,2.383873395603808e-06
0.41,0.41,2.0,8.598653232579221e-07
0.42,0.42,2.0,1.844420647231136e-06
0.43,0.43,2.0,4.745999518889251e-06
0.44,0.44,2.0,2.024091083474116e-06
0.45,0.45,2.0,3.452803083023484e-06
0.46,0.46,2.0,4.8895762880137144e-06
0.47,0.47,2.0,4.460220869105194e-06
0.48,0.48,2.0,2.8252027476209907e-06
0.49,0.49,2.0,4.213146960316752e-06
0.5,0.5,2.0,4.065118218379062e-06
0.51,0.51,2.0,5.47426501171279e-06
0.52,0.52,2.0,5.96515730133488e-06
0.53,0.53,2.0,5.500901497506794e-06
0.54,0.54,2.0,9.396775891699406e-06
0.55,0.55,2.0,1.0367495190382417e-05
0.56,0.56,2.0,1.0348516752105633e-05
0.57,0.57,2.0,4.8196794520121534e-06
0.58,0.58,2.0,1.53782282433238e-05
0.59,0.59,2.0,7.134735103366111e-06
0.6,0.6,2.0,1.4881176541983937e-05
0.61,0.61,2.0,1.7706097517179447e-05
0.62,0.62,2.0,7.4655074812799845e-06
0.63,0.63,2.0,1.4878195424104578e-05
0.64,0.64,2.0,1.985820805629088e-05
0.65,0.65,2.0,2.354703844928514e-05
0.66,0.66,2.0,6.092302090519032e-06
0.67,0.67,2.0,1.669117752733167e-05
0.68,0.68,2.0,4.433636468668773e-05
0.69,0.69,2.0,3.438938463602922e-05
0.7,0.7,2.0,2.486256768480886e-05
0.71,0.71,2.0,3.70784099196037e-05
0.72,0.72,2.0,3.5908741727158774e-05
0.73,0.73,2.0,5.4909947589935174e-05
0.74,0.74,2.0,7.804589315975852e-05
0.75,0.75,2.0,4.1965680014464174e-05
0.76,0.76,2.0,8.299549487917384e-05
0.77,0.77,2.0,6.345422421858952e-05
0.78,0.78,2.0,0.000113739230555339
0.79,0.79,2.0,5.716589464226703e-05
0.8,0.8,2.0,0.00011379012634057085
0.81,0.81,2.0,0.00010323615297340902
0.82,0.82,2.0,0.0003295190204657563
0.83,0.83,2.0,0.0001219903336330939
0.84,0.84,2.0,0.00025742789022266394
0.85,0.85,2.0,0.0001300764224701433
0.86,0.86,2.0,0.0008442158934147049
0.87,0.87,2.0,0.00030180537869999567
0.88,0.88,2.0,0.00011909006353183339
0.89,0.89,2.0,0.0009883320856175222
0.9,0.9,2.0,0.001414357247648999
0.91,0.91,2.0,0.0016276118990553895
0.92,0.92,2.0,0.015163373773840033
0.93,0.93,2.0,0.012509844772529834
0.94,0.94,2.0,0.007102362634387129
0.95,0.95,2.0,0.1305455518301347
0.96,0.96,2.0,0.011161040590298214
0.97,0.97,2.0,0.04047071642984947
0.98,0.98,2.0,
0.99,0.99,2.0,
0.1,0.2,2.0,1.9079341306528225e-07
0.1,0.3,2.0,3.8540948790499816e-07
0.1,0.4,2.0,3.461951436959593e-07
0.1,0.5,2.0,7.226789567633978e-07
0.1,0.6,2.0,6.497499433267554e-07
0.1,0.7,2.0,5.598613698158689e-07
0.1,0.8,2.0,1.4236693728192067e-06
0.1,0.9,2.0,1.0349736972274692e-06
0.2,0.3,2.0,5.314324169534709e-07
