m,M,epsilon_of_M,stat_avg_cost
0.2,0.4,2.0,1.1327332678604915e-06
0.2,0.5,2.0,1.290679349937538e-06
0.2,0.6,2.0,2.6893242714034052e-06
0.2,0.7,2.0,1.3971176605688017e-06
0.2,0.8,2.0,1.2315908557857568e-06
0.2,0.9,2.0,1.7455977918756923e-06
0.3,0.4,2.0,1.4319581709385382e-06
0.3,0.5,2.0,1.4618255018432556e-06
0.3,0.6,2.0,1.522048560305989e-06
0.3,0.7,2.0,1.5501408842595314e-06
0.3,0.8,2.0,4.135122120228994e-06
0.3,0.9,2.0,3.7267117750841784e-06
0.4,0.5,2.0,2.761432261046688e-06
0.4,0.6,2.0,4.422642119907394e-06
0.4,0.7,2.0,3.575114538492564e-06
0.4,0.8,2.0,1.2864041064925671e-05
0.4,0.9,2.0,8.479479149029572e-06
0.5,0.6,2.0,4.192825351612243e-06
0.5,0.7,2.0,1.0362483604070089e-05
0.5,0.8,2.0,1.3573062527409821e-05
0.5,0.9,2.0,1.4719180636487065e-05
0.6,0.7,2.0,1.7361006597121397e-05
0.6,0.8,2.0,1.2083164431079776e-05
0.6,0.9,2.0,2.7470014550726136e-05
0.7,0.8,2.0,3.1963276683282214e-05
0.7,0.9,2.0,5.833370245870545e-05
0.8,0.9,2.0,0.0004079204686141433
