m,M,difference_error_M_minus_MoS,difference_error_M_minus_MoSChangeEpsDelta,difference_error_MChangeEpsDelta_minus_MoS
0.27,0.27,-0.0034030814805225008,-0.0035755562301217,-0.0032650567013587997
0.28,0.28,-0.0037719441594194995,-0.0033583662454542,-0.003561054388845899
0.29,0.29,-0.0042336331904994,-0.003867299943956501,-0.0038970587811294997
0.3,0.3,-0.0041318630978898,-0.0040345228433176,-0.0040351430273212995
0.31,0.31,-0.0045831243586421,-0.0045861771626526,-0.0044622423901965
0.32,0.32,-0.0045820832469617,-0.0045703542987651,-0.0044699941118668
0.33,0.33,-0.0051034530289207,-0.004583835436076199,-0.0049182439183506
0.34,0.34,-0.005553902880957001,-0.0048046162543434,-0.0052174754592060005
0.35,0.35,-0.0056442802062958,-0.004850913157786801,-0.0054026366056876
0.36,0.36,-0.0053064004553723,-0.0050622821637863,-0.0048931009896173005
0.37,0.37,-0.005677535998076801,-0.0061595680616364,-0.0054944363600649
0.38,0.38,-0.0056682086870755,-0.006091997571482901,-0.0053812565404102
0.39,0.39,-0.0063642568974450996,-0.0062299671058251,-0.0058977097297334
0.4,0.4,-0.0066549532571176,-0.0063710644690023,-0.0063733478850879
0.41,0.41,-0.0065634991472586,-0.0070025553952794,-0.0062918156137151005
0.42,0.42,-0.007302455214017602,-0.0065975390715859,-0.006945104735433402
0.43,0.43,-0.0080827809100571,-0.0069107362800162,-0.0079420815746199
0.44,0.44,-0.0080739280233871,-0.007414708987947901,-0.007753589534554401
0.45,0.45,-0.0082258312578646,-0.007578104640324601,-0.007949808665943402
0.46,0.46,-0.008484307767231098,-0.007974043761375699,-0.008189764809358398
0.47,0.47,-0.0085163655647192,-0.0086027158397043,-0.0081836857527197
0.48,0.48,-0.0092575267928138,-0.0078781107012879,-0.0089619645318642
0.49,0.49,-0.0096680860759029,-0.008613990472455898,-0.0092332916610469
0.5,0.5,-0.010775268586234598,-0.009485900974458799,-0.0103588815128337
0.51,0.51,-0.0106879246654808,-0.0094946195912816,-0.010372787260272201
0.52,0.52,-0.0114597438049994,-0.010811761532525799,-0.0108970129434193
0.53,0.53,-0.0119948417158708,-0.010065709972960302,-0.011514763697043498
0.54,0.54,-0.012201389605001,-0.010641602450957799,-0.0117143360518373
0.55,0.55,-0.0122205294658899,-0.0117600419837052,-0.0116081433806225
0.56,0.56,-0.0132342563072741,-0.0138121889964195,-0.0126983091325189
0.57,0.57,-0.012916732832975002,-0.0136589136690985,-0.012385778123032602
0.58,0.58,-0.0135389622717398,-0.013953785176679499,-0.0131108033350431
0.59,0.59,-0.0144473697030993,-0.014183494160591099,-0.013889077758646
0.6,0.6,-0.0170712563512823,-0.0143959090320456,-0.016516644811846698
0.61,0.61,-0.0154534588634877,-0.016517372396721998,-0.0150131848275229
0.62,0.62,-0.0183039451035572,-0.0166125131298649,-0.017631485573550203
0.63,0.63,-0.0171087207615419,-0.0172575248972188,-0.0164751608918829
0.64,0.64,-0.0182148709237588,-0.016507741013740397,-0.0177175855495734
0.65,0.65,-0.0202204777142486,-0.0176117086542132,-0.0195608040995028
0.66,0.66,-0.0185526359808815,-0.0186405181364991,-0.017793860066078804
0.67,0.67,-0.0215036634260413,-0.019132997730486996,-0.0208623016734851
0.68,0.68,-0.0228028813160654,-0.020332449599402898,-0.0221833729647639
0.69,0.69,-0.023065950035738702,-0.0225533844275387,-0.022239996189156702
0.7,0.7,-0.0218246454810925,-0.0236429950707905,-0.0210496166697711
0.71,0.71,-0.025943330023901,-0.0253139338551761,-0.025284506080684402
0.72,0.72,-0.025305547256370096,-0.0265904494497948,-0.0245523796008532
0.73,0.73,-0.0292626851964857,-0.025901952129077796,-0.028483772158385802
0.74,0.74,-0.032226276669318404,-0.0276902887945366,-0.0315942085428861
0.75,0.75,-0.030461006359007496,-0.0316458791677101,-0.0296793352512863
0.76,0.76,-0.0343883081989333,-0.029996378121119,-0.0335660283325568
0.77,0.77,-0.037051397400373096,-0.0330544829160909,-0.03611824246332129
0.78,0.78,-0.0402744116344867,-0.0366973511981257,-0.0394853326936518
0.79,0.79,-0.0399750180153856,-0.0359873835689903,-0.0389731411902673
0.8,0.8,-0.041220035458985,-0.0352396684801629,-0.0403212744995701
0.81,0.81,-0.0406825092563496,-0.050474146164604605,-0.039762794578816
0.82,0.82,-0.047853777466505903,-0.0447580651212705,-0.046765469201976204
0.83,0.83,-0.048592032583542,-0.0532268664179945,-0.0477211249524171
0.84,0.84,-0.061409207128268695,-0.06017232860360461,-0.06044170605853949
0.85,0.85,-0.056173521843671706,-0.055138102449551696,-0.055136354108919906
0.86,0.86,-0.071943720850266,-0.0634112162030349,-0.07082316585206601
0.87,0.87,-0.069241887414264,-0.0877745843328943,-0.06825217774566701
0.88,0.88,-0.0680497029311217,-0.08225892707285319,-0.0670384305484113
0.89,0.89,-0.08416443770621561,-0.0853064248063487,-0.0830537894274614
0.9,0.9,-0.10237651548708081,-0.09632376186405191,-0.1011197066888322
0.91,0.91,-0.10887020766554731,-0.1089381700904399,-0.10766276981335651
0.92,0.92,-0.1556544759153162,-0.1280956043580038,-0.15439470844604639
0.93,0.93,-0.186744527960616,-0.1551978216959657,-0.185259279072896
0.94,0.94,-0.1697650818982718,-0.180496038361553,-0.1684142843972567
0.95,0.95,-0.40487769667865847,-0.26514013833785716,-0.4036266052730119
0.96,0.96,-0.2637742306663294,-0.2984800890826362,-0.2624101079381242
0.97,0.97,-0.3472383348774834,-inf,-0.34562163570621457
0.98,0.98,-inf,-inf,-inf
0.99,0.99,-inf,-inf,-inf
0.1,0.2,-0.0014821445506279993,-0.002073119678808199,-0.002014885612485499
0.1,0.3,-0.0022144065350807995,,-0.0032632845149118996
0.1,0.4,-0.0024508925492083,,-0.0039309939937582
0.1,0.5,-0.0031376658016309,,-0.005052417525968401
0.1,0.6,-0.0033967221949022,,-0.005915058752541699
0.1,0.7,-0.0038287801033539005,,-0.0066302841611493
0.1,0.8,-0.005168880732468,,-0.0083706406112826
0.1,0.9,-0.0060393312148242,,-0.0095215173306351
0.2,0.3,-0.0026805430855717013,-0.0032283084112855014,-0.0028298480635846005
0.2,0.4,-0.003806676863669499,-0.0041190184496080005,-0.004239431106603199
0.2,0.5,-0.0048596686290197,-0.0052762799136645,-0.005544224438533
0.2,0.6,-0.005779751715957401,,-0.0065987860078214
0.2,0.7,-0.005438583124105801,,-0.0066092736818833
0.2,0.8,-0.0063730905410153,,-0.0077594103647086006
0.2,0.9,-0.007692564818385398,,-0.009622358736572297
0.3,0.4,-0.005530731930167799,-0.005346723241303199,-0.005419460610930699
0.3,0.5,-0.0062109993996370995,-0.0059180216503692,-0.006258519282137999
0.3,0.6,-0.0070706643019406,-0.0069135179030763005,-0.0071782331974879
0.3,0.7,-0.007551305304373399,-0.008105409626424899,-0.007985942577914299
0.3,0.8,-0.009002229551163398,-0.009929010234858001,-0.009610974048526599
0.3,0.9,-0.0101143271363333,,-0.0113295690411205
0.4,0.5,-0.0078157872346611,-0.007784423439053001,-0.007720298307986801
0.4,0.6,-0.0089006043709938,-0.008410307217037298,-0.0088112582902296
0.4,0.7,-0.0100675301169232,-0.010413354675008901,-0.0101439566791578
0.4,0.8,-0.013588118220976698,-0.011588173624847799,-0.013808807968169499
0.4,0.9,-0.013054059860689499,,-0.0140282289245529
0.5,0.6,-0.011324900861356,-0.0101722787796319,-0.0109051507174027
0.5,0.7,-0.013723217948252498,-0.013501095624778801,-0.013358189749509999
0.5,0.8,-0.0155571587885983,-0.015628017270287498,-0.015392250345519
0.5,0.9,-0.019276682554683303,,-0.0200035502264641
0.6,0.7,-0.018216677043553498,-0.0171175344913367,-0.0177697879055156
0.6,0.8,-0.019326166939369803,-0.0191702739657294,-0.0189863047212124
0.6,0.9,-0.0233155173132793,-0.025619366927039304,-0.023514882293541296
0.7,0.8,-0.0316637675126088,-0.0281774438706053,-0.031053474508054
0.7,0.9,-0.0336533943823463,-0.043122071936669504,-0.0335083381890815
0.8,0.9,-0.0552919292990632,-0.0525425964861089,-0.0545927053781535
