m,M,epsilon_of_M,stat_avg_cost
0.0,0.0,2.0,8.014077026570931e-08
0.01,0.01,1.9913157536841368,6.051918285849134e-08
0.02,0.02,1.9825554300779646,7.664822824515891e-08
0.03,0.03,1.9737176844607258,1.0168367057535509e-07
0.04,0.04,1.9648011361401647,7.842579790308698e-08
0.05,0.05,1.955804367157969,2.070192907581797e-07
0.06,0.06,1.946725920936478,2.6827922881688164e-08
0.07,0.07,1.9375643008633658,6.475274142084316e-08
0.08,0.08,1.9283179688109169,4.285858141070283e-08
0.09,0.09,1.918985343586184,6.743899297955989e-08
0.1,0.1,1.9095647993081506,1.730468338890776e-07
0.11,0.11,1.9000546637077285,7.240343269179062e-08
0.12,0.12,1.8904532163461254,5.5702545824705096e-08
0.13,0.13,1.8807586867468644,3.0342633983336266e-08
0.14,0.14,1.8709692524363528,7.814735144486706e-08
0.15,0.15,1.8610830368876072,5.295412221689697e-08
0.16,0.16,1.8510981073612989,1.4597131455519032e-07
0.17,0.17,1.8410124726379329,1.0369415753205013e-07
0.18,0.18,1.8308240806344922,1.0044529345123138e-07
0.19,0.19,1.820530815898414,9.789328807848875e-08
0.2,0.2,1.8101304969712415,1.0866649070380618e-07
0.21,0.21,1.7996208736137405,4.328592703238016e-08
0.22,0.22,1.7889996238836345,1.023100901047547e-07
0.23,0.23,1.7782643510564882,7.70391189284428e-08
0.24,0.24,1.7674125803795058,4.919869597902489e-08
0.25,0.25,1.7564417556472542,7.197067480413948e-08
0.26,0.26,1.745349235587462,8.285572013697357e-08
0.27,0.27,1.7341322900441,1.1739804976427568e-07
0.28,0.28,1.7227880959439559,9.721623779857887e-08
0.29,0.29,1.711313733031793,7.846940073441912e-08
0.3,0.3,1.699706179357965,1.3251769301821904e-07
0.31,0.31,1.6879623065010638,9.57391987255499e-08
0.32,0.32,1.6760788745066837,7.138133882955574e-08
0.33,0.33,1.6640525265218362,3.284838553282564e-08
0.34,0.34,1.651879783102767,9.864021664793194e-08
0.35,0.35,1.6395570361720417,8.450151657829904e-08
0.36,0.36,1.6270805425986328,4.228943655255855e-08
