m,M,epsilon_of_M,stat_avg_cost
0.0,0.0,0.5,7.788624627099268e-09
0.01,0.01,0.4960575453255333,1.0193626671059422e-08
0.02,0.02,0.492099486161924,4.874020485976031e-09
0.03,0.03,0.48812569849099363,9.99655706596409e-09
0.04,0.04,0.4841360568101951,7.0841848761251085e-09
0.05,0.05,0.4801304341088267,7.0926261391931675e-09
0.06,0.06,0.4761087018437724,4.855561430782058e-09
0.07,0.07,0.47207072991474847,7.156141930555165e-09
0.08,0.08,0.46801638663905176,1.9587241161362244e-08
0.09,0.09,0.46394553872579125,9.476244136196815e-09
0.1,0.1,0.459858051249595,7.10454047877443e-09
0.11,0.11,0.4557537876237758,4.855314479478029e-09
0.12,0.12,0.4516326095729456,5.987177394536714e-09
0.13,0.13,0.44749437710506196,6.478165055577199e-09
0.14,0.14,0.4433389484828937,1.533127171044087e-08
0.15,0.15,0.4391661801948927,7.549060075012511e-09
0.16,0.16,0.4349759269254532,5.909250384389105e-09
0.17,0.17,0.43076804152454756,4.953090197727655e-09
0.18,0.18,0.4265423749767189,9.161228965363402e-09
0.19,0.19,0.4222987763694164,1.3093080229710543e-08
0.2,0.2,0.41803709286065616,2.6518256937512673e-09
0.21,0.21,0.4137571696459893,5.98794572136341e-09
0.22,0.22,0.40945884992476084,8.919250984925668e-09
0.23,0.23,0.4051419748656401,4.406325230535933e-09
0.24,0.24,0.40080638357140347,7.212684688295216e-09
0.25,0.25,0.3964519130429506,4.07272613706145e-09
0.26,0.26,0.3920783981425341,5.227643710216694e-09
0.27,0.27,0.3876856715561815,4.672096614163147e-09
0.28,0.28,0.3832735637552874,7.062456089952721e-09
0.29,0.29,0.3788419029573562,1.0436736475629815e-08
0.3,0.3,0.3743905150858684,6.78847192768647e-09
0.31,0.31,0.3699192237292539,5.655293411031569e-09
0.32,0.32,0.36542785009893863,6.164458406138822e-09
0.33,0.33,0.3609162129864496,3.478743080362301e-09
0.34,0.34,0.35638412871954467,5.8458745838819776e-09
0.35,0.35,0.35183141111734534,5.138553498541421e-09
0.36,0.36,0.347257871444443,1.0140775497511527e-08
0.37,0.37,0.34266331836395103,3.047567714817011e-09
0.38,0.38,0.3380475578894727,4.437166093334922e-09
0.39,0.39,0.3334103933359568,1.610244686370111e-09
0.4,0.4,0.3287516252694073,7.749966647118776e-09
0.41,0.41,0.3240710514554159,4.258666206475529e-09
0.42,0.42,0.31936846680648573,2.4656701063830003e-09
0.43,0.43,0.3146436633281093,8.88435607185792e-09
0.44,0.44,0.3098964300635674,4.016679640197944e-09
0.45,0.45,0.3051265530374109,2.8646908317209924e-09
