m,M,epsilon_of_M,delta_of_M,original_average,average_laplace,average_gaussian,AE_laplace,AE_gaussian
0.0,0.0,1,9.432016056618942e-10,38.58164675532078,38.578740278627116,38.55879396582692,0.0029064766936670594,0.022852789493860826
0.0,0.0,1,9.432016056618942e-10,38.58164675532078,38.574151812511744,38.582372001318305,0.007494942809039173,0.0007252459975219949
0.0,0.0,1,9.432016056618942e-10,38.58164675532078,38.5801873660255,38.6178163946528,0.0014593892952845522,0.03616963933201589
0.0,0.0,1,9.432016056618942e-10,38.58164675532078,38.58843676350025,38.6230222960636,0.006790008179464735,0.041375540742819794
0.0,0.0,1,9.432016056618942e-10,38.58164675532078,38.58438757012249,38.61052946740197,0.0027408148017045164,0.028882712081184536
0.0,0.0,1,9.432016056618942e-10,38.58164675532078,38.586223217028625,38.60150294794037,0.004576461707841872,0.019856192619585045
0.0,0.0,1,9.432016056618942e-10,38.58164675532078,38.56871614436324,38.58270230000395,0.012930610957539557,0.0010555446831688187
0.0,0.0,1,9.432016056618942e-10,38.58164675532078,38.556349534282354,38.61583831090626,0.025297221038428575,0.034191555585479705
0.0,0.0,1,9.432016056618942e-10,38.58164675532078,38.60211453864214,38.59441035457933,0.020467783321358013,0.012763599258548197
0.0,0.0,1,9.432016056618942e-10,38.58164675532078,38.583006843751235,38.552351102614224,0.001360088430452322,0.029295652706558428
0.0,0.0,1,9.432016056618942e-10,38.58164675532078,38.58087504735789,38.570703385796506,0.0007717079628903889,0.010943369524277102
0.0,0.0,1,9.432016056618942e-10,38.58164675532078,38.59585468485683,38.57428323698659,0.01420792953604888,0.007363518334194907
0.0,0.0,1,9.432016056618942e-10,38.58164675532078,38.58341005639775,38.57554126452197,0.0017633010769699808,0.006105490798809399
0.0,0.0,1,9.432016056618942e-10,38.58164675532078,38.58355212524454,38.561016065235606,0.001905369923754563,0.02063069008517715
0.0,0.0,1,9.432016056618942e-10,38.58164675532078,38.56408300699239,38.556881740923956,0.017563748328392137,0.024765014396827212
0.0,0.0,1,9.432016056618942e-10,38.58164675532078,38.59433963051765,38.59215522587871,0.012692875196869124,0.010508470557930139
0.0,0.0,1,9.432016056618942e-10,38.58164675532078,38.58092575343995,38.603267825035054,0.0007210018808336827,0.021621069714271357
0.0,0.0,1,9.432016056618942e-10,38.58164675532078,38.58482171552876,38.61539282079725,0.0031749602079784722,0.03374606547646408
0.0,0.0,1,9.432016056618942e-10,38.58164675532078,38.6004700220239,38.60342151563231,0.01882326670311585,0.021774760311529917
0.0,0.0,1,9.432016056618942e-10,38.58164675532078,38.58717854713652,38.565585079724414,0.005531791815734266,0.01606167559636873
0.0,0.0,1,9.432016056618942e-10,38.58164675532078,38.579243074815345,38.57744626639754,0.002403680505437933,0.004200488923245871
0.0,0.0,1,9.432016056618942e-10,38.58164675532078,38.59661726021859,38.604474487359305,0.0149705048978106,0.02282773203852173
