m,M,epsilon_of_M,delta_of_M,correct_empirical_probability_laplace,correct_empirical_probability_gaussian,correct_empirical_probability_exponential,correct_empirical_probability_exponential_mechanism
0.0,0.0,2.0,2.2500450006750097e-10,1.0,1.0,1.0,0.0
0.01,0.01,1.9913157536841377,2.2275445506682583e-10,1.0,1.0,1.0,0.0
0.02,0.02,1.9825554300779649,2.2050441006615078e-10,1.0,1.0,1.0,0.0
0.03,0.03,1.9737176844607265,2.1825436506547592e-10,1.0,1.0,1.0,0.0
0.04,0.04,1.9648011361401638,2.1600432006480083e-10,1.0,1.0,1.0,0.0
0.05,0.05,1.9558043671579701,2.1375427506412576e-10,1.0,1.0,1.0,0.0
0.06,0.06,1.9467259209364771,2.115042300634509e-10,1.0,1.0,1.0,0.0
0.07,0.07,1.9375643008633656,2.0925418506277583e-10,1.0,1.0,1.0,0.0
0.08,0.08,1.9283179688109164,2.0700414006210094e-10,1.0,1.0,1.0,0.0
0.09,0.09,1.918985343586183,2.0475409506142587e-10,1.0,1.0,1.0,0.0
0.1,0.1,1.9095647993081502,2.0250405006075078e-10,1.0,1.0,1.0,0.0
0.11,0.11,1.900054663707728,2.0025400506007576e-10,1.0,1.0,1.0,0.0
0.12,0.12,1.890453216346125,1.9800396005940085e-10,1.0,1.0,1.0,0.0
0.13,0.13,1.8807586867468649,1.9575391505872575e-10,1.0,1.0,1.0,0.0
0.14,0.14,1.870969252436353,1.9350387005805068e-10,1.0,1.0,1.0,0.0
0.15,0.15,1.8610830368876068,1.9125382505737582e-10,1.0,1.0,1.0,0.0
0.16,0.16,1.8510981073612989,1.8900378005670073e-10,1.0,1.0,1.0,0.0
0.17,0.17,1.8410124726379327,1.8675373505602566e-10,1.0,1.0,1.0,0.0
0.18,0.18,1.8308240806344924,1.8450369005535077e-10,1.0,1.0,1.0,0.0
0.19,0.19,1.8205308158984144,1.822536450546757e-10,1.0,1.0,1.0,0.0
0.2,0.2,1.810130496971241,1.800036000540008e-10,1.0,1.0,1.0,0.0
0.21,0.21,1.7996208736137405,1.7775355505332577e-10,1.0,1.0,1.0,0.0
0.22,0.22,1.7889996238836343,1.7550351005265068e-10,1.0,1.0,1.0,0.0
0.23,0.23,1.7782643510564888,1.7325346505197566e-10,1.0,1.0,1.0,0.0
0.24,0.24,1.7674125803795062,1.7100342005130077e-10,1.0,1.0,1.0,0.0
0.25,0.25,1.7564417556472545,1.6875337505062563e-10,1.0,1.0,1.0,0.0
0.26,0.26,1.7453492355874618,1.665033300499506e-10,1.0,1.0,1.0,0.0
0.27,0.27,1.7341322900441,1.6425328504927567e-10,1.0,1.0,1.0,0.0
0.28,0.28,1.7227880959439559,1.6200324004860063e-10,1.0,1.0,1.0,0.0
0.29,0.29,1.7113137330317931,1.5975319504792558e-10,1.0,1.0,1.0,0.0
0.3,0.3,1.699706179357965,1.575031500472507e-10,1.0,1.0,1.0,0.0
0.31,0.31,1.6879623065010638,1.5525310504657563e-10,1.0,1.0,1.0,0.0
0.32,0.32,1.6760788745066835,1.530030600459006e-10,1.0,1.0,1.0,0.0
0.33,0.33,1.664052526521836,1.5075301504522565e-10,1.0,1.0,1.0,0.0
0.34,0.34,1.6518797831027676,1.4850297004455058e-10,1.0,1.0,1.0,0.0
0.35,0.35,1.639557036172042,1.4625292504387556e-10,1.0,1.0,1.0,0.0
0.36,0.36,1.627080542598633,1.4400288004320062e-10,1.0,1.0,1.0,0.0
0.37,0.37,1.6144464173724318,1.4175283504252555e-10,1.0,1.0,1.0,0.0
0.38,0.38,1.6016506263420462,1.3950279004185054e-10,1.0,1.0,1.0,0.0
0.39,0.39,1.5886889784819092,1.372527450411756e-10,1.0,1.0,1.0,0.0
0.4,0.4,1.5755571176516259,1.3500270004050055e-10,1.0,1.0,1.0,0.0
0.41,0.41,1.5622505138069964,1.3275265503982554e-10,1.0,1.0,1.0,0.0
0.42,0.42,1.5487644536183611,1.3050261003915057e-10,1.0,1.0,1.0,0.0
0.43,0.43,1.5350940304476353,1.282525650384755e-10,1.0,1.0,1.0,0.0
0.44,0.44,1.5212341336307065,1.260025200378005e-10,1.0,1.0,1.0,0.0
0.45,0.45,1.5071794370066098,1.2375247503712555e-10,1.0,1.0,1.0,0.0
0.46,0.46,1.4929243866290494,1.2150243003645048e-10,1.0,1.0,1.0,0.0
0.47,0.47,1.4784631875893153,1.1925238503577549e-10,1.0,1.0,1.0,0.0
0.48,0.48,1.4637897898723573,1.1700234003510052e-10,1.0,1.0,1.0,0.0
0.49,0.49,1.4488978731596078,1.1475229503442544e-10,1.0,1.0,1.0,0.0
0.5,0.5,1.433780830483027,1.1250225003375049e-10,1.0,1.0,1.0,0.0
0.51,0.51,1.4184317506245478,1.1025220503307539e-10,1.0,1.0,1.0,0.0
0.52,0.52,1.4028433991435674,1.0800216003240041e-10,1.0,1.0,1.0,0.0
0.53,0.53,1.3870081979021314,1.0575211503172545e-10,1.0,1.0,1.0,0.0
0.54,0.54,1.370918202942736,1.0350207003105037e-10,1.0,1.0,1.0,0.0
0.55,0.55,1.354565080557118,1.0125202503037539e-10,1.0,1.0,1.0,0.0
0.56,0.56,1.337940081365533,9.900198002970042e-11,1.0,1.0,1.0,0.0
0.57,0.57,1.3210340122047022,9.675193502902542e-11,1.0,1.0,1.0,0.0
0.58,0.58,1.3038372055982888,9.450189002835036e-11,1.0,1.0,1.0,0.0
0.59,0.59,1.286339486556065,9.225184502767539e-11,1.0,1.0,1.0,0.0
0.6,0.6,1.268530136416278,9.00018000270004e-11,1.0,1.0,1.0,0.0
0.61,0.61,1.2503978534094944,8.775175502632534e-11,1.0,1.0,1.0,0.0
0.62,0.62,1.231930709580581,8.550171002565039e-11,1.0,1.0,1.0,0.0
0.63,0.63,1.2131161036576448,8.32516650249753e-11,1.0,1.0,1.0,0.0
0.64,0.64,1.1939407094015329,8.100162002430031e-11,1.0,1.0,1.0,0.0
0.65,0.65,1.1743904189056604,7.875157502362535e-11,1.0,1.0,1.0,0.0
0.66,0.66,1.1544502802419097,7.65015300229503e-11,1.0,1.0,1.0,0.0
0.67,0.67,1.1341044287622568,7.425148502227529e-11,1.0,1.0,1.0,0.0
0.68,0.68,1.1133360112654136,7.200144002160027e-11,1.0,1.0,1.0,0.0
0.69,0.69,1.092127102120336,6.97513950209253e-11,1.0,1.0,1.0,0.0
0.7,0.7,1.0704586103006692,6.750135002025028e-11,1.0,1.0,1.0,0.0
