m,M,epsilon_of_M,delta_of_M,original_average,average_laplace,average_gaussian,AE_laplace,AE_gaussian
0.0,0.0,1,2.250045000675009e-10,4.165871658716587,4.165952144155296,4.165550520145195,8.048543870842195e-05,0.0003211385713921544
0.0,0.0,1,2.250045000675009e-10,4.165871658716587,4.165593843053554,4.165138993157457,0.0002778156630327544,0.0007326655591297637
0.0,0.0,1,2.250045000675009e-10,4.165871658716587,4.165892027439717,4.167280484075739,2.036872312949356e-05,0.0014088253591522104
0.0,0.0,1,2.250045000675009e-10,4.165871658716587,4.166037691075984,4.165424046464667,0.0001660323593970503,0.00044761225192058163
0.0,0.0,1,2.250045000675009e-10,4.165871658716587,4.165887079058379,4.166168529071556,1.5420341791916314e-05,0.0002968703549690588
0.0,0.0,1,2.250045000675009e-10,4.165871658716587,4.16599106456677,4.167019288441428,0.00011940585018255234,0.0011476297248407263
0.0,0.0,1,2.250045000675009e-10,4.165871658716587,4.165983157143203,4.165850272261247,0.00011149842661595244,2.1386455340000055e-05
0.0,0.0,1,2.250045000675009e-10,4.165871658716587,4.166458786377852,4.164976701996229,0.0005871276612650078,0.0008949567203577757
0.0,0.0,1,2.250045000675009e-10,4.165871658716587,4.165693973735718,4.164597206632516,0.00017768498086923046,0.001274452084071065
0.0,0.0,1,2.250045000675009e-10,4.165871658716587,4.165301141692636,4.165099537489909,0.000570517023951389,0.0007721212266780242
0.0,0.0,1,2.250045000675009e-10,4.165871658716587,4.1660441962454025,4.165039410837804,0.0001725375288152975,0.000832247878783221
0.0,0.0,1,2.250045000675009e-10,4.165871658716587,4.165764052421493,4.165880819141219,0.00010760629509398711,9.160424632170816e-06
0.0,0.0,1,2.250045000675009e-10,4.165871658716587,4.166020871383351,4.166394681143883,0.00014921266676370948,0.0005230224272958495
0.0,0.0,1,2.250045000675009e-10,4.165871658716587,4.165785168713795,4.163549412976262,8.649000279259411e-05,0.002322245740325357
0.0,0.0,1,2.250045000675009e-10,4.165871658716587,4.165906229196088,4.166862846744854,3.457047950128356e-05,0.0009911880282666985
0.0,0.0,1,2.250045000675009e-10,4.165871658716587,4.166233634881036,4.166921756284181,0.000361976164448663,0.0010500975675942215
0.0,0.0,1,2.250045000675009e-10,4.165871658716587,4.166046763198707,4.163904787924779,0.00017510448211943697,0.0019668707918079065
0.0,0.0,1,2.250045000675009e-10,4.165871658716587,4.165891862360801,4.165830695193718,2.0203644213623306e-05,4.096352286886429e-05
0.0,0.0,1,2.250045000675009e-10,4.165871658716587,4.166897879528567,4.1636385020268625,0.0010262208119797833,0.00223315668972468
0.0,0.0,1,2.250045000675009e-10,4.165871658716587,4.165753038894795,4.165313125859339,0.00011861982179173225,0.0005585328572479398
0.0,0.0,1,2.250045000675009e-10,4.165871658716587,4.164897595997582,4.1648560323612696,0.000974062719005353,0.0010156263553176004
0.0,0.0,1,2.250045000675009e-10,4.165871658716587,4.1660051119418355,4.165131802653599,0.0001334532252483811,0.0007398560629878759
0.0,0.0,1,2.250045000675009e-10,4.165871658716587,4.166199125775483,4.167097322845877,0.0003274670588959694,0.0012256641292900383
0.0,0.0,1,2.250045000675009e-10,4.165871658716587,4.165881995534631,4.166477729706642,1.0336818044187623e-05,0.000606070990055052
0.0,0.0,1,2.250045000675009e-10,4.165871658716587,4.166001896213602,4.165141466966382,0.00013023749701446263,0.0007301917502049449
0.0,0.0,1,2.250045000675009e-10,4.165871658716587,4.165734342411866,4.165069715245406,0.00013731630472157974,0.0008019434711812323
0.0,0.0,1,2.250045000675009e-10,4.165871658716587,4.165711546645542,4.165963134199322,0.00016011207104504876,9.147548273524819e-05
0.0,0.0,1,2.250045000675009e-10,4.165871658716587,4.166167065179377,4.1652045950466645,0.0002954064627900266,0.0006670636699226407
0.0,0.0,1,2.250045000675009e-10,4.165871658716587,4.165917225762686,4.1643435245550355,4.556704609903761e-05,0.0015281341615516197
0.0,0.0,1,2.250045000675009e-10,4.165871658716587,4.167125471722888,4.166532731767847,0.0012538130063006747,0.0006610730512601748
0.0,0.0,1,2.250045000675009e-10,4.165871658716587,4.165429042223775,4.166691925530787,0.0004426164928119647,0.0008202668142001102
0.0,0.0,1,2.250045000675009e-10,4.165871658716587,4.1653852044283095,4.1656910289927485,0.00048645428827764903,0.0001806297238386989
0.0,0.0,1,2.250045000675009e-10,4.165871658716587,4.1659666561449535,4.163716577808552,9.499742836638347e-05,0.0021550809080350675
0.0,0.0,1,2.250045000675009e-10,4.165871658716587,4.16613752424791,4.166519330081507,0.00026586553132279533,0.0006476713649199439
