m,M,original_average,difference_laplace_M_minus_MoS,difference_gaussian_M_minus_MoS,difference_laplace_M_minus_MoSChangeEpsDelta,difference_gaussian_M_minus_MoSChangeEpsDelta,difference_laplace_MChangeEpsDelta_minus_MoS,difference_gaussian_MChangeEpsDelta_minus_MoS
0.0,0.0,4.165871658716587,-4.297203330410911e-08,-7.49263823761613e-08,6.411796834252917e-08,-1.2296170338495003e-07,-6.968754621707859e-08,3.231084860259031e-08
0.01,0.01,4.165871658716587,-2.394685864356271e-07,-4.270920045326735e-07,-2.1377810510401433e-07,-2.3423418436839912e-07,-2.8522744071135394e-07,-8.994248561962243e-08
0.02,0.02,4.165871658716587,-6.210947864437373e-07,-5.703465627144079e-07,-5.605375479105673e-07,-4.339847987705985e-07,-6.154104411805833e-07,-4.842019890037497e-07
0.03,0.03,4.165871658716587,-9.768383683321851e-07,-1.2538585455683776e-06,-1.001827088353399e-06,-9.925787685551675e-07,-9.83362151856361e-07,-1.1907735889558468e-06
0.04,0.04,4.165871658716587,-1.5911448015346998e-06,-1.5602530405139053e-06,-1.5400331567051906e-06,-1.6047225080079301e-06,-1.609276217277608e-06,-1.542748906391325e-06
0.05,0.05,4.165871658716587,-2.0442975209713494e-06,-1.7573034919515278e-06,-1.925732161767418e-06,-1.7481413336697097e-06,-1.9745628044304264e-06,-1.826741586703587e-06
0.06,0.06,4.165871658716587,-2.189775438613388e-06,-2.1158617937095486e-06,-1.989124250251028e-06,-2.366853377659128e-06,-2.221758712346998e-06,-2.048828673908436e-06
0.07,0.07,4.165871658716587,-2.561693503905153e-06,-2.906937064970277e-06,-2.5865958226168164e-06,-3.013912732904118e-06,-2.517167565738914e-06,-2.5798739272667417e-06
0.08,0.08,4.165871658716587,-3.0591927739546894e-06,-3.698221601966559e-06,-3.414623254668149e-06,-3.144754287881794e-06,-3.0579747694772904e-06,-3.4998101024832217e-06
0.09,0.09,4.165871658716587,-3.6674145353518034e-06,-3.985129023747592e-06,-3.5308521583841365e-06,-3.388677412219678e-06,-3.5389277944616075e-06,-3.934439701632808e-06
0.1,0.1,4.165871658716587,-3.908200353479748e-06,-4.168029038846621e-06,-3.7933230804786664e-06,-4.1390122957302795e-06,-3.852099112748097e-06,-3.9681110961779826e-06
0.11,0.11,4.165871658716587,-4.453973505260424e-06,-5.723326237779902e-06,-4.789409236541267e-06,-4.693651917258301e-06,-4.318958159406365e-06,-5.701594350208136e-06
0.12,0.12,4.165871658716587,-5.010734179946878e-06,-5.682429729696364e-06,-4.814149778976849e-06,-5.046956026830037e-06,-4.985314867154785e-06,-5.343604175454037e-06
0.13,0.13,4.165871658716587,-5.511415659642333e-06,-7.158802651717974e-06,-5.261267280181495e-06,-5.863683215776839e-06,-5.513851116659694e-06,-6.814548130819783e-06
0.14,0.14,4.165871658716587,-7.098493529488378e-06,-8.35371115884281e-06,-7.020647563107218e-06,-7.5046792469461305e-06,-7.07074351706061e-06,-7.91326538728987e-06
0.15,0.15,4.165871658716587,-6.876676117423489e-06,-7.281558071624074e-06,-6.502146344095597e-06,-7.107552832860668e-06,-6.85454767990462e-06,-6.800698537868714e-06
0.16,0.16,4.165871658716587,-5.890459010059888e-06,-7.2797450016857045e-06,-6.3065511862763645e-06,-7.538317181765722e-06,-5.925236879905171e-06,-6.769256899258235e-06
0.17,0.17,4.165871658716587,-6.804733160812931e-06,-7.005125304726413e-06,-6.6083919176816476e-06,-6.9668653431181496e-06,-6.750415297161886e-06,-6.478074611332166e-06
0.18,0.18,4.165871658716587,-8.825405553736755e-06,-9.269071761636154e-06,-8.225630294669184e-06,-8.619475080795372e-06,-8.767023905712881e-06,-8.76828429725111e-06
0.19,0.19,4.165871658716587,-7.587942903328034e-06,-8.03163972426495e-06,-7.620359763677725e-06,-8.312927789749893e-06,-7.574587228403546e-06,-7.427127160855461e-06
0.2,0.2,4.165871658716587,-8.20878113985703e-06,-8.604725839759093e-06,-7.932712138919013e-06,-8.464869788038654e-06,-8.003633133143055e-06,-8.029294803740729e-06
0.21,0.21,4.165871658716587,-8.894544185124756e-06,-9.341322057722512e-06,-9.055818690410152e-06,-9.980569489287878e-06,-8.698614347743773e-06,-8.81459776933165e-06
0.22,0.22,4.165871658716587,-1.0399207617071636e-05,-1.2416744645490485e-05,-1.055537861304613e-05,-1.1869907830157532e-05,-1.020517566803353e-05,-1.14775126248489e-05
0.23,0.23,4.165871658716587,-1.112846981587454e-05,-1.2642822079166429e-05,-1.1450181958209952e-05,-1.215427575406195e-05,-1.1026782050870725e-05,-1.2038175324522204e-05
0.24,0.24,4.165871658716587,-1.2235618359915178e-05,-1.3654082790683556e-05,-1.2572838473945925e-05,-1.1979022662839777e-05,-1.1989709102327304e-05,-1.2939136113084732e-05
0.25,0.25,4.165871658716587,-1.2281756909984357e-05,-1.3792214393373144e-05,-1.2240930500202448e-05,-1.1343677172630053e-05,-1.2048950079499245e-05,-1.3121983967651314e-05
0.26,0.26,4.165871658716587,-1.1391074638803747e-05,-1.073798169599812e-05,-1.094610001105653e-05,-1.2250257187087814e-05,-1.119345615975101e-05,-9.859474610059991e-06
0.27,0.27,4.165871658716587,-1.2691876728980204e-05,-1.3588018522240446e-05,-1.2059858230119812e-05,-1.5223650907183225e-05,-1.2516375201677722e-05,-1.2471625565992455e-05
0.28,0.28,4.165871658716587,-1.4848451346066249e-05,-1.613284187717396e-05,-1.5015464126398473e-05,-1.5773190394608316e-05,-1.4612540079309024e-05,-1.5422559711438465e-05
0.29,0.29,4.165871658716587,-1.3455001740623876e-05,-1.3909288587174013e-05,-1.3483321614261249e-05,-1.5305747759940362e-05,-1.3196123762149673e-05,-1.2658556598896594e-05
