m,M,original_average,difference_laplace_M_minus_MoS,difference_gaussian_M_minus_MoS,difference_laplace_M_minus_MoSChangeEpsDelta,difference_gaussian_M_minus_MoSChangeEpsDelta,difference_laplace_MChangeEpsDelta_minus_MoS,difference_gaussian_MChangeEpsDelta_minus_MoS
0.0,0.0,4.165871658716587,3.010936437706584e-09,8.453050802757872e-09,2.6845708419524593e-09,1.3969573981887738e-08,-9.307698760386237e-11,-3.0121214301304142e-09
0.01,0.01,4.165871658716587,-3.528300761288601e-07,-3.535439165945062e-07,-3.3523050889294076e-07,-3.2714351632476016e-07,-3.497557930578267e-07,-3.6650792620519835e-07
0.02,0.02,4.165871658716587,-6.932473991008609e-07,-7.292559747187709e-07,-6.663096693532638e-07,-7.657703621116694e-07,-6.903231795670989e-07,-7.22963242166317e-07
0.03,0.03,4.165871658716587,-9.987778421551374e-07,-1.1014759580262377e-06,-9.80829330811141e-07,-1.1244794938086842e-06,-9.97944102113346e-07,-1.0820221625168975e-06
0.04,0.04,4.165871658716587,-1.592276652411142e-06,-1.6367944507576902e-06,-1.5853152523992578e-06,-1.5961513255130294e-06,-1.5913236044572671e-06,-1.6175441796793766e-06
0.05,0.05,4.165871658716587,-1.8303664270961621e-06,-1.7597490662330372e-06,-1.8786157367704449e-06,-1.7375982621983035e-06,-1.8282950187914441e-06,-1.7411033755104985e-06
0.06,0.06,4.165871658716587,-2.1704771083495084e-06,-2.1305379899192156e-06,-2.1309777329030707e-06,-2.2287932005532163e-06,-2.168948484607267e-06,-2.1324709598863333e-06
0.07,0.07,4.165871658716587,-2.661822174588526e-06,-2.6829932431342316e-06,-2.6688348509475874e-06,-2.4960557606052683e-06,-2.6581996180982384e-06,-2.6676115535248317e-06
0.08,0.08,4.165871658716587,-3.2876895947270605e-06,-3.407798234832064e-06,-3.2667858098801857e-06,-3.387910301583334e-06,-3.2867477145011037e-06,-3.4189658865485867e-06
0.09,0.09,4.165871658716587,-3.6754701001786682e-06,-3.641079773351994e-06,-3.654853814664116e-06,-3.6728164233268825e-06,-3.676458093947253e-06,-3.637420335514478e-06
0.1,0.1,4.165871658716587,-3.866882524256185e-06,-3.989801484265578e-06,-3.8986717896432255e-06,-4.1149763983517225e-06,-3.864855902570576e-06,-3.992853793740866e-06
0.11,0.11,4.165871658716587,-4.730601597258615e-06,-4.656556258296548e-06,-4.644192094941263e-06,-4.710218412985697e-06,-4.731080107467223e-06,-4.593935990454902e-06
