m,M,difference_error_M_minus_MoS,difference_error_M_minus_MoSChangeEpsDelta,difference_error_MChangeEpsDelta_minus_MoS
0.3,0.4,-0.03572130987134603,-0.030178576838722937,-0.03420320531714238
0.3,0.5,-0.036080301595234565,-0.04155896972186729,-0.040268229655808674
0.3,0.6,-0.03539245199897911,-0.05199297914362283,-0.04716578923485509
0.3,0.7,-0.03926482668333353,-0.06293435429019223,-0.05697383732024741
0.3,0.8,-0.033249270538047326,-0.13859460832169113,-0.07014345278571482
0.3,0.9,-0.03999995778497162,,-0.10001510581268003
0.4,0.5,-0.05018623173523995,-0.037178278608454296,-0.03323747498985674
0.4,0.6,-0.049934647756432804,-0.04225928426789227,-0.04106235590938262
0.4,0.7,-0.049020169034524774,-0.049963893111301005,-0.04718703713349559
0.4,0.8,-0.051022273669327434,-0.06270355615049372,-0.060795610513995235
0.4,0.9,-0.045082325045781246,,-0.0966603963606289
0.5,0.6,-0.06389872197265023,-0.04544281692068969,-0.03315121197448112
0.5,0.7,-0.061367726629473096,-0.045953818162911,-0.044518591172468924
0.5,0.8,-0.06055982646767272,-0.05865975118333788,-0.05240682353275
0.5,0.9,-0.054895018213491076,,-0.09376583153484691
0.6,0.7,-0.07628315151604087,-0.055852512529322884,-0.03642243044566046
0.6,0.8,-0.07104516190726057,-0.058015485716552795,-0.04916233212373988
0.6,0.9,-0.06950678820395267,-0.12403888868473067,-0.09089330590421646
0.7,0.8,-0.10002475506598851,-0.0664108632432136,-0.049725027555719614
0.7,0.9,-0.10311225831465803,-0.08678613365737031,-0.09476867528497612
0.8,0.9,-0.16852057163474982,-0.09124950104556817,-0.11522552064158453
