m,M,epsilon_of_M,stat_NICV
0.0,0.0,0.5,0.45828653526434227
0.01,0.01,0.49605754532553353,0.4638086166920582
0.02,0.02,0.4920994861619237,0.46836122119819684
0.03,0.03,0.48812569849099385,0.46763232556617057
0.04,0.04,0.4841360568101951,0.47323593484299153
0.05,0.05,0.48013043410882683,0.46557560298634953
0.06,0.06,0.4761087018437724,0.4719072699709972
0.07,0.07,0.4720707299147485,0.4711191320134824
0.08,0.08,0.4680163866390518,0.47981308181175336
0.09,0.09,0.46394553872579114,0.47758621144940155
0.1,0.1,0.45985805124959506,0.4731380774612711
0.11,0.11,0.45575378762377566,0.483460205789589
0.12,0.12,0.45163260957294576,0.47784537744108835
0.13,0.13,0.44749437710506174,0.47291082939189594
0.14,0.14,0.44333894848289374,0.4778023932517382
0.15,0.15,0.43916618019489273,0.48544900048986733
0.16,0.16,0.43497592692545334,0.478409443987975
0.17,0.17,0.43076804152454756,0.4894165870148673
0.18,0.18,0.4265423749767188,0.48882459916572535
0.19,0.19,0.4222987763694164,0.490599186615383
0.2,0.2,0.4180370928606561,0.4967564423016112
0.21,0.21,0.4137571696459893,0.5010209641191077
0.22,0.22,0.4094588499247608,0.5072277352130579
0.23,0.23,0.40514197486564013,0.49772218857442285
0.24,0.24,0.40080638357140336,0.506991770594906
0.25,0.25,0.3964519130429505,0.5068567753532595
0.26,0.26,0.3920783981425341,0.5098805520045704
0.27,0.27,0.38768567155618155,0.5042954148306336
0.28,0.28,0.3832735637552874,0.5014522044966969
0.29,0.29,0.3788419029573562,0.5190479445739263
0.3,0.3,0.37439051508586846,0.5190651825494748
0.31,0.31,0.3699192237292539,0.5159724342034158
0.32,0.32,0.36542785009893863,0.5324425796485375
0.33,0.33,0.36091621298644966,0.5227262198893513
0.34,0.34,0.35638412871954467,0.5211778253130545
0.35,0.35,0.35183141111734534,0.5308711308393053
0.36,0.36,0.3472578714444431,0.5403594207209308
0.37,0.37,0.3426633183639511,0.5422252624033305
0.38,0.38,0.3380475578894727,0.546108241967216
0.39,0.39,0.33341039333595685,0.5520599051459475
0.4,0.4,0.3287516252694073,0.5576361177446005
0.41,0.41,0.324071051455416,0.5624578114990707
0.42,0.42,0.3193684668064857,0.5650433373516515
0.43,0.43,0.3146436633281093,0.5629433323880574
0.44,0.44,0.30989643006356743,0.5730523637871433
0.45,0.45,0.30512655303741093,0.5757984690626717
0.46,0.46,0.3003338151975887,0.5861602452907462
