m,M,difference_error_M_minus_MoS,difference_error_M_minus_MoSChangeEpsDelta,difference_error_MChangeEpsDelta_minus_MoS
0.32,0.32,-0.08723926889085659,-0.012790640930300301,-0.017323150503864793
0.33,0.33,-0.08305461319666702,-0.02096601283952293,-0.020227892773377998
0.34,0.34,-0.08269941230084771,-0.00506740505397163,-0.03219431534558703
0.35,0.35,-0.09652592990778919,-0.013119966489930968,-0.030409854988853735
0.36,0.36,-0.10360289872360834,-0.010933633859531278,-0.02896015355688264
0.37,0.37,-0.10215081178419994,-0.016156747100163793,-0.027482318828564667
0.38,0.38,-0.11430101662128689,-0.019159680784452904,-0.029374695518621596
0.39,0.39,-0.12250054768377233,-0.01721589980138727,-0.03720602065411904
0.4,0.4,-0.12573869861103054,-0.025965070778369626,-0.02988907832506349
0.41,0.41,-0.13279451397809322,-0.02267622786550244,-0.0332072860291831
0.42,0.42,-0.14420144795588785,-0.015424410177229897,-0.04340357290855468
0.43,0.43,-0.1528491331533236,-0.024806829669089925,-0.05135040290491322
0.44,0.44,-0.15414681750480347,-0.029832653344409987,-0.03978512194290418
0.45,0.45,-0.1603701919306586,-0.030928802278426815,-0.04385008111827304
0.46,0.46,-0.17739422617189265,-0.031718349772238474,-0.05338338638881779
0.47,0.47,-0.1839353860420509,-0.01784325147410576,-0.06069768582782453
0.48,0.48,-0.1837815947209543,-0.023343796879949696,-0.046742641241314
0.49,0.49,-0.2074813313713465,-0.03839614450441703,-0.056136729710501765
0.5,0.5,-0.18765488515845996,-0.037619749983933026,-0.02162518740570729
0.51,0.51,-0.2166376630639415,-0.03086833660241617,-0.06911723920199364
0.52,0.52,-0.23324061217633324,-0.03988798906181085,-0.0703536403816315
0.53,0.53,-0.23623997058492757,-0.0303545944214188,-0.041116206163852365
0.54,0.54,-0.26693306039111026,-0.03485682718010519,-0.07200818781101448
0.55,0.55,-0.24751378461211898,-0.033643118998985366,-0.07082777073372615
0.56,0.56,-0.29157335198369017,-0.04383423700786582,-0.07714393034688183
0.57,0.57,-0.30374903436659734,-0.03707309639875106,-0.09210256673928219
0.58,0.58,-0.3509972041411472,-0.0490374382521469,-0.1349813568989896
0.59,0.59,-0.3579240582920833,-0.04749195679054996,-0.12210982777583479
0.6,0.6,-0.31401017254684616,-0.03870668745040862,-0.07465734792634193
0.61,0.61,-0.37304857826933885,-0.05372655476859972,-0.10706300383775769
0.62,0.62,-0.39492631196196176,-0.047794856411296494,-0.1123487805052843
0.63,0.63,-0.42638111769011594,-0.05022335353520008,-0.1452196471720456
0.64,0.64,-0.45421952268898286,-0.05729947886516967,-0.14588687695539082
0.65,0.65,-0.4463406428069131,-0.06242448439909243,-0.13874048513577886
0.66,0.66,-0.49375404455169625,-0.0661454826582808,-0.14653272515879678
0.67,0.67,-0.532270887081617,-0.06460442324083737,-0.17712462749186597
0.68,0.68,-0.543896750120513,-0.06860637676128079,-0.1443105915682965
0.69,0.69,-0.6032566832368846,-0.07354811386141596,-0.17906275637911961
0.7,0.7,-0.5897755809412317,-0.06773360612972129,-0.11664683005152099
0.71,0.71,-0.654853248964037,-0.08487340777360497,-0.20687615583943475
0.72,0.72,-0.7039314990670646,-0.0868030271917341,-0.14933405176578063
0.73,0.73,-0.747680782456354,-0.1011748309052749,-0.1980334938012842
0.74,0.74,-0.7804944201251554,-0.09006353883004975,-0.20305110938917492
0.75,0.75,-0.8563150361364558,-0.10138964700591707,-0.20843607489479088
0.76,0.76,-0.8775118541379627,-0.11642231867938796,-0.21828654682502258
0.77,0.77,-1.007766474918894,-0.12069455195492379,-0.3253340461959282
0.78,0.78,-1.0375153441449805,-0.1253919002477606,-0.28742696725788486
0.79,0.79,-1.081220218515151,-0.140602139576064,-0.1864118347873578
0.8,0.8,-1.1697707901794265,-0.12301553840745122,-0.3101328935033343
0.81,0.81,-1.29726417661707,-0.11823272009609803,-0.28995857270357517
0.82,0.82,-1.3991119822005493,-0.16744570921807633,-0.39286827872850805
0.83,0.83,-1.4606156709771465,-0.16484075382593888,-0.3617197213215244
0.84,0.84,-1.5362729854947952,-0.19452780992484825,-0.3356377278351437
0.85,0.85,-1.7072592972142526,-0.21317192771360288,-0.4709978507294377
0.86,0.86,-1.631883147636302,-0.22318120921311257,-0.31255615027818706
0.87,0.87,-1.7750381589064703,-0.2599124278564335,-0.23761253325049725
0.88,0.88,-1.9577101537006827,-0.2587679127408948,-0.3178134610819874
0.89,0.89,-2.052197168226579,-0.294136581551325,-0.2605404089788639
0.9,0.9,-2.2302796476115345,-0.34914785045692764,-0.3903128848866868
0.91,0.91,-2.198555272240882,-0.39586121078832365,-0.18353664340539
0.92,0.92,-2.3763248126604095,-0.4399964463710446,-0.24996043417530256
0.93,0.93,-2.406539334871251,-0.5466997445497681,-0.23676679038252235
0.94,0.94,-2.5752770179440256,-0.6321561598763621,-0.32702252954123123
0.95,0.95,-2.5702951196759787,-0.744270623279935,-0.19042235827387
0.96,0.96,-2.6752424292716115,-1.0336970177489766,-0.08157945254354226
0.97,0.97,-2.706681614194734,-1.2717810901068045,-0.036899443291988465
0.98,0.98,-2.8037160915262946,-1.756207090725896,-0.01583746413699849
0.99,0.99,-2.8221302650363067,-2.3090642311705136,-0.06435483880510828
0.1,0.2,-0.011666528609915294,,-0.10621496551088322
0.1,0.3,-0.01573427549289319,,-0.1540123692143272
0.1,0.4,-0.026666985919616026,,-0.18885190097979443
0.1,0.5,-0.01824987646703846,,-0.207277523346251
0.1,0.6,-0.030610426006603575,,-0.2261510520622706
0.1,0.7,-0.02860250264596209,,-0.23627666595916896
0.1,0.8,-0.029338555131853128,,-0.24515719621435722
0.1,0.9,-0.02118313043618053,,-0.24061682878631052
0.2,0.3,-0.03785512196541141,,-0.08608103752187868
0.2,0.4,-0.033908841372805365,,-0.11670771401067948
0.2,0.5,-0.049208650236261975,,-0.15996622719861275
0.2,0.6,-0.05540161703754337,,-0.19274702305159735
0.2,0.7,-0.06324369313305472,,-0.20918270707577746
0.2,0.8,-0.06481451941884953,,-0.22957856518339304
0.2,0.9,-0.062238568964912755,,-0.25027388884363866
0.3,0.4,-0.07671521932675235,-0.42791634428266695,-0.11015912915011755
0.3,0.5,-0.0897168353990343,,-0.14212656481036873
0.3,0.6,-0.08173239230394813,,-0.15550938777662543
0.3,0.7,-0.08426873741629498,,-0.18074959042308236
0.3,0.8,-0.10214598944965525,,-0.21204283186658385
0.3,0.9,-0.10022105076079957,,-0.25721773319841135
0.4,0.5,-0.13153349930801805,-0.17086083322871892,-0.13567568956541326
0.4,0.6,-0.12898193419218584,,-0.17223533096754146
0.4,0.7,-0.1496631496202424,,-0.2097504807993808
0.4,0.8,-0.15067074353029863,,-0.2353367394214244
0.4,0.9,-0.18544996348093878,,-0.3369872138113541
0.5,0.6,-0.23988898173526008,-0.12404190784791769,-0.21948837616679756
0.5,0.7,-0.24683562504273704,-1.3957654728785225,-0.2784984879606037
0.5,0.8,-0.25998898749957183,,-0.31063974001443173
0.5,0.9,-0.2748466509880257,,-0.40315057528276993
0.6,0.7,-0.39421160948081424,-0.14351713347493933,-0.3438447605208317
0.6,0.8,-0.3937397860635707,,-0.42421235658666506
0.6,0.9,-0.4329225632785754,,-0.536805589974785
0.7,0.8,-0.7014846719169048,-0.761751531382884,-0.6668404779159753
0.7,0.9,-0.7093251603557713,,-0.7763808983240947
0.8,0.9,-1.3071769427906796,,-1.3253159590606636
