m,M,epsilon_of_M,stat_NICV
0.0,0.0,0.5,0.46702613695786555
0.01,0.01,0.5039665605676084,0.4541946178618501
0.02,0.02,0.5079979177547899,0.46395667916300726
0.03,0.03,0.5120957059628882,0.46259445228108903
0.04,0.04,0.5162616161383375,0.4610947623093575
0.05,0.05,0.5204973982856399,0.4688345381984556
0.06,0.06,0.524804864117896,0.4551477064030923
0.07,0.07,0.5291858898538833,0.4649957596997473
0.08,0.08,0.5336424191713875,0.4627291801924178
0.09,0.09,0.5381764663272126,0.46853165258297885
0.1,0.1,0.5427901194551419,0.46138236676990596
0.11,0.11,0.5474855440539914,0.46602354101283433
0.12,0.12,0.5522649866788762,0.4648435489323839
0.13,0.13,0.5571307788498734,0.46467410128386555
0.14,0.14,0.5620853411934147,0.4638405810451184
0.15,0.15,0.5671311878330225,0.463673205303961
0.16,0.16,0.5722709310473791,0.47277689600763906
0.17,0.17,0.5775072862152558,0.4723438086051245
0.18,0.18,0.5828430770684829,0.47197025988398633
0.19,0.19,0.5882812412759918,0.46805149194163487
0.2,0.2,0.5938248363839753,0.46478797115310644
0.21,0.21,0.5994770461394302,0.46644587279674365
0.22,0.22,0.605241187226804,0.473002718874429
0.23,0.23,0.6111207164501729,0.47064920110070085
0.24,0.24,0.6171192383963631,0.46986141834226863
0.25,0.25,0.623240513617734,0.47756281132752715
0.26,0.26,0.6294884673770176,0.4674528504643513
0.27,0.27,0.6358671990006552,0.4675864080351196
0.28,0.28,0.6423809918915998,0.47724646156323175
0.29,0.29,0.6490343242575735,0.4670072830184392
0.3,0.3,0.6558318806163518,0.4740975129598526
0.31,0.31,0.6627785641459,0.48087957797678416
0.32,0.32,0.6698795099541458,0.475317102191846
0.33,0.33,0.6771400993509752,0.4808655123055852
0.34,0.34,0.6845659752137845,0.4757401334117654
0.35,0.35,0.6921630585477133,0.47787502241030083
0.36,0.36,0.6999375663527393,0.4766503094137364
0.37,0.37,0.7078960309222104,0.48371351654785905
0.38,0.38,0.7160453207114357,0.48034160164900364
