m,M,epsilon_of_M,stat_NICV
0.39,0.39,0.7243926629307728,0.4839812779176815
0.4,0.4,0.7329456680356207,0.4877515682370031
0.41,0.41,0.7417123563060677,0.485546811415663
0.42,0.42,0.7507011867321132,0.4796698724815482
0.43,0.43,0.7599210884467501,0.4862514318087369
0.44,0.44,0.7693814949793284,0.48852332156965406
0.45,0.45,0.7790923816360812,0.49020716052871305
0.46,0.46,0.7890643063542454,0.49386775527990984
0.47,0.47,0.7993084544216629,0.4841729211652759
0.48,0.48,0.8098366875061591,0.4907033663939812
0.49,0.49,0.8206615974995355,0.4957696036889753
0.5,0.5,0.8317965657511863,0.49729894907272537
0.51,0.51,0.8432558283478445,0.49465880292300873
0.52,0.52,0.8550545481909494,0.5008210745966654
0.53,0.53,0.8672088947341141,0.492161583771514
0.54,0.54,0.8797361323732651,0.4954832683104043
0.55,0.55,0.8926547186350446,0.5004517237714982
0.56,0.56,0.9059844134896071,0.5091602013451808
0.57,0.57,0.9197464013276998,0.508061753853898
0.58,0.58,0.933963427395995,0.5081847753823002
0.59,0.59,0.9486599507877075,0.5068866937612472
0.6,0.6,0.9638623164485162,0.5047928066256906
0.61,0.61,0.9795989490944182,0.5153770447776271
0.62,0.62,0.9959005724654699,0.5111512473351073
0.63,0.63,1.012800457979408,0.5125050778461864
0.64,0.64,1.0303347076294318,0.5184999701017712
0.65,0.65,1.0485425769268546,0.5238396264515509
0.66,0.66,1.067466844867599,0.5290410241389434
0.67,0.67,1.087154239361446,0.5276494673846704
0.68,0.68,1.1076559283825544,0.532161300520426
0.69,0.69,1.1290280893818594,0.5361349235081297
0.7,0.7,1.151332572383167,0.529540863914872
0.71,0.71,1.174637675848032,0.5490232842309948
0.72,0.72,1.1990190590869703,0.550770437118007
0.73,0.73,1.2245608210535006,0.5682041524534338
0.74,0.74,1.2513567832473245,0.5518445978007533
0.75,0.75,1.2795120248207879,0.5643747281736528
0.76,0.76,1.3091447317397615,0.5754088955224719
0.77,0.77,1.3403884402961195,0.5877738784206451
0.78,0.78,1.3733947802821322,0.5907003946326037
0.79,0.79,1.4083368574706783,0.6012721668173251
0.8,0.8,1.4454134627977873,0.5882693497115703
0.81,0.81,1.4848543630202984,0.588438341751344
0.82,0.82,1.5269270241871216,0.6280801212209953
0.83,0.83,1.5719452600623414,0.6257441280910017
0.84,0.84,1.6202805068592918,0.6533211984367248
0.85,0.85,1.6723767431240653,0.6684247853035611
0.86,0.86,1.7287705667477344,0.6886995302260736
0.87,0.87,1.7901187274087529,0.720999158035911
0.88,0.88,1.8572367041933642,0.7244234001174891
0.89,0.89,1.9311541118777813,0.7534128276356982
0.9,0.9,2.013196593022799,0.8188378954923685
0.91,0.91,2.105111008564644,0.8555641062860156
0.92,0.92,2.209264679503782,0.9050663425382983
0.93,0.93,2.328978378063511,1.0058252618354557
0.94,0.94,2.46911775683092,1.0983611140685454
0.95,0.95,2.6372289029188076,1.2104753198389748
0.96,0.96,2.8459571932510883,1.4999032189075443
0.97,0.97,3.1190131619132098,1.729706628410609
0.98,0.98,3.509635064032687,2.221421962725674
0.99,0.99,4.187715394070089,2.776030810493049
0.1,0.2,,
0.1,0.3,,
0.1,0.4,,
0.1,0.5,,
0.1,0.6,,
0.1,0.7,,
0.1,0.8,,
0.1,0.9,,
0.2,0.3,0.0,
0.2,0.4,,
0.2,0.5,,
0.2,0.6,,
0.2,0.7,,
0.2,0.8,,
0.2,0.9,,
0.3,0.4,0.26410685686598384,0.8938645515494739
0.3,0.5,,
0.3,0.6,,
0.3,0.7,,
0.3,0.8,,
0.3,0.9,,
0.4,0.5,0.44983333408021964,0.633964904259921
0.4,0.6,0.0,
0.4,0.7,,
0.4,0.8,,
0.4,0.9,,
0.5,0.6,0.6059517194651037,0.5879665595603666
0.5,0.7,0.1797533801464694,1.8581290712523495
0.5,0.8,,
0.5,0.9,,
0.6,0.7,0.7274341065221323,0.6061822808692041
0.6,0.8,,
0.6,0.9,,
0.7,0.8,0.5,1.2263985196777873
0.7,0.9,,
0.8,0.9,0.0,
