m,M,difference_error_M_minus_MoS,difference_error_M_minus_MoSChangeEpsDelta,difference_error_MChangeEpsDelta_minus_MoS
0.0,0.0,0.0024518345362780636,0.0004799995538115054,0.0019144400525856753
0.01,0.01,0.00041094296314320156,-0.0008138321909089141,-0.0012928545206489783
0.02,0.02,-0.002852529916696156,-0.001981169576079689,0.0002932583746856343
0.03,0.03,-0.002757299592900886,-0.0003814512822785665,-0.0020499848169860946
0.04,0.04,-0.0035288258384789106,-0.0004182350858563111,-0.0015522860866565846
0.05,0.05,-0.0046914868257132425,-0.0010626772424902065,-0.0015128362787046323
0.06,0.06,-0.0014221854317718052,-0.00047434160659132196,-0.0009128815028139892
0.07,0.07,-0.006475983930641027,-0.0035912950327739446,-0.000860748386335819
0.08,0.08,-0.004421362780643423,-0.000961127863500999,-0.0019771625395085257
0.09,0.09,-0.006515029658182292,-0.0028814857922098147,-0.003075398765239601
0.1,0.1,-0.006304766580503607,-0.002968278345029829,-0.002973343428908204
0.11,0.11,-0.006057324655622476,-0.004230187586787781,0.0007523901204765093
0.12,0.12,-0.005860024511604833,-0.002240799835127094,-0.001260851885671821
0.13,0.13,-0.007010042433950314,-0.0036237543161725116,-0.0007216304741816115
0.14,0.14,-0.009152309379463597,-0.002011121347000988,-0.0011439966610023444
0.15,0.15,-0.007819699301460759,-0.0036305853847925507,-0.001562310906543407
0.16,0.16,-0.008803154141165725,-0.00045930856660897357,-0.005510131121601536
0.17,0.17,-0.01446185270765682,-0.007234665955906494,-0.004861837134855995
0.18,0.18,-0.012576575148457392,-0.0029666928740352816,-0.007584091439509
0.19,0.19,-0.012699865130282872,-0.0038806100063726867,-0.004520001284514796
0.2,0.2,-0.014872048802624438,-0.006025549408983033,-0.0035364941868615274
0.21,0.21,-0.012807989433016698,-0.004357558210001722,-0.004668341711015489
0.22,0.22,-0.013940268192049854,-0.004881909134120566,-0.005694962731074671
0.23,0.23,-0.01817476704145471,-0.00725101222808483,-0.007439696272620089
0.24,0.24,-0.012612376770900768,-0.006546795136234185,-0.003445970369640783
0.25,0.25,-0.01695075131394097,-0.00505581517280046,-0.006391523790203302
0.26,0.26,-0.019247369171224382,-0.006480674102827488,-0.006593761967164713
0.27,0.27,-0.01900427894500628,-0.007370390572772889,-0.008449956896169897
0.28,0.28,-0.017326392394175605,-0.005032384214273045,-0.004101911010674586
0.29,0.29,-0.024993989221398616,-0.009827654933763919,-0.011561642648596882
0.3,0.3,-0.02289392474198193,-0.009003689737027698,-0.008743053279281432
0.31,0.31,-0.020858532619774384,-0.0067593685539859005,-0.003148666792421595
0.32,0.32,-0.02170197379201172,-0.008073334866592896,-0.007960644514471094
0.33,0.33,-0.023855696168538942,-0.006856722302609031,-0.00915085904424523
0.34,0.34,-0.029463919150739648,-0.010844533071568907,-0.012918202189774408
0.35,0.35,-0.02761390085871418,-0.010501138021787093,-0.012818897081696312
0.36,0.36,-0.029970461516585722,-0.011389647066302189,-0.014413709601111713
0.37,0.37,-0.03865061827743138,-0.01096958897632705,-0.019376486842767104
0.38,0.38,-0.03568679555064741,-0.013277643025081498,-0.012999626021525434
0.39,0.39,-0.036120653381049805,-0.0115754194962987,-0.014586684111048298
0.4,0.4,-0.03629624430632622,-0.01393903640098959,-0.0136014063182191
0.41,0.41,-0.03785626085490412,-0.013961210387489431,-0.014644596530628828
0.42,0.42,-0.042450946435193815,-0.015952695550473905,-0.02138456596602928
0.43,0.43,-0.04498879413575391,-0.016258108259911974,-0.021536920683781213
0.44,0.44,-0.04662021544029582,-0.016458415024595607,-0.022391329774468727
0.45,0.45,-0.045621235926567805,-0.016515779101455852,-0.017940142264240178
0.46,0.46,-0.05061809531649181,-0.012303049546465716,-0.022459624045594484
0.47,0.47,-0.04773658281786042,-0.01108519498043381,-0.01866076512792164
0.48,0.48,-0.05818419671501146,-0.01820848052906976,-0.029311315535093585
0.49,0.49,-0.05319228708251161,-0.0170865163583388,-0.021368850797870542
0.5,0.5,-0.05595576129245311,-0.014812192744732833,-0.02744405391171617
0.51,0.51,-0.05413936729138369,-0.018189754946978776,-0.01906684877111592
0.52,0.52,-0.05948171832368093,-0.01945629724730452,-0.024646903084682037
0.53,0.53,-0.06305225775975137,-0.0187068979150668,-0.02620136038954146
0.54,0.54,-0.06785501943016004,-0.019858268329221607,-0.028920324789613594
0.55,0.55,-0.07085475356820731,-0.02075095271344879,-0.028812256058389107
0.56,0.56,-0.08233845571545945,-0.026145874211424502,-0.03888275307896211
0.57,0.57,-0.09215566446993018,-0.02331759122209759,-0.046270285562022284
0.58,0.58,-0.07863909511724643,-0.023493599269381882,-0.03501144810469542
0.59,0.59,-0.08721025118497666,-0.026152546988730985,-0.0350140466695974
0.6,0.6,-0.09808237517824675,-0.025578671785185414,-0.049071868779313965
0.61,0.61,-0.10697394799194354,-0.028685028096335885,-0.05036889880097106
0.62,0.62,-0.10773601713509129,-0.03284364739293111,-0.047006499471688
0.63,0.63,-0.11432210672653248,-0.029248080002933274,-0.053327773200329
0.64,0.64,-0.11870124486542522,-0.03188896012762871,-0.0500479044819358
0.65,0.65,-0.12300703565208493,-0.02622823150144571,-0.05833516989683252
0.66,0.66,-0.14518690473306134,-0.03421380677952668,-0.07974476717737966
0.67,0.67,-0.15515271464163,-0.037407676019007685,-0.08167746676737858
0.68,0.68,-0.14308609854681353,-0.036128426433190364,-0.07321635885947575
0.69,0.69,-0.17398354217958228,-0.0412834161358725,-0.08293205203812809
0.7,0.7,-0.17453546895399974,-0.03811858942703461,-0.08243032373333253
0.71,0.71,-0.22074083886402174,-0.046425624528252274,-0.12652734169558344
0.72,0.72,-0.2121128659791745,-0.049312194478296933,-0.10593063350828735
0.73,0.73,-0.23919521794448473,-0.053413081587635636,-0.13277318821874362
0.74,0.74,-0.23585784246524139,-0.048879123457917395,-0.12370239528323812
0.75,0.75,-0.2709085188314878,-0.05401930957210893,-0.14155231409827562
0.76,0.76,-0.29053476324986777,-0.05560122691184166,-0.16788278776744892
0.77,0.77,-0.3343085586337557,-0.0631382664117695,-0.20133887637661807
0.78,0.78,-0.31419151991612626,-0.060787257339270706,-0.16152704493122338
0.79,0.79,-0.36250961817091054,-0.07568445538047852,-0.19852659626635816
0.8,0.8,-0.3949428752720713,-0.06831551702921956,-0.21705828150917983
0.81,0.81,-0.4530403034038945,-0.07669958681359701,-0.25262546732482516
0.82,0.82,-0.5040026652322304,-0.08989224876105822,-0.29041723788779994
0.83,0.83,-0.564839799205156,-0.09718541993395602,-0.29831369832659616
0.84,0.84,-0.6197558932324727,-0.11152387258768215,-0.33738179772785515
0.85,0.85,-0.7452516073709508,-0.10852462708512706,-0.4226537287252412
0.86,0.86,-0.7905022511011032,-0.1193555008536965,-0.43345958491370973
0.87,0.87,-0.8657500323800151,-0.13363466251291406,-0.47873472411899676
0.88,0.88,-0.9874967148234695,-0.15152760075060617,-0.5156973586066497
0.89,0.89,-1.0701237222453575,-0.157305448097999,-0.5574375620842705
0.9,0.9,-1.2881323145304302,-0.19329428661230952,-0.69443689797635
0.91,0.91,-1.4084240868914821,-0.22053296504800002,-0.7190148076749219
0.92,0.92,-1.503103379666137,-0.2561935655130132,-0.6487493077288107
