m,M,difference_error_M_minus_MoS,difference_error_M_minus_MoSChangeEpsDelta,difference_error_MChangeEpsDelta_minus_MoS
0.93,0.93,-1.7858778273194142,-0.3100232841216013,-0.7475702200634489
0.94,0.94,-1.9429349031438194,-0.38380584685553915,-0.652317945320185
0.95,0.95,-2.1012016049184856,-0.4972156591671796,-0.573417490869846
0.96,0.96,-2.3874738875342723,-0.6887304464703379,-0.4798402964151611
0.97,0.97,-2.6316860943984874,-0.8657482215263452,-0.44812318688053177
0.98,0.98,-2.6679148735989644,-1.4192716092442212,-0.1706830416197178
0.99,0.99,-2.8261391197483205,-2.1160556579833623,-0.052218958504085755
0.1,0.2,-0.004647791409191804,,-0.06669276423698611
0.1,0.3,-0.0036448568033730644,,-0.10255078167332138
0.1,0.4,-0.00018405707930418957,,-0.1162352444699476
0.1,0.5,0.0005940670620404043,,-0.1332213643883155
0.1,0.6,0.001921093114373773,,-0.14214454728709858
0.1,0.7,-0.0010160512799874954,,-0.15115572716373415
0.1,0.8,0.002448217087959559,,-0.155826482566143
0.1,0.9,0.0018974483496541072,,-0.1598252853361992
0.2,0.3,-0.010087830348049887,-0.05524502422834171,-0.03243238245998181
0.2,0.4,-0.009911006642454145,,-0.06046716570460814
0.2,0.5,-0.010781373651038428,,-0.0786541449606552
0.2,0.6,-0.009535037651929312,,-0.09801847748084441
0.2,0.7,-0.004080232008566775,,-0.10270886821911429
0.2,0.8,-0.008083408917152313,,-0.11737211177774443
0.2,0.9,-0.005740806507097906,,-0.13912497434556498
0.3,0.4,-0.025065576508725318,-0.030877856104105705,-0.027982986354224415
0.3,0.5,-0.019383690569052148,-0.09829295143568306,-0.038272704464218044
0.3,0.6,-0.019726077646736284,,-0.05638450547966284
0.3,0.7,-0.019083297848123015,,-0.074987416092829
0.3,0.8,-0.019534973499560904,,-0.0919580657761479
0.3,0.9,-0.0159615339305198,,-0.1311367887109175
0.4,0.5,-0.034760100933127425,-0.017947574589728843,-0.030545630950793323
0.4,0.6,-0.033046425425232895,-0.04241633571134379,-0.03519342112462942
0.4,0.7,-0.03528914663569194,-0.16197033721702675,-0.05352775644891983
0.4,0.8,-0.029450233411664306,,-0.07759109683046028
0.4,0.9,-0.03226722577842167,,-0.13557858370616888
0.5,0.6,-0.0558140281976745,-0.021698699242447717,-0.038112001086333724
0.5,0.7,-0.0520994959115153,-0.039146136368916895,-0.047074274215047895
0.5,0.8,-0.059956597004510004,-0.3153303390831714,-0.07657095617056953
0.5,0.9,-0.06971774204105607,,-0.15491293792227778
0.6,0.7,-0.10088991534971387,-0.09997429394436114,-0.0723462726305486
0.6,0.8,-0.11223216518506585,-0.0744934436731769,-0.10795557822371316
0.6,0.9,-0.10945031397378152,,-0.16388598680055932
0.7,0.8,-0.20367377293476685,-0.062404696584290764,-0.17078096491846267
0.7,0.9,-0.22221422104466526,,-0.24415893158736546
0.8,0.9,-0.4306520331762877,-0.16860812768391936,-0.4132986064135103
