m,M,epsilon_of_M,NICV
0.0,0.0,0.5,0.42709687606315055
0.0,0.0,0.5,0.4259934835150783
0.0,0.0,0.5,0.5070509047933628
0.0,0.0,0.5,0.4368448953450515
0.0,0.0,0.5,0.47179286224972405
0.0,0.0,0.5,0.48681001675727037
0.0,0.0,0.5,0.4132137288393767
0.0,0.0,0.5,0.4098630958800818
0.0,0.0,0.5,0.4112771223197345
0.0,0.0,0.5,0.5462660743372538
0.0,0.0,0.5,0.4664843164226899
0.0,0.0,0.5,0.48919646078884815
0.0,0.0,0.5,0.5300584491628352
0.0,0.0,0.5,0.6276557068967445
0.0,0.0,0.5,0.41134777630651337
0.0,0.0,0.5,0.4442800667992645
0.0,0.0,0.5,0.4682221354180773
0.0,0.0,0.5,0.3996067757883554
0.0,0.0,0.5,0.45731382404441906
0.0,0.0,0.5,0.8952237869872925
0.0,0.0,0.5,0.43683842611797413
0.0,0.0,0.5,0.5583771026143985
0.0,0.0,0.5,0.3922925952339706
0.0,0.0,0.5,0.584060770134484
0.0,0.0,0.5,0.4420742244994748
0.0,0.0,0.5,0.4857587516613467
0.0,0.0,0.5,0.5730247705174022
0.0,0.0,0.5,0.39812486071574577
0.0,0.0,0.5,0.421292131567374
0.0,0.0,0.5,0.5004225761132928
0.0,0.0,0.5,0.5567372077230115
0.0,0.0,0.5,0.46396535044683856
0.0,0.0,0.5,0.4013942466620795
0.0,0.0,0.5,0.4111203489228086
0.0,0.0,0.5,0.41952962247545866
0.0,0.0,0.5,0.48664617382269654
0.0,0.0,0.5,0.4997426036324548
0.0,0.0,0.5,0.3979675599613222
0.0,0.0,0.5,0.634145411349923
0.0,0.0,0.5,0.42113292985986006
0.0,0.0,0.5,0.4892766124931526
0.0,0.0,0.5,0.44904875300878166
0.0,0.0,0.5,0.4077281070505714
0.0,0.0,0.5,0.4590357268545691
0.0,0.0,0.5,0.5158113091633587
0.0,0.0,0.5,0.4100935480112335
0.0,0.0,0.5,0.612283818666035
0.0,0.0,0.5,0.4193581246594645
0.0,0.0,0.5,0.44947487010260534
0.0,0.0,0.5,0.5316025495069961
0.0,0.0,0.5,0.5407772113930503
0.0,0.0,0.5,0.4032117456855896
0.0,0.0,0.5,0.5173278076643071
0.0,0.0,0.5,0.555028703464795
0.0,0.0,0.5,0.6258917964039328
0.0,0.0,0.5,0.3951211886949051
0.0,0.0,0.5,0.5712318902291456
0.0,0.0,0.5,0.4908601762039784
0.0,0.0,0.5,0.4868592231711056
0.0,0.0,0.5,0.40869157774234754
0.0,0.0,0.5,0.46604736855701484
0.0,0.0,0.5,0.5709117776150301
0.0,0.0,0.5,0.40428654935313013
0.0,0.0,0.5,0.4521737003164471
0.0,0.0,0.5,0.39111692767293293
0.0,0.0,0.5,0.4069318533388551
0.0,0.0,0.5,0.397669811884693
0.0,0.0,0.5,0.41916638779376697
0.0,0.0,0.5,0.4280839167896439
0.0,0.0,0.5,0.3918527578864887
0.0,0.0,0.5,0.4360230801879777
0.0,0.0,0.5,0.4032085554882007
0.0,0.0,0.5,0.4386672613700954
0.0,0.0,0.5,0.5701468934834876
0.0,0.0,0.5,0.5873760935680504
0.0,0.0,0.5,0.4330620125056763
0.0,0.0,0.5,0.4193646092091802
0.0,0.0,0.5,0.41060584816276524
0.0,0.0,0.5,0.42380677324865984
0.0,0.0,0.5,0.4374818972333218
0.0,0.0,0.5,0.4303708972122746
0.0,0.0,0.5,0.44960379554260604
0.0,0.0,0.5,0.4461557261606557
0.0,0.0,0.5,0.414017543139649
0.0,0.0,0.5,0.5279308415343689
0.0,0.0,0.5,0.44165529420842364
0.0,0.0,0.5,0.5963802564853331
0.0,0.0,0.5,0.5199004353580721
0.0,0.0,0.5,0.4703489156782183
0.0,0.0,0.5,0.5048691536370528
0.0,0.0,0.5,0.5304129126344186
0.0,0.0,0.5,0.43762685578987687
0.0,0.0,0.5,0.525821849709334
0.0,0.0,0.5,0.4110282745165227
0.0,0.0,0.5,0.45072502909907
0.0,0.0,0.5,0.4400979493832025
0.0,0.0,0.5,0.4475233265831736
0.0,0.0,0.5,0.44101371927978367
0.0,0.0,0.5,0.39465643737290584
0.0,0.0,0.5,0.42235944882732784
0.0,0.0,0.5,0.4107892684374697
0.0,0.0,0.5,0.3731833581976303
0.0,0.0,0.5,0.4187703792948509
0.0,0.0,0.5,0.4627863546809402
0.0,0.0,0.5,0.7258744973065735
0.0,0.0,0.5,0.5388201599729314
0.0,0.0,0.5,0.44619241221883327
0.0,0.0,0.5,0.4257264082317925
0.0,0.0,0.5,0.421733466281446
0.0,0.0,0.5,0.47678272141967304
0.0,0.0,0.5,0.418383320768513
0.0,0.0,0.5,0.677684666960358
0.0,0.0,0.5,0.4498240582180818
0.0,0.0,0.5,0.6899800345002647
0.0,0.0,0.5,0.5328287659290181
0.0,0.0,0.5,0.3947885360654112
0.0,0.0,0.5,0.41182468648690446
0.0,0.0,0.5,0.5082868453578566
0.0,0.0,0.5,0.40068856644582734
0.0,0.0,0.5,0.4196588269804484
0.0,0.0,0.5,0.40463197047447436
0.0,0.0,0.5,0.5258429052502271
0.0,0.0,0.5,0.5905889983562433
0.0,0.0,0.5,0.49236539368545473
0.0,0.0,0.5,0.40159143959112553
0.0,0.0,0.5,0.43294875969084823
0.0,0.0,0.5,0.3744518092317226
0.0,0.0,0.5,0.4076541529871694
0.0,0.0,0.5,0.4658703095925781
0.0,0.0,0.5,0.44435259078259537
0.0,0.0,0.5,0.47809927440706523
0.0,0.0,0.5,0.591737821631311
0.0,0.0,0.5,0.4478877992811257
0.0,0.0,0.5,0.43502288984097753
