m,M,epsilon_of_M,NICV
0.0,0.0,0.5,0.4441954006738128
0.0,0.0,0.5,0.43756983273919775
0.0,0.0,0.5,0.4290661372635539
0.0,0.0,0.5,0.46033807193755394
0.0,0.0,0.5,0.4217774725803618
0.0,0.0,0.5,0.489978759632594
0.0,0.0,0.5,0.4365018382332175
0.0,0.0,0.5,0.45891725771870673
0.0,0.0,0.5,0.4098796038275669
0.0,0.0,0.5,0.4447780140649165
0.0,0.0,0.5,0.4193632986338883
0.0,0.0,0.5,0.38847546918706943
0.0,0.0,0.5,0.40715706275445673
0.0,0.0,0.5,0.3948123075240603
0.0,0.0,0.5,0.628016134814481
0.0,0.0,0.5,0.5850189280625023
0.0,0.0,0.5,0.4083561525973917
0.0,0.0,0.5,0.46731704402401886
0.0,0.0,0.5,0.3916749456601987
0.0,0.0,0.5,0.4390866628932552
0.0,0.0,0.5,0.44614942444836486
0.0,0.0,0.5,0.396158931286904
0.0,0.0,0.5,0.41857775342814074
0.0,0.0,0.5,0.4612122086938606
0.0,0.0,0.5,0.42062041575674747
0.0,0.0,0.5,0.4305043961767363
0.0,0.0,0.5,0.4362909168442266
0.0,0.0,0.5,0.4156131144972201
0.0,0.0,0.5,0.46995468942268354
0.0,0.0,0.5,0.4871190858442469
0.0,0.0,0.5,0.46758818644573136
0.0,0.0,0.5,0.5430907366969276
0.0,0.0,0.5,0.44717126853389627
0.0,0.0,0.5,0.4588396806975879
0.0,0.0,0.5,0.3955007996464645
0.0,0.0,0.5,0.4082658292557794
0.0,0.0,0.5,0.523862172745717
0.0,0.0,0.5,0.4654408406759209
0.0,0.0,0.5,0.41475015541871546
0.0,0.0,0.5,0.5255413836527467
0.0,0.0,0.5,0.442011760326937
0.0,0.0,0.5,0.38913850184490506
0.0,0.0,0.5,0.49330102290591576
0.0,0.0,0.5,0.4189574500389731
0.0,0.0,0.5,0.4164188703968952
0.0,0.0,0.5,0.4475829822534065
0.0,0.0,0.5,0.5127325001634011
0.0,0.0,0.5,0.6386438303188973
0.0,0.0,0.5,0.52153694693855
0.0,0.0,0.5,0.6726752014030268
0.0,0.0,0.5,0.3916297500570565
0.0,0.0,0.5,0.6007080449424815
0.0,0.0,0.5,0.41723765729944345
0.0,0.0,0.5,0.46275683042761556
0.0,0.0,0.5,0.4474064746791138
0.0,0.0,0.5,0.48004135547691124
0.0,0.0,0.5,0.526697513551878
0.0,0.0,0.5,0.4526325472810934
0.0,0.0,0.5,0.46429417267478557
0.0,0.0,0.5,0.513645972468418
0.0,0.0,0.5,0.8119209631820437
0.0,0.0,0.5,0.38740874953829424
0.0,0.0,0.5,0.4268176915988065
0.0,0.0,0.5,0.546160669075107
0.0,0.0,0.5,0.4610524112572165
0.0,0.0,0.5,0.43675032787258233
0.0,0.0,0.5,0.6420528616956527
0.0,0.0,0.5,0.5202606227205856
0.0,0.0,0.5,0.5134602480307179
0.0,0.0,0.5,0.4039235429348469
0.0,0.0,0.5,0.41433296687457005
0.0,0.0,0.5,0.4277645650209333
0.0,0.0,0.5,0.46631318934809285
0.0,0.0,0.5,0.4143026655368009
0.0,0.0,0.5,0.4054006269541501
0.0,0.0,0.5,0.4097943887315839
0.0,0.0,0.5,0.4490768363769213
0.0,0.0,0.5,0.581348122568207
0.0,0.0,0.5,0.42731054691652226
0.0,0.0,0.5,0.42908554808869404
0.0,0.0,0.5,0.49381434839756516
0.0,0.0,0.5,0.4409131364212857
0.0,0.0,0.5,0.4398966551351944
0.0,0.0,0.5,0.43560445099772077
0.0,0.0,0.5,0.45209075521321845
0.0,0.0,0.5,0.5472125943526295
0.0,0.0,0.5,0.5496565337532767
0.0,0.0,0.5,0.4440440770789738
0.0,0.0,0.5,0.4235521188395444
0.0,0.0,0.5,0.7206985556698933
0.0,0.0,0.5,0.4326624620202819
0.0,0.0,0.5,0.4099528320113108
0.0,0.0,0.5,0.4401482464064598
0.0,0.0,0.5,0.4937028063475257
0.0,0.0,0.5,0.39864217661113144
0.0,0.0,0.5,0.42652091054194147
0.0,0.0,0.5,0.43539407217399
0.0,0.0,0.5,0.44319954868598577
0.0,0.0,0.5,0.5784320107653544
0.0,0.0,0.5,0.43518969532084556
0.0,0.0,0.5,0.5546450987588846
0.0,0.0,0.5,0.40104158130891776
0.0,0.0,0.5,0.5523792330931511
0.0,0.0,0.5,0.4193740371351277
0.0,0.0,0.5,0.40267173111192506
0.0,0.0,0.5,0.4728495133257673
0.0,0.0,0.5,0.4152678216513015
0.0,0.0,0.5,0.4634698199718179
0.0,0.0,0.5,0.40838683074217386
0.0,0.0,0.5,0.3991315817705653
0.0,0.0,0.5,0.41620251614826265
0.0,0.0,0.5,0.49616972717161983
0.0,0.0,0.5,0.39143365769116956
0.0,0.0,0.5,0.42473591310724745
0.0,0.0,0.5,0.40627944261759474
0.0,0.0,0.5,0.5005600794492836
0.0,0.0,0.5,0.5111453325146469
0.0,0.0,0.5,0.3910117845525748
0.0,0.0,0.5,0.3955474002467257
0.0,0.0,0.5,0.4530230737849844
0.0,0.0,0.5,0.4091886298281831
0.0,0.0,0.5,0.4354169731947123
0.0,0.0,0.5,0.4295597850105007
0.0,0.0,0.5,0.46809312628401345
0.0,0.0,0.5,0.4307667723035974
0.0,0.0,0.5,0.4163390426657911
0.0,0.0,0.5,0.4462444342202814
0.0,0.0,0.5,0.4457098508409812
0.0,0.0,0.5,0.41310216159043045
0.0,0.0,0.5,0.4240663760620639
0.0,0.0,0.5,0.4017965685456601
0.0,0.0,0.5,0.6347649258713332
0.0,0.0,0.5,0.41013909460713255
0.0,0.0,0.5,0.4185691758977316
0.0,0.0,0.5,0.4353085985867599
0.0,0.0,0.5,0.49442363276514717
0.0,0.0,0.5,0.46375913251183165
0.0,0.0,0.5,0.407541678378204
0.0,0.0,0.5,0.3966927393429584
0.0,0.0,0.5,0.42843875536607495
0.0,0.0,0.5,0.3989409611297769
0.0,0.0,0.5,0.5176724011307049
0.0,0.0,0.5,0.4064967876016011
0.0,0.0,0.5,0.4492039950904718
0.0,0.0,0.5,0.4248726291028286
0.0,0.0,0.5,0.3940470596300717
0.0,0.0,0.5,0.41651952284216787
0.0,0.0,0.5,0.4129383664163612
0.0,0.0,0.5,0.4547034034523213
0.0,0.0,0.5,0.43553785874438294
0.0,0.0,0.5,0.46041807374187016
0.0,0.0,0.5,0.44909045110667656
0.0,0.0,0.5,0.4308710503559406
0.0,0.0,0.5,0.42718322783678186
0.0,0.0,0.5,0.397781627347236
0.0,0.0,0.5,0.4113243900492559
0.0,0.0,0.5,0.5081497322915016
0.0,0.0,0.5,0.4672615961275008
0.0,0.0,0.5,0.42047031430104204
0.0,0.0,0.5,0.47824878090284123
0.0,0.0,0.5,0.42618363889059785
0.0,0.0,0.5,0.5050022508734843
0.0,0.0,0.5,0.4123627938741232
0.0,0.0,0.5,0.47362356917594517
0.0,0.0,0.5,0.4415292521138033
0.0,0.0,0.5,0.5915908131314419
0.0,0.0,0.5,0.4965865830508287
0.0,0.0,0.5,0.4320650388262521
0.0,0.0,0.5,0.4482001109410739
0.0,0.0,0.5,0.45717801670090114
0.0,0.0,0.5,0.40397687808894944
0.0,0.0,0.5,0.38980072667245075
0.0,0.0,0.5,0.7132806290422581
0.0,0.0,0.5,0.4982516870956493
0.0,0.0,0.5,0.4058126467739578
0.0,0.0,0.5,0.3777220304796069
0.0,0.0,0.5,0.4907671829532708
0.0,0.0,0.5,0.4574058164777249
0.0,0.0,0.5,0.48354446570161935
0.0,0.0,0.5,0.4380266056382208
0.0,0.0,0.5,0.4140362509337221
0.0,0.0,0.5,0.4590574640218567
0.0,0.0,0.5,0.43696480855358866
0.0,0.0,0.5,0.4227918934287112
0.0,0.0,0.5,0.5617440871712257
0.0,0.0,0.5,0.5510417359387026
0.0,0.0,0.5,0.41220679238165486
0.0,0.0,0.5,0.40028337681753307
0.0,0.0,0.5,0.47748829662391407
0.0,0.0,0.5,0.41312042103308044
0.0,0.0,0.5,0.4048354703897306
0.0,0.0,0.5,0.4366978418789795
0.0,0.0,0.5,0.40667154125423793
0.0,0.0,0.5,0.40384771848706896
0.0,0.0,0.5,0.5481597177686479
0.0,0.0,0.5,0.5815885386434113
0.0,0.0,0.5,0.4048050201580688
0.0,0.0,0.5,0.5351836635667361
0.0,0.0,0.5,0.4141346931050503
0.0,0.0,0.5,0.42973008264930546
0.0,0.0,0.5,0.46105592436216575
0.0,0.0,0.5,0.45801999989392816
0.0,0.0,0.5,0.4110063818679536
0.0,0.0,0.5,0.4232642551276184
0.0,0.0,0.5,0.427098273977091
0.0,0.0,0.5,0.4033823626421067
0.0,0.0,0.5,0.44975679967340615
0.0,0.0,0.5,0.4492352360394447
0.0,0.0,0.5,0.5391403385124702
0.0,0.0,0.5,0.4271139912804335
0.0,0.0,0.5,0.39645788180163694
