m,M,difference_error_M_minus_MoS,difference_error_M_minus_MoSChangeEpsDelta,difference_error_MChangeEpsDelta_minus_MoS
0.0,0.0,-0.02132071173186499,-0.010678615540242797,-0.011485507988778398
0.01,0.01,0.02799430534732071,0.0294535026650391,-0.010726595553755394
0.02,0.02,-0.0066942273960677035,-0.009152511982748496,0.02450289231666429
0.03,0.03,-0.0042198071361144035,0.009543677593211605,-0.012932094357603008
0.04,0.04,-0.0088911292328364,-0.02573687220348339,-0.020501383354955903
0.05,0.05,-0.028781825290867993,0.006177956659269401,-0.009718966559333297
0.06,0.06,-0.0381007076299262,-0.0157315599833368,0.023386075375066304
0.07,0.07,-0.019093071080249602,-0.012934919227560404,-0.026749281626078807
0.08,0.08,-0.0284269219192793,-0.0067402926280078004,0.05396421495273811
0.09,0.09,-0.030076567461968608,-0.035869688945767204,-0.003692652372293506
0.1,0.1,-0.021041755567823298,0.0010561692424950891,0.003190939460859313
0.11,0.11,-0.061192513603348694,-0.008112298300841397,-0.0340711170870841
0.12,0.12,-0.06185899320918749,0.017575769739014008,-0.02849663513727009
0.13,0.13,-0.038419827853156,-0.017987065125416098,-0.0112416448533319
0.14,0.14,-0.29377042678440346,0.032569507276169196,-0.2818697348944998
0.15,0.15,-0.09255984898071719,-0.005770362771957499,0.08609648257260591
0.16,0.16,-0.044141008833541995,0.008801491527922499,0.0081060905961029
0.17,0.17,-0.06245678053676461,0.008908202141981,-0.004092720602467098
0.18,0.18,-0.0675800809969931,-0.00847486008137889,0.05094665990201239
0.19,0.19,-0.0796348982064976,-0.016744243238452805,-0.015459744748078014
0.2,0.2,-0.2342928658223375,-0.013274690186957698,-0.1745259970951728
0.21,0.21,-0.08896556247405808,-0.014635007637107192,0.09438301701529891
0.22,0.22,-0.12137175096120581,-0.0179945877701366,-0.059599187279368
0.23,0.23,-0.09540826333139579,0.013681666420925803,0.016667213664947
0.24,0.24,-0.09438987006047692,-0.07222602760681551,-0.00035607179960739366
0.25,0.25,-0.11295525920105541,-0.0019359388847608044,-0.0217077103499336
0.26,0.26,-0.147658645578695,-0.01465531287184621,-0.014555972734175887
0.27,0.27,-0.1778543346997053,-0.013115504005433293,-0.07501517443663422
0.28,0.28,-0.1508727622463943,-0.002478319168758597,-0.039907244383350915
0.29,0.29,-0.2300998605148235,-0.0014053005234626048,-0.1304016926228004
0.3,0.3,-0.20315594479271648,0.004502633369712905,-0.0554886076817645
0.31,0.31,-0.1575245945316921,0.014171560995541496,0.15354800328747398
0.32,0.32,-0.22860322749054288,-0.0014388859859977982,-0.07370664816794187
0.33,0.33,-0.31144407535895513,-0.016414280447830207,-0.15024686522239772
0.34,0.34,-0.2695811107856524,-0.012518419293494593,-0.1803537045545907
0.35,0.35,-0.3971132361582834,-0.0046728488880630956,-0.2506612955913729
0.36,0.36,-0.0908683615298207,0.06341769432981839,-0.018115300131430978
0.37,0.37,-0.3360590588887875,-0.022053612796143304,-0.11541359868941037
0.38,0.38,-0.15670699607241612,0.007219811538694304,0.1938850972429491
0.39,0.39,-0.2342977542225224,-0.026308868711186102,0.06978167630789772
0.4,0.4,-0.4057304579732135,-0.0319588597795251,-0.15205308389609756
0.41,0.41,-0.2806500520662053,-0.0002594584313310999,-0.02712088271500518
0.42,0.42,-0.4832649231655478,-0.0766008524940445,-0.2813182710669319
0.43,0.43,-0.3470487946153391,-0.0619559857409412,-0.025348823995827108
0.44,0.44,-0.365575351705089,0.016050500063885198,-0.07209689431915
0.45,0.45,-0.5009622508491641,-0.024763022001800805,-0.10140961829974315
0.46,0.46,-0.37554916205684324,0.005739375366129992,0.1006272133519176
0.47,0.47,-0.45730292791856597,-0.004133012057494098,-0.0063766931005742045
0.48,0.48,-0.4893432118824557,-0.03226313559893271,0.04064594933988064
0.49,0.49,-0.3914535637078823,-0.0466306116199377,0.009569186277356923
0.5,0.5,-0.5287673370009838,-0.049218796567383497,-0.03521065331965023
0.51,0.51,-0.5263148570561977,-0.008479847670590693,0.11778539629799523
0.52,0.52,-0.4690666141410869,-0.009592286098321495,0.026875939665178317
0.53,0.53,-0.7483116505597456,-0.049187738038796995,-0.2502381858478975
0.54,0.54,-0.6685566235874973,-0.010103649610100796,-0.1463525196536588
0.55,0.55,-0.5087127698428261,-0.006133881969228608,0.11425589911758782
0.56,0.56,-0.7243348261443145,-0.05918025672614869,0.013342032477548615
0.57,0.57,-0.6827706350861289,-0.010176198371575004,-0.056412230727649004
0.58,0.58,-0.7214787774545188,-0.06810176557405519,-0.06690936595031527
0.59,0.59,-0.6849908285322499,-0.03815729289330169,0.10251620303608178
0.6,0.6,-0.7462723844636904,-0.030979568658562592,-0.19068772694227765
0.61,0.61,-0.894533190108872,-0.07776396343929388,-0.29299649091020596
0.62,0.62,-0.8917269926725451,-0.0478349263623178,-0.11918895604087998
0.63,0.63,-0.8174907346915656,-0.0378958279512448,-0.11452242822558023
0.64,0.64,-1.0187999321948218,-0.0974252928479617,-0.1603603387452821
0.65,0.65,-1.0424834864906654,-0.21843499451360282,-0.1684743670872083
0.66,0.66,-0.8524885317463514,-0.054499852397902906,-0.03237867858152221
0.67,0.67,-1.209196128014633,-0.1128096024985,-0.3743067649764834
0.68,0.68,-1.2509377808207607,-0.1680894018867145,-0.2774874877627105
0.69,0.69,-1.0161884401699377,-0.05924119012791791,0.0863490027429592
0.7,0.7,-1.0737422682760913,0.034285425867781494,-0.1341108354115943
0.71,0.71,-1.349869377914387,-0.1539091371709228,-0.1806491906379244
0.72,0.72,-1.2260088423810118,-0.0792229465094903,0.011160544926939853
0.73,0.73,-1.357652176237592,-0.1186674598893834,-0.027310041946392083
0.74,0.74,-1.437766050577922,-0.1162033965651619,0.14163577400749383
0.75,0.75,-1.4058259978240453,-0.0979988403553402,-0.2164414941948467
0.76,0.76,-1.308931299257767,-0.08979736907497458,0.0535836732506636
0.77,0.77,-1.3493642257926866,-0.10592953953906771,-0.1683311076166878
0.78,0.78,-1.429457336971088,-0.1197893126110661,-0.1935515288015479
0.79,0.79,-1.348574300805169,-0.17991428660741202,0.05567219154305314
0.8,0.8,-1.5010423788438898,-0.2515965385941878,-0.09201373732101548
0.81,0.81,-1.5325490365838619,-0.17649379440240698,0.1415161432354124
0.82,0.82,-1.434002323141516,-0.1503664687326049,0.023102014283064465
0.83,0.83,-1.771158482230204,-0.2280006179829619,-0.27628023142881597
0.84,0.84,-1.4077321191023107,-0.23428659111682043,-0.10539579260137644
0.85,0.85,-1.6182368819901765,-0.2755068026136281,-0.0795691724639882
0.86,0.86,-1.8788608387266559,-0.21292546780667587,-0.1614932531649016
0.87,0.87,-1.398379131220735,-0.4754559869690151,0.05380904301316969
0.88,0.88,-1.6569991712910255,-0.2935933467228095,0.07951143414441364
0.89,0.89,-1.7051610678829912,-0.4024790786866814,-0.07627770894147123
0.9,0.9,-1.5378688886204428,-0.4610962260563235,-0.08674332834403597
0.91,0.91,-1.6549073221058608,-0.5422126967537071,-0.11345244703233281
0.92,0.92,-1.8827179216961791,-0.7691858412974687,-0.26236606489329284
0.93,0.93,-1.4241846388846848,-0.7028691234933618,0.37517981880082196
0.94,0.94,-1.7877240237010674,-0.8488943121317357,-0.1992253442533043
0.95,0.95,-1.695523789955374,-0.8499670591628264,0.04118648842191219
0.96,0.96,-1.9806179061674034,-0.9466559317357016,-0.404921390799593
0.97,0.97,-1.4873904122992578,-1.2907459204172373,0.19079767139817494
0.98,0.98,-1.4101848924912475,-1.2905084985354711,0.35645871866959267
0.99,0.99,-1.7374740418400745,-1.5521193238392992,0.07747927293222068
0.1,0.2,-0.07703599693879498,,-0.1279726531502727
0.1,0.3,-0.026858072918241105,,-0.1113503583482206
0.1,0.4,-0.0460307112701992,,-0.121583515271456
0.1,0.5,-0.0654143034609084,,-0.1375587008811363
0.1,0.6,-0.016774305834685005,,-0.1709068502042555
0.1,0.7,-0.12118995311702399,,-0.1912692628423659
0.1,0.8,-0.07170946728291981,,-0.13567949368462842
0.1,0.9,-0.12506970507915,,-0.1925661247385573
0.2,0.3,-0.1201047650260536,,-0.1742790857326718
0.2,0.4,-0.15283826286002739,,-0.2263520716643126
0.2,0.5,-0.1303096067888851,,-0.20367462764282282
0.2,0.6,-0.15590524100451397,,-0.2575643878358346
0.2,0.7,-0.1307111574231291,,-0.1966992595014624
0.2,0.8,-0.1948036842654753,,-0.2524083505188402
0.2,0.9,-0.23247728907822618,,-0.2832032822474996
0.3,0.4,-0.20707908285321258,,-0.2735377425881529
0.3,0.5,-0.20782913112636753,,-0.28487823602669143
0.3,0.6,-0.18857673188447402,,-0.2376982098610259
0.3,0.7,-0.171289736478755,,-0.2521782392293576
0.3,0.8,-0.25204068234499877,,-0.31412471580416007
0.3,0.9,-0.2733087205478335,,-0.33459574433991845
0.4,0.5,-0.3417210281751859,,-0.3837945791503661
0.4,0.6,-0.3709379592758294,,-0.4311166854149141
0.4,0.7,-0.543468212847389,,-0.6050791689806138
0.4,0.8,-0.5162204172274508,,-0.5744176492532648
0.4,0.9,-0.4681738366194912,,-0.5536333990774761
0.5,0.6,-0.6466815231237202,-1.4547366718336112,-0.684685458941947
0.5,0.7,-0.5782219957684788,,-0.6279701560949695
0.5,0.8,-0.5799423135222681,,-0.6821431971544477
0.5,0.9,-0.6398615212986791,,-0.6959808027006361
0.6,0.7,-0.8930497359891242,,-0.9435556386746066
0.6,0.8,-0.8262604888084975,,-0.8900077359177424
0.6,0.9,-1.1446916738949224,,-1.2099582672042535
0.7,0.8,-1.379401809331793,,-1.4389922974628209
0.7,0.9,-1.4114084503295619,,-1.4840602213767566
0.8,0.9,-1.7146694839543097,,-1.7898316375579444
