m,M,difference_error_M_minus_MoS,difference_error_M_minus_MoSChangeEpsDelta,difference_error_MChangeEpsDelta_minus_MoS
0.98,0.98,-1.6973710166527956,-0.8950430869774422,0.11086035374065628
0.99,0.99,-1.5075121358062984,-1.536020256314287,-0.058596156158026824
0.1,0.2,-0.0001027308287421,,0.0008951115635906999
0.1,0.3,-0.00018187590443609998,,0.0006184010883508999
0.1,0.4,5.516252390119997e-05,,0.0004375067472760999
0.1,0.5,-0.00020743798212229992,,6.884086721930009e-05
0.1,0.6,-0.00017175131975099992,,-0.00014595925331879994
0.1,0.7,-0.0005526352129574999,,-0.0002590082145854999
0.1,0.8,-0.00034326370607430006,,-0.0003649847793324
0.1,0.9,-0.0002532850161648,,-0.00044077130296649994
0.2,0.3,-0.00019919460578199995,-0.0079383105176393,0.00015796428419379992
0.2,0.4,-0.0005753511728628,,0.0004985852178793001
0.2,0.5,-0.0003196536393514,,0.000692094957857
0.2,0.6,-0.0006873099524250999,,9.679778655490002e-05
0.2,0.7,-0.0008153626847836,,-0.0001507065766560001
0.2,0.8,-0.0008503149854373999,,-5.547775426419988e-05
0.2,0.9,-0.0011701159753085,,-0.0010566075174501
0.3,0.4,-0.0015452438608724,-0.0016522213635699003,-0.0013782043452796001
0.3,0.5,-0.0010060384712265,-0.012620689783479999,-0.0006606933285577001
0.3,0.6,-0.0007486709156745001,,9.666907762439993e-05
0.3,0.7,-0.0021638504298426998,,-0.0012380555709486998
0.3,0.8,-0.0017034855480449,,-0.0005744812029168001
0.3,0.9,-0.0013334106517827998,,-0.0006177002678477998
0.4,0.5,-0.0021660264894717,-0.000837448781197,-0.0022464035412003997
0.4,0.6,-0.002262606768623,-0.0032228998275437,-0.0022630207897089997
0.4,0.7,-0.002580707672412,-0.0274002071152397,-0.0022488475327744
0.4,0.8,-0.0025160697672451,,-0.0016038170238495998
0.4,0.9,-0.0029379740353174,,-0.0022179454662970997
0.5,0.6,-0.004050945594211,-0.0011025829383338,-0.0035024118651459995
0.5,0.7,-0.0042920161036262006,-0.0027849559441912998,-0.0041780171371435006
0.5,0.8,-0.0052059975942279,-0.1813870231975396,-0.0049005061826042
0.5,0.9,-0.0460131284142046,,-0.0452004306922131
0.6,0.7,-0.0111552279583576,-0.011222116996277799,-0.009923816745959302
0.6,0.8,-0.0177701013165583,-0.011544645106043,-0.0177163255191727
0.6,0.9,-0.0196623155626864,,-0.018460616567233
0.7,0.8,-0.0387495090727292,-0.0083029808348488,-0.0372449986416623
0.7,0.9,-0.0616907590985405,,-0.061452312369416
0.8,0.9,-0.1433860525292564,-0.0390079572721925,-0.1428439404996625
