m,M,difference_error_M_minus_MoS,difference_error_M_minus_MoSChangeEpsDelta,difference_error_MChangeEpsDelta_minus_MoS
0.0,0.0,1.1957168445599856e-05,8.801929704679986e-05,-9.827024750000022e-06
0.01,0.01,-0.00010202810090530006,-8.005766067390005e-05,3.8948263858399994e-05
0.02,0.02,-0.00011501193929970002,-0.0001518694907576999,-4.623109190930014e-05
0.03,0.03,6.86017469250001e-05,-3.845589053390005e-05,-8.229263025499823e-06
0.04,0.04,-0.0001151856453161001,-0.00010082475460020004,-5.895829230880001e-05
0.05,0.05,3.773393678359999e-05,3.697532663500015e-05,9.165914345849987e-05
0.06,0.06,7.772656178180008e-05,-0.00012363489824549997,-5.45037296389001e-05
0.07,0.07,-0.0001484067138636002,-8.697514942030012e-05,-2.3985382261000002e-05
0.08,0.08,9.926890614770007e-05,-4.1950069217199914e-05,2.0182906404399986e-05
0.09,0.09,6.396895385880007e-05,3.756212161069991e-05,0.0001171914485242002
0.1,0.1,8.236203783780005e-05,6.848967484510008e-05,7.754284281040013e-05
0.11,0.11,-7.839382229999975e-06,-2.134278252310007e-05,-2.1118189417099935e-05
0.12,0.12,9.02101471002999e-05,5.272284817000022e-06,9.678530575089992e-05
0.13,0.13,4.46483971985e-05,-0.000123910317508,1.9430874815900027e-05
0.14,0.14,1.2212191238799913e-05,-0.00012569831621360005,7.212545752569998e-05
0.15,0.15,8.855836183049989e-05,6.59835624279982e-06,5.0072189984600064e-05
0.16,0.16,0.0001786088989163999,8.68316507067e-05,0.00016617227682200002
0.17,0.17,0.00023297617622350018,0.00012532445523310014,7.804398750180003e-05
0.18,0.18,9.084270024380006e-05,6.428690865920017e-05,5.993570103269988e-05
0.19,0.19,0.00011986040071309992,0.00010994626920190001,0.00015795725947389985
0.2,0.2,0.0001697953468531,7.96878817905999e-05,0.00017566506252530002
0.21,0.21,0.00025454777730079983,0.0002064679342815999,0.00018634908616339992
0.22,0.22,9.663932655940011e-05,9.56970181290001e-05,8.097193829850009e-05
0.23,0.23,0.0004031816699766001,0.00017151661133610004,0.0002269900646746999
0.24,0.24,0.00023254768090060006,0.00011400026801590001,0.00015335393260570008
0.25,0.25,0.00032605536945759994,0.00019855141101960002,0.00017583047556639993
0.26,0.26,0.00040183504878910006,0.00019878004906469997,0.0001598112708753
0.27,0.27,0.00027642493259089984,0.00011497567279649995,0.00028076242404279994
0.28,0.28,0.00036971782909190004,0.00023003938705309988,0.00029244271372390004
0.29,0.29,0.0004389561464443999,5.4181281795499846e-05,0.00041507304568430005
0.3,0.3,0.0003551660566301,7.657749557959991e-05,0.00023716543497770003
0.31,0.31,0.0004571197166779999,0.00017092238829760002,0.000385817503662
0.32,0.32,0.0004351340143920002,7.313992577280006e-05,0.00042628379100770005
0.33,0.33,0.00034447073194809994,2.1466304617199887e-05,0.00045398414386669996
0.34,0.34,0.0005300468387742,0.0001161816209321999,0.0005103517743444
0.35,0.35,0.0006484561063464001,0.00015719309032230012,0.000646097957638
0.36,0.36,0.0007490913423513,0.0003059433485146999,0.0005871462440617001
0.37,0.37,0.0006344833937178001,0.00012527221951540005,0.0006401759447975001
0.38,0.38,0.0005360479995662,0.00024645945491619985,0.00040930405129910004
0.39,0.39,0.0006137641760613,0.00021032602696559994,0.00046233596344969993
0.4,0.4,0.0008311025501261001,0.00034639660842210014,0.0006048328374232
0.41,0.41,0.0010361903688259999,0.0004280214675336999,0.0006064311962711001
0.42,0.42,0.0009991487323805998,0.00045697479605839994,0.0007627500318438
0.43,0.43,0.0009140438070443,0.00021504498606449997,0.0007439544762250001
0.44,0.44,0.0010545335300488,0.0003501189756367001,0.0008683282654917
0.45,0.45,0.0008789525246411,0.0004362632674234999,0.00065614494695
0.46,0.46,0.0009654141379913999,0.0004668241506445999,0.0006200017484718
0.47,0.47,0.0009978315765908,0.0005566845041645001,0.0005403133418884
0.48,0.48,0.0010446894592618002,0.0006258158342622999,0.0006555651028854001
0.49,0.49,0.0010048738444432001,0.0005012391499425002,0.000763163604407
0.5,0.5,0.0010206821212951,0.0005780806368276,0.0006371073003218
0.51,0.51,0.0010501674280826,0.0005543721725934001,0.0006400261495601
0.52,0.52,0.0009954181107975,0.0006495549883710999,0.0005126394887687001
0.53,0.53,0.0009669009513527,0.0006204265388019,0.0006417489740157999
0.54,0.54,0.0009205082177138,0.0006974238521508001,0.000538745033864
0.55,0.55,0.0010303639913048,0.0007186500708621,0.000377282081663
0.56,0.56,0.0009460842933744,0.0007552372206064,0.0004357646437360001
0.57,0.57,0.0007534254472956,0.0007647057058346,0.00015357408883010014
0.58,0.58,0.0007757628328147001,0.000887335755276,8.875179324770003e-05
0.59,0.59,0.0007246208180868,0.0008786626799221999,5.376950480290006e-05
0.6,0.6,0.0006950513095717001,0.0008844106946145001,7.751366259859999e-05
0.61,0.61,0.0006893919206461001,0.0008501241652112,1.800489920249996e-05
0.62,0.62,0.0006007387874412001,0.0010469452377549,-0.000342378959412
0.63,0.63,0.00030612740827449993,0.0009277133068041,-0.00042019719919300007
0.64,0.64,0.0003621131662066002,0.0009498798049956001,-0.0005107517540887
0.65,0.65,0.0005846879243736,0.0010735569057618,-0.00038395637957629994
0.66,0.66,6.045240596019982e-05,0.0010516681070683,-0.0007945484257315
0.67,0.67,-0.00023794444865459993,0.0009609866054694,-0.0013007736291028
0.68,0.68,-0.0014176581116275998,0.000910305202787,-0.0023352320401215
0.69,0.69,-0.0015550182264352003,0.0009746777885317999,-0.0026222980187418
0.7,0.7,-0.0013658334179616999,0.0009624116690620999,-0.0023637492038981
0.71,0.71,-0.0015584422303007001,0.0007803922766899,-0.002455677601045
0.72,0.72,-0.0017253440859570002,0.0010268464572764997,-0.0028195511491553
0.73,0.73,-0.0017376920512426,0.0006184249988509999,-0.0025456085142375002
0.74,0.74,-0.0036913781263393005,0.0009880798101005,-0.004838318568732401
0.75,0.75,-0.0030146272636796994,0.0007360404413135,-0.0041894855951067
0.76,0.76,-0.0020734317237826,0.0007558907739709,-0.003152066716339
0.77,0.77,-0.0046952314409566005,0.00022671760144339984,-0.0056440879822326
0.78,0.78,-0.0058021669441307,0.0006912085016136001,-0.0067857467137409
0.79,0.79,-0.006559771085149,0.00038351935698010013,-0.0074478701064708
0.8,0.8,-0.0069332097522324995,8.642279423280003e-05,-0.0077954671885715
0.81,0.81,-0.011411783362477201,-0.0002686658879888001,-0.0119747705609767
0.82,0.82,-0.0181015665264069,-0.00010564444653399989,-0.0187259546701489
0.83,0.83,-0.017964415048823,-0.0011244685659054002,-0.0182845080735629
0.84,0.84,-0.0338853918154792,-0.0014449071200020999,-0.0342310403465789
0.85,0.85,-0.028936933522627,-0.0014872737856425002,-0.028764250211626298
0.86,0.86,-0.0468875858705231,-0.0021720476044986,-0.0466739682820076
0.87,0.87,-0.04630902999562,-0.0025397970811832,-0.045596348683922996
0.88,0.88,-0.0765423970955112,-0.0051893147994538005,-0.07496322667951791
0.89,0.89,-0.091698907543676,-0.0076527927942982,-0.0882582317078324
0.9,0.9,-0.23655896563417692,-0.0113873847876305,-0.2321394910307836
0.91,0.91,-0.2725062116717117,-0.0081385071810459,-0.2679880494141086
0.92,0.92,-0.3685335444569145,-0.0241001338172163,-0.3479728546671805
0.93,0.93,-0.45600519542017065,-0.037611259066407596,-0.43425508445712185
0.94,0.94,-0.6893671917126551,-0.0416889309007153,-0.6620566779319222
0.95,0.95,-0.997715508467898,-0.0926917418428128,-0.9497590296943057
0.96,0.96,-1.1524273744836049,-0.14888452077949368,-1.0649055484409702
0.97,0.97,-1.505423206346195,-0.3877728005025124,-1.2769974295760143
0.98,0.98,-1.6213424809543535,-0.5992935067809415,-1.0202760339743304
0.99,0.99,-1.6101613699443433,-1.4465661277287842,-0.14668656447990913
0.1,0.2,0.00012980834098980012,0.0010862349345843,-7.212986355419992e-05
0.1,0.3,0.0001136680495823,,-0.00037978999415229993
0.1,0.4,9.396353717119996e-05,,-0.0005559649891994001
0.1,0.5,0.0002876925025843001,,-0.0006622987020282999
0.1,0.6,0.00023270097288540003,,-0.0007508857134661999
0.1,0.7,0.00023698418982829998,,-0.000822790867352
0.1,0.8,0.0003389101640824,,-0.0006194726693879
0.1,0.9,0.0004850241396788001,,-0.0006560282211359999
0.2,0.3,0.00031239953532760005,0.0005362653468282,0.00023459858923969993
0.2,0.4,0.00022822061129599983,0.0010266420118487,0.0003149633947901998
0.2,0.5,0.00024680821362580005,-0.0003840232319191998,0.0001906259685745999
0.2,0.6,0.0003958492831204999,,-8.312865042550016e-05
0.2,0.7,0.0004364237058785,,-0.00012970510068379998
0.2,0.8,0.00048004272503870005,,1.3685295283399988e-05
0.2,0.9,0.0005322923391605,,-0.0003469777325920999
0.3,0.4,0.000581037062005,0.0004383789060847,0.0005484784070034
0.3,0.5,0.0005777633981945999,0.0005990628561540999,0.0006968448628425
0.3,0.6,0.0005832473201465998,0.0009529060806828999,0.0006067104373189999
0.3,0.7,0.0008248059788077,0.0009382257835996,0.0009701855576887999
0.3,0.8,0.0010045503499039,-0.009843712097922801,0.0005720252006070999
0.3,0.9,0.0009732614042342,,0.0003765174817227001
0.4,0.5,0.0009811151668177001,0.0006512087263732,0.000838877682901
0.4,0.6,0.0009915036433683,0.000755439075759,0.0009131452325612
0.4,0.7,0.0009648800624439001,0.0011229115025903,0.0010103156113683
0.4,0.8,0.0009719118006507,0.0007692926135005001,0.0010858803581387
0.4,0.9,0.0009756640825301999,,0.00046800333784560006
0.5,0.6,0.0010832829084259,0.0008465248870784999,0.0007343397694308
0.5,0.7,0.0010036783302180001,0.0008391103603609001,0.0007919904279403
0.5,0.8,0.0008691591627151,0.0010284409351220998,0.0007982647286418001
0.5,0.9,0.0009041393426678999,,0.0007244635532566998
0.6,0.7,0.0006774873066983001,0.0010960614510576,0.00015066792796429996
0.6,0.8,0.0005745191835240001,0.0011135202381222001,0.00035432445837520004
0.6,0.9,0.0001621328350449999,-0.0056718298771566,5.595639262629998e-05
0.7,0.8,-0.001474500259727,0.0008508809533763,-0.0022717998342239
0.7,0.9,-0.0028913530361922993,-0.0009843692322356998,-0.0029139375883912993
0.8,0.9,-0.0134373709530051,-0.0009687005205758,-0.0143641064528676
