m,M,epsilon_of_M,stat_NICV
0.0,0.0,1.0,0.0005398571183477685
0.01,0.01,1.0,0.0005419869460637478
0.02,0.02,1.0,0.0005409774350723367
0.03,0.03,1.0,0.0007203846826687156
0.04,0.04,1.0,0.0005728542096041188
0.05,0.05,1.0,0.000691362458615782
0.06,0.06,1.0,0.0006722965260774168
0.07,0.07,1.0,0.0006204482469219754
0.08,0.08,1.0,0.0005854653618086922
0.09,0.09,1.0,0.0006530086821339262
0.1,0.1,1.0,0.0007169966094536237
0.11,0.11,1.0,0.000715517549084984
0.12,0.12,1.0,0.0006012055855588958
0.13,0.13,1.0,0.0006076883504560961
0.14,0.14,1.0,0.0009696972630382506
0.15,0.15,1.0,0.0008846814567597742
0.16,0.16,1.0,0.0007395539920641925
0.17,0.17,1.0,0.0008244186791578521
0.18,0.18,1.0,0.0010174022824059987
0.19,0.19,1.0,0.0008918743566282604
0.2,0.2,1.0,0.00076537387681971
0.21,0.21,1.0,0.0008482657821895941
0.22,0.22,1.0,0.0010878804218959143
0.23,0.23,1.0,0.0010616449386937586
0.24,0.24,1.0,0.0008506040869165275
0.25,0.25,1.0,0.001032463271654708
0.26,0.26,1.0,0.0014238068472618574
0.27,0.27,1.0,0.0014898213148686233
0.28,0.28,1.0,0.0012250605843849487
0.29,0.29,1.0,0.0014578717173437902
0.3,0.3,1.0,0.0014876573459035346
0.31,0.31,1.0,0.0011213182276567405
0.32,0.32,1.0,0.0012697770415940359
0.33,0.33,1.0,0.001808571812448004
0.34,0.34,1.0,0.0018063181234188436
0.35,0.35,1.0,0.0018791120652352786
0.36,0.36,1.0,0.0020913191556443133
0.37,0.37,1.0,0.0029173111906340672
0.38,0.38,1.0,0.002865010294101883
0.39,0.39,1.0,0.002452834197660716
0.4,0.4,1.0,0.0026132270329952303
0.41,0.41,1.0,0.002374892567759181
0.42,0.42,1.0,0.0029776131849348782
0.43,0.43,1.0,0.0036699060167593696
0.44,0.44,1.0,0.0035103147508975022
0.45,0.45,1.0,0.003799782305785727
0.46,0.46,1.0,0.0053024774628804274
0.47,0.47,1.0,0.0033514004902389302
0.48,0.48,1.0,0.004238041240685735
0.49,0.49,1.0,0.00405096905832941
0.5,0.5,1.0,0.004863759537146293
0.51,0.51,1.0,0.00449363860483594
0.52,0.52,1.0,0.006105632476198252
0.53,0.53,1.0,0.007632516216226734
0.54,0.54,1.0,0.005554745876481693
0.55,0.55,1.0,0.005939416732239289
0.56,0.56,1.0,0.007973815699504718
0.57,0.57,1.0,0.014348316443547037
0.58,0.58,1.0,0.008082692644055122
0.59,0.59,1.0,0.008694508875163457
0.6,0.6,1.0,0.016821026648145714
0.61,0.61,1.0,0.011668767431210262
0.62,0.62,1.0,0.01226936926773225
0.63,0.63,1.0,0.013534628768755084
0.64,0.64,1.0,0.01652096916085733
0.65,0.65,1.0,0.01766610429319535
0.66,0.66,1.0,0.026193400919512153
0.67,0.67,1.0,0.024305338565852753
0.68,0.68,1.0,0.022931065574124894
0.69,0.69,1.0,0.032832312503972255
0.7,0.7,1.0,0.02807016457391935
0.71,0.71,1.0,0.08049477688648347
0.72,0.72,1.0,0.04552207747956614
0.73,0.73,1.0,0.07269925406891083
0.74,0.74,1.0,0.05585587369453522
0.75,0.75,1.0,0.07162334765139725
0.76,0.76,1.0,0.0889992196930162
0.77,0.77,1.0,0.10781654691546465
0.78,0.78,1.0,0.08528819233692721
0.79,0.79,1.0,0.12102387926826648
0.8,0.8,1.0,0.13421860906746447
0.81,0.81,1.0,0.19604021943003735
0.82,0.82,1.0,0.19453356275710948
0.83,0.83,1.0,0.2859952803926894
0.84,0.84,1.0,0.3276227041592261
0.85,0.85,1.0,0.553892125090366
0.86,0.86,1.0,0.45783414660459604
0.87,0.87,1.0,0.5931466139950724
0.88,0.88,1.0,0.6946559480874439
0.89,0.89,1.0,0.5515956154717275
0.9,0.9,1.0,1.0602906350348968
