m,M,epsilon_of_M,stat_NICV
0.91,0.91,1.0,1.0714446360044543
0.92,0.92,1.0,0.9687698382200984
0.93,0.93,1.0,1.1660235183734442
0.94,0.94,1.0,1.2331621193950046
0.95,0.95,1.0,1.4307427947653608
0.96,0.96,1.0,1.7229576372467312
0.97,0.97,1.0,1.6032584097409655
0.98,0.98,1.0,1.6979753013873902
0.99,0.99,1.0,1.5079725943964533
0.1,0.2,1.0,0.0007740538995551036
0.1,0.3,1.0,0.0006870550313347606
0.1,0.4,1.0,0.0007091559559439747
0.1,0.5,1.0,0.000751697776481123
0.1,0.6,1.0,0.0008687194796971378
0.1,0.7,1.0,0.0010401359860285836
0.1,0.8,1.0,0.0009445429012687071
0.1,0.9,1.0,0.0009718722116980001
0.2,0.3,1.0,0.0008369384063362094
0.2,0.4,1.0,0.001023135456422901
0.2,0.5,1.0,0.0010142685595214782
0.2,0.6,1.0,0.0013349097897235583
0.2,0.7,1.0,0.0014622202458151453
0.2,0.8,1.0,0.0013680935625644756
0.2,0.9,1.0,0.0018629119829581076
0.3,0.4,1.0,0.002236518318715046
0.3,0.5,1.0,0.001725043582301634
0.3,0.6,1.0,0.0013389864407503953
0.3,0.7,1.0,0.0028298973278659528
0.3,0.8,1.0,0.0022880059628412304
0.3,0.9,1.0,0.001941219501428008
0.4,0.5,1.0,0.002800892709639114
0.4,0.6,1.0,0.0027740374824569915
0.4,0.7,1.0,0.0031140745780391505
0.4,0.8,1.0,0.0031364096553852276
0.4,0.9,1.0,0.00364703655204891
0.5,0.6,1.0,0.0049290293746056596
0.5,0.7,1.0,0.0047459513639552834
0.5,0.8,1.0,0.005730962606901455
0.5,0.9,1.0,0.046661778427248536
0.6,0.7,1.0,0.011814081150548794
0.6,0.8,1.0,0.018453275116951547
0.6,0.9,1.0,0.020045536577147194
0.7,0.8,1.0,0.039336600753574646
0.7,0.9,1.0,0.062349069302671214
0.8,0.9,1.0,0.1440500528281134
