m,M,epsilon_of_M,NICV
0.0,0.0,0.24999999999999992,0.5474020561468765
0.0,0.0,0.24999999999999992,0.49483837728920493
0.0,0.0,0.24999999999999992,0.6520974076241657
0.0,0.0,0.24999999999999992,0.5385058843792304
0.0,0.0,0.24999999999999992,0.4464084041839372
0.0,0.0,0.24999999999999992,0.5138072007379689
0.0,0.0,0.24999999999999992,0.550277030035479
0.0,0.0,0.24999999999999992,1.3992787830510218
0.0,0.0,0.24999999999999992,0.8102300602356508
0.0,0.0,0.24999999999999992,0.4633899618290895
0.0,0.0,0.24999999999999992,0.4923041885238914
0.0,0.0,0.24999999999999992,0.5479553074641277
0.0,0.0,0.24999999999999992,0.47544074582662194
0.0,0.0,0.24999999999999992,0.4653499068138994
0.0,0.0,0.24999999999999992,0.6685916708084384
0.0,0.0,0.24999999999999992,0.49158527289814874
0.0,0.0,0.24999999999999992,0.44350443943934686
0.0,0.0,0.24999999999999992,0.615759689602447
0.0,0.0,0.24999999999999992,0.5481133006703309
0.0,0.0,0.24999999999999992,0.9594223286004505
0.0,0.0,0.24999999999999992,1.148134252127881
0.0,0.0,0.24999999999999992,0.44746661766517715
0.0,0.0,0.24999999999999992,0.5251510782277757
0.0,0.0,0.24999999999999992,0.5806678511457334
0.0,0.0,0.24999999999999992,0.723249106980147
0.0,0.0,0.24999999999999992,1.6797843922894597
0.0,0.0,0.24999999999999992,0.6104524924518111
0.0,0.0,0.24999999999999992,0.6119314768851783
0.0,0.0,0.24999999999999992,0.546695082748026
0.0,0.0,0.24999999999999992,1.5585837827435791
0.0,0.0,0.24999999999999992,0.5907720331409687
0.0,0.0,0.24999999999999992,0.69980743708164
0.0,0.0,0.24999999999999992,0.6683027587998978
0.0,0.0,0.24999999999999992,0.5119524119343468
0.0,0.0,0.24999999999999992,0.41901565419551623
0.0,0.0,0.24999999999999992,0.8459072054534785
0.0,0.0,0.24999999999999992,0.5280030896051906
0.0,0.0,0.24999999999999992,1.2163533208841704
0.0,0.0,0.24999999999999992,0.9079409330459075
0.0,0.0,0.24999999999999992,0.5621242470542254
0.0,0.0,0.24999999999999992,0.5048422600855696
0.0,0.0,0.24999999999999992,0.46244279939846933
0.0,0.0,0.24999999999999992,0.7759404663846635
0.0,0.0,0.24999999999999992,0.5041227570012982
0.0,0.0,0.24999999999999992,0.5430723758972558
0.0,0.0,0.24999999999999992,0.5679296665384936
0.0,0.0,0.24999999999999992,0.4430069160837919
