m,M,epsilon_of_M,stat_NICV
0.0,0.0,2.0,0.0015373609568167645
0.01,0.01,2.0086960664121003,0.0016833440547825201
0.02,0.02,2.0174923319015567,0.00172719586238394
0.03,0.03,2.0263908845731886,0.001721666065270054
0.04,0.04,2.035393877584003,0.001601221013325928
0.05,0.05,2.044503531868755,0.0015903766466780142
0.06,0.06,2.0537221390097273,0.0017566538841958333
0.07,0.07,2.0630520642599994,0.001602654618428006
0.08,0.08,2.0724957497301446,0.001719487665247582
0.09,0.09,2.0820557177490753,0.0015999887605013482
0.1,0.1,2.091734574410594,0.0015755503083753324
0.11,0.11,2.101535013318088,0.0016198833258091693
0.12,0.12,2.1114598195408156,0.0016197144965118284
0.13,0.13,2.121511873796272,0.0017483831147484983
0.14,0.14,2.1316941568743455,0.001648658416771658
0.15,0.15,2.142009754320214,0.0015806870710206272
0.16,0.16,2.152461861394364,0.001574826573405275
0.17,0.17,2.1630537883296337,0.0016136037590153514
0.18,0.18,2.1737889659069087,0.0015590490914875429
0.19,0.19,2.1846709513729072,0.00148337150211931
0.2,0.2,2.1957034347255657,0.001541162207107281
0.21,0.21,2.206890245394767,0.0014712329130470295
0.22,0.22,2.2182353593486406,0.0015074682991170591
0.23,0.23,2.229742906658366,0.0015428831939298523
0.24,0.24,2.24141717955747,0.0014983786378789815
0.25,0.25,2.253262641034891,0.0014758126986746081
0.26,0.26,2.2652839340048287,0.0015459256772033137
0.27,0.27,2.277485891100447,0.001454604448205009
0.28,0.28,2.2898735451430854,0.001466955389082299
0.29,0.29,2.3024521403436493,0.0014987675731063126
0.3,0.3,2.3152271442985195,0.001558846325916339
0.31,0.31,2.3282042608485662,0.0014535068940230425
0.32,0.32,2.3413894438768876,0.0014408194911478245
0.33,0.33,2.3547889121287118,0.001471866856195498
0.34,0.34,2.368409165145718,0.0014850225488014
0.35,0.35,2.382257000416858,0.0013833360946597327
0.36,0.36,2.396339531858863,0.001318423689886004
0.37,0.37,2.410664209752091,0.0014192626801980345
0.38,0.38,2.4252388422714533,0.0013635549050270914
0.39,0.39,2.4400716187680507,0.0013298195581156198
0.4,0.4,2.455171134975177,0.0012999133900754756
0.41,0.41,2.4705464203327727,0.0013464163413935387
0.42,0.42,2.486206967647639,0.0012261939142338488
0.43,0.43,2.5021627653331873,0.0013554255948053549
0.44,0.44,2.5184243325027045,0.00124313050991233
0.45,0.45,2.5350027572246803,0.001184331605259757
0.46,0.46,2.5519097382883658,0.001160856358098646
0.47,0.47,2.5691576308733297,0.0010888195528648374
0.48,0.48,2.5867594965692633,0.0010535554804206309
0.49,0.49,2.6047291582529537,0.001108871270461082
0.5,0.5,2.6230812603996645,0.0009359676808606685
0.51,0.51,2.6418313354877627,0.0010670373285974193
0.52,0.52,2.6609958772505924,0.0010152124398841817
0.53,0.53,2.68059242164071,0.0009188285794240808
0.54,0.54,2.7006396365018737,0.0008390082597972838
0.55,0.55,2.7211574210973763,0.000992120421626874
0.56,0.56,2.7421670168240397,0.0009360392263432263
0.57,0.57,2.763691130655144,0.0008712072363651518
0.58,0.58,2.7857540731098784,0.0007630808244134186
0.59,0.59,2.8083819128502006,0.0007077405619802542
0.6,0.6,2.8316026503692244,0.0006441279087122938
0.61,0.61,2.855446413672155,0.0006635570069872447
0.62,0.62,2.8799456793783946,0.0006177862244683468
0.63,0.63,2.905135523313814,0.0006703522340124803
0.64,0.64,2.931053905442829,0.0006226795346151177
0.65,0.65,2.95774199494668,0.0006659993637905311
0.66,0.66,2.9852445424330374,0.0005996757675440741
0.67,0.67,3.013610307722381,0.0006847966161546536
0.68,0.68,3.04289255347669,0.0006738212411071772
0.69,0.69,3.0731496172186197,0.0006743169039103119
0.7,0.7,3.1044455771710426,0.0006675862215825436
0.71,0.71,3.136851031010733,0.0007282206474775134
0.72,0.72,3.1704440113231107,0.0007730284926088303
0.73,0.73,3.2053110676045673,0.0009213485329908827
0.74,0.74,3.241548552549508,0.0006474754198507223
0.75,0.75,3.2792641607279225,0.0009245567911891709
0.76,0.76,3.3185787815171826,0.000903058873611106
0.77,0.77,3.359628746598796,0.0013690180658462983
0.78,0.78,3.402568577345139,0.0009944904671849815
0.79,0.79,3.4475743717558465,0.0012432551723874123
0.8,0.8,3.4948480183575636,0.00155124507595216
0.81,0.81,3.5446224918584,0.0018833705021893115
0.82,0.82,3.59716858191566,0.0016247221744480006
0.83,0.83,3.6528035471769607,0.002702771516001983
0.84,0.84,3.711902395977567,0.003087304249008025
0.85,0.85,3.774912812558156,0.003105577509788897
0.86,0.86,3.8423752408103886,0.003825181849840766
0.87,0.87,3.914950423882253,0.004179366975620803
0.88,0.88,3.9934579894243716,0.006771734981816123
0.89,0.89,4.078931863997383,0.009331838178285748
0.9,0.9,4.172702173830821,0.013011780686297167
0.91,0.91,4.276520444660791,0.009837796097578807
0.92,0.92,4.392758853295811,0.025701867199521704
0.93,0.93,4.5247432293348755,0.039091011456490125
