m,M,epsilon_of_M,stat_NICV
0.0,0.0,0.5,0.4667535402666977
0.01,0.01,0.5,0.4624635217846869
0.02,0.02,0.5,0.46436968258066386
0.03,0.03,0.5,0.46814003950516303
0.04,0.04,0.5,0.4662107853149283
0.05,0.05,0.5,0.4742009125720031
0.06,0.06,0.5,0.46947220117693783
0.07,0.07,0.5,0.4785332349747996
0.08,0.08,0.5,0.4728901008986271
0.09,0.09,0.5,0.4756586782237524
0.1,0.1,0.5,0.48304771694187126
0.11,0.11,0.5,0.48215888807621976
0.12,0.12,0.5,0.4855322854483269
0.13,0.13,0.5,0.48841585335794174
0.14,0.14,0.5,0.486375859345153
0.15,0.15,0.5,0.48997765355363043
0.16,0.16,0.5,0.4873667067497387
0.17,0.17,0.5,0.49344426794182766
0.18,0.18,0.5,0.4953767086222447
0.19,0.19,0.5,0.4966685460687772
0.2,0.2,0.5,0.4976023509509515
0.21,0.21,0.5,0.501167521861218
0.22,0.22,0.5,0.5046844682531256
0.23,0.23,0.5,0.5130995515805541
0.24,0.24,0.5,0.509029612974841
0.25,0.25,0.5,0.5152066240578124
0.26,0.26,0.5,0.5125605837447701
0.27,0.27,0.5,0.5260547573925153
0.28,0.28,0.5,0.5243903204142514
0.29,0.29,0.5,0.5249076971007339
0.3,0.3,0.5,0.5290812362246051
0.31,0.31,0.5,0.5372267019366251
0.32,0.32,0.5,0.5497657301524023
0.33,0.33,0.5,0.5429541126627293
0.34,0.34,0.5,0.5533721406586415
0.35,0.35,0.5,0.561280985828159
0.36,0.36,0.5,0.5693195742778134
0.37,0.37,0.5,0.5697075812318951
0.38,0.38,0.5,0.5754829374858376
0.39,0.39,0.5,0.5892659258000665
0.4,0.4,0.5,0.587525196069664
0.41,0.41,0.5,0.5956650975282538
0.42,0.42,0.5,0.6084469102602061
0.43,0.43,0.5,0.6142937352929706
0.44,0.44,0.5,0.6128374857300475
0.45,0.45,0.5,0.6196485501809448
0.46,0.46,0.5,0.639543631679564
0.47,0.47,0.5,0.650265055733221
0.48,0.48,0.5,0.6511411642349858
0.49,0.49,0.5,0.6648547905559048
0.5,0.5,0.5,0.6473340842472523
0.51,0.51,0.5,0.680428129384534
0.52,0.52,0.5,0.6941736977111878
0.53,0.53,0.5,0.6980469599350227
0.54,0.54,0.5,0.7275595015214094
0.55,0.55,0.5,0.7143223893846318
0.56,0.56,0.5,0.7568993163210052
0.57,0.57,0.5,0.7747376918217442
0.58,0.58,0.5,0.8101445412713005
0.59,0.59,0.5,0.8173187952627805
0.6,0.6,0.5,0.7800962917221281
0.61,0.61,0.5,0.8346990682783663
0.62,0.62,0.5,0.8582827028857726
0.63,0.63,0.5,0.8886628420011022
