m,M,original_average,difference_laplace_M_minus_MoS,difference_gaussian_M_minus_MoS,difference_laplace_M_minus_MoSChangeEpsDelta,difference_gaussian_M_minus_MoSChangeEpsDelta,difference_laplace_MChangeEpsDelta_minus_MoS,difference_gaussian_MChangeEpsDelta_minus_MoS
0.0,0.0,2962.6453703703705,35.85692238706744,73.01732288016024,33.58029383475959,-74.08853608464847,1.8228308529199637,47.58624158041948
0.01,0.01,2962.6453703703705,10.758209314315181,39.55582269906324,0.34169486846926134,55.77105348347311,-11.364736966033348,39.85523944045167
0.02,0.02,2962.6453703703705,0.5153327957276019,-94.80780142138849,-18.090033066407187,-26.674506736580156,9.948642232693743,-108.6762076407881
0.03,0.03,2962.6453703703705,-52.46015541030043,95.69119890919171,-32.25615477366544,-107.80776500617117,-55.578095845136346,19.273020906611237
0.04,0.04,2962.6453703703705,-11.273813004444435,-72.33022678214991,-35.8128303354504,-38.87428406756476,1.0454277636388554,-141.48307220069898
0.05,0.05,2962.6453703703705,-34.52562421306513,-43.4075928269657,-38.78017247490851,-146.32810518549877,-52.96060154379653,-74.2610207178625
0.06,0.06,2962.6453703703705,-84.44458856865054,-52.17731278584699,-48.534249212120926,-21.81917715843656,-60.68336200133348,-159.7376593519457
0.07,0.07,2962.6453703703705,-87.33358139736501,-90.47348376692696,-68.80794150091953,-74.91157766062622,-81.20441207019553,-204.88099554745224
0.08,0.08,2962.6453703703705,-69.04540239800068,-173.56901569826925,-52.226490688366255,-54.70786082187158,-71.03867568588635,-90.84028199334568
0.09,0.09,2962.6453703703705,-75.97861619760693,-96.66947595452268,-106.68237902447206,-208.590103112292,-57.496055187298595,-61.893260066239804
0.1,0.1,2962.6453703703705,-67.56561355239499,-231.44892794954376,-82.57402220242072,-30.789834032262547,-64.79455199190247,-220.7732711094916
0.11,0.11,2962.6453703703705,-96.92956104170091,-163.6235099004042,-66.9087381842487,-249.72147157419988,-89.97365835802185,-99.9889481165036
0.12,0.12,2962.6453703703705,-144.5377485382653,-415.31823367573793,-107.98555459164795,-209.68944878422667,-101.89261554682054,-433.81079142571036
0.13,0.13,2962.6453703703705,-142.71988341999148,-481.67681383345723,-138.4256424903452,-365.89044299018894,-103.68016353822705,-462.70870392054985
0.14,0.14,2962.6453703703705,-164.1073439939678,-588.8797265133884,-116.81718181362768,-213.191178315289,-181.59111226785814,-569.6819572721139
0.15,0.15,2962.6453703703705,-136.067160054687,-538.1656561940447,-67.630948369106,-346.5773894372189,-110.6617715045459,-410.2323142509131
0.16,0.16,2962.6453703703705,-151.46125163933925,-515.3274428476599,-125.45965637267278,-449.688065957847,-126.38268860924217,-303.0323051955909
0.17,0.17,2962.6453703703705,-130.1993980919249,-462.05156289681065,-84.31535349510153,-368.5352010022351,-159.43338173840087,-358.30587690628124
