m,M,original_average,suppressed_database_average,suppressed_database_sum,suppressed_database_number_of_elements,epsilon_of_M,delta_of_M,average_laplace,average_gaussian,AE_laplace,AE_gaussian
0.0,0.0,2962.6453703703705,2962.6453703703705,3199657,1080,0.24999999999999992,8.573388203017834e-07,2903.097630974429,3352.7207533381825,59.547739395941335,390.07538296781195
0.0,0.0,2962.6453703703705,2962.6453703703705,3199657,1080,0.24999999999999992,8.573388203017834e-07,2988.896515720368,3192.4781990928946,26.251145349997387,229.83282872252403
0.0,0.0,2962.6453703703705,2962.6453703703705,3199657,1080,0.24999999999999992,8.573388203017834e-07,3027.810404160944,3027.6611197668954,65.16503379057349,65.01574939652482
0.0,0.0,2962.6453703703705,2962.6453703703705,3199657,1080,0.24999999999999992,8.573388203017834e-07,3004.007613961535,3174.521378730984,41.362243591164315,211.87600836061347
0.0,0.0,2962.6453703703705,2962.6453703703705,3199657,1080,0.24999999999999992,8.573388203017834e-07,3064.5631449744924,2990.4006850690453,101.91777460412186,27.755314698674738
0.0,0.0,2962.6453703703705,2962.6453703703705,3199657,1080,0.24999999999999992,8.573388203017834e-07,2991.3978217476883,2932.846848865698,28.75245137731781,29.798521504672408
0.0,0.0,2962.6453703703705,2962.6453703703705,3199657,1080,0.24999999999999992,8.573388203017834e-07,3015.5946741835237,2899.276504216361,52.949303813153165,63.36886615400954
0.0,0.0,2962.6453703703705,2962.6453703703705,3199657,1080,0.24999999999999992,8.573388203017834e-07,2765.7161097635576,3043.291132116388,196.92926060681293,80.64576174601734
0.0,0.0,2962.6453703703705,2962.6453703703705,3199657,1080,0.24999999999999992,8.573388203017834e-07,3031.6235492330234,3622.523112825086,68.97817886265284,659.8777424547156
0.0,0.0,2962.6453703703705,2962.6453703703705,3199657,1080,0.24999999999999992,8.573388203017834e-07,3154.6971577169097,3243.046871703975,192.0517873465392,280.4015013336043
0.0,0.0,2962.6453703703705,2962.6453703703705,3199657,1080,0.24999999999999992,8.573388203017834e-07,3147.2749159053697,3101.4590481482296,184.62954553499912,138.81367777785908
0.0,0.0,2962.6453703703705,2962.6453703703705,3199657,1080,0.24999999999999992,8.573388203017834e-07,3080.252824581008,1872.709283650962,117.60745421063757,1089.9360867194084
0.0,0.0,2962.6453703703705,2962.6453703703705,3199657,1080,0.24999999999999992,8.573388203017834e-07,2971.5819581797537,2718.8233713940626,8.936587809383127,243.8219989763079
0.0,0.0,2962.6453703703705,2962.6453703703705,3199657,1080,0.24999999999999992,8.573388203017834e-07,2977.4927691458597,2803.373566051623,14.847398775489182,159.2718043187474
0.0,0.0,2962.6453703703705,2962.6453703703705,3199657,1080,0.24999999999999992,8.573388203017834e-07,2871.460032659409,3208.058078260443,91.18533771096145,245.4127078900724
0.0,0.0,2962.6453703703705,2962.6453703703705,3199657,1080,0.24999999999999992,8.573388203017834e-07,2933.6044688871557,3232.13782810423,29.04090148321484,269.4924577338593
0.0,0.0,2962.6453703703705,2962.6453703703705,3199657,1080,0.24999999999999992,8.573388203017834e-07,3029.997063432474,3465.3929429305986,67.35169306210355,502.74757256022804
0.0,0.0,2962.6453703703705,2962.6453703703705,3199657,1080,0.24999999999999992,8.573388203017834e-07,3323.175090521678,2530.572360374488,360.52972015130763,432.07300999588233
0.0,0.0,2962.6453703703705,2962.6453703703705,3199657,1080,0.24999999999999992,8.573388203017834e-07,2744.2895815578995,2875.301247151927,218.35578881247102,87.34412321844366
0.0,0.0,2962.6453703703705,2962.6453703703705,3199657,1080,0.24999999999999992,8.573388203017834e-07,2974.722550950766,2463.4151057015115,12.077180580395634,499.23026466885904
0.0,0.0,2962.6453703703705,2962.6453703703705,3199657,1080,0.24999999999999992,8.573388203017834e-07,2708.233264369895,3495.431798917846,254.41210600047543,532.7864285474757
0.0,0.0,2962.6453703703705,2962.6453703703705,3199657,1080,0.24999999999999992,8.573388203017834e-07,3050.962251310679,3153.257018788479,88.31688094030869,190.61164841810842
0.0,0.0,2962.6453703703705,2962.6453703703705,3199657,1080,0.24999999999999992,8.573388203017834e-07,3003.9552528366708,3031.702765825261,41.30988246630022,69.05739545489041
0.0,0.0,2962.6453703703705,2962.6453703703705,3199657,1080,0.24999999999999992,8.573388203017834e-07,2923.324334124345,2784.3146774002353,39.321036246025415,178.33069297013526
0.0,0.0,2962.6453703703705,2962.6453703703705,3199657,1080,0.24999999999999992,8.573388203017834e-07,2968.695722809209,3320.7182153787917,6.050352438838672,358.07284500842115
0.0,0.0,2962.6453703703705,2962.6453703703705,3199657,1080,0.24999999999999992,8.573388203017834e-07,3069.1185999055147,3180.689644907213,106.47322953514413,218.0442745368423
0.0,0.0,2962.6453703703705,2962.6453703703705,3199657,1080,0.24999999999999992,8.573388203017834e-07,2881.7421717975412,3199.0880345634314,80.9031985728293,236.44266419306086
0.0,0.0,2962.6453703703705,2962.6453703703705,3199657,1080,0.24999999999999992,8.573388203017834e-07,3231.673035348725,3579.425556192715,269.02766497835455,616.7801858223443
0.0,0.0,2962.6453703703705,2962.6453703703705,3199657,1080,0.24999999999999992,8.573388203017834e-07,3114.6771921215695,3170.6470979849787,152.031821751199,208.00172761460817
0.0,0.0,2962.6453703703705,2962.6453703703705,3199657,1080,0.24999999999999992,8.573388203017834e-07,2966.8292758879606,2856.269463973872,4.183905517590119,106.37590639649852
0.0,0.0,2962.6453703703705,2962.6453703703705,3199657,1080,0.24999999999999992,8.573388203017834e-07,2938.226555572646,2547.6785332010113,24.418814797724735,414.9668371693592
0.0,0.0,2962.6453703703705,2962.6453703703705,3199657,1080,0.24999999999999992,8.573388203017834e-07,3067.8588971671224,3055.6220543908203,105.21352679675192,92.97668402044974
0.0,0.0,2962.6453703703705,2962.6453703703705,3199657,1080,0.24999999999999992,8.573388203017834e-07,2755.022538059798,2852.408429713276,207.62283231057245,110.23694065709469
0.0,0.0,2962.6453703703705,2962.6453703703705,3199657,1080,0.24999999999999992,8.573388203017834e-07,2914.2353921941376,3213.9696890295954,48.409978176232926,251.3243186592249
0.0,0.0,2962.6453703703705,2962.6453703703705,3199657,1080,0.24999999999999992,8.573388203017834e-07,2962.4062246060703,3252.9613526738485,0.2391457643002468,290.315982303478
