m,M,epsilon_of_M,delta_of_M,original_average,average_laplace,average_gaussian,AE_laplace,AE_gaussian
0.0,0.0,2.0,8.573388203017834e-07,2962.6453703703705,2960.249303885694,2979.400765655066,2.3960664846763393,16.755395284695624
0.0,0.0,2.0,8.573388203017834e-07,2962.6453703703705,2962.872594283007,2954.37331768168,0.2272239126364184,8.272052688690565
0.0,0.0,2.0,8.573388203017834e-07,2962.6453703703705,2960.1626058548086,2961.760400936224,2.4827645155619393,0.8849694341465693
0.0,0.0,2.0,8.573388203017834e-07,2962.6453703703705,2954.897246214703,2957.0213184516183,7.748124155667483,5.6240519187522295
0.0,0.0,2.0,8.573388203017834e-07,2962.6453703703705,2984.934221414154,2836.089465939803,22.288851043783325,126.55590443056735
0.0,0.0,2.0,8.573388203017834e-07,2962.6453703703705,2964.1260339668547,2855.2570383287884,1.4806635964841917,107.38833204158209
0.0,0.0,2.0,8.573388203017834e-07,2962.6453703703705,2961.3727136370035,3019.370146691218,1.2726567333670573,56.72477632084747
0.0,0.0,2.0,8.573388203017834e-07,2962.6453703703705,2942.698001454794,2968.6500887952184,19.94736891557659,6.004718424847852
0.0,0.0,2.0,8.573388203017834e-07,2962.6453703703705,2968.5659911137996,3027.939473746268,5.920620743429026,65.29410337589752
0.0,0.0,2.0,8.573388203017834e-07,2962.6453703703705,2970.139986201325,2943.4190239572767,7.494615830954444,19.22634641309378
0.0,0.0,2.0,8.573388203017834e-07,2962.6453703703705,2941.977980029096,2899.339123481624,20.667390341274313,63.3062468887465
0.0,0.0,2.0,8.573388203017834e-07,2962.6453703703705,2979.48882721606,3020.2489643508165,16.843456845689616,57.60359398044602
0.0,0.0,2.0,8.573388203017834e-07,2962.6453703703705,2965.5709977669744,2986.931100241733,2.925627396603886,24.28572987136249
0.0,0.0,2.0,8.573388203017834e-07,2962.6453703703705,2981.4432193550556,2927.7209775927795,18.79784898468506,34.92439277759104
