m,M,epsilon_of_M,delta_of_M,correct_empirical_probability_laplace,correct_empirical_probability_gaussian,correct_empirical_probability_exponential,correct_empirical_probability_exponential_mechanism
0.0,0.0,2.0,2.2500450006750097e-10,1.0,1.0,1.0,1.0
0.01,0.01,2.0,2.2500450006750097e-10,0.971,0.961,0.9735,0.97
0.02,0.02,2.0,2.2500450006750097e-10,0.9335,0.9195,0.9335,0.933
0.03,0.03,2.0,2.2500450006750097e-10,0.8915,0.8815,0.8865,0.887
0.04,0.04,2.0,2.2500450006750097e-10,0.854,0.8465,0.852,0.848
0.05,0.05,2.0,2.2500450006750097e-10,0.8295,0.8185,0.824,0.825
0.06,0.06,2.0,2.2500450006750097e-10,0.8065,0.793,0.805,0.8085
0.07,0.07,2.0,2.2500450006750097e-10,0.782,0.7755,0.7775,0.781
0.08,0.08,2.0,2.2500450006750097e-10,0.7725,0.771,0.7785,0.7775
0.09,0.09,2.0,2.2500450006750097e-10,0.7545,0.7545,0.757,0.7545
0.1,0.1,2.0,2.2500450006750097e-10,0.737,0.74,0.7325,0.7385
0.11,0.11,2.0,2.2500450006750097e-10,0.729,0.7305,0.7245,0.724
0.12,0.12,2.0,2.2500450006750097e-10,0.7265,0.723,0.725,0.7295
0.13,0.13,2.0,2.2500450006750097e-10,0.7095,0.7055,0.703,0.7115
0.14,0.14,2.0,2.2500450006750097e-10,0.691,0.6935,0.6955,0.6915
0.15,0.15,2.0,2.2500450006750097e-10,0.689,0.6835,0.689,0.6885
0.16,0.16,2.0,2.2500450006750097e-10,0.692,0.6915,0.691,0.684
0.17,0.17,2.0,2.2500450006750097e-10,0.6745,0.669,0.672,0.672
0.18,0.18,2.0,2.2500450006750097e-10,0.6565,0.652,0.659,0.656
0.19,0.19,2.0,2.2500450006750097e-10,0.6905,0.668,0.6835,0.682
0.2,0.2,2.0,2.2500450006750097e-10,0.662,0.6555,0.663,0.6635
0.21,0.21,2.0,2.2500450006750097e-10,0.6305,0.6235,0.628,0.632
0.22,0.22,2.0,2.2500450006750097e-10,0.6165,0.6205,0.6235,0.6215
0.23,0.23,2.0,2.2500450006750097e-10,0.6325,0.633,0.6345,0.636
0.24,0.24,2.0,2.2500450006750097e-10,0.6265,0.6175,0.622,0.6245
0.25,0.25,2.0,2.2500450006750097e-10,0.604,0.6075,0.6055,0.603
0.26,0.26,2.0,2.2500450006750097e-10,0.6235,0.614,0.6185,0.617
0.27,0.27,2.0,2.2500450006750097e-10,0.583,0.579,0.5795,0.581
0.28,0.28,2.0,2.2500450006750097e-10,0.5785,0.5785,0.5765,0.584
0.29,0.29,2.0,2.2500450006750097e-10,0.5765,0.5735,0.579,0.578
0.3,0.3,2.0,2.2500450006750097e-10,0.57,0.5655,0.567,0.57
0.31,0.31,2.0,2.2500450006750097e-10,0.595,0.594,0.5945,0.592
0.32,0.32,2.0,2.2500450006750097e-10,0.5605,0.555,0.5595,0.556
0.33,0.33,2.0,2.2500450006750097e-10,0.5635,0.56,0.563,0.5625
0.34,0.34,2.0,2.2500450006750097e-10,0.5605,0.55,0.556,0.552
0.35,0.35,2.0,2.2500450006750097e-10,0.549,0.54,0.546,0.5465
0.36,0.36,2.0,2.2500450006750097e-10,0.554,0.537,0.5525,0.548
0.37,0.37,2.0,2.2500450006750097e-10,0.5355,0.532,0.534,0.5255
0.38,0.38,2.0,2.2500450006750097e-10,0.543,0.539,0.5445,0.5405
0.39,0.39,2.0,2.2500450006750097e-10,0.5125,0.5095,0.514,0.5135
0.4,0.4,2.0,2.2500450006750097e-10,0.528,0.528,0.5295,0.5235
0.41,0.41,2.0,2.2500450006750097e-10,0.533,0.532,0.53,0.5325
0.42,0.42,2.0,2.2500450006750097e-10,0.505,0.503,0.505,0.5035
0.43,0.43,2.0,2.2500450006750097e-10,0.5055,0.514,0.502,0.5015
0.44,0.44,2.0,2.2500450006750097e-10,0.514,0.509,0.514,0.5125
0.45,0.45,2.0,2.2500450006750097e-10,0.485,0.4845,0.488,0.484
0.46,0.46,2.0,2.2500450006750097e-10,0.4715,0.4685,0.4695,0.4745
0.47,0.47,2.0,2.2500450006750097e-10,0.49,0.49,0.4925,0.4915
0.48,0.48,2.0,2.2500450006750097e-10,0.4615,0.4695,0.46,0.462
0.49,0.49,2.0,2.2500450006750097e-10,0.482,0.481,0.4835,0.4795
0.5,0.5,2.0,2.2500450006750097e-10,0.472,0.4695,0.469,0.461
0.51,0.51,2.0,2.2500450006750097e-10,0.465,0.4635,0.4595,0.4635
0.52,0.52,2.0,2.2500450006750097e-10,0.4545,0.449,0.459,0.4605
0.53,0.53,2.0,2.2500450006750097e-10,0.466,0.469,0.46,0.4585
0.54,0.54,2.0,2.2500450006750097e-10,0.465,0.4685,0.4685,0.4625
0.55,0.55,2.0,2.2500450006750097e-10,0.4455,0.4545,0.4485,0.444
0.56,0.56,2.0,2.2500450006750097e-10,0.43,0.4265,0.428,0.428
0.57,0.57,2.0,2.2500450006750097e-10,0.431,0.436,0.431,0.431
0.58,0.58,2.0,2.2500450006750097e-10,0.4315,0.435,0.4345,0.435
0.59,0.59,2.0,2.2500450006750097e-10,0.407,0.415,0.408,0.411
0.6,0.6,2.0,2.2500450006750097e-10,0.4075,0.4105,0.407,0.412
0.61,0.61,2.0,2.2500450006750097e-10,0.403,0.403,0.401,0.4005
0.62,0.62,2.0,2.2500450006750097e-10,0.4045,0.411,0.411,0.4055
0.63,0.63,2.0,2.2500450006750097e-10,0.419,0.419,0.4225,0.4195
0.64,0.64,2.0,2.2500450006750097e-10,0.402,0.404,0.4005,0.398
