m,M,epsilon_of_M,delta_of_M,correct_empirical_probability_laplace,correct_empirical_probability_gaussian,correct_empirical_probability_exponential,correct_empirical_probability_exponential_mechanism
0.0,0.0,0.5,2.2500450006750097e-10,0.994,0.869,0.9785,0.9495
0.01,0.01,0.5039665605676084,2.2727727279545544e-10,0.9565,0.8475,0.93,0.912
0.02,0.02,0.5079979177547899,2.295964286403071e-10,0.922,0.8065,0.9055,0.88
0.03,0.03,0.5120957059628883,2.3196340213144425e-10,0.888,0.8125,0.8785,0.8615
0.04,0.04,0.5162616161383375,2.343796875703135e-10,0.821,0.766,0.8185,0.8075
0.05,0.05,0.5204973982856399,2.3684684217631674e-10,0.813,0.7465,0.802,0.7915
0.06,0.06,0.524804864117896,2.3936648943351166e-10,0.809,0.768,0.7905,0.796
0.07,0.07,0.5291858898538833,2.419403226532267e-10,0.778,0.744,0.78,0.7585
0.08,0.08,0.5336424191713875,2.4457010876902273e-10,0.753,0.7075,0.7525,0.7345
0.09,0.09,0.5381764663272125,2.4725769238186914e-10,0.74,0.7165,0.739,0.741
0.1,0.1,0.5427901194551419,2.5000500007500104e-10,0.7225,0.693,0.7305,0.7235
0.11,0.11,0.5474855440539914,2.5281404501966395e-10,0.743,0.7,0.7385,0.727
0.12,0.12,0.5522649866788762,2.556869318948873e-10,0.717,0.691,0.7135,0.712
0.13,0.13,0.5571307788498734,2.586258621465528e-10,0.6955,0.6765,0.692,0.6875
0.14,0.14,0.5620853411934147,2.616331396133732e-10,0.678,0.656,0.6755,0.6685
0.15,0.15,0.5671311878330225,2.647111765500011e-10,0.684,0.6775,0.682,0.691
0.16,0.16,0.5722709310473791,2.6786250008035834e-10,0.6745,0.6555,0.6775,0.668
0.17,0.17,0.5775072862152558,2.7108975911747103e-10,0.656,0.6335,0.661,0.66
0.18,0.18,0.5828430770684829,2.743957317896352e-10,0.6645,0.635,0.66,0.6505
0.19,0.19,0.5882812412759917,2.777833334166678e-10,0.6485,0.6435,0.639,0.635
0.2,0.2,0.5938248363839753,2.8125562508437606e-10,0.664,0.6395,0.6565,0.6515
0.21,0.21,0.5994770461394302,2.8481582287025427e-10,0.652,0.6265,0.643,0.639
0.22,0.22,0.605241187226804,2.884673077788472e-10,0.615,0.6085,0.6135,0.6115
0.23,0.23,0.6111207164501729,2.9221363645129984e-10,0.6235,0.587,0.617,0.615
0.24,0.24,0.6171192383963631,2.9605855272039604e-10,0.6135,0.5865,0.598,0.606
0.25,0.25,0.623240513617734,3.000060000900011e-10,0.598,0.5915,0.5995,0.5965
0.26,0.26,0.6294884673770176,3.040601352263525e-10,0.6025,0.5825,0.598,0.6035
0.27,0.27,0.6358671990006552,3.0822534255822035e-10,0.609,0.5915,0.6035,0.5955
0.28,0.28,0.6423809918915998,3.125062500937512e-10,0.5845,0.5835,0.5915,0.5875
0.29,0.29,0.6490343242575735,3.16907746573945e-10,0.582,0.564,0.5735,0.577
0.3,0.3,0.6558318806163518,3.214350000964299e-10,0.585,0.568,0.589,0.588
0.31,0.31,0.6627785641459,3.2609347835869696e-10,0.5705,0.5585,0.556,0.561
0.32,0.32,0.6698795099541458,3.3088897068750144e-10,0.567,0.5475,0.5585,0.563
0.33,0.33,0.6771400993509752,3.35827612041046e-10,0.5635,0.5595,0.559,0.5595
0.34,0.34,0.6845659752137845,3.409159091931833e-10,0.579,0.5615,0.5755,0.5785
0.35,0.35,0.6921630585477133,3.461607693346167e-10,0.5615,0.541,0.557,0.5535
0.36,0.36,0.6999375663527393,3.5156953135547025e-10,0.549,0.5275,0.5475,0.5535
0.37,0.37,0.7078960309222104,3.571500001071442e-10,0.5485,0.5375,0.5415,0.538
0.38,0.38,0.7160453207114356,3.6291048397984015e-10,0.5265,0.519,0.5165,0.5185
0.39,0.39,0.7243926629307728,3.6885983617623097e-10,0.515,0.511,0.5185,0.5085
0.4,0.4,0.7329456680356207,3.7500750011250143e-10,0.513,0.506,0.5165,0.5105
0.41,0.41,0.7417123563060676,3.8136355943644206e-10,0.515,0.5025,0.509,0.513
0.42,0.42,0.7507011867321132,3.8793879321982907e-10,0.4995,0.496,0.5005,0.4975
0.43,0.43,0.7599210884467502,3.947447369605278e-10,0.5305,0.513,0.519,0.525
0.44,0.44,0.7693814949793283,4.017937501205373e-10,0.4865,0.476,0.4885,0.4865
