m,M,epsilon_of_M,delta_of_M,correct_empirical_probability_laplace,correct_empirical_probability_gaussian,correct_empirical_probability_exponential,correct_empirical_probability_exponential_mechanism
0.0,0.0,1.0,2.2500450006750097e-10,1.0,0.9745,0.9995,0.997
0.01,0.01,1.0063647580360118,2.2727727279545544e-10,0.9775,0.9235,0.9695,0.9675
0.02,0.02,1.0128179179349637,2.295964286403071e-10,0.933,0.8915,0.9275,0.918
0.03,0.03,1.0193614715465262,2.3196340213144425e-10,0.8845,0.832,0.872,0.864
0.04,0.04,1.0259974746609668,2.343796875703135e-10,0.8335,0.816,0.8345,0.832
0.05,0.05,1.032728049717885,2.3684684217631674e-10,0.8335,0.8175,0.8295,0.8295
0.06,0.06,1.0395553886588504,2.3936648943351166e-10,0.8105,0.7845,0.812,0.798
0.07,0.07,1.046481755933204,2.419403226532267e-10,0.78,0.7755,0.782,0.7775
0.08,0.08,1.053509491666951,2.4457010876902273e-10,0.7715,0.7585,0.7585,0.762
0.09,0.09,1.0606410150054733,2.4725769238186914e-10,0.7425,0.7345,0.735,0.747
0.1,0.1,1.067878827641591,2.5000500007500104e-10,0.7265,0.724,0.7295,0.729
0.11,0.11,1.0752255175414156,2.5281404501966395e-10,0.744,0.733,0.7375,0.7415
0.12,0.12,1.0826837628814319,2.556869318948873e-10,0.711,0.701,0.707,0.704
0.13,0.13,1.0902563362112878,2.586258621465528e-10,0.701,0.697,0.7085,0.7055
0.14,0.14,1.0979461088579963,2.616331396133732e-10,0.672,0.666,0.674,0.673
0.15,0.15,1.1057560555884811,2.647111765500011e-10,0.6865,0.664,0.6885,0.6845
0.16,0.16,1.1136892595488546,2.6786250008035834e-10,0.6775,0.6675,0.685,0.678
0.17,0.17,1.1217489175003088,2.7108975911747103e-10,0.6955,0.6805,0.696,0.695
0.18,0.18,1.1299383453732408,2.743957317896352e-10,0.6675,0.6645,0.6625,0.6655
0.19,0.19,1.1382609841630418,2.777833334166678e-10,0.6605,0.6565,0.6555,0.661
0.2,0.2,1.1467204061930463,2.8125562508437606e-10,0.645,0.6355,0.6495,0.6425
0.21,0.21,1.1553203217723849,2.8481582287025427e-10,0.649,0.641,0.654,0.6485
