m,M,difference_laplace_error_M_minus_MoS,difference_gaussian_error_M_minus_MoS,difference_exponential_error_M_minus_MoS,difference_exponential_mechanism_error_M_minus_MoS,difference_laplace_error_M_minus_MoSChangeEpsDelta,difference_gaussian_error_M_minus_MoSChangeEpsDelta,difference_exponential_error_M_minus_MoSChangeEpsDelta,difference_exponential_mechanism_error_M_minus_MoSChangeEpsDelta,difference_laplace_error_MChangeEpsDelta_minus_MoS,difference_gaussian_error_MChangeEpsDelta_minus_MoS,difference_exponential_error_MChangeEpsDelta_minus_MoS,difference_exponential_mechanism_error_MChangeEpsDelta_minus_MoS
0.1,0.1,-0.25649999999999995,-0.17200000000000004,-0.23950000000000005,-0.244,-0.25,-0.14200000000000002,-0.237,-0.22699999999999998,-0.25049999999999994,-0.14449999999999996,-0.239,-0.23150000000000004
0.11,0.11,-0.2695000000000001,-0.16800000000000004,-0.26250000000000007,-0.23550000000000004,-0.263,-0.16400000000000003,-0.256,-0.23399999999999999,-0.27,-0.14650000000000007,-0.24850000000000005,-0.21899999999999997
0.12,0.12,-0.28700000000000003,-0.1755,-0.271,-0.259,-0.275,-0.1785,-0.259,-0.246,-0.2835,-0.15700000000000003,-0.267,-0.24249999999999994
0.13,0.13,-0.2925000000000001,-0.18400000000000005,-0.27,-0.26849999999999996,-0.29000000000000004,-0.20650000000000002,-0.281,-0.25549999999999995,-0.2865000000000001,-0.15049999999999997,-0.25750000000000006,-0.23450000000000004
0.14,0.14,-0.30000000000000004,-0.20350000000000001,-0.2899999999999999,-0.2689999999999999,-0.279,-0.16900000000000004,-0.25249999999999995,-0.23849999999999993,-0.29700000000000004,-0.1875,-0.2909999999999999,-0.25349999999999995
0.15,0.15,-0.3115,-0.20950000000000002,-0.30200000000000005,-0.2539999999999999,-0.3145,-0.19599999999999995,-0.3065,-0.2699999999999999,-0.30899999999999994,-0.1805,-0.2865,-0.24149999999999994
0.16,0.16,-0.3185,-0.21200000000000008,-0.29800000000000004,-0.2779999999999999,-0.3145,-0.20700000000000007,-0.30700000000000005,-0.27349999999999997,-0.30900000000000005,-0.18800000000000006,-0.2905,-0.25749999999999995
0.17,0.17,-0.3420000000000001,-0.24049999999999994,-0.3175,-0.30999999999999994,-0.32300000000000006,-0.21999999999999997,-0.30100000000000005,-0.2895,-0.3375,-0.2004999999999999,-0.29999999999999993,-0.28400000000000003
0.18,0.18,-0.35050000000000003,-0.25,-0.3295,-0.31599999999999995,-0.3295,-0.23050000000000004,-0.3145,-0.29799999999999993,-0.344,-0.21599999999999997,-0.3175,-0.2895
0.19,0.19,-0.36150000000000004,-0.24450000000000005,-0.34099999999999997,-0.3265,-0.34950000000000003,-0.24250000000000005,-0.3415,-0.32899999999999996,-0.35350000000000004,-0.21099999999999997,-0.32699999999999996,-0.2895000000000001
0.2,0.2,-0.345,-0.255,-0.33199999999999996,-0.31799999999999995,-0.358,-0.2310000000000001,-0.344,-0.3205,-0.3335,-0.21949999999999992,-0.3125,-0.29400000000000004
0.21,0.21,-0.36850000000000005,-0.2705000000000001,-0.3524999999999999,-0.33999999999999997,-0.3580000000000001,-0.25350000000000006,-0.34650000000000003,-0.3145,-0.364,-0.22099999999999997,-0.3374999999999999,-0.3045
0.22,0.22,-0.37949999999999995,-0.246,-0.36149999999999993,-0.3435,-0.3415,-0.22050000000000003,-0.3265,-0.30500000000000005,-0.36649999999999994,-0.20099999999999996,-0.3384999999999999,-0.31000000000000005
0.23,0.23,-0.377,-0.28049999999999997,-0.353,-0.35450000000000004,-0.38350000000000006,-0.26949999999999996,-0.351,-0.34450000000000003,-0.35949999999999993,-0.22399999999999998,-0.33499999999999996,-0.32100000000000006
0.24,0.24,-0.388,-0.264,-0.379,-0.359,-0.37750000000000006,-0.2695000000000001,-0.369,-0.33099999999999996,-0.382,-0.2104999999999999,-0.35749999999999993,-0.3285
0.25,0.25,-0.4125,-0.3025000000000001,-0.394,-0.35749999999999993,-0.37849999999999995,-0.2725000000000001,-0.36550000000000005,-0.33399999999999996,-0.406,-0.246,-0.376,-0.3235
0.26,0.26,-0.388,-0.26750000000000007,-0.367,-0.34850000000000003,-0.39549999999999996,-0.27,-0.38,-0.35350000000000004,-0.37750000000000006,-0.22000000000000008,-0.346,-0.3015
0.27,0.27,-0.397,-0.29600000000000004,-0.39249999999999996,-0.37,-0.4,-0.2935000000000001,-0.38149999999999995,-0.368,-0.383,-0.23450000000000004,-0.35,-0.32500000000000007
0.28,0.28,-0.382,-0.28800000000000003,-0.37750000000000006,-0.353,-0.41100000000000003,-0.29700000000000004,-0.39250000000000007,-0.367,-0.37149999999999994,-0.21450000000000002,-0.35350000000000004,-0.3115
0.29,0.29,-0.4125000000000001,-0.29300000000000004,-0.39749999999999996,-0.373,-0.4105000000000001,-0.29600000000000004,-0.39,-0.363,-0.397,-0.242,-0.361,-0.3350000000000001
0.3,0.3,-0.42400000000000004,-0.3015,-0.40149999999999997,-0.387,-0.4155,-0.3005,-0.395,-0.38,-0.41100000000000003,-0.24549999999999994,-0.375,-0.354
0.31,0.31,-0.41200000000000003,-0.3305,-0.41000000000000003,-0.37649999999999995,-0.41900000000000004,-0.3045000000000001,-0.4025000000000001,-0.37349999999999994,-0.397,-0.248,-0.38849999999999996,-0.33399999999999996
0.32,0.32,-0.4505,-0.32299999999999995,-0.4345,-0.42299999999999993,-0.4245,-0.30499999999999994,-0.41999999999999993,-0.39549999999999996,-0.4285,-0.251,-0.405,-0.364
0.33,0.33,-0.4415,-0.3335,-0.42699999999999994,-0.4085,-0.4265,-0.3185,-0.406,-0.39449999999999996,-0.4215,-0.28400000000000003,-0.39649999999999996,-0.3534999999999999
0.34,0.34,-0.44500000000000006,-0.3305,-0.4295,-0.40349999999999997,-0.43400000000000005,-0.32400000000000007,-0.4285,-0.389,-0.43000000000000005,-0.24249999999999994,-0.405,-0.3524999999999999
0.35,0.35,-0.44999999999999996,-0.352,-0.42700000000000005,-0.41999999999999993,-0.45799999999999996,-0.3335,-0.4355,-0.4165,-0.43199999999999994,-0.274,-0.391,-0.35949999999999993
0.36,0.36,-0.4425,-0.31799999999999995,-0.42699999999999994,-0.40349999999999997,-0.47850000000000004,-0.34850000000000003,-0.45199999999999996,-0.42400000000000004,-0.42299999999999993,-0.25049999999999994,-0.3889999999999999,-0.3554999999999999
0.37,0.37,-0.44600000000000006,-0.34450000000000003,-0.4205,-0.4105,-0.4545,-0.32400000000000007,-0.4365,-0.41999999999999993,-0.4295,-0.272,-0.399,-0.34550000000000003
0.38,0.38,-0.4545,-0.3405,-0.42800000000000005,-0.41899999999999993,-0.47750000000000004,-0.358,-0.4545,-0.44599999999999995,-0.4265,-0.24950000000000006,-0.37850000000000006,-0.33899999999999997
0.39,0.39,-0.4585,-0.344,-0.43299999999999994,-0.4029999999999999,-0.4670000000000001,-0.3415,-0.4445,-0.41899999999999993,-0.43599999999999994,-0.25249999999999995,-0.383,-0.3344999999999999
0.4,0.4,-0.47350000000000003,-0.38400000000000006,-0.4570000000000001,-0.44099999999999995,-0.44099999999999995,-0.32300000000000006,-0.44200000000000006,-0.42399999999999993,-0.45000000000000007,-0.30950000000000005,-0.40700000000000003,-0.34850000000000003
0.41,0.41,-0.4650000000000001,-0.35050000000000003,-0.4485,-0.42699999999999994,-0.4930000000000001,-0.351,-0.4665,-0.44699999999999995,-0.4385,-0.25250000000000006,-0.406,-0.33499999999999996
0.42,0.42,-0.483,-0.383,-0.4685,-0.44799999999999995,-0.4975,-0.3825,-0.48700000000000004,-0.4695,-0.45599999999999996,-0.3005,-0.4235,-0.36150000000000004
0.43,0.43,-0.4890000000000001,-0.37500000000000006,-0.47300000000000003,-0.4575,-0.49050000000000005,-0.36150000000000004,-0.4595,-0.44500000000000006,-0.4675,-0.2755,-0.43750000000000006,-0.365
0.44,0.44,-0.505,-0.38450000000000006,-0.483,-0.4545,-0.5085,-0.36750000000000005,-0.489,-0.464,-0.47250000000000003,-0.2845,-0.42400000000000004,-0.368
0.45,0.45,-0.5225000000000001,-0.40700000000000003,-0.506,-0.47850000000000004,-0.5005000000000001,-0.37800000000000006,-0.4805,-0.4515,-0.494,-0.31499999999999995,-0.4525,-0.3975000000000001
0.46,0.46,-0.501,-0.3925,-0.482,-0.46499999999999997,-0.5315,-0.407,-0.5035,-0.48849999999999993,-0.46399999999999997,-0.288,-0.43100000000000005,-0.359
0.47,0.47,-0.5230000000000001,-0.404,-0.507,-0.48749999999999993,-0.5230000000000001,-0.39050000000000007,-0.49500000000000005,-0.48599999999999993,-0.4925,-0.3075,-0.44699999999999995,-0.392
0.48,0.48,-0.518,-0.4035,-0.5030000000000001,-0.48749999999999993,-0.5285,-0.4005,-0.5,-0.474,-0.48050000000000004,-0.285,-0.43550000000000005,-0.37
0.49,0.49,-0.513,-0.40449999999999997,-0.48950000000000005,-0.49249999999999994,-0.5235000000000001,-0.40299999999999997,-0.509,-0.49549999999999994,-0.476,-0.2995,-0.40549999999999997,-0.38049999999999995
0.5,0.5,-0.5455000000000001,-0.424,-0.5305,-0.5075,-0.54,-0.4315,-0.5149999999999999,-0.5029999999999999,-0.49999999999999994,-0.309,-0.46299999999999997,-0.398
0.51,0.51,-0.5230000000000001,-0.41150000000000003,-0.5,-0.479,-0.55,-0.40900000000000003,-0.5305,-0.5009999999999999,-0.48500000000000004,-0.28099999999999997,-0.4265,-0.35450000000000004
0.52,0.52,-0.5485,-0.42,-0.5329999999999999,-0.49849999999999994,-0.534,-0.39199999999999996,-0.514,-0.49799999999999994,-0.5005,-0.30450000000000005,-0.44449999999999995,-0.38349999999999995
0.53,0.53,-0.552,-0.4135,-0.526,-0.5065,-0.5475,-0.4085,-0.5295000000000001,-0.5035000000000001,-0.5069999999999999,-0.2915,-0.4455,-0.3755
0.54,0.54,-0.552,-0.44450000000000006,-0.538,-0.5089999999999999,-0.55,-0.42950000000000005,-0.5289999999999999,-0.508,-0.509,-0.306,-0.45949999999999996,-0.36799999999999994
0.55,0.55,-0.563,-0.44250000000000006,-0.545,-0.5185,-0.5529999999999999,-0.42150000000000004,-0.529,-0.5089999999999999,-0.5089999999999999,-0.301,-0.44500000000000006,-0.391
0.56,0.56,-0.5625,-0.44900000000000007,-0.5405,-0.5425,-0.56,-0.43300000000000005,-0.544,-0.5189999999999999,-0.497,-0.31300000000000006,-0.447,-0.41300000000000003
0.57,0.57,-0.5655000000000001,-0.4635,-0.5549999999999999,-0.532,-0.5495000000000001,-0.4305,-0.53,-0.5085,-0.5065,-0.3195,-0.43650000000000005,-0.393
0.58,0.58,-0.55,-0.44500000000000006,-0.5429999999999999,-0.51,-0.5775,-0.45500000000000007,-0.5615,-0.531,-0.4815,-0.29900000000000004,-0.45649999999999996,-0.349
0.59,0.59,-0.5685,-0.457,-0.5509999999999999,-0.536,-0.556,-0.427,-0.532,-0.5135,-0.508,-0.29150000000000004,-0.45550000000000007,-0.36500000000000005
0.6,0.6,-0.5895,-0.459,-0.5774999999999999,-0.5489999999999999,-0.5875000000000001,-0.4475,-0.5695,-0.5355,-0.519,-0.30549999999999994,-0.4765,-0.38949999999999996
0.61,0.61,-0.5650000000000001,-0.44150000000000006,-0.5589999999999999,-0.5275000000000001,-0.5915,-0.4525,-0.5765,-0.5385,-0.49,-0.288,-0.44550000000000006,-0.3715
0.62,0.62,-0.5845,-0.4715,-0.5640000000000001,-0.5429999999999999,-0.597,-0.46649999999999997,-0.5765,-0.5469999999999999,-0.494,-0.29949999999999993,-0.444,-0.3825
0.63,0.63,-0.5810000000000001,-0.476,-0.56,-0.5485,-0.5940000000000001,-0.46799999999999997,-0.574,-0.5619999999999999,-0.49,-0.29300000000000004,-0.44150000000000006,-0.359
0.64,0.64,-0.597,-0.47200000000000003,-0.5874999999999999,-0.5589999999999999,-0.5925,-0.4605,-0.5825,-0.5494999999999999,-0.5089999999999999,-0.28750000000000003,-0.45849999999999996,-0.39049999999999996
0.65,0.65,-0.5965,-0.48800000000000004,-0.5880000000000001,-0.5685,-0.5735000000000001,-0.4585000000000001,-0.5650000000000001,-0.542,-0.511,-0.299,-0.461,-0.38899999999999996
0.66,0.66,-0.5900000000000001,-0.492,-0.581,-0.5594999999999999,-0.609,-0.4945,-0.6025,-0.571,-0.4965,-0.2915,-0.43799999999999994,-0.3695
0.67,0.67,-0.6014999999999999,-0.5015000000000001,-0.5815,-0.563,-0.6,-0.47200000000000003,-0.5785,-0.5429999999999999,-0.5045,-0.30500000000000005,-0.45099999999999996,-0.37549999999999994
0.68,0.68,-0.6065,-0.5,-0.5885,-0.581,-0.612,-0.498,-0.5885,-0.576,-0.49399999999999994,-0.2845,-0.44549999999999995,-0.35350000000000004
0.69,0.69,-0.602,-0.5105000000000001,-0.5914999999999999,-0.577,-0.6065,-0.5025000000000001,-0.5965,-0.573,-0.501,-0.28700000000000003,-0.44549999999999995,-0.3545
0.7,0.7,-0.6325000000000001,-0.5075000000000001,-0.6105,-0.575,-0.6325000000000001,-0.518,-0.6180000000000001,-0.5815,-0.5165,-0.29100000000000004,-0.4425,-0.3695
0.71,0.71,-0.6595,-0.5349999999999999,-0.6405,-0.6179999999999999,-0.6305000000000001,-0.498,-0.6214999999999999,-0.6085,-0.5325,-0.32449999999999996,-0.46599999999999997,-0.36599999999999994
0.72,0.72,-0.6565000000000001,-0.5315000000000001,-0.628,-0.6105,-0.6555,-0.515,-0.6285000000000001,-0.6035,-0.536,-0.31849999999999995,-0.44600000000000006,-0.37599999999999995
0.73,0.73,-0.6579999999999999,-0.549,-0.64,-0.6119999999999999,-0.619,-0.49250000000000005,-0.611,-0.57,-0.5195000000000001,-0.346,-0.4525,-0.37299999999999994
0.74,0.74,-0.6340000000000001,-0.5305,-0.6335,-0.625,-0.666,-0.5315000000000001,-0.6475,-0.6315,-0.4695,-0.28650000000000003,-0.44999999999999996,-0.3485
0.75,0.75,-0.6639999999999999,-0.5525,-0.6405000000000001,-0.6174999999999999,-0.6485000000000001,-0.534,-0.637,-0.614,-0.5149999999999999,-0.2885,-0.421,-0.335
0.76,0.76,-0.665,-0.542,-0.6305000000000001,-0.623,-0.661,-0.5289999999999999,-0.636,-0.61,-0.48349999999999993,-0.297,-0.4184999999999999,-0.3335
0.77,0.77,-0.6645000000000001,-0.56,-0.646,-0.629,-0.677,-0.549,-0.6575,-0.6345000000000001,-0.4965,-0.27449999999999997,-0.4235,-0.34450000000000003
0.78,0.78,-0.6805,-0.5545,-0.6679999999999999,-0.6455,-0.6559999999999999,-0.5275,-0.6345,-0.605,-0.49949999999999994,-0.2905,-0.426,-0.35250000000000004
0.79,0.79,-0.6875,-0.5795000000000001,-0.662,-0.6505000000000001,-0.654,-0.533,-0.637,-0.6134999999999999,-0.5135000000000001,-0.2725,-0.4195,-0.317
0.8,0.8,-0.6815,-0.5515,-0.6715,-0.641,-0.6619999999999999,-0.5205,-0.641,-0.6144999999999999,-0.46950000000000003,-0.25150000000000006,-0.40650000000000003,-0.30950000000000005
0.81,0.81,-0.6805,-0.5760000000000001,-0.6715,-0.6545000000000001,-0.6945,-0.5495000000000001,-0.679,-0.656,-0.45999999999999996,-0.269,-0.38399999999999995,-0.30450000000000005
0.82,0.82,-0.6985000000000001,-0.5745,-0.6900000000000001,-0.6725,-0.681,-0.5525,-0.6585000000000001,-0.6395,-0.458,-0.23950000000000005,-0.4015000000000001,-0.31599999999999995
0.83,0.83,-0.6775,-0.581,-0.6715,-0.6445000000000001,-0.6960000000000001,-0.5725,-0.681,-0.6485000000000001,-0.43,-0.26899999999999996,-0.3695,-0.2685
0.84,0.84,-0.7125000000000001,-0.5925,-0.687,-0.6859999999999999,-0.7230000000000001,-0.584,-0.7015,-0.6819999999999999,-0.47300000000000003,-0.21999999999999997,-0.3585,-0.26999999999999996
0.85,0.85,-0.7050000000000001,-0.603,-0.6930000000000001,-0.6749999999999999,-0.726,-0.5985,-0.712,-0.6819999999999999,-0.44350000000000006,-0.251,-0.35300000000000004,-0.26849999999999996
0.86,0.86,-0.7355,-0.6265,-0.728,-0.6895,-0.7284999999999999,-0.5954999999999999,-0.7085,-0.6825,-0.453,-0.26549999999999996,-0.35800000000000004,-0.24849999999999994
0.87,0.87,-0.7335,-0.621,-0.732,-0.704,-0.734,-0.605,-0.7164999999999999,-0.6839999999999999,-0.43449999999999994,-0.2505,-0.3375,-0.2505
0.88,0.88,-0.7635,-0.6285000000000001,-0.7344999999999999,-0.728,-0.7344999999999999,-0.6000000000000001,-0.711,-0.6825,-0.469,-0.23750000000000002,-0.30450000000000005,-0.25149999999999995
0.89,0.89,-0.755,-0.6615000000000001,-0.7405,-0.7305,-0.748,-0.6300000000000001,-0.7350000000000001,-0.704,-0.4125,-0.23700000000000002,-0.27249999999999996,-0.2165
0.9,0.9,-0.7510000000000001,-0.6579999999999999,-0.748,-0.7334999999999999,-0.764,-0.632,-0.7424999999999999,-0.722,-0.40750000000000003,-0.22349999999999998,-0.25749999999999995,-0.19999999999999998
0.91,0.91,-0.772,-0.6555,-0.747,-0.7455,-0.758,-0.615,-0.7375,-0.7215,-0.39150000000000007,-0.1825,-0.24050000000000002,-0.18550000000000003
0.92,0.92,-0.7915,-0.671,-0.7809999999999999,-0.7629999999999999,-0.7675,-0.637,-0.746,-0.7215,-0.373,-0.1885,-0.22399999999999998,-0.1735
0.93,0.93,-0.7955,-0.6985,-0.7825,-0.7655,-0.788,-0.6755,-0.7645,-0.7314999999999999,-0.35,-0.21200000000000002,-0.1955,-0.15450000000000003
0.94,0.94,-0.8170000000000001,-0.686,-0.8190000000000001,-0.7975,-0.7965,-0.6385000000000001,-0.776,-0.756,-0.32799999999999996,-0.19600000000000004,-0.18400000000000002,-0.12899999999999998
0.95,0.95,-0.8005,-0.7160000000000001,-0.8035,-0.8039999999999999,-0.81,-0.6945,-0.7895,-0.78,-0.2435,-0.16,-0.10750000000000001,-0.07749999999999999
0.96,0.96,-0.8455,-0.7175,-0.8365,-0.833,-0.8340000000000001,-0.6935,-0.8215,-0.7989999999999999,-0.2195,-0.14749999999999996,-0.07,-0.07999999999999999
0.97,0.97,-0.8525,-0.7695000000000001,-0.8514999999999999,-0.851,-0.85,-0.7270000000000001,-0.8285,-0.807,-0.13900000000000004,-0.13749999999999998,-0.036500000000000005,-0.05449999999999999
0.98,0.98,-0.8845000000000001,-0.8,-0.889,-0.885,-0.877,-0.758,-0.853,-0.842,-0.09749999999999999,-0.115,-0.024999999999999994,-0.031
0.99,0.99,-0.9205000000000001,-0.818,-0.9305,-0.9179999999999999,-0.9125000000000001,-0.782,-0.8905000000000001,-0.878,-0.0325,-0.083,-0.015,-0.015
0.1,0.2,-0.351,-0.24750000000000005,-0.3355,-0.31499999999999995,,,,,-0.356,-0.38350000000000006,-0.36350000000000005,-0.37
0.1,0.3,-0.42400000000000004,-0.31099999999999994,-0.4055000000000001,-0.4095,,,,,-0.42700000000000005,-0.44699999999999995,-0.43000000000000005,-0.4475
0.1,0.4,-0.46599999999999997,-0.36,-0.4515,-0.43900000000000006,,,,,-0.469,-0.481,-0.482,-0.48850000000000005
0.1,0.5,-0.5385,-0.427,-0.5215,-0.49999999999999994,,,,,-0.544,-0.56,-0.5525,-0.5469999999999999
0.1,0.6,-0.545,-0.4205,-0.536,-0.5165,,,,,-0.5495,-0.5625,-0.5605,-0.5640000000000001
0.1,0.7,-0.6125,-0.5065000000000001,-0.6005,-0.58,,,,,-0.6174999999999999,-0.638,-0.631,-0.627
0.1,0.8,-0.663,-0.544,-0.6475,-0.6279999999999999,,,,,-0.6659999999999999,-0.6855,-0.6655,-0.671
0.1,0.9,-0.7075,-0.6085,-0.6924999999999999,-0.681,,,,,-0.7125,-0.744,-0.7235,-0.7344999999999999
0.2,0.3,-0.4155,-0.31600000000000006,-0.406,-0.376,,,,,-0.4195,-0.39150000000000007,-0.4245,-0.42500000000000004
0.2,0.4,-0.45600000000000007,-0.35350000000000004,-0.44900000000000007,-0.4305,,,,,-0.4645,-0.48950000000000005,-0.47050000000000003,-0.46950000000000003
0.2,0.5,-0.5115000000000001,-0.405,-0.5010000000000001,-0.489,,,,,-0.517,-0.5375,-0.5195000000000001,-0.536
0.2,0.6,-0.5845,-0.489,-0.5625,-0.551,,,,,-0.5945,-0.608,-0.591,-0.5935
0.2,0.7,-0.6275000000000001,-0.5105000000000001,-0.6045,-0.5925,,,,,-0.631,-0.638,-0.6335,-0.64
0.2,0.8,-0.6485000000000001,-0.5375,-0.633,-0.6265,,,,,-0.654,-0.6735,-0.6565,-0.6735
0.2,0.9,-0.7365,-0.6220000000000001,-0.7115,-0.7065,,,,,-0.74,-0.7595000000000001,-0.7395,-0.757
0.3,0.4,-0.48050000000000004,-0.34099999999999997,-0.45599999999999996,-0.4445,-0.48750000000000004,-0.40049999999999997,-0.483,-0.46900000000000003,-0.48250000000000004,-0.40349999999999997,-0.47,-0.469
0.3,0.5,-0.516,-0.39449999999999996,-0.501,-0.47000000000000003,,,,,-0.5205,-0.5055,-0.5205000000000001,-0.5175000000000001
0.3,0.6,-0.577,-0.48450000000000004,-0.5670000000000001,-0.5415,,,,,-0.581,-0.6025,-0.5890000000000001,-0.5925
0.3,0.7,-0.6085,-0.5065,-0.6034999999999999,-0.5914999999999999,,,,,-0.6154999999999999,-0.6365000000000001,-0.631,-0.6345000000000001
0.3,0.8,-0.667,-0.557,-0.655,-0.6515,,,,,-0.6719999999999999,-0.6890000000000001,-0.6799999999999999,-0.6930000000000001
0.3,0.9,-0.73,-0.6300000000000001,-0.7135,-0.7144999999999999,,,,,-0.7364999999999999,-0.7625,-0.7364999999999999,-0.7555000000000001
0.4,0.5,-0.5085,-0.39799999999999996,-0.49550000000000005,-0.4575,-0.5225,-0.4185,-0.514,-0.4815,-0.5110000000000001,-0.4025,-0.501,-0.46399999999999997
0.4,0.6,-0.5715,-0.44950000000000007,-0.5545,-0.532,,,,,-0.5775,-0.5225,-0.5735000000000001,-0.5640000000000001
0.4,0.7,-0.6135,-0.518,-0.5825,-0.5825,,,,,-0.62,-0.6265000000000001,-0.608,-0.6280000000000001
0.4,0.8,-0.657,-0.5565,-0.64,-0.6265,,,,,-0.6645,-0.6825,-0.6645,-0.6765
0.4,0.9,-0.7424999999999999,-0.6535,-0.72,-0.7064999999999999,,,,,-0.7464999999999999,-0.7755,-0.748,-0.7585
0.5,0.6,-0.5635,-0.45500000000000007,-0.5565,-0.548,-0.5755,-0.4590000000000001,-0.547,-0.53,-0.5605,-0.41900000000000004,-0.5455000000000001,-0.539
0.5,0.7,-0.618,-0.5005,-0.6125,-0.589,-0.626,-0.5489999999999999,-0.6499999999999999,-0.639,-0.6245,-0.5535000000000001,-0.6255,-0.6140000000000001
0.5,0.8,-0.6635,-0.579,-0.657,-0.65,,,,,-0.6715,-0.6845000000000001,-0.683,-0.7015
0.5,0.9,-0.7484999999999999,-0.6585,-0.736,-0.7205,,,,,-0.7515000000000001,-0.783,-0.765,-0.763
0.6,0.7,-0.6275,-0.5325,-0.613,-0.5825,-0.627,-0.504,-0.6000000000000001,-0.568,-0.613,-0.48199999999999993,-0.591,-0.563
0.6,0.8,-0.661,-0.5535000000000001,-0.6519999999999999,-0.6239999999999999,,,,,-0.6635,-0.6225,-0.667,-0.6579999999999999
0.6,0.9,-0.7535000000000001,-0.638,-0.742,-0.725,,,,,-0.7595000000000001,-0.7695,-0.7625,-0.774
0.7,0.8,-0.6845,-0.5955,-0.669,-0.6585,-0.6875,-0.5780000000000001,-0.681,-0.6625,-0.6805,-0.5559999999999999,-0.643,-0.6245
0.7,0.9,-0.7465,-0.6595000000000001,-0.745,-0.7314999999999999,,,,,-0.752,-0.778,-0.7685000000000001,-0.7825
0.8,0.9,-0.761,-0.634,-0.746,-0.7355,,,,,-0.765,-0.6699999999999999,-0.7595,-0.7495
0.01,0.02,-0.08700000000000008,-0.041000000000000036,-0.08750000000000002,-0.08599999999999997,,,,,-0.09050000000000002,-0.17700000000000005,-0.10950000000000004,-0.13249999999999995
0.01,0.03,-0.122,-0.08200000000000007,-0.11599999999999999,-0.12250000000000005,,,,,-0.12549999999999994,-0.21850000000000003,-0.14149999999999996,-0.16700000000000004
0.01,0.04,-0.15450000000000008,-0.09999999999999998,-0.13850000000000007,-0.134,,,,,-0.15800000000000003,-0.22799999999999998,-0.16700000000000004,-0.18300000000000005
0.01,0.05,-0.1645000000000001,-0.09750000000000003,-0.17049999999999998,-0.15300000000000002,,,,,-0.17100000000000004,-0.237,-0.1985,-0.2015
0.01,0.06,-0.2025,-0.10950000000000004,-0.18999999999999995,-0.18099999999999994,,,,,-0.20750000000000002,-0.262,-0.21199999999999997,-0.22099999999999997
