m,M,epsilon_of_M,delta_of_M,correct_empirical_probability_laplace,correct_empirical_probability_gaussian,correct_empirical_probability_exponential,correct_empirical_probability_exponential_mechanism
0.98,0.98,0.25,2.2500450006750097e-10,0.073,0.0545,0.037,0.048
0.99,0.99,0.25,2.2500450006750097e-10,0.044,0.026,0.02,0.0225
0.1,0.2,0.25,2.2500450006750097e-10,0.6475,0.5705,0.6145,0.6035
0.1,0.3,0.25,2.2500450006750097e-10,0.56,0.5085,0.5395,0.522
0.1,0.4,0.25,2.2500450006750097e-10,0.51,0.4465,0.4945,0.4885
0.1,0.5,0.25,2.2500450006750097e-10,0.4725,0.4365,0.467,0.4615
0.1,0.6,0.25,2.2500450006750097e-10,0.443,0.3855,0.4195,0.397
0.1,0.7,0.25,2.2500450006750097e-10,0.3745,0.323,0.3555,0.338
0.1,0.8,0.25,2.2500450006750097e-10,0.319,0.29,0.3,0.3135
0.1,0.9,0.25,2.2500450006750097e-10,0.253,0.188,0.2315,0.205
0.2,0.3,0.25,2.2500450006750097e-10,0.567,0.518,0.5385,0.5285
0.2,0.4,0.25,2.2500450006750097e-10,0.5045,0.4615,0.498,0.4955
0.2,0.5,0.25,2.2500450006750097e-10,0.4705,0.4325,0.459,0.4525
0.2,0.6,0.25,2.2500450006750097e-10,0.4085,0.3585,0.4025,0.3985
0.2,0.7,0.25,2.2500450006750097e-10,0.372,0.3365,0.371,0.3485
0.2,0.8,0.25,2.2500450006750097e-10,0.322,0.278,0.296,0.2835
0.2,0.9,0.25,2.2500450006750097e-10,0.2515,0.1865,0.227,0.203
0.3,0.4,0.25,2.2500450006750097e-10,0.502,0.468,0.501,0.484
0.3,0.5,0.25,2.2500450006750097e-10,0.452,0.422,0.4225,0.436
0.3,0.6,0.25,2.2500450006750097e-10,0.4125,0.3755,0.3985,0.389
0.3,0.7,0.25,2.2500450006750097e-10,0.3665,0.3205,0.3455,0.3395
0.3,0.8,0.25,2.2500450006750097e-10,0.321,0.264,0.2895,0.286
0.3,0.9,0.25,2.2500450006750097e-10,0.2295,0.193,0.212,0.1915
0.4,0.5,0.25,2.2500450006750097e-10,0.4385,0.393,0.4315,0.4175
0.4,0.6,0.25,2.2500450006750097e-10,0.406,0.378,0.3895,0.3815
0.4,0.7,0.25,2.2500450006750097e-10,0.3765,0.3265,0.349,0.334
0.4,0.8,0.25,2.2500450006750097e-10,0.3245,0.277,0.2895,0.273
0.4,0.9,0.25,2.2500450006750097e-10,0.246,0.1885,0.2175,0.197
0.5,0.6,0.25,2.2500450006750097e-10,0.436,0.3745,0.4145,0.3935
0.5,0.7,0.25,2.2500450006750097e-10,0.3775,0.3265,0.364,0.3465
0.5,0.8,0.25,2.2500450006750097e-10,0.318,0.27,0.307,0.292
0.5,0.9,0.25,2.2500450006750097e-10,0.262,0.2015,0.212,0.1835
0.6,0.7,0.25,2.2500450006750097e-10,0.377,0.32,0.3345,0.338
0.6,0.8,0.25,2.2500450006750097e-10,0.3035,0.2605,0.284,0.2635
0.6,0.9,0.25,2.2500450006750097e-10,0.2565,0.1985,0.1955,0.1945
0.7,0.8,0.25,2.2500450006750097e-10,0.2985,0.25,0.2805,0.271
0.7,0.9,0.25,2.2500450006750097e-10,0.2385,0.1775,0.1995,0.1895
0.8,0.9,0.25,2.2500450006750097e-10,0.225,0.173,0.1805,0.1855
0.01,0.02,0.25,2.2500450006750097e-10,0.8715,0.7015,0.83,0.767
0.01,0.03,0.25,2.2500450006750097e-10,0.8425,0.69,0.78,0.7535
0.01,0.04,0.25,2.2500450006750097e-10,0.813,0.684,0.7675,0.734
0.01,0.05,0.25,2.2500450006750097e-10,0.7795,0.6725,0.749,0.7205
0.01,0.06,0.25,2.2500450006750097e-10,0.785,0.6885,0.755,0.7135
0.01,0.07,0.25,2.2500450006750097e-10,0.763,0.651,0.7325,0.704
0.01,0.08,0.25,2.2500450006750097e-10,0.7425,0.638,0.699,0.705
0.01,0.09,0.25,2.2500450006750097e-10,0.7385,0.6505,0.712,0.6905
0.02,0.03,0.25,2.2500450006750097e-10,0.83,0.6915,0.797,0.7435
0.02,0.04,0.25,2.2500450006750097e-10,0.81,0.6695,0.7795,0.771
0.02,0.05,0.25,2.2500450006750097e-10,0.8055,0.666,0.7665,0.736
0.02,0.06,0.25,2.2500450006750097e-10,0.7725,0.6705,0.747,0.711
0.02,0.07,0.25,2.2500450006750097e-10,0.756,0.667,0.712,0.686
0.02,0.08,0.25,2.2500450006750097e-10,0.7415,0.6555,0.7115,0.6845
0.02,0.09,0.25,2.2500450006750097e-10,0.726,0.6505,0.693,0.6875
0.03,0.04,0.25,2.2500450006750097e-10,0.799,0.6825,0.7765,0.739
0.03,0.05,0.25,2.2500450006750097e-10,0.7835,0.68,0.764,0.7245
0.03,0.06,0.25,2.2500450006750097e-10,0.789,0.6525,0.759,0.7295
0.03,0.07,0.25,2.2500450006750097e-10,0.7565,0.658,0.727,0.69
0.03,0.08,0.25,2.2500450006750097e-10,0.761,0.6575,0.721,0.7045
0.03,0.09,0.25,2.2500450006750097e-10,0.74,0.6385,0.7175,0.699
0.04,0.05,0.25,2.2500450006750097e-10,0.788,0.6675,0.745,0.715
0.04,0.06,0.25,2.2500450006750097e-10,0.7615,0.6605,0.744,0.722
0.04,0.07,0.25,2.2500450006750097e-10,0.755,0.663,0.7405,0.6985
0.04,0.08,0.25,2.2500450006750097e-10,0.7415,0.631,0.722,0.6995
0.04,0.09,0.25,2.2500450006750097e-10,0.7275,0.6485,0.7085,0.6925
0.05,0.06,0.25,2.2500450006750097e-10,0.7595,0.6515,0.731,0.6895
0.05,0.07,0.25,2.2500450006750097e-10,0.762,0.671,0.733,0.725
0.05,0.08,0.25,2.2500450006750097e-10,0.741,0.65,0.715,0.6965
0.05,0.09,0.25,2.2500450006750097e-10,0.7255,0.648,0.707,0.6745
0.06,0.07,0.25,2.2500450006750097e-10,0.7705,0.672,0.7505,0.7075
0.06,0.08,0.25,2.2500450006750097e-10,0.7385,0.635,0.7075,0.694
0.06,0.09,0.25,2.2500450006750097e-10,0.743,0.6515,0.726,0.687
0.07,0.08,0.25,2.2500450006750097e-10,0.742,0.6445,0.7265,0.704
0.07,0.09,0.25,2.2500450006750097e-10,0.737,0.6535,0.7135,0.6825
0.08,0.09,0.25,2.2500450006750097e-10,0.726,0.647,0.7085,0.6765
