m,M,epsilon_of_M,delta_of_M,correct_empirical_probability_laplace,correct_empirical_probability_gaussian,correct_empirical_probability_exponential,correct_empirical_probability_exponential_mechanism
0.0,0.0,0.25,2.2500450006750097e-10,0.9435,0.712,0.8825,0.8165
0.01,0.01,0.25,2.2500450006750097e-10,0.928,0.703,0.889,0.8105
0.02,0.02,0.25,2.2500450006750097e-10,0.9385,0.72,0.884,0.8115
0.03,0.03,0.25,2.2500450006750097e-10,0.9435,0.7315,0.8915,0.809
0.04,0.04,0.25,2.2500450006750097e-10,0.946,0.7285,0.876,0.8075
0.05,0.05,0.25,2.2500450006750097e-10,0.9395,0.715,0.8895,0.7965
0.06,0.06,0.25,2.2500450006750097e-10,0.9305,0.724,0.89,0.8105
0.07,0.07,0.25,2.2500450006750097e-10,0.935,0.7295,0.887,0.8165
0.08,0.08,0.25,2.2500450006750097e-10,0.932,0.7205,0.8985,0.827
0.09,0.09,0.25,2.2500450006750097e-10,0.931,0.7245,0.896,0.822
0.1,0.1,0.25,2.2500450006750097e-10,0.928,0.7065,0.884,0.828
0.11,0.11,0.25,2.2500450006750097e-10,0.9375,0.712,0.878,0.828
0.12,0.12,0.25,2.2500450006750097e-10,0.941,0.737,0.8795,0.8225
0.13,0.13,0.25,2.2500450006750097e-10,0.935,0.7255,0.887,0.8325
0.14,0.14,0.25,2.2500450006750097e-10,0.9345,0.7075,0.885,0.8145
0.15,0.15,0.25,2.2500450006750097e-10,0.9355,0.719,0.8815,0.81
0.16,0.16,0.25,2.2500450006750097e-10,0.9475,0.7335,0.889,0.7975
0.17,0.17,0.25,2.2500450006750097e-10,0.936,0.734,0.877,0.791
0.18,0.18,0.25,2.2500450006750097e-10,0.9355,0.708,0.877,0.8095
0.19,0.19,0.25,2.2500450006750097e-10,0.932,0.7185,0.8845,0.8075
0.2,0.2,0.25,2.2500450006750097e-10,0.938,0.7115,0.872,0.815
0.21,0.21,0.25,2.2500450006750097e-10,0.9345,0.7325,0.8935,0.8105
0.22,0.22,0.25,2.2500450006750097e-10,0.937,0.7145,0.8815,0.7895
0.23,0.23,0.25,2.2500450006750097e-10,0.938,0.7265,0.877,0.812
0.24,0.24,0.25,2.2500450006750097e-10,0.9365,0.7025,0.886,0.805
0.25,0.25,0.25,2.2500450006750097e-10,0.936,0.7125,0.876,0.8145
0.26,0.26,0.25,2.2500450006750097e-10,0.9335,0.726,0.8775,0.8145
0.27,0.27,0.25,2.2500450006750097e-10,0.938,0.698,0.883,0.798
0.28,0.28,0.25,2.2500450006750097e-10,0.9475,0.721,0.8885,0.821
0.29,0.29,0.25,2.2500450006750097e-10,0.944,0.7105,0.8845,0.809
0.3,0.3,0.25,2.2500450006750097e-10,0.9365,0.7405,0.8885,0.812
0.31,0.31,0.25,2.2500450006750097e-10,0.9415,0.7245,0.896,0.813
0.32,0.32,0.25,2.2500450006750097e-10,0.9405,0.7195,0.8855,0.818
0.33,0.33,0.25,2.2500450006750097e-10,0.9375,0.7295,0.895,0.806
0.34,0.34,0.25,2.2500450006750097e-10,0.938,0.711,0.8725,0.822
0.35,0.35,0.25,2.2500450006750097e-10,0.9285,0.7185,0.8735,0.798
0.36,0.36,0.25,2.2500450006750097e-10,0.943,0.714,0.889,0.8025
0.37,0.37,0.25,2.2500450006750097e-10,0.939,0.7225,0.8915,0.8025
0.38,0.38,0.25,2.2500450006750097e-10,0.936,0.723,0.898,0.8095
0.39,0.39,0.25,2.2500450006750097e-10,0.9375,0.7125,0.8755,0.819
0.4,0.4,0.25,2.2500450006750097e-10,0.9345,0.732,0.8815,0.8105
0.41,0.41,0.25,2.2500450006750097e-10,0.934,0.739,0.8925,0.824
0.42,0.42,0.25,2.2500450006750097e-10,0.94,0.722,0.8845,0.813
0.43,0.43,0.25,2.2500450006750097e-10,0.934,0.7325,0.9,0.8185
