m,M,epsilon_of_M,delta_of_M,correct_empirical_probability_laplace,correct_empirical_probability_gaussian,correct_empirical_probability_exponential,correct_empirical_probability_exponential_mechanism
0.0,0.0,0.5,2.2500450006750097e-10,0.996,0.8725,0.9755,0.9545
0.01,0.01,0.5,2.2500450006750097e-10,0.963,0.839,0.937,0.9105
0.02,0.02,0.5,2.2500450006750097e-10,0.9075,0.8055,0.8995,0.861
0.03,0.03,0.5,2.2500450006750097e-10,0.8855,0.8,0.862,0.839
0.04,0.04,0.5,2.2500450006750097e-10,0.8405,0.758,0.8325,0.8055
0.05,0.05,0.5,2.2500450006750097e-10,0.8335,0.771,0.8095,0.8055
0.06,0.06,0.5,2.2500450006750097e-10,0.7985,0.7345,0.7835,0.7795
0.07,0.07,0.5,2.2500450006750097e-10,0.768,0.7265,0.756,0.751
0.08,0.08,0.5,2.2500450006750097e-10,0.757,0.7035,0.7505,0.736
0.09,0.09,0.5,2.2500450006750097e-10,0.737,0.704,0.734,0.7215
0.1,0.1,0.5,2.2500450006750097e-10,0.7395,0.6915,0.731,0.714
0.11,0.11,0.5,2.2500450006750097e-10,0.722,0.693,0.716,0.72
0.12,0.12,0.5,2.2500450006750097e-10,0.7075,0.6835,0.7015,0.6985
0.13,0.13,0.5,2.2500450006750097e-10,0.704,0.6885,0.707,0.6915
0.14,0.14,0.5,2.2500450006750097e-10,0.6935,0.6555,0.676,0.679
0.15,0.15,0.5,2.2500450006750097e-10,0.684,0.6525,0.6725,0.684
0.16,0.16,0.5,2.2500450006750097e-10,0.6785,0.6525,0.6765,0.68
0.17,0.17,0.5,2.2500450006750097e-10,0.6535,0.6235,0.655,0.642
0.18,0.18,0.5,2.2500450006750097e-10,0.645,0.615,0.6395,0.639
0.19,0.19,0.5,2.2500450006750097e-10,0.634,0.621,0.636,0.6335
0.2,0.2,0.5,2.2500450006750097e-10,0.652,0.6035,0.645,0.635
0.21,0.21,0.5,2.2500450006750097e-10,0.626,0.603,0.6225,0.618
0.22,0.22,0.5,2.2500450006750097e-10,0.6175,0.6055,0.6125,0.609
0.23,0.23,0.5,2.2500450006750097e-10,0.6195,0.5935,0.619,0.604
0.24,0.24,0.5,2.2500450006750097e-10,0.6045,0.6045,0.5985,0.589
0.25,0.25,0.5,2.2500450006750097e-10,0.5835,0.568,0.5825,0.5905
0.26,0.26,0.5,2.2500450006750097e-10,0.608,0.588,0.606,0.604
0.27,0.27,0.5,2.2500450006750097e-10,0.595,0.5695,0.5865,0.584
0.28,0.28,0.5,2.2500450006750097e-10,0.6115,0.577,0.593,0.593
0.29,0.29,0.5,2.2500450006750097e-10,0.584,0.5735,0.5795,0.574
0.3,0.3,0.5,2.2500450006750097e-10,0.571,0.556,0.5735,0.5615
0.31,0.31,0.5,2.2500450006750097e-10,0.582,0.539,0.5655,0.5685
0.32,0.32,0.5,2.2500450006750097e-10,0.5475,0.536,0.5395,0.536
0.33,0.33,0.5,2.2500450006750097e-10,0.5545,0.5295,0.549,0.546
0.34,0.34,0.5,2.2500450006750097e-10,0.5495,0.539,0.5445,0.541
0.35,0.35,0.5,2.2500450006750097e-10,0.547,0.52,0.5475,0.535
0.36,0.36,0.5,2.2500450006750097e-10,0.554,0.532,0.551,0.543
0.37,0.37,0.5,2.2500450006750097e-10,0.5505,0.513,0.5495,0.5395
0.38,0.38,0.5,2.2500450006750097e-10,0.543,0.5205,0.5465,0.541
