m,M,epsilon_of_M,delta_of_M,correct_empirical_probability_laplace,correct_empirical_probability_gaussian,correct_empirical_probability_exponential,correct_empirical_probability_exponential_mechanism
0.0,0.0,0.24999999999999997,2.2500450006750097e-10,0.9385,0.719,0.8875,0.8135
0.01,0.01,0.2477855577623473,2.2275445506682583e-10,0.9315,0.704,0.8835,0.814
0.02,0.02,0.24556620088507242,2.2050441006615078e-10,0.9425,0.703,0.8825,0.8145
0.03,0.03,0.24334190750495657,2.1825436506547592e-10,0.931,0.711,0.882,0.803
0.04,0.04,0.24111265561256523,2.1600432006480083e-10,0.928,0.7005,0.8775,0.815
0.05,0.05,0.23887842305094018,2.1375427506412576e-10,0.9285,0.714,0.866,0.807
0.06,0.06,0.23663918751428026,2.115042300634509e-10,0.9375,0.7185,0.875,0.793
0.07,0.07,0.23439492654660343,2.0925418506277583e-10,0.9205,0.7165,0.854,0.7845
0.08,0.08,0.2321456175403962,2.0700414006210094e-10,0.921,0.707,0.8675,0.7955
0.09,0.09,0.229891237735247,2.0475409506142587e-10,0.9235,0.6895,0.8675,0.782
0.1,0.1,0.2276317642164649,2.0250405006075078e-10,0.9265,0.724,0.876,0.7835
0.11,0.11,0.2253671739136807,2.0025400506007576e-10,0.922,0.699,0.8535,0.772
0.12,0.12,0.22309744359943548,1.9800396005940085e-10,0.9275,0.708,0.862,0.774
0.13,0.13,0.22082254988774924,1.9575391505872575e-10,0.916,0.7075,0.8695,0.79
0.14,0.14,0.21854246923267656,1.9350387005805068e-10,0.911,0.7005,0.8605,0.765
0.15,0.15,0.21625717792684404,1.9125382505737582e-10,0.9095,0.684,0.862,0.769
0.16,0.16,0.2139666520999698,1.8900378005670073e-10,0.896,0.6835,0.849,0.761
0.17,0.17,0.21167086771737015,1.8675373505602566e-10,0.9195,0.6955,0.85,0.7955
0.18,0.18,0.2093698005784441,1.8450369005535077e-10,0.9025,0.6935,0.8485,0.754
0.19,0.19,0.20706342631514338,1.822536450546757e-10,0.9155,0.6875,0.8445,0.7675
0.2,0.2,0.2047517203904249,1.800036000540008e-10,0.9165,0.6565,0.8415,0.7705
0.21,0.21,0.20243465809668282,1.7775355505332577e-10,0.913,0.6795,0.8575,0.735
0.22,0.22,0.20011221455416608,1.7550351005265068e-10,0.9025,0.67,0.8345,0.769
0.23,0.23,0.19778436470937377,1.7325346505197566e-10,0.8965,0.6575,0.835,0.756
0.24,0.24,0.19545108333343392,1.7100342005130077e-10,0.9005,0.6495,0.8405,0.7595
0.25,0.25,0.19311234502046387,1.6875337505062563e-10,0.8955,0.6525,0.8315,0.752
0.26,0.26,0.19076812418590924,1.665033300499506e-10,0.8985,0.6595,0.8425,0.7535
0.27,0.27,0.18841839506486482,1.6425328504927567e-10,0.8835,0.665,0.821,0.716
0.28,0.28,0.18606313171037664,1.6200324004860063e-10,0.889,0.663,0.827,0.7185
0.29,0.29,0.18370230799172077,1.5975319504792558e-10,0.8865,0.6765,0.8235,0.7305
0.3,0.3,0.1813358975926658,1.575031500472507e-10,0.884,0.645,0.8205,0.7175
0.31,0.31,0.17896387400971184,1.5525310504657563e-10,0.876,0.6525,0.8245,0.712
0.32,0.32,0.17658621055030907,1.530030600459006e-10,0.8685,0.643,0.81,0.707
0.33,0.33,0.17420288033105638,1.5075301504522565e-10,0.8735,0.6455,0.808,0.719
0.34,0.34,0.17181385627587667,1.4850297004455058e-10,0.8775,0.631,0.813,0.6995
0.35,0.35,0.1694191111141721,1.4625292504387556e-10,0.8775,0.6505,0.8095,0.725
0.36,0.36,0.16701861737895565,1.4400288004320062e-10,0.862,0.6435,0.799,0.702
0.37,0.37,0.1646123474049608,1.4175283504252555e-10,0.86,0.619,0.8,0.703
0.38,0.38,0.1622002733267292,1.3950279004185054e-10,0.8665,0.63,0.8,0.711
0.39,0.39,0.159782367076674,1.372527450411756e-10,0.859,0.6455,0.79,0.6975
0.4,0.4,0.1573586003831194,1.3500270004050055e-10,0.8505,0.624,0.769,0.6925
0.41,0.41,0.1549289447683191,1.3275265503982554e-10,0.859,0.627,0.776,0.671
0.42,0.42,0.15249337154644674,1.3050261003915057e-10,0.8485,0.6135,0.7785,0.6605
0.43,0.43,0.1500518518215649,1.282525650384755e-10,0.83,0.629,0.779,0.676
0.44,0.44,0.1476043564855684,1.260025200378005e-10,0.8415,0.6025,0.7725,0.663
0.45,0.45,0.14515085621610022,1.2375247503712555e-10,0.8225,0.6055,0.7835,0.6535
0.46,0.46,0.14269132147444627,1.2150243003645048e-10,0.8315,0.605,0.742,0.6685
0.47,0.47,0.14022572250339935,1.1925238503577549e-10,0.833,0.5995,0.767,0.6445
0.48,0.48,0.1377540293251003,1.1700234003510052e-10,0.826,0.596,0.7525,0.633
0.49,0.49,0.13527621173885068,1.1475229503442544e-10,0.8215,0.577,0.7375,0.641
0.5,0.5,0.13279223931889825,1.1250225003375049e-10,0.8125,0.577,0.7385,0.635
0.51,0.51,0.13030208141219576,1.1025220503307539e-10,0.804,0.5775,0.734,0.6455
0.52,0.52,0.12780570713613162,1.0800216003240041e-10,0.8085,0.596,0.733,0.626
0.53,0.53,0.12530308537623067,1.0575211503172545e-10,0.807,0.569,0.7315,0.6375
0.54,0.54,0.12279418478382828,1.0350207003105037e-10,0.797,0.5745,0.721,0.635
0.55,0.55,0.12027897377371442,1.0125202503037539e-10,0.8015,0.5625,0.72,0.604
0.56,0.56,0.11775742052174641,9.900198002970042e-11,0.7885,0.5645,0.702,0.5955
0.57,0.57,0.11522949296243468,9.675193502902542e-11,0.784,0.5565,0.6995,0.604
0.58,0.58,0.11269515878649454,9.450189002835036e-11,0.781,0.549,0.6785,0.606
0.59,0.59,0.11015438543836982,9.225184502767539e-11,0.7715,0.564,0.699,0.573
0.6,0.6,0.10760714011372241,9.00018000270004e-11,0.7535,0.5505,0.6715,0.5905
0.61,0.61,0.10505338975689195,8.775175502632534e-11,0.7575,0.5345,0.677,0.559
0.62,0.62,0.10249310105832164,8.550171002565039e-11,0.748,0.5395,0.6515,0.5615
0.63,0.63,0.09992624045195068,8.32516650249753e-11,0.7335,0.5255,0.655,0.5445
0.64,0.64,0.09735277411257505,8.100162002430031e-11,0.748,0.5145,0.637,0.5475
0.65,0.65,0.09477266795317243,7.875157502362535e-11,0.7535,0.536,0.6315,0.536
0.66,0.66,0.09218588762219261,7.65015300229503e-11,0.7245,0.509,0.632,0.5205
0.67,0.67,0.08959239850081431,7.425148502227529e-11,0.7175,0.4795,0.5985,0.4975
0.68,0.68,0.08699216570016496,7.200144002160027e-11,0.717,0.4855,0.5995,0.495
0.69,0.69,0.08438515405850369,6.97513950209253e-11,0.7275,0.48,0.6025,0.4955
0.7,0.7,0.08177132813837006,6.750135002025028e-11,0.709,0.468,0.5635,0.4765
0.71,0.71,0.07915065222369184,6.525130501957529e-11,0.695,0.4805,0.572,0.4845
0.72,0.72,0.07652309031685876,6.300126001890026e-11,0.68,0.462,0.556,0.489
0.73,0.73,0.07388860613575429,6.075121501822524e-11,0.6845,0.4525,0.565,0.477
0.74,0.74,0.07124716311074951,5.850117001755026e-11,0.66,0.452,0.539,0.446
0.75,0.75,0.06859872438165848,5.6251125016875243e-11,0.627,0.4285,0.506,0.4355
0.76,0.76,0.0659432527946505,5.400108001620021e-11,0.637,0.432,0.506,0.448
0.77,0.77,0.0632807108991239,5.1751035015525184e-11,0.603,0.429,0.496,0.419
0.78,0.78,0.060611060944536714,4.950099001485021e-11,0.641,0.431,0.468,0.4145
0.79,0.79,0.0579342648771941,4.725094501417518e-11,0.627,0.396,0.4605,0.3905
0.8,0.8,0.05525028433699526,4.5000900013500165e-11,0.614,0.4085,0.4665,0.3875
0.81,0.81,0.05255908065413429,4.275085501282517e-11,0.567,0.3865,0.427,0.377
0.82,0.82,0.049860614845756726,4.050081001215016e-11,0.5715,0.41,0.4245,0.3685
0.83,0.83,0.0471548476125726,3.825076501147518e-11,0.5615,0.367,0.419,0.3315
0.84,0.84,0.04444173933542095,3.6000720010800155e-11,0.5345,0.35,0.3815,0.326
0.85,0.85,0.04172125007179036,3.375067501012514e-11,0.522,0.36,0.36,0.311
0.86,0.86,0.03899333955228991,3.150063000945013e-11,0.5255,0.358,0.332,0.272
0.87,0.87,0.036257967177072234,2.925058500877513e-11,0.475,0.348,0.3125,0.2705
0.88,0.88,0.03351509201220893,2.7000540008100104e-11,0.4765,0.323,0.311,0.2415
0.89,0.89,0.03076467278601463,2.4750495007425106e-11,0.423,0.315,0.2705,0.256
0.9,0.9,0.02800666788532009,2.2500450006750082e-11,0.414,0.3075,0.2325,0.219
0.91,0.91,0.025241035351696132,2.0250405006075075e-11,0.4005,0.2715,0.234,0.205
0.92,0.92,0.022467732877621736,1.8000360005400065e-11,0.339,0.242,0.195,0.1745
0.93,0.93,0.019686717802602345,1.575031500472505e-11,0.3105,0.2545,0.174,0.148
0.94,0.94,0.016897947109231676,1.350027000405007e-11,0.2735,0.2175,0.1315,0.129
0.95,0.95,0.014101377419198561,1.1250225003375057e-11,0.252,0.191,0.126,0.1305
0.96,0.96,0.011296964989239764,9.000180002700044e-12,0.2005,0.175,0.0995,0.089
0.97,0.97,0.008484665707033866,6.750135002025035e-12,0.148,0.1595,0.067,0.069
0.98,0.98,0.005664435087037313,4.500090001350022e-12,0.0905,0.1205,0.052,0.0495
0.99,0.99,0.0028362282662637065,2.250045000675011e-12,0.044,0.083,0.023,0.024
0.1,0.2,1.204751720390425,2.0250405006075078e-10,1.0,0.992,1.0,0.9975
0.1,0.3,2.181335897592665,2.0250405006075078e-10,1.0,1.0,1.0,1.0
0.1,0.4,3.1573586003831196,2.0250405006075078e-10,1.0,1.0,1.0,1.0
0.1,0.5,4.1327922393188965,2.0250405006075078e-10,1.0,1.0,1.0,1.0
0.1,0.6,5.1076071401137195,2.0250405006075078e-10,1.0,1.0,1.0,1.0
0.1,0.7,6.08177132813837,2.0250405006075078e-10,1.0,1.0,1.0,1.0
0.1,0.8,7.055250284336993,2.0250405006075078e-10,1.0,1.0,1.0,1.0
0.1,0.9,8.029507033393072,2.0250405006075078e-10,1.0,1.0,1.0,1.0
0.2,0.3,0.6813358975926657,1.800036000540008e-10,0.9985,0.923,0.9905,0.9815
0.2,0.4,1.1573586003831198,1.800036000540008e-10,1.0,0.989,0.9995,0.9995
0.2,0.5,1.632792239318899,1.800036000540008e-10,1.0,0.9995,1.0,1.0
0.2,0.6,2.1076071401137213,1.800036000540008e-10,1.0,1.0,1.0,1.0
0.2,0.7,2.5817713281383705,1.800036000540008e-10,1.0,1.0,1.0,1.0
0.2,0.8,3.0573522448022388,1.800036000540008e-10,1.0,1.0,1.0,1.0
0.2,0.9,4.184423931697395,1.800036000540008e-10,1.0,1.0,1.0,1.0
0.3,0.4,0.49069193371645264,1.575031500472507e-10,0.994,0.8615,0.971,0.949
0.3,0.5,0.7994589059855651,1.575031500472507e-10,0.999,0.95,0.996,0.9895
0.3,0.6,1.107607140113722,1.575031500472507e-10,1.0,0.986,0.9995,1.0
0.3,0.7,1.4170752389268555,1.575031500472507e-10,1.0,0.9975,0.999,0.9995
0.3,0.8,1.8318256398571757,1.575031500472507e-10,1.0,0.9995,1.0,1.0
0.3,0.9,3.1680653810118518,1.575031500472507e-10,1.0,1.0,1.0,1.0
0.4,0.5,0.3827922393188983,1.3500270004050055e-10,0.984,0.827,0.9515,0.9015
0.4,0.6,0.6088428159118883,1.3500270004050055e-10,0.998,0.907,0.9825,0.9745
0.4,0.7,0.8614405358423055,1.3500270004050055e-10,1.0,0.9545,0.9975,0.992
0.4,0.8,1.2587587916218512,1.3500270004050055e-10,1.0,0.9915,0.9995,1.0
