m,M,epsilon_of_M,delta_of_M,correct_empirical_probability_laplace,correct_empirical_probability_gaussian,correct_empirical_probability_exponential,correct_empirical_probability_exponential_mechanism
0.4,0.9,2.5947726679531735,1.3500270004050055e-10,1.0,1.0,1.0,1.0
0.5,0.6,0.3136329875496596,1.1250225003375049e-10,0.9695,0.7635,0.92,0.8715
0.5,0.7,0.5281196739639037,1.1250225003375049e-10,0.9985,0.883,0.979,0.9595
0.5,0.8,0.8877165533807065,1.1250225003375049e-10,1.0,0.964,0.999,0.9965
0.5,0.9,2.0817713281383723,1.1250225003375049e-10,1.0,0.9995,1.0,1.0
0.6,0.7,0.3186641024073341,9.00018000270004e-11,0.967,0.7685,0.921,0.8715
0.6,0.8,0.5900686112809056,9.00018000270004e-11,0.9985,0.8965,0.9855,0.974
0.6,0.9,1.5685987243816586,9.00018000270004e-11,1.0,0.9995,1.0,1.0
0.7,0.8,0.3785816129429086,6.750135002025028e-11,0.981,0.794,0.952,0.918
0.7,0.9,1.0552502843369957,6.750135002025028e-11,1.0,0.9825,0.9975,0.9975
0.8,0.9,0.5417212500717896,4.5000900013500165e-11,0.998,0.871,0.978,0.96
0.01,0.02,1.2455662008850723,2.2275445506682583e-10,1.0,0.993,1.0,0.999
0.01,0.03,2.243341907504956,2.2275445506682583e-10,1.0,1.0,1.0,1.0
0.01,0.04,3.2411126556125662,2.2275445506682583e-10,1.0,1.0,1.0,1.0
0.01,0.05,4.238878423050941,2.2275445506682583e-10,1.0,1.0,1.0,1.0
0.01,0.06,5.23663918751428,2.2275445506682583e-10,1.0,1.0,1.0,1.0
0.01,0.07,6.234394926546604,2.2275445506682583e-10,1.0,1.0,1.0,1.0
0.01,0.08,7.232145617540397,2.2275445506682583e-10,1.0,1.0,1.0,1.0
0.01,0.09,8.229891237735247,2.2275445506682583e-10,1.0,1.0,1.0,1.0
0.02,0.03,0.7433419075049563,2.2050441006615078e-10,1.0,0.9395,0.9945,0.9885
0.02,0.04,1.241112655612565,2.2050441006615078e-10,1.0,0.9955,0.999,0.9995
0.02,0.05,1.7388784230509404,2.2050441006615078e-10,1.0,0.9995,1.0,1.0
0.02,0.06,2.236639187514281,2.2050441006615078e-10,1.0,1.0,1.0,1.0
0.02,0.07,2.734394926546604,2.2050441006615078e-10,1.0,1.0,1.0,1.0
0.02,0.08,3.232145617540396,2.2050441006615078e-10,1.0,1.0,1.0,1.0
0.02,0.09,3.7298912377352456,2.2050441006615078e-10,1.0,1.0,1.0,1.0
0.03,0.04,0.5744459889458984,2.1825436506547592e-10,0.999,0.8875,0.9845,0.968
0.03,0.05,0.9055450897176072,2.1825436506547592e-10,1.0,0.9635,0.9975,0.992
0.03,0.06,1.2366391875142804,2.1825436506547592e-10,1.0,0.992,0.9995,0.999
0.03,0.07,1.5677282598799365,2.1825436506547592e-10,1.0,0.998,1.0,1.0
0.03,0.08,1.8988122842070634,2.1825436506547592e-10,1.0,1.0,1.0,1.0
0.03,0.09,2.2298912377352464,2.1825436506547592e-10,1.0,1.0,1.0,0.9995
0.04,0.05,0.48887842305094,2.1600432006480083e-10,0.9955,0.8675,0.9785,0.946
0.04,0.06,0.73663918751428,2.1600432006480083e-10,0.9995,0.9375,0.995,0.988
0.04,0.07,0.9843949265466035,2.1600432006480083e-10,0.9995,0.979,0.999,0.998
0.04,0.08,1.2321456175403964,2.1600432006480083e-10,1.0,0.993,1.0,1.0
0.04,0.09,1.4798912377352464,2.1600432006480083e-10,1.0,0.998,1.0,1.0
0.05,0.06,0.4366391875142801,2.1375427506412576e-10,0.991,0.8345,0.9635,0.937
0.05,0.07,0.6343949265466036,2.1375427506412576e-10,1.0,0.91,0.9885,0.978
0.05,0.08,0.8321456175403962,2.1375427506412576e-10,1.0,0.963,0.9975,0.9945
0.05,0.09,1.0298912377352463,2.1375427506412576e-10,1.0,0.984,0.9985,0.9985
0.06,0.07,0.40106159321327006,2.115042300634509e-10,0.986,0.8285,0.9575,0.906
0.06,0.08,0.5654789508737297,2.115042300634509e-10,0.9985,0.887,0.9895,0.9705
0.06,0.09,0.7298912377352469,2.115042300634509e-10,0.999,0.941,0.992,0.985
0.07,0.08,0.37500276039753894,2.0925418506277583e-10,0.9745,0.8015,0.936,0.9195
0.07,0.09,0.5156055234495326,2.0925418506277583e-10,0.9965,0.8645,0.9805,0.954
0.08,0.09,0.35489123773524706,2.0700414006210094e-10,0.976,0.7945,0.942,0.8985
