m,M,epsilon_of_M,delta_of_M,correct_empirical_probability_laplace,correct_empirical_probability_gaussian,correct_empirical_probability_exponential,correct_empirical_probability_exponential_mechanism
0.0,0.0,0.25,9.432016056618942e-10,0.8635,0.4925,0.688,0.567
0.01,0.01,0.25,9.432016056618942e-10,0.867,0.4855,0.689,0.5785
0.02,0.02,0.25,9.432016056618942e-10,0.862,0.4725,0.6895,0.5985
0.03,0.03,0.25,9.432016056618942e-10,0.863,0.49,0.703,0.571
0.04,0.04,0.25,9.432016056618942e-10,0.868,0.49,0.696,0.602
0.05,0.05,0.25,9.432016056618942e-10,0.8585,0.486,0.698,0.5705
0.06,0.06,0.25,9.432016056618942e-10,0.8775,0.48,0.685,0.595
0.07,0.07,0.25,9.432016056618942e-10,0.866,0.508,0.6795,0.5815
0.08,0.08,0.25,9.432016056618942e-10,0.87,0.493,0.6925,0.5625
0.09,0.09,0.25,9.432016056618942e-10,0.873,0.4605,0.7075,0.573
0.1,0.1,0.25,9.432016056618942e-10,0.862,0.489,0.692,0.5655
0.11,0.11,0.25,9.432016056618942e-10,0.8455,0.4755,0.705,0.588
0.12,0.12,0.25,9.432016056618942e-10,0.869,0.4725,0.7005,0.5675
0.13,0.13,0.25,9.432016056618942e-10,0.873,0.462,0.7025,0.573
0.14,0.14,0.25,9.432016056618942e-10,0.858,0.502,0.707,0.57
0.15,0.15,0.25,9.432016056618942e-10,0.8825,0.4895,0.705,0.579
0.16,0.16,0.25,9.432016056618942e-10,0.8635,0.4895,0.697,0.579
0.17,0.17,0.25,9.432016056618942e-10,0.8575,0.497,0.691,0.5705
0.18,0.18,0.25,9.432016056618942e-10,0.861,0.477,0.7005,0.5725
0.19,0.19,0.25,9.432016056618942e-10,0.872,0.475,0.6775,0.5635
0.2,0.2,0.25,9.432016056618942e-10,0.861,0.4975,0.694,0.5825
0.21,0.21,0.25,9.432016056618942e-10,0.8715,0.4805,0.6925,0.581
0.22,0.22,0.25,9.432016056618942e-10,0.853,0.4955,0.68,0.583
0.23,0.23,0.25,9.432016056618942e-10,0.8665,0.4635,0.68,0.5735
0.24,0.24,0.25,9.432016056618942e-10,0.873,0.487,0.701,0.5755
0.25,0.25,0.25,9.432016056618942e-10,0.8635,0.498,0.676,0.606
0.26,0.26,0.25,9.432016056618942e-10,0.863,0.485,0.6795,0.563
0.27,0.27,0.25,9.432016056618942e-10,0.8665,0.4815,0.686,0.575
0.28,0.28,0.25,9.432016056618942e-10,0.8505,0.4955,0.6935,0.5725
0.29,0.29,0.25,9.432016056618942e-10,0.8535,0.484,0.682,0.564
0.3,0.3,0.25,9.432016056618942e-10,0.872,0.482,0.6805,0.5555
0.31,0.31,0.25,9.432016056618942e-10,0.858,0.4775,0.6835,0.575
0.32,0.32,0.25,9.432016056618942e-10,0.8505,0.481,0.7035,0.563
0.33,0.33,0.25,9.432016056618942e-10,0.8615,0.5005,0.6865,0.5745
0.34,0.34,0.25,9.432016056618942e-10,0.8645,0.4915,0.7005,0.5745
0.35,0.35,0.25,9.432016056618942e-10,0.8525,0.492,0.6915,0.5755
0.36,0.36,0.25,9.432016056618942e-10,0.8595,0.471,0.6905,0.5765
0.37,0.37,0.25,9.432016056618942e-10,0.8575,0.4795,0.7075,0.5775
0.38,0.38,0.25,9.432016056618942e-10,0.871,0.4805,0.6855,0.564
0.39,0.39,0.25,9.432016056618942e-10,0.863,0.4875,0.6915,0.5745
0.4,0.4,0.25,9.432016056618942e-10,0.8745,0.492,0.695,0.5655
0.41,0.41,0.25,9.432016056618942e-10,0.8635,0.5035,0.6865,0.5715
0.42,0.42,0.25,9.432016056618942e-10,0.856,0.459,0.6785,0.5555
0.43,0.43,0.25,9.432016056618942e-10,0.877,0.4755,0.6855,0.563
0.44,0.44,0.25,9.432016056618942e-10,0.865,0.478,0.701,0.5585
0.45,0.45,0.25,9.432016056618942e-10,0.8735,0.4825,0.6915,0.5825
0.46,0.46,0.25,9.432016056618942e-10,0.86,0.492,0.6805,0.5475
0.47,0.47,0.25,9.432016056618942e-10,0.859,0.4785,0.7,0.5925
0.48,0.48,0.25,9.432016056618942e-10,0.86,0.496,0.684,0.561
0.49,0.49,0.25,9.432016056618942e-10,0.8675,0.484,0.689,0.565
0.5,0.5,0.25,9.432016056618942e-10,0.855,0.4845,0.6865,0.5815
0.51,0.51,0.25,9.432016056618942e-10,0.8625,0.486,0.6985,0.5495
0.52,0.52,0.25,9.432016056618942e-10,0.8655,0.4715,0.6875,0.59
0.53,0.53,0.25,9.432016056618942e-10,0.8585,0.4955,0.7,0.576
0.54,0.54,0.25,9.432016056618942e-10,0.866,0.5005,0.707,0.578
0.55,0.55,0.25,9.432016056618942e-10,0.849,0.4815,0.6905,0.5745
0.56,0.56,0.25,9.432016056618942e-10,0.8555,0.4785,0.711,0.577
0.57,0.57,0.25,9.432016056618942e-10,0.879,0.488,0.671,0.573
0.58,0.58,0.25,9.432016056618942e-10,0.868,0.471,0.6925,0.549
0.59,0.59,0.25,9.432016056618942e-10,0.8645,0.494,0.6815,0.581
0.6,0.6,0.25,9.432016056618942e-10,0.862,0.483,0.6905,0.559
0.61,0.61,0.25,9.432016056618942e-10,0.8555,0.4955,0.675,0.571
0.62,0.62,0.25,9.432016056618942e-10,0.8735,0.4885,0.6845,0.5945
0.63,0.63,0.25,9.432016056618942e-10,0.863,0.4815,0.6975,0.5655
0.64,0.64,0.25,9.432016056618942e-10,0.87,0.4775,0.7,0.572
0.65,0.65,0.25,9.432016056618942e-10,0.853,0.482,0.6985,0.5855
0.66,0.66,0.25,9.432016056618942e-10,0.8655,0.497,0.688,0.5735
0.67,0.67,0.25,9.432016056618942e-10,0.8675,0.4845,0.702,0.569
0.68,0.68,0.25,9.432016056618942e-10,0.8575,0.4875,0.673,0.5795
0.69,0.69,0.25,9.432016056618942e-10,0.8585,0.4815,0.69,0.566
0.7,0.7,0.25,9.432016056618942e-10,0.8675,0.4735,0.6935,0.58
0.71,0.71,0.25,9.432016056618942e-10,0.873,0.4895,0.6875,0.587
0.72,0.72,0.25,9.432016056618942e-10,0.872,0.4865,0.674,0.5565
0.73,0.73,0.25,9.432016056618942e-10,0.871,0.471,0.6885,0.569
0.74,0.74,0.25,9.432016056618942e-10,0.8775,0.4855,0.701,0.5895
0.75,0.75,0.25,9.432016056618942e-10,0.87,0.482,0.692,0.576
0.76,0.76,0.25,9.432016056618942e-10,0.853,0.4775,0.6915,0.5805
0.77,0.77,0.25,9.432016056618942e-10,0.857,0.4745,0.702,0.6
0.78,0.78,0.25,9.432016056618942e-10,0.869,0.4885,0.6925,0.585
0.79,0.79,0.25,9.432016056618942e-10,0.864,0.5145,0.678,0.585
0.8,0.8,0.25,9.432016056618942e-10,0.868,0.488,0.682,0.569
0.81,0.81,0.25,9.432016056618942e-10,0.855,0.492,0.692,0.58
0.82,0.82,0.25,9.432016056618942e-10,0.859,0.471,0.697,0.578
0.83,0.83,0.25,9.432016056618942e-10,0.8665,0.508,0.6915,0.5625
0.84,0.84,0.25,9.432016056618942e-10,0.865,0.48,0.7015,0.5825
0.85,0.85,0.25,9.432016056618942e-10,0.8575,0.4975,0.702,0.578
0.86,0.86,0.25,9.432016056618942e-10,0.8605,0.483,0.7065,0.573
0.87,0.87,0.25,9.432016056618942e-10,0.853,0.494,0.692,0.5865
0.88,0.88,0.25,9.432016056618942e-10,0.8665,0.477,0.687,0.577
0.89,0.89,0.25,9.432016056618942e-10,0.8595,0.481,0.6825,0.586
0.9,0.9,0.25,9.432016056618942e-10,0.861,0.501,0.6945,0.5865
0.91,0.91,0.25,9.432016056618942e-10,0.865,0.4995,0.6855,0.5645
0.92,0.92,0.25,9.432016056618942e-10,0.861,0.483,0.6935,0.5855
0.93,0.93,0.25,9.432016056618942e-10,0.862,0.4975,0.6785,0.5685
0.94,0.94,0.25,9.432016056618942e-10,0.8665,0.484,0.6825,0.59
0.95,0.95,0.25,9.432016056618942e-10,0.8615,0.4795,0.6965,0.59
