m,M,epsilon_of_M,delta_of_M,correct_empirical_probability_laplace,correct_empirical_probability_gaussian,correct_empirical_probability_exponential,correct_empirical_probability_exponential_mechanism
0.0,0.0,2.0,9.432016056618942e-10,1.0,0.9995,1.0,1.0
0.01,0.01,2.0086960664121003,9.527288946079735e-10,0.9905,0.957,0.986,0.988
0.02,0.02,2.017492331901557,9.624506180223406e-10,0.938,0.9065,0.933,0.923
0.03,0.03,2.0263908845731886,9.723727893421588e-10,0.8745,0.843,0.871,0.8645
0.04,0.04,2.0353938775840033,9.825016725644732e-10,0.828,0.8045,0.8285,0.822
0.05,0.05,2.044503531868755,9.92843795433573e-10,0.7825,0.7585,0.7845,0.7815
0.06,0.06,2.0537221390097278,1.0034059634701004e-09,0.7535,0.723,0.754,0.748
0.07,0.07,2.0630520642599994,1.0141952749052624e-09,0.706,0.6945,0.692,0.7025
0.08,0.08,2.0724957497301446,1.0252191365890157e-09,0.686,0.6645,0.683,0.679
0.09,0.09,2.0820557177490753,1.0364852809471368e-09,0.6635,0.644,0.667,0.661
0.1,0.1,2.091734574410594,1.0480017840687711e-09,0.628,0.616,0.63,0.625
0.11,0.11,2.101535013318088,1.0597770850133643e-09,0.6015,0.586,0.6005,0.5985
0.12,0.12,2.1114598195408156,1.0718200064339708e-09,0.5845,0.5845,0.588,0.589
0.13,0.13,2.121511873796272,1.084139776622867e-09,0.575,0.556,0.5755,0.5755
0.14,0.14,2.1316941568743455,1.096746053095226e-09,0.575,0.573,0.572,0.5705
0.15,0.15,2.142009754320214,1.1096489478375227e-09,0.5395,0.5405,0.54,0.54
0.16,0.16,2.152461861394364,1.122859054359398e-09,0.528,0.5185,0.5175,0.53
0.17,0.17,2.1630537883296337,1.1363874767010773e-09,0.4995,0.503,0.496,0.4965
0.18,0.18,2.1737889659069087,1.1502458605632856e-09,0.5075,0.4955,0.504,0.5065
0.19,0.19,2.1846709513729072,1.1644464267430794e-09,0.495,0.485,0.4895,0.487
0.2,0.2,2.1957034347255657,1.1790020070773678e-09,0.4715,0.472,0.4745,0.4685
0.21,0.21,2.2068902453947676,1.193926083116322e-09,0.468,0.459,0.466,0.467
0.22,0.22,2.21823535934864,1.209232827771659e-09,0.448,0.4565,0.453,0.457
0.23,0.23,2.229742906658366,1.2249371502102522e-09,0.429,0.4255,0.432,0.4345
0.24,0.24,2.24141717955747,1.2410547442919664e-09,0.44,0.44,0.445,0.4425
0.25,0.25,2.253262641034891,1.2576021408825257e-09,0.412,0.413,0.4045,0.4155
0.26,0.26,2.2652839340048287,1.2745967644079646e-09,0.3995,0.39,0.3985,0.4
0.27,0.27,2.2774858911004476,1.2920569940573896e-09,0.3955,0.389,0.397,0.4035
0.28,0.28,2.289873545143086,1.3100022300859646e-09,0.413,0.409,0.4165,0.4145
