m,M,epsilon_of_M,delta_of_M,correct_empirical_probability_laplace,correct_empirical_probability_gaussian,correct_empirical_probability_exponential,correct_empirical_probability_exponential_mechanism
0.0,0.0,0.25,9.432016056618942e-10,0.8615,0.4825,0.6975,0.5935
0.01,0.01,0.25,9.432016056618942e-10,0.816,0.4565,0.6405,0.5575
0.02,0.02,0.25,9.432016056618942e-10,0.7705,0.481,0.616,0.5445
0.03,0.03,0.25,9.432016056618942e-10,0.744,0.4365,0.594,0.5165
0.04,0.04,0.25,9.432016056618942e-10,0.7155,0.46,0.5915,0.5055
0.05,0.05,0.25,9.432016056618942e-10,0.6595,0.4265,0.567,0.4835
0.06,0.06,0.25,9.432016056618942e-10,0.6365,0.4295,0.5475,0.4475
0.07,0.07,0.25,9.432016056618942e-10,0.638,0.4215,0.543,0.4785
0.08,0.08,0.25,9.432016056618942e-10,0.5985,0.4195,0.523,0.4655
0.09,0.09,0.25,9.432016056618942e-10,0.5725,0.4025,0.513,0.452
0.1,0.1,0.25,9.432016056618942e-10,0.566,0.3935,0.476,0.4525
0.11,0.11,0.25,9.432016056618942e-10,0.57,0.3735,0.4865,0.438
0.12,0.12,0.25,9.432016056618942e-10,0.5275,0.365,0.4795,0.408
0.13,0.13,0.25,9.432016056618942e-10,0.497,0.3575,0.448,0.415
0.14,0.14,0.25,9.432016056618942e-10,0.5095,0.3645,0.4355,0.415
0.15,0.15,0.25,9.432016056618942e-10,0.4855,0.357,0.441,0.3975
0.16,0.16,0.25,9.432016056618942e-10,0.4705,0.36,0.423,0.385
0.17,0.17,0.25,9.432016056618942e-10,0.4685,0.3595,0.422,0.403
0.18,0.18,0.25,9.432016056618942e-10,0.4705,0.347,0.405,0.3825
0.19,0.19,0.25,9.432016056618942e-10,0.472,0.3445,0.43,0.376
0.2,0.2,0.25,9.432016056618942e-10,0.4395,0.3365,0.405,0.386
0.21,0.21,0.25,9.432016056618942e-10,0.4225,0.322,0.373,0.3545
0.22,0.22,0.25,9.432016056618942e-10,0.4095,0.3225,0.369,0.3425
0.23,0.23,0.25,9.432016056618942e-10,0.4,0.326,0.385,0.3565
0.24,0.24,0.25,9.432016056618942e-10,0.405,0.3195,0.364,0.327
0.25,0.25,0.25,9.432016056618942e-10,0.4075,0.3145,0.369,0.3515
0.26,0.26,0.25,9.432016056618942e-10,0.3815,0.3145,0.3385,0.33
0.27,0.27,0.25,9.432016056618942e-10,0.3785,0.2915,0.3605,0.3305
0.28,0.28,0.25,9.432016056618942e-10,0.3925,0.299,0.35,0.345
0.29,0.29,0.25,9.432016056618942e-10,0.3755,0.3045,0.354,0.3235
0.3,0.3,0.25,9.432016056618942e-10,0.3585,0.2945,0.324,0.299
0.31,0.31,0.25,9.432016056618942e-10,0.3575,0.297,0.3365,0.3075
0.32,0.32,0.25,9.432016056618942e-10,0.3615,0.2805,0.309,0.302
0.33,0.33,0.25,9.432016056618942e-10,0.357,0.293,0.3175,0.291
0.34,0.34,0.25,9.432016056618942e-10,0.3225,0.2635,0.304,0.2975
0.35,0.35,0.25,9.432016056618942e-10,0.3325,0.2755,0.2965,0.2845
0.36,0.36,0.25,9.432016056618942e-10,0.3285,0.2635,0.297,0.289
0.37,0.37,0.25,9.432016056618942e-10,0.3295,0.296,0.313,0.2745
0.38,0.38,0.25,9.432016056618942e-10,0.321,0.2625,0.272,0.279
0.39,0.39,0.25,9.432016056618942e-10,0.3265,0.247,0.3,0.271
0.4,0.4,0.25,9.432016056618942e-10,0.298,0.2415,0.2665,0.2585
0.41,0.41,0.25,9.432016056618942e-10,0.3,0.2505,0.2875,0.2655
0.42,0.42,0.25,9.432016056618942e-10,0.3095,0.2405,0.2725,0.2555
0.43,0.43,0.25,9.432016056618942e-10,0.289,0.2455,0.276,0.264
0.44,0.44,0.25,9.432016056618942e-10,0.3145,0.2485,0.2875,0.2655
0.45,0.45,0.25,9.432016056618942e-10,0.285,0.248,0.2785,0.2545
0.46,0.46,0.25,9.432016056618942e-10,0.2785,0.2405,0.2645,0.2455
0.47,0.47,0.25,9.432016056618942e-10,0.2725,0.225,0.2485,0.242
