m,M,epsilon_of_M,delta_of_M,correct_empirical_probability_laplace,correct_empirical_probability_gaussian,correct_empirical_probability_exponential,correct_empirical_probability_exponential_mechanism
0.48,0.48,0.25,9.432016056618942e-10,0.2875,0.225,0.2505,0.2475
0.49,0.49,0.25,9.432016056618942e-10,0.262,0.2255,0.23,0.2405
0.5,0.5,0.25,9.432016056618942e-10,0.2705,0.217,0.239,0.217
0.51,0.51,0.25,9.432016056618942e-10,0.266,0.208,0.238,0.25
0.52,0.52,0.25,9.432016056618942e-10,0.253,0.2065,0.2255,0.215
0.53,0.53,0.25,9.432016056618942e-10,0.2425,0.2165,0.2285,0.229
0.54,0.54,0.25,9.432016056618942e-10,0.258,0.219,0.2365,0.2265
0.55,0.55,0.25,9.432016056618942e-10,0.2525,0.204,0.2285,0.2185
0.56,0.56,0.25,9.432016056618942e-10,0.25,0.2045,0.2315,0.218
0.57,0.57,0.25,9.432016056618942e-10,0.2515,0.184,0.232,0.224
0.58,0.58,0.25,9.432016056618942e-10,0.222,0.1735,0.208,0.1855
0.59,0.59,0.25,9.432016056618942e-10,0.216,0.1945,0.202,0.196
0.6,0.6,0.25,9.432016056618942e-10,0.2555,0.199,0.212,0.2125
0.61,0.61,0.25,9.432016056618942e-10,0.2415,0.194,0.211,0.2105
0.62,0.62,0.25,9.432016056618942e-10,0.236,0.184,0.208,0.1955
0.63,0.63,0.25,9.432016056618942e-10,0.2155,0.176,0.192,0.188
0.64,0.64,0.25,9.432016056618942e-10,0.234,0.196,0.22,0.192
0.65,0.65,0.25,9.432016056618942e-10,0.2,0.1665,0.196,0.18
0.66,0.66,0.25,9.432016056618942e-10,0.207,0.1615,0.1935,0.179
0.67,0.67,0.25,9.432016056618942e-10,0.1975,0.1625,0.176,0.17
0.68,0.68,0.25,9.432016056618942e-10,0.2175,0.1755,0.1805,0.1825
0.69,0.69,0.25,9.432016056618942e-10,0.193,0.159,0.185,0.1635
0.7,0.7,0.25,9.432016056618942e-10,0.19,0.1665,0.153,0.1685
0.71,0.71,0.25,9.432016056618942e-10,0.1955,0.1595,0.183,0.157
0.72,0.72,0.25,9.432016056618942e-10,0.185,0.15,0.1545,0.143
0.73,0.73,0.25,9.432016056618942e-10,0.172,0.154,0.158,0.144
0.74,0.74,0.25,9.432016056618942e-10,0.1615,0.1415,0.15,0.151
0.75,0.75,0.25,9.432016056618942e-10,0.1775,0.144,0.1605,0.137
0.76,0.76,0.25,9.432016056618942e-10,0.166,0.1275,0.134,0.134
0.77,0.77,0.25,9.432016056618942e-10,0.1605,0.145,0.151,0.1305
0.78,0.78,0.25,9.432016056618942e-10,0.1675,0.127,0.1455,0.1305
0.79,0.79,0.25,9.432016056618942e-10,0.161,0.1285,0.1455,0.132
0.8,0.8,0.25,9.432016056618942e-10,0.1495,0.113,0.125,0.1185
0.81,0.81,0.25,9.432016056618942e-10,0.146,0.109,0.134,0.105
0.82,0.82,0.25,9.432016056618942e-10,0.1545,0.114,0.1235,0.1225
0.83,0.83,0.25,9.432016056618942e-10,0.1445,0.107,0.1205,0.1135
0.84,0.84,0.25,9.432016056618942e-10,0.1425,0.1125,0.1025,0.0985
0.85,0.85,0.25,9.432016056618942e-10,0.1295,0.0925,0.1115,0.0965
0.86,0.86,0.25,9.432016056618942e-10,0.135,0.091,0.1115,0.1105
0.87,0.87,0.25,9.432016056618942e-10,0.123,0.093,0.0905,0.0925
0.88,0.88,0.25,9.432016056618942e-10,0.1265,0.095,0.1,0.0875
0.89,0.89,0.25,9.432016056618942e-10,0.1205,0.079,0.0865,0.083
0.9,0.9,0.25,9.432016056618942e-10,0.1115,0.09,0.093,0.078
0.91,0.91,0.25,9.432016056618942e-10,0.099,0.0815,0.0865,0.0735
0.92,0.92,0.25,9.432016056618942e-10,0.099,0.073,0.0665,0.063
0.93,0.93,0.25,9.432016056618942e-10,0.0945,0.075,0.07,0.0705
0.94,0.94,0.25,9.432016056618942e-10,0.087,0.062,0.0665,0.054
0.95,0.95,0.25,9.432016056618942e-10,0.0755,0.0505,0.061,0.0515
0.96,0.96,0.25,9.432016056618942e-10,0.078,0.0555,0.0455,0.0495
0.97,0.97,0.25,9.432016056618942e-10,0.058,0.034,0.039,0.0415
0.98,0.98,0.25,9.432016056618942e-10,0.0495,0.0285,0.033,0.023
0.99,0.99,0.25,9.432016056618942e-10,0.033,0.025,0.02,0.0155
0.1,0.2,0.25,9.432016056618942e-10,0.436,0.352,0.396,0.3645
0.1,0.3,0.25,9.432016056618942e-10,0.3485,0.2935,0.3165,0.3115
0.1,0.4,0.25,9.432016056618942e-10,0.3245,0.2735,0.2965,0.2705
0.1,0.5,0.25,9.432016056618942e-10,0.28,0.2245,0.252,0.245
0.1,0.6,0.25,9.432016056618942e-10,0.236,0.1755,0.218,0.1865
0.1,0.7,0.25,9.432016056618942e-10,0.199,0.1655,0.1845,0.1675
0.1,0.8,0.25,9.432016056618942e-10,0.174,0.138,0.148,0.1255
0.1,0.9,0.25,9.432016056618942e-10,0.131,0.0995,0.105,0.0955
0.2,0.3,0.25,9.432016056618942e-10,0.367,0.2825,0.3365,0.306
0.2,0.4,0.25,9.432016056618942e-10,0.315,0.2695,0.299,0.2915
0.2,0.5,0.25,9.432016056618942e-10,0.285,0.2315,0.2595,0.2445
0.2,0.6,0.25,9.432016056618942e-10,0.2265,0.1825,0.213,0.193
0.2,0.7,0.25,9.432016056618942e-10,0.1935,0.159,0.2,0.179
0.2,0.8,0.25,9.432016056618942e-10,0.172,0.1425,0.141,0.122
0.2,0.9,0.25,9.432016056618942e-10,0.139,0.095,0.0995,0.0945
0.3,0.4,0.25,9.432016056618942e-10,0.3205,0.257,0.2855,0.2715
0.3,0.5,0.25,9.432016056618942e-10,0.2735,0.2165,0.2425,0.236
0.3,0.6,0.25,9.432016056618942e-10,0.2355,0.192,0.2165,0.199
0.3,0.7,0.25,9.432016056618942e-10,0.191,0.159,0.1685,0.163
0.3,0.8,0.25,9.432016056618942e-10,0.1645,0.125,0.1375,0.1395
0.3,0.9,0.25,9.432016056618942e-10,0.1385,0.098,0.1005,0.0845
0.4,0.5,0.25,9.432016056618942e-10,0.2825,0.232,0.2485,0.2425
0.4,0.6,0.25,9.432016056618942e-10,0.227,0.18,0.1985,0.1925
0.4,0.7,0.25,9.432016056618942e-10,0.195,0.1675,0.169,0.1725
0.4,0.8,0.25,9.432016056618942e-10,0.1815,0.1415,0.141,0.1445
0.4,0.9,0.25,9.432016056618942e-10,0.143,0.092,0.097,0.096
0.5,0.6,0.25,9.432016056618942e-10,0.225,0.1945,0.207,0.1815
0.5,0.7,0.25,9.432016056618942e-10,0.213,0.1745,0.177,0.1765
0.5,0.8,0.25,9.432016056618942e-10,0.159,0.127,0.142,0.13
0.5,0.9,0.25,9.432016056618942e-10,0.1265,0.094,0.1005,0.087
0.6,0.7,0.25,9.432016056618942e-10,0.213,0.16,0.1915,0.182
0.6,0.8,0.25,9.432016056618942e-10,0.166,0.1215,0.149,0.1315
0.6,0.9,0.25,9.432016056618942e-10,0.115,0.093,0.097,0.079
0.7,0.8,0.25,9.432016056618942e-10,0.1625,0.1205,0.1295,0.124
0.7,0.9,0.25,9.432016056618942e-10,0.118,0.089,0.1055,0.0905
0.8,0.9,0.25,9.432016056618942e-10,0.103,0.0915,0.0975,0.082
0.01,0.02,0.25,9.432016056618942e-10,0.7785,0.478,0.6415,0.536
0.01,0.03,0.25,9.432016056618942e-10,0.7505,0.4595,0.6115,0.531
0.01,0.04,0.25,9.432016056618942e-10,0.709,0.434,0.599,0.5345
0.01,0.05,0.25,9.432016056618942e-10,0.6745,0.4175,0.563,0.502
0.01,0.06,0.25,9.432016056618942e-10,0.6585,0.4255,0.5645,0.499
0.01,0.07,0.25,9.432016056618942e-10,0.6245,0.428,0.5305,0.476
0.01,0.08,0.25,9.432016056618942e-10,0.596,0.402,0.512,0.4545
0.01,0.09,0.25,9.432016056618942e-10,0.598,0.4095,0.5075,0.4615
0.02,0.03,0.25,9.432016056618942e-10,0.737,0.465,0.6065,0.5415
0.02,0.04,0.25,9.432016056618942e-10,0.7,0.4325,0.5975,0.494
0.02,0.05,0.25,9.432016056618942e-10,0.705,0.4345,0.5815,0.49
0.02,0.06,0.25,9.432016056618942e-10,0.643,0.43,0.561,0.472
0.02,0.07,0.25,9.432016056618942e-10,0.611,0.407,0.514,0.4695
0.02,0.08,0.25,9.432016056618942e-10,0.596,0.427,0.5165,0.4675
0.02,0.09,0.25,9.432016056618942e-10,0.5995,0.4135,0.5175,0.439
0.03,0.04,0.25,9.432016056618942e-10,0.708,0.4425,0.589,0.4905
0.03,0.05,0.25,9.432016056618942e-10,0.6835,0.4395,0.5715,0.506
0.03,0.06,0.25,9.432016056618942e-10,0.65,0.4225,0.546,0.4865
0.03,0.07,0.25,9.432016056618942e-10,0.613,0.415,0.514,0.4635
0.03,0.08,0.25,9.432016056618942e-10,0.6055,0.392,0.511,0.47
0.03,0.09,0.25,9.432016056618942e-10,0.5815,0.4145,0.506,0.454
0.04,0.05,0.25,9.432016056618942e-10,0.689,0.45,0.5715,0.491
0.04,0.06,0.25,9.432016056618942e-10,0.6525,0.4455,0.5555,0.474
0.04,0.07,0.25,9.432016056618942e-10,0.6415,0.415,0.5265,0.474
0.04,0.08,0.25,9.432016056618942e-10,0.607,0.43,0.5015,0.4475
0.04,0.09,0.25,9.432016056618942e-10,0.5995,0.4035,0.511,0.474
0.05,0.06,0.25,9.432016056618942e-10,0.638,0.422,0.5335,0.495
0.05,0.07,0.25,9.432016056618942e-10,0.6055,0.418,0.5155,0.4825
0.05,0.08,0.25,9.432016056618942e-10,0.6255,0.4125,0.511,0.4555
0.05,0.09,0.25,9.432016056618942e-10,0.5965,0.397,0.494,0.4545
0.06,0.07,0.25,9.432016056618942e-10,0.629,0.4345,0.5265,0.481
0.06,0.08,0.25,9.432016056618942e-10,0.6085,0.387,0.5045,0.4585
0.06,0.09,0.25,9.432016056618942e-10,0.5675,0.4185,0.4825,0.4505
0.07,0.08,0.25,9.432016056618942e-10,0.6165,0.4145,0.5125,0.47
0.07,0.09,0.25,9.432016056618942e-10,0.5765,0.4125,0.5045,0.4525
0.08,0.09,0.25,9.432016056618942e-10,0.591,0.425,0.5105,0.4645
