m,M,epsilon_of_M,delta_of_M,correct_empirical_probability_laplace,correct_empirical_probability_gaussian,correct_empirical_probability_exponential,correct_empirical_probability_exponential_mechanism
0.0,0.0,0.5,9.432016056618942e-10,0.9915,0.7315,0.929,0.8635
0.01,0.01,0.5039665605676084,9.527288946079735e-10,0.938,0.6885,0.8925,0.824
0.02,0.02,0.5079979177547899,9.624506180223406e-10,0.8795,0.678,0.816,0.789
0.03,0.03,0.5120957059628883,9.723727893421588e-10,0.8415,0.6405,0.787,0.738
0.04,0.04,0.5162616161383375,9.825016725644732e-10,0.775,0.6245,0.7525,0.7015
0.05,0.05,0.5204973982856399,9.92843795433573e-10,0.749,0.598,0.7235,0.6825
0.06,0.06,0.524804864117896,1.0034059634701004e-09,0.7125,0.5985,0.687,0.6695
0.07,0.07,0.5291858898538833,1.0141952749052624e-09,0.6835,0.5555,0.6565,0.617
0.08,0.08,0.5336424191713875,1.0252191365890157e-09,0.671,0.5725,0.632,0.6195
0.09,0.09,0.5381764663272125,1.0364852809471368e-09,0.6295,0.543,0.62,0.581
0.1,0.1,0.5427901194551419,1.0480017840687711e-09,0.6065,0.494,0.576,0.556
0.11,0.11,0.5474855440539914,1.0597770850133643e-09,0.593,0.517,0.576,0.5485
0.12,0.12,0.5522649866788762,1.0718200064339708e-09,0.579,0.496,0.5495,0.536
0.13,0.13,0.5571307788498734,1.084139776622867e-09,0.552,0.4775,0.543,0.5295
0.14,0.14,0.5620853411934147,1.096746053095226e-09,0.566,0.4955,0.5405,0.536
0.15,0.15,0.5671311878330225,1.1096489478375227e-09,0.5165,0.477,0.5045,0.496
0.16,0.16,0.5722709310473791,1.122859054359398e-09,0.507,0.463,0.4945,0.482
0.17,0.17,0.5775072862152558,1.1363874767010773e-09,0.5295,0.476,0.508,0.499
0.18,0.18,0.5828430770684829,1.1502458605632856e-09,0.485,0.4415,0.4865,0.4685
0.19,0.19,0.5882812412759917,1.1644464267430794e-09,0.4835,0.4435,0.4675,0.4615
0.2,0.2,0.5938248363839753,1.1790020070773678e-09,0.453,0.4245,0.445,0.4335
0.21,0.21,0.5994770461394302,1.193926083116322e-09,0.4535,0.412,0.4525,0.446
0.22,0.22,0.605241187226804,1.209232827771659e-09,0.467,0.417,0.4495,0.4425
0.23,0.23,0.6111207164501729,1.2249371502102522e-09,0.456,0.412,0.444,0.4305
0.24,0.24,0.6171192383963631,1.2410547442919664e-09,0.4265,0.397,0.4185,0.4215
0.25,0.25,0.623240513617734,1.2576021408825257e-09,0.415,0.4025,0.413,0.404
0.26,0.26,0.6294884673770176,1.2745967644079646e-09,0.4035,0.3785,0.388,0.399
0.27,0.27,0.6358671990006552,1.2920569940573896e-09,0.4055,0.373,0.422,0.394
0.28,0.28,0.6423809918915998,1.3100022300859646e-09,0.392,0.382,0.3905,0.385
0.29,0.29,0.6490343242575735,1.3284529657209785e-09,0.397,0.381,0.394,0.388
0.3,0.3,0.6558318806163518,1.3474308652312782e-09,0.3745,0.3565,0.3765,0.3695
0.31,0.31,0.6627785641459,1.3669588487853542e-09,0.391,0.363,0.3835,0.3695
0.32,0.32,0.6698795099541458,1.3870611847969038e-09,0.3735,0.3525,0.3705,0.361
0.33,0.33,0.6771400993509752,1.4077635905401404e-09,0.3525,0.326,0.3495,0.3305
0.34,0.34,0.6845659752137845,1.4290933419119613e-09,0.36,0.3395,0.361,0.36
0.35,0.35,0.6921630585477133,1.4510793933259914e-09,0.369,0.3315,0.355,0.3635
0.36,0.36,0.6999375663527393,1.4737525088467094e-09,0.3565,0.338,0.356,0.352
0.37,0.37,0.7078960309222104,1.4971454058125309e-09,0.3565,0.335,0.357,0.359
0.38,0.38,0.7160453207114356,1.5212929123578938e-09,0.3315,0.3135,0.34,0.3375
0.39,0.39,0.7243926629307728,1.546232140429335e-09,0.314,0.3025,0.311,0.321
0.4,0.4,0.7329456680356207,1.572002676103157e-09,0.3135,0.309,0.3135,0.31
0.41,0.41,0.7417123563060676,1.598646789257448e-09,0.304,0.291,0.3035,0.3035
0.42,0.42,0.7507011867321132,1.6262096649343007e-09,0.318,0.2805,0.3145,0.307
0.43,0.43,0.7599210884467502,1.6547396590559546e-09,0.3275,0.303,0.3245,0.3145
0.44,0.44,0.7693814949793283,1.6842885815390964e-09,0.309,0.292,0.3015,0.2975
