m,M,difference_laplace_error_M_minus_MoS,difference_gaussian_error_M_minus_MoS,difference_exponential_error_M_minus_MoS,difference_exponential_mechanism_error_M_minus_MoS,difference_laplace_error_M_minus_MoSChangeEpsDelta,difference_gaussian_error_M_minus_MoSChangeEpsDelta,difference_exponential_error_M_minus_MoSChangeEpsDelta,difference_exponential_mechanism_error_M_minus_MoSChangeEpsDelta,difference_laplace_error_MChangeEpsDelta_minus_MoS,difference_gaussian_error_MChangeEpsDelta_minus_MoS,difference_exponential_error_MChangeEpsDelta_minus_MoS,difference_exponential_mechanism_error_MChangeEpsDelta_minus_MoS
0.66,0.66,-0.7725000000000001,-0.5255,-0.7135,-0.6535,-0.772,-0.523,-0.7110000000000001,-0.6515,-0.5885,-0.22,-0.38949999999999996,-0.265
0.67,0.67,-0.764,-0.5149999999999999,-0.7175,-0.6875,-0.7675000000000001,-0.5025,-0.722,-0.684,-0.5595,-0.20499999999999996,-0.3530000000000001,-0.241
0.68,0.68,-0.7685,-0.531,-0.7230000000000001,-0.6685000000000001,-0.7555,-0.516,-0.7010000000000001,-0.6465000000000001,-0.5415,-0.1945,-0.3570000000000001,-0.24950000000000003
0.69,0.69,-0.7875000000000001,-0.5395000000000001,-0.734,-0.6795,-0.7835000000000001,-0.538,-0.728,-0.6785000000000001,-0.5585,-0.22949999999999998,-0.344,-0.22749999999999998
0.7,0.7,-0.7989999999999999,-0.543,-0.7435,-0.7015,-0.7655,-0.5055000000000001,-0.7115,-0.6605,-0.5634999999999999,-0.20950000000000002,-0.33049999999999996,-0.261
0.71,0.71,-0.777,-0.5325,-0.7295,-0.6735,-0.778,-0.5249999999999999,-0.7270000000000001,-0.6625,-0.5295000000000001,-0.202,-0.32299999999999995,-0.21699999999999997
0.72,0.72,-0.792,-0.544,-0.7305,-0.685,-0.779,-0.5305,-0.7225,-0.664,-0.52,-0.1765,-0.2865,-0.22599999999999998
0.73,0.73,-0.7885,-0.544,-0.7505000000000001,-0.698,-0.7885,-0.533,-0.7285,-0.6839999999999999,-0.52,-0.193,-0.301,-0.20900000000000002
0.74,0.74,-0.7925,-0.5395,-0.744,-0.6905000000000001,-0.7945,-0.522,-0.7355,-0.676,-0.5105,-0.1695,-0.296,-0.1975
0.75,0.75,-0.788,-0.5415000000000001,-0.737,-0.7,-0.809,-0.5495000000000001,-0.761,-0.7090000000000001,-0.47950000000000004,-0.173,-0.2575,-0.1755
0.76,0.76,-0.7905,-0.547,-0.7244999999999999,-0.6970000000000001,-0.791,-0.5375000000000001,-0.7284999999999999,-0.6925,-0.46900000000000003,-0.174,-0.21799999999999997,-0.1755
0.77,0.77,-0.8215,-0.5814999999999999,-0.7725000000000001,-0.709,-0.7989999999999999,-0.542,-0.7485,-0.6910000000000001,-0.503,-0.1835,-0.27749999999999997,-0.19049999999999997
0.78,0.78,-0.8015,-0.5635000000000001,-0.7450000000000001,-0.7015,-0.816,-0.5705,-0.758,-0.704,-0.4515,-0.15950000000000003,-0.236,-0.16350000000000003
0.79,0.79,-0.8075,-0.5770000000000001,-0.7775,-0.6980000000000001,-0.822,-0.5660000000000001,-0.7815,-0.7010000000000001,-0.43800000000000006,-0.169,-0.21,-0.156
0.8,0.8,-0.8105,-0.5705,-0.7735,-0.7115,-0.804,-0.552,-0.7484999999999999,-0.6975,-0.42000000000000004,-0.168,-0.2055,-0.1505
0.81,0.81,-0.8335,-0.6080000000000001,-0.79,-0.7205,-0.8175,-0.5745,-0.7625,-0.7020000000000001,-0.4305,-0.16349999999999998,-0.20799999999999996,-0.13499999999999998
0.82,0.82,-0.8300000000000001,-0.595,-0.7765,-0.7264999999999999,-0.8370000000000001,-0.5705,-0.773,-0.7185,-0.38450000000000006,-0.15149999999999997,-0.17600000000000002,-0.15999999999999998
0.83,0.83,-0.8345,-0.5974999999999999,-0.78,-0.734,-0.8465,-0.5855,-0.78,-0.7275,-0.377,-0.15449999999999997,-0.18000000000000002,-0.098
0.84,0.84,-0.8355,-0.5985,-0.7855000000000001,-0.732,-0.8355,-0.576,-0.7875000000000001,-0.7165,-0.36450000000000005,-0.131,-0.1565,-0.1185
0.85,0.85,-0.842,-0.5925,-0.796,-0.7369999999999999,-0.83,-0.5760000000000001,-0.777,-0.7234999999999999,-0.33499999999999996,-0.11349999999999999,-0.14999999999999997,-0.09999999999999998
0.86,0.86,-0.8340000000000001,-0.5860000000000001,-0.7775,-0.752,-0.8460000000000001,-0.5905,-0.7765,-0.7404999999999999,-0.3095,-0.124,-0.1175,-0.11099999999999999
0.87,0.87,-0.847,-0.6325,-0.8085,-0.7425,-0.839,-0.6065,-0.795,-0.7310000000000001,-0.3095,-0.1315,-0.1365,-0.07800000000000001
0.88,0.88,-0.848,-0.64,-0.807,-0.755,-0.842,-0.6135,-0.779,-0.7255,-0.28049999999999997,-0.112,-0.11450000000000002,-0.081
0.89,0.89,-0.849,-0.625,-0.7945,-0.7494999999999999,-0.8560000000000001,-0.6135,-0.79,-0.7469999999999999,-0.236,-0.10099999999999999,-0.08099999999999999,-0.055999999999999994
0.9,0.9,-0.871,-0.6125,-0.8175,-0.7715,-0.857,-0.6100000000000001,-0.8025,-0.7475,-0.2405,-0.08549999999999999,-0.08800000000000001,-0.06200000000000001
0.91,0.91,-0.868,-0.6345,-0.8105,-0.755,-0.867,-0.6144999999999999,-0.81,-0.747,-0.20550000000000002,-0.08299999999999999,-0.04500000000000001,-0.051000000000000004
0.92,0.92,-0.869,-0.6224999999999999,-0.8150000000000001,-0.7879999999999999,-0.862,-0.6025,-0.8105,-0.7689999999999999,-0.16749999999999998,-0.07899999999999999,-0.03449999999999999,-0.04150000000000001
0.93,0.93,-0.8755,-0.642,-0.8265,-0.7825000000000001,-0.8734999999999999,-0.6020000000000001,-0.8039999999999999,-0.762,-0.15200000000000002,-0.08750000000000001,-0.04200000000000001,-0.037000000000000005
0.94,0.94,-0.888,-0.624,-0.8365,-0.8115,-0.8795,-0.601,-0.825,-0.7855,-0.1255,-0.0825,-0.037000000000000005,-0.04000000000000001
0.95,0.95,-0.9095000000000001,-0.6645000000000001,-0.851,-0.8035,-0.8985000000000001,-0.6505000000000001,-0.84,-0.79,-0.1115,-0.0715,-0.04000000000000001,-0.013000000000000012
0.96,0.96,-0.908,-0.6565,-0.87,-0.804,-0.884,-0.6194999999999999,-0.8305,-0.767,-0.05800000000000001,-0.0595,-0.021999999999999992,-0.0155
0.97,0.97,-0.9105000000000001,-0.6739999999999999,-0.861,-0.821,-0.8885000000000001,-0.6465,-0.8305,-0.7915,-0.0475,-0.056999999999999995,-0.0020000000000000018,-0.008000000000000007
0.98,0.98,-0.919,-0.6985,-0.876,-0.8295,-0.905,-0.666,-0.845,-0.796,-0.0435,-0.045,-0.008,-0.0
0.99,0.99,-0.926,-0.6880000000000001,-0.8955,-0.8345,-0.9175,-0.658,-0.854,-0.8055000000000001,0.0030000000000000027,-0.0295,-0.0024999999999999988,0.0025000000000000022
0.1,0.2,-0.5095000000000001,-0.28850000000000003,-0.462,-0.4129999999999999,,,,,-0.5205,-0.5700000000000001,-0.5335000000000001,-0.534
0.1,0.3,-0.5915,-0.37750000000000006,-0.5525,-0.5065,,,,,-0.607,-0.644,-0.63,-0.629
0.1,0.4,-0.6399999999999999,-0.399,-0.603,-0.546,,,,,-0.657,-0.6735,-0.6625,-0.6779999999999999
0.1,0.5,-0.6995,-0.458,-0.64,-0.5955,,,,,-0.7110000000000001,-0.7335,-0.7155,-0.723
0.1,0.6,-0.7345,-0.502,-0.6890000000000001,-0.6335,,,,,-0.75,-0.7765,-0.761,-0.758
0.1,0.7,-0.77,-0.535,-0.7115,-0.664,,,,,-0.7865,-0.7985,-0.782,-0.782
0.1,0.8,-0.8025,-0.5725,-0.7549999999999999,-0.7035,,,,,-0.8155,-0.8365,-0.8160000000000001,-0.8265
0.1,0.9,-0.8125,-0.591,-0.7775,-0.734,,,,,-0.836,-0.8654999999999999,-0.849,-0.8585
0.2,0.3,-0.584,-0.36800000000000005,-0.551,-0.5049999999999999,,,,,-0.598,-0.5405,-0.608,-0.6014999999999999
0.2,0.4,-0.6655,-0.423,-0.6014999999999999,-0.548,,,,,-0.6775,-0.675,-0.683,-0.6785000000000001
0.2,0.5,-0.722,-0.48600000000000004,-0.659,-0.618,,,,,-0.731,-0.7510000000000001,-0.736,-0.733
0.2,0.6,-0.732,-0.5075,-0.681,-0.644,,,,,-0.7455,-0.7745,-0.7575000000000001,-0.764
0.2,0.7,-0.7745,-0.5255,-0.7240000000000001,-0.6635000000000001,,,,,-0.7885,-0.7985,-0.793,-0.789
0.2,0.8,-0.8115000000000001,-0.5710000000000001,-0.756,-0.7165,,,,,-0.823,-0.8365,-0.8315,-0.8375
0.2,0.9,-0.8370000000000001,-0.5965,-0.79,-0.7424999999999999,,,,,-0.8545,-0.8775,-0.866,-0.8665
0.3,0.4,-0.6555,-0.4275,-0.6145,-0.5549999999999999,-0.6745,-0.4765,-0.654,-0.6105,-0.6645,-0.5195,-0.6485,-0.6174999999999999
0.3,0.5,-0.6925000000000001,-0.471,-0.6405000000000001,-0.5925,,,,,-0.7105000000000001,-0.6695,-0.7095,-0.7010000000000001
0.3,0.6,-0.7245,-0.49,-0.673,-0.62,,,,,-0.739,-0.737,-0.74,-0.747
0.3,0.7,-0.7765000000000001,-0.528,-0.72,-0.6930000000000001,,,,,-0.789,-0.7895,-0.8005,-0.8085
0.3,0.8,-0.805,-0.5539999999999999,-0.7485,-0.688,,,,,-0.8175,-0.829,-0.8235,-0.825
0.3,0.9,-0.8475,-0.589,-0.7925,-0.7324999999999999,,,,,-0.858,-0.8765000000000001,-0.859,-0.8605
0.4,0.5,-0.6990000000000001,-0.47650000000000003,-0.6575,-0.613,-0.7095,-0.48600000000000004,-0.6655,-0.6154999999999999,-0.7025,-0.476,-0.6555,-0.6255
0.4,0.6,-0.7364999999999999,-0.498,-0.6930000000000001,-0.6355,,,,,-0.7545,-0.643,-0.7355,-0.7344999999999999
0.4,0.7,-0.766,-0.5205,-0.7235,-0.6769999999999999,,,,,-0.7815,-0.7290000000000001,-0.7875000000000001,-0.778
0.4,0.8,-0.8165,-0.5925,-0.7595,-0.706,,,,,-0.8325,-0.8195,-0.8305,-0.8260000000000001
0.4,0.9,-0.8534999999999999,-0.617,-0.8005,-0.761,,,,,-0.8674999999999999,-0.873,-0.8694999999999999,-0.877
0.5,0.6,-0.737,-0.505,-0.6925,-0.6399999999999999,-0.743,-0.499,-0.6775,-0.6515,-0.729,-0.45199999999999996,-0.677,-0.5840000000000001
0.5,0.7,-0.7815,-0.546,-0.7205,-0.6855,-0.806,-0.6065,-0.7725,-0.7384999999999999,-0.7905,-0.609,-0.7625000000000001,-0.749
0.5,0.8,-0.8109999999999999,-0.5569999999999999,-0.7685,-0.7084999999999999,,,,,-0.823,-0.764,-0.829,-0.8145
0.5,0.9,-0.8445,-0.6045,-0.8045,-0.757,,,,,-0.8614999999999999,-0.881,-0.878,-0.885
0.6,0.7,-0.773,-0.542,-0.7210000000000001,-0.6699999999999999,-0.773,-0.5255000000000001,-0.724,-0.6485,-0.7545000000000001,-0.44699999999999995,-0.679,-0.609
0.6,0.8,-0.8245,-0.5905,-0.765,-0.7224999999999999,,,,,-0.8395,-0.6905,-0.8119999999999999,-0.7795
0.6,0.9,-0.8575,-0.6355,-0.8015,-0.7515000000000001,,,,,-0.873,-0.896,-0.878,-0.8855000000000001
0.7,0.8,-0.831,-0.5565,-0.7775,-0.7110000000000001,-0.8255,-0.5670000000000001,-0.7765,-0.7205,-0.8105,-0.506,-0.739,-0.6575
0.7,0.9,-0.8654999999999999,-0.6124999999999999,-0.8285,-0.766,,,,,-0.8800000000000001,-0.8554999999999999,-0.89,-0.8885
0.8,0.9,-0.867,-0.6074999999999999,-0.8165,-0.7729999999999999,,,,,-0.873,-0.6795,-0.844,-0.8079999999999999
0.01,0.02,-0.10000000000000009,-0.040000000000000036,-0.09750000000000003,-0.07899999999999996,,,,,-0.11150000000000004,-0.31400000000000006,-0.16249999999999998,-0.2015
0.01,0.03,-0.14500000000000002,-0.11050000000000004,-0.131,-0.138,,,,,-0.16349999999999998,-0.371,-0.21099999999999997,-0.26349999999999996
0.01,0.04,-0.1895,-0.09899999999999998,-0.18500000000000005,-0.14450000000000007,,,,,-0.19999999999999996,-0.368,-0.252,-0.272
0.01,0.05,-0.24549999999999994,-0.12350000000000005,-0.22250000000000003,-0.18900000000000006,,,,,-0.25749999999999995,-0.4,-0.28700000000000003,-0.3195
0.01,0.06,-0.26550000000000007,-0.137,-0.23750000000000004,-0.22799999999999998,,,,,-0.281,-0.401,-0.30700000000000005,-0.353
0.01,0.07,-0.2955000000000001,-0.15449999999999997,-0.274,-0.274,,,,,-0.30800000000000005,-0.4395,-0.34750000000000003,-0.383
0.01,0.08,-0.31700000000000006,-0.18799999999999994,-0.30100000000000005,-0.26550000000000007,,,,,-0.3325,-0.44699999999999995,-0.36650000000000005,-0.4
0.01,0.09,-0.3415,-0.1975,-0.3325,-0.29500000000000004,,,,,-0.35550000000000004,-0.46299999999999997,-0.39949999999999997,-0.42800000000000005
0.02,0.03,-0.15500000000000003,-0.0605,-0.14700000000000002,-0.14649999999999996,,,,,-0.16700000000000004,-0.2849999999999999,-0.21350000000000002,-0.261
0.02,0.04,-0.1805,-0.09150000000000003,-0.17899999999999994,-0.16549999999999998,,,,,-0.19299999999999995,-0.35950000000000004,-0.24949999999999994,-0.28900000000000003
0.02,0.05,-0.22650000000000003,-0.13149999999999995,-0.21800000000000008,-0.1915,,,,,-0.245,-0.4,-0.29200000000000004,-0.3265
0.02,0.06,-0.27049999999999996,-0.12649999999999995,-0.24050000000000005,-0.21250000000000002,,,,,-0.2865,-0.4115,-0.3165,-0.3345
0.02,0.07,-0.275,-0.14950000000000008,-0.26849999999999996,-0.2230000000000001,,,,,-0.29000000000000004,-0.42900000000000005,-0.33099999999999996,-0.34950000000000003
0.02,0.08,-0.3095,-0.15649999999999997,-0.29000000000000004,-0.246,,,,,-0.3275,-0.4355,-0.365,-0.377
0.02,0.09,-0.3560000000000001,-0.20950000000000002,-0.3374999999999999,-0.30499999999999994,,,,,-0.37350000000000005,-0.46399999999999997,-0.39449999999999996,-0.4185
