m,M,epsilon_of_M,delta_of_M,correct_empirical_probability_laplace,correct_empirical_probability_gaussian,correct_empirical_probability_exponential,correct_empirical_probability_exponential_mechanism
0.0,0.0,1.0,9.432016056618942e-10,1.0,0.939,0.9965,0.9915
0.01,0.01,1.0,9.432016056618942e-10,0.977,0.8785,0.9625,0.943
0.02,0.02,1.0,9.432016056618942e-10,0.9185,0.827,0.906,0.8895
0.03,0.03,1.0,9.432016056618942e-10,0.8545,0.788,0.8615,0.827
0.04,0.04,1.0,9.432016056618942e-10,0.8085,0.7395,0.787,0.7715
0.05,0.05,1.0,9.432016056618942e-10,0.7785,0.7025,0.7665,0.7505
0.06,0.06,1.0,9.432016056618942e-10,0.7155,0.682,0.714,0.7005
0.07,0.07,1.0,9.432016056618942e-10,0.704,0.647,0.694,0.688
0.08,0.08,1.0,9.432016056618942e-10,0.701,0.6615,0.694,0.6785
0.09,0.09,1.0,9.432016056618942e-10,0.664,0.614,0.6635,0.646
0.1,0.1,1.0,9.432016056618942e-10,0.64,0.6065,0.632,0.6295
0.11,0.11,1.0,9.432016056618942e-10,0.607,0.5765,0.6025,0.5955
0.12,0.12,1.0,9.432016056618942e-10,0.588,0.552,0.5795,0.568
0.13,0.13,1.0,9.432016056618942e-10,0.584,0.5515,0.5715,0.5695
0.14,0.14,1.0,9.432016056618942e-10,0.551,0.5275,0.5505,0.548
0.15,0.15,1.0,9.432016056618942e-10,0.5585,0.535,0.549,0.5465
0.16,0.16,1.0,9.432016056618942e-10,0.502,0.4805,0.5025,0.4975
0.17,0.17,1.0,9.432016056618942e-10,0.5235,0.476,0.5045,0.504
0.18,0.18,1.0,9.432016056618942e-10,0.5115,0.4785,0.502,0.5035
0.19,0.19,1.0,9.432016056618942e-10,0.479,0.4585,0.476,0.476
0.2,0.2,1.0,9.432016056618942e-10,0.4705,0.445,0.4635,0.4745
0.21,0.21,1.0,9.432016056618942e-10,0.449,0.446,0.4465,0.448
0.22,0.22,1.0,9.432016056618942e-10,0.459,0.429,0.4585,0.449
0.23,0.23,1.0,9.432016056618942e-10,0.4525,0.432,0.4455,0.433
0.24,0.24,1.0,9.432016056618942e-10,0.4365,0.415,0.4365,0.435
0.25,0.25,1.0,9.432016056618942e-10,0.4,0.401,0.4025,0.391
0.26,0.26,1.0,9.432016056618942e-10,0.403,0.4035,0.4065,0.409
0.27,0.27,1.0,9.432016056618942e-10,0.409,0.389,0.411,0.409
0.28,0.28,1.0,9.432016056618942e-10,0.4035,0.382,0.3935,0.396
0.29,0.29,1.0,9.432016056618942e-10,0.3925,0.3755,0.389,0.3895
0.3,0.3,1.0,9.432016056618942e-10,0.398,0.3865,0.4,0.406
0.31,0.31,1.0,9.432016056618942e-10,0.406,0.378,0.407,0.3955
0.32,0.32,1.0,9.432016056618942e-10,0.373,0.372,0.374,0.3685
0.33,0.33,1.0,9.432016056618942e-10,0.373,0.3715,0.376,0.379
0.34,0.34,1.0,9.432016056618942e-10,0.3555,0.363,0.3645,0.3475
0.35,0.35,1.0,9.432016056618942e-10,0.367,0.3505,0.367,0.3645
0.36,0.36,1.0,9.432016056618942e-10,0.3435,0.339,0.339,0.346
0.37,0.37,1.0,9.432016056618942e-10,0.324,0.3235,0.328,0.323
0.38,0.38,1.0,9.432016056618942e-10,0.341,0.321,0.3325,0.3405
0.39,0.39,1.0,9.432016056618942e-10,0.3275,0.3145,0.327,0.3235
0.4,0.4,1.0,9.432016056618942e-10,0.336,0.3255,0.331,0.3295
0.41,0.41,1.0,9.432016056618942e-10,0.293,0.285,0.296,0.293
0.42,0.42,1.0,9.432016056618942e-10,0.3095,0.3115,0.3115,0.3095
0.43,0.43,1.0,9.432016056618942e-10,0.302,0.317,0.3095,0.2955
0.44,0.44,1.0,9.432016056618942e-10,0.309,0.3055,0.3105,0.314
0.45,0.45,1.0,9.432016056618942e-10,0.299,0.293,0.2985,0.299
0.46,0.46,1.0,9.432016056618942e-10,0.289,0.297,0.2935,0.2915
0.47,0.47,1.0,9.432016056618942e-10,0.29,0.283,0.2875,0.2865
0.48,0.48,1.0,9.432016056618942e-10,0.2825,0.2805,0.286,0.283
0.49,0.49,1.0,9.432016056618942e-10,0.2835,0.2675,0.288,0.2815
0.5,0.5,1.0,9.432016056618942e-10,0.291,0.2905,0.295,0.2965
0.51,0.51,1.0,9.432016056618942e-10,0.273,0.273,0.275,0.2765
0.52,0.52,1.0,9.432016056618942e-10,0.2645,0.251,0.259,0.2635
0.53,0.53,1.0,9.432016056618942e-10,0.2585,0.2525,0.2575,0.26
0.54,0.54,1.0,9.432016056618942e-10,0.277,0.274,0.2825,0.2825
0.55,0.55,1.0,9.432016056618942e-10,0.257,0.2445,0.25,0.2575
0.56,0.56,1.0,9.432016056618942e-10,0.257,0.2555,0.26,0.255
0.57,0.57,1.0,9.432016056618942e-10,0.2835,0.2705,0.2775,0.2775
0.58,0.58,1.0,9.432016056618942e-10,0.2575,0.2375,0.256,0.248
0.59,0.59,1.0,9.432016056618942e-10,0.233,0.2235,0.227,0.2285
0.6,0.6,1.0,9.432016056618942e-10,0.2385,0.2365,0.2355,0.2395
0.61,0.61,1.0,9.432016056618942e-10,0.2335,0.226,0.2335,0.2325
0.62,0.62,1.0,9.432016056618942e-10,0.2295,0.226,0.2295,0.2375
0.63,0.63,1.0,9.432016056618942e-10,0.218,0.205,0.2155,0.214
0.64,0.64,1.0,9.432016056618942e-10,0.225,0.215,0.223,0.2215
0.65,0.65,1.0,9.432016056618942e-10,0.2135,0.217,0.2165,0.2085
0.66,0.66,1.0,9.432016056618942e-10,0.2075,0.1975,0.207,0.2055
0.67,0.67,1.0,9.432016056618942e-10,0.2125,0.204,0.2095,0.2125
0.68,0.68,1.0,9.432016056618942e-10,0.217,0.208,0.2165,0.2065
0.69,0.69,1.0,9.432016056618942e-10,0.201,0.203,0.2055,0.1905
0.7,0.7,1.0,9.432016056618942e-10,0.205,0.196,0.203,0.198
0.71,0.71,1.0,9.432016056618942e-10,0.2115,0.197,0.2035,0.201
0.72,0.72,1.0,9.432016056618942e-10,0.2235,0.2135,0.2155,0.2195
0.73,0.73,1.0,9.432016056618942e-10,0.1985,0.198,0.1965,0.1915
0.74,0.74,1.0,9.432016056618942e-10,0.195,0.1865,0.191,0.182
0.75,0.75,1.0,9.432016056618942e-10,0.1685,0.1735,0.1735,0.1655
0.76,0.76,1.0,9.432016056618942e-10,0.1775,0.1755,0.1775,0.1705
0.77,0.77,1.0,9.432016056618942e-10,0.1895,0.174,0.1875,0.1815
0.78,0.78,1.0,9.432016056618942e-10,0.175,0.1695,0.1775,0.1665
0.79,0.79,1.0,9.432016056618942e-10,0.171,0.1645,0.167,0.1745
0.8,0.8,1.0,9.432016056618942e-10,0.176,0.1685,0.174,0.1715
0.81,0.81,1.0,9.432016056618942e-10,0.155,0.1475,0.149,0.145
0.82,0.82,1.0,9.432016056618942e-10,0.1695,0.157,0.168,0.1745
0.83,0.83,1.0,9.432016056618942e-10,0.1625,0.1515,0.163,0.1565
0.84,0.84,1.0,9.432016056618942e-10,0.1555,0.1435,0.1485,0.14
0.85,0.85,1.0,9.432016056618942e-10,0.139,0.1405,0.1435,0.1425
0.86,0.86,1.0,9.432016056618942e-10,0.148,0.1445,0.1285,0.146
0.87,0.87,1.0,9.432016056618942e-10,0.134,0.1295,0.132,0.1355
0.88,0.88,1.0,9.432016056618942e-10,0.1435,0.1275,0.1335,0.128
0.89,0.89,1.0,9.432016056618942e-10,0.1245,0.123,0.1245,0.118
0.9,0.9,1.0,9.432016056618942e-10,0.1285,0.127,0.1225,0.126
0.91,0.91,1.0,9.432016056618942e-10,0.1205,0.1215,0.1215,0.1265
0.92,0.92,1.0,9.432016056618942e-10,0.0985,0.102,0.102,0.097
0.93,0.93,1.0,9.432016056618942e-10,0.1125,0.0965,0.1085,0.1115
0.94,0.94,1.0,9.432016056618942e-10,0.1045,0.0855,0.1005,0.098
0.95,0.95,1.0,9.432016056618942e-10,0.0945,0.0855,0.1,0.084
0.96,0.96,1.0,9.432016056618942e-10,0.0975,0.089,0.099,0.092
0.97,0.97,1.0,9.432016056618942e-10,0.0755,0.0715,0.0775,0.0645
0.98,0.98,1.0,9.432016056618942e-10,0.069,0.056,0.077,0.066
0.99,0.99,1.0,9.432016056618942e-10,0.053,0.039,0.0505,0.04
0.1,0.2,1.0,9.432016056618942e-10,0.464,0.4325,0.464,0.464
0.1,0.3,1.0,9.432016056618942e-10,0.408,0.3925,0.4105,0.405
0.1,0.4,1.0,9.432016056618942e-10,0.333,0.3265,0.3285,0.332
0.1,0.5,1.0,9.432016056618942e-10,0.2915,0.289,0.293,0.2925
0.1,0.6,1.0,9.432016056618942e-10,0.2565,0.2405,0.2575,0.2555
0.1,0.7,1.0,9.432016056618942e-10,0.195,0.19,0.2035,0.202
0.1,0.8,1.0,9.432016056618942e-10,0.183,0.176,0.1815,0.175
0.1,0.9,1.0,9.432016056618942e-10,0.15,0.132,0.1405,0.146
0.2,0.3,1.0,9.432016056618942e-10,0.4125,0.386,0.4035,0.398
0.2,0.4,1.0,9.432016056618942e-10,0.325,0.32,0.327,0.333
0.2,0.5,1.0,9.432016056618942e-10,0.291,0.287,0.2915,0.2825
0.2,0.6,1.0,9.432016056618942e-10,0.2325,0.227,0.23,0.233
0.2,0.7,1.0,9.432016056618942e-10,0.2195,0.217,0.2135,0.2145
0.2,0.8,1.0,9.432016056618942e-10,0.1835,0.175,0.1895,0.186
0.2,0.9,1.0,9.432016056618942e-10,0.1485,0.152,0.15,0.145
0.3,0.4,1.0,9.432016056618942e-10,0.322,0.316,0.317,0.321
0.3,0.5,1.0,9.432016056618942e-10,0.2965,0.2815,0.293,0.298
0.3,0.6,1.0,9.432016056618942e-10,0.2525,0.235,0.2425,0.2465
0.3,0.7,1.0,9.432016056618942e-10,0.191,0.1935,0.191,0.1995
0.3,0.8,1.0,9.432016056618942e-10,0.1685,0.166,0.1695,0.1735
0.3,0.9,1.0,9.432016056618942e-10,0.155,0.1495,0.155,0.142
0.4,0.5,1.0,9.432016056618942e-10,0.2925,0.291,0.2935,0.2865
0.4,0.6,1.0,9.432016056618942e-10,0.2435,0.245,0.241,0.2455
0.4,0.7,1.0,9.432016056618942e-10,0.2065,0.1895,0.203,0.2025
0.4,0.8,1.0,9.432016056618942e-10,0.1895,0.1825,0.186,0.191
0.4,0.9,1.0,9.432016056618942e-10,0.1295,0.123,0.1325,0.126
0.5,0.6,1.0,9.432016056618942e-10,0.2465,0.2295,0.2395,0.2355
0.5,0.7,1.0,9.432016056618942e-10,0.224,0.2195,0.2185,0.2225
0.5,0.8,1.0,9.432016056618942e-10,0.1705,0.166,0.163,0.172
0.5,0.9,1.0,9.432016056618942e-10,0.1335,0.1295,0.1425,0.1255
0.6,0.7,1.0,9.432016056618942e-10,0.211,0.202,0.209,0.2045
0.6,0.8,1.0,9.432016056618942e-10,0.1865,0.1895,0.181,0.1785
0.6,0.9,1.0,9.432016056618942e-10,0.151,0.14,0.1435,0.146
0.7,0.8,1.0,9.432016056618942e-10,0.169,0.156,0.1605,0.1465
0.7,0.9,1.0,9.432016056618942e-10,0.13,0.122,0.126,0.1285
0.8,0.9,1.0,9.432016056618942e-10,0.133,0.1195,0.1345,0.1245
0.01,0.02,1.0,9.432016056618942e-10,0.9285,0.839,0.907,0.8995
0.01,0.03,1.0,9.432016056618942e-10,0.853,0.786,0.8515,0.8285
0.01,0.04,1.0,9.432016056618942e-10,0.823,0.75,0.8105,0.7965
0.01,0.05,1.0,9.432016056618942e-10,0.785,0.716,0.759,0.7545
0.01,0.06,1.0,9.432016056618942e-10,0.743,0.6745,0.73,0.7315
0.01,0.07,1.0,9.432016056618942e-10,0.7155,0.666,0.7095,0.696
0.01,0.08,1.0,9.432016056618942e-10,0.6765,0.6285,0.668,0.654
0.01,0.09,1.0,9.432016056618942e-10,0.647,0.6245,0.6445,0.635
0.02,0.03,1.0,9.432016056618942e-10,0.8665,0.769,0.8515,0.8315
0.02,0.04,1.0,9.432016056618942e-10,0.8295,0.7595,0.8085,0.8025
0.02,0.05,1.0,9.432016056618942e-10,0.7665,0.6875,0.7485,0.748
0.02,0.06,1.0,9.432016056618942e-10,0.7495,0.674,0.7365,0.729
0.02,0.07,1.0,9.432016056618942e-10,0.7015,0.659,0.7005,0.69
0.02,0.08,1.0,9.432016056618942e-10,0.6885,0.6415,0.687,0.6815
0.02,0.09,1.0,9.432016056618942e-10,0.6535,0.6105,0.65,0.633
0.03,0.04,1.0,9.432016056618942e-10,0.827,0.7465,0.82,0.8015
0.03,0.05,1.0,9.432016056618942e-10,0.7705,0.7095,0.764,0.7455
0.03,0.06,1.0,9.432016056618942e-10,0.745,0.685,0.7395,0.7285
0.03,0.07,1.0,9.432016056618942e-10,0.7355,0.6895,0.7165,0.7035
