m,M,difference_laplace_error_M_minus_MoS,difference_gaussian_error_M_minus_MoS,difference_exponential_error_M_minus_MoS,difference_exponential_mechanism_error_M_minus_MoS,difference_laplace_error_M_minus_MoSChangeEpsDelta,difference_gaussian_error_M_minus_MoSChangeEpsDelta,difference_exponential_error_M_minus_MoSChangeEpsDelta,difference_exponential_mechanism_error_M_minus_MoSChangeEpsDelta,difference_laplace_error_MChangeEpsDelta_minus_MoS,difference_gaussian_error_MChangeEpsDelta_minus_MoS,difference_exponential_error_MChangeEpsDelta_minus_MoS,difference_exponential_mechanism_error_MChangeEpsDelta_minus_MoS
0.19,0.19,-0.522,-0.5205,-0.525,-0.5195000000000001,-0.505,-0.514,-0.5105,-0.513,-0.522,-0.52,-0.5245000000000001,-0.5190000000000001
0.2,0.2,-0.517,-0.526,-0.5115000000000001,-0.527,-0.5285,-0.527,-0.5255000000000001,-0.5315,-0.517,-0.525,-0.5115000000000001,-0.5265000000000001
0.21,0.21,-0.5275000000000001,-0.5335000000000001,-0.521,-0.5275000000000001,-0.532,-0.5385,-0.534,-0.5329999999999999,-0.5275000000000001,-0.5345,-0.521,-0.5275000000000001
0.22,0.22,-0.5485,-0.5485,-0.5469999999999999,-0.542,-0.552,-0.5425,-0.5469999999999999,-0.5429999999999999,-0.5485,-0.5475,-0.5469999999999999,-0.542
0.23,0.23,-0.544,-0.5545,-0.5469999999999999,-0.5475,-0.571,-0.5740000000000001,-0.5680000000000001,-0.5655,-0.544,-0.5509999999999999,-0.5469999999999999,-0.5475
0.24,0.24,-0.544,-0.5455,-0.5449999999999999,-0.5495,-0.56,-0.5589999999999999,-0.5549999999999999,-0.5575,-0.544,-0.5425,-0.5449999999999999,-0.5495
0.25,0.25,-0.5665,-0.5750000000000001,-0.5595,-0.567,-0.5880000000000001,-0.5865,-0.5954999999999999,-0.5845,-0.5665,-0.5735,-0.5595,-0.567
0.26,0.26,-0.5785,-0.5755,-0.5800000000000001,-0.583,-0.6005,-0.608,-0.6014999999999999,-0.6,-0.5785,-0.5745,-0.5800000000000001,-0.583
0.27,0.27,-0.6085,-0.606,-0.6065,-0.6065,-0.6045,-0.61,-0.603,-0.5965,-0.6085,-0.6015,-0.6065,-0.6065
0.28,0.28,-0.6025,-0.6065,-0.601,-0.6,-0.587,-0.5900000000000001,-0.5835,-0.5855,-0.6025,-0.6045,-0.601,-0.6
0.29,0.29,-0.595,-0.609,-0.6005,-0.603,-0.6214999999999999,-0.6205,-0.616,-0.6185,-0.595,-0.608,-0.6005,-0.603
0.3,0.3,-0.6275,-0.6255,-0.625,-0.6194999999999999,-0.6214999999999999,-0.6265000000000001,-0.623,-0.633,-0.6275,-0.623,-0.6245,-0.6194999999999999
0.31,0.31,-0.621,-0.627,-0.63,-0.6225,-0.62,-0.6285000000000001,-0.618,-0.622,-0.621,-0.625,-0.6295000000000001,-0.6220000000000001
0.32,0.32,-0.6355,-0.6365000000000001,-0.6400000000000001,-0.6425000000000001,-0.622,-0.6265000000000001,-0.6215,-0.6194999999999999,-0.6355,-0.6335,-0.6405000000000001,-0.6425000000000001
0.33,0.33,-0.628,-0.635,-0.627,-0.6315,-0.636,-0.6425000000000001,-0.6385000000000001,-0.634,-0.628,-0.6315,-0.627,-0.6315
0.34,0.34,-0.6295,-0.6355,-0.631,-0.634,-0.641,-0.647,-0.6405000000000001,-0.642,-0.6295,-0.633,-0.6305000000000001,-0.6335000000000001
0.35,0.35,-0.633,-0.6385000000000001,-0.639,-0.643,-0.656,-0.653,-0.6615,-0.6579999999999999,-0.633,-0.6335,-0.639,-0.643
0.36,0.36,-0.645,-0.651,-0.6505000000000001,-0.6445000000000001,-0.647,-0.6425000000000001,-0.651,-0.649,-0.645,-0.6475000000000001,-0.6495,-0.6445000000000001
0.37,0.37,-0.639,-0.6435,-0.6385000000000001,-0.6385000000000001,-0.6485000000000001,-0.651,-0.648,-0.6525000000000001,-0.639,-0.6405000000000001,-0.6385000000000001,-0.6385000000000001
0.38,0.38,-0.657,-0.671,-0.6595,-0.667,-0.65,-0.657,-0.6545000000000001,-0.6535000000000001,-0.657,-0.6665000000000001,-0.6595,-0.6675
0.39,0.39,-0.6645,-0.666,-0.671,-0.669,-0.6675,-0.6655,-0.667,-0.6645,-0.6645,-0.6595,-0.6705000000000001,-0.669
0.4,0.4,-0.698,-0.7000000000000001,-0.6985,-0.7025,-0.6759999999999999,-0.677,-0.6785,-0.6745,-0.698,-0.6955,-0.6985,-0.7015
0.41,0.41,-0.6715,-0.681,-0.6815,-0.6819999999999999,-0.6785,-0.684,-0.6805,-0.6765,-0.6715,-0.6775,-0.681,-0.6819999999999999
0.42,0.42,-0.6845,-0.6835,-0.6785,-0.6819999999999999,-0.6745,-0.685,-0.6819999999999999,-0.6815,-0.6845,-0.6775,-0.6785,-0.6819999999999999
0.43,0.43,-0.679,-0.6839999999999999,-0.6775,-0.6819999999999999,-0.687,-0.6930000000000001,-0.6865,-0.6825,-0.679,-0.675,-0.677,-0.6815
0.44,0.44,-0.6990000000000001,-0.6990000000000001,-0.6970000000000001,-0.7005,-0.7035,-0.7015,-0.7005,-0.7025,-0.6990000000000001,-0.6930000000000001,-0.6970000000000001,-0.6990000000000001
0.45,0.45,-0.702,-0.6970000000000001,-0.7025,-0.6995,-0.6915,-0.6945,-0.6930000000000001,-0.6925,-0.702,-0.6875,-0.7015,-0.6985
0.46,0.46,-0.698,-0.6940000000000001,-0.6990000000000001,-0.7010000000000001,-0.718,-0.718,-0.7175,-0.7125,-0.698,-0.685,-0.6990000000000001,-0.7005000000000001
0.47,0.47,-0.7015,-0.7050000000000001,-0.704,-0.7055,-0.71,-0.7080000000000001,-0.714,-0.7090000000000001,-0.7015,-0.6930000000000001,-0.7035,-0.7050000000000001
0.48,0.48,-0.727,-0.722,-0.73,-0.7295,-0.6985,-0.698,-0.7025,-0.7,-0.727,-0.7115,-0.73,-0.7290000000000001
0.49,0.49,-0.719,-0.7145,-0.725,-0.7184999999999999,-0.7224999999999999,-0.7224999999999999,-0.7275,-0.7264999999999999,-0.719,-0.7055,-0.724,-0.7195
0.5,0.5,-0.7045,-0.706,-0.7035,-0.712,-0.7215,-0.7235,-0.724,-0.7235,-0.7045,-0.6885000000000001,-0.7030000000000001,-0.7115
0.51,0.51,-0.719,-0.7225,-0.7185,-0.72,-0.7175,-0.7155,-0.7125000000000001,-0.7165,-0.719,-0.7115,-0.718,-0.719
0.52,0.52,-0.7324999999999999,-0.7235,-0.7324999999999999,-0.735,-0.733,-0.737,-0.731,-0.7395,-0.7324999999999999,-0.7104999999999999,-0.7310000000000001,-0.7335
0.53,0.53,-0.7335,-0.727,-0.734,-0.735,-0.73,-0.7295,-0.7284999999999999,-0.728,-0.7335,-0.7155,-0.7335,-0.7325
0.54,0.54,-0.738,-0.7410000000000001,-0.7375,-0.734,-0.7424999999999999,-0.74,-0.7395,-0.7424999999999999,-0.738,-0.7195,-0.7375,-0.733
0.55,0.55,-0.7255,-0.73,-0.723,-0.725,-0.738,-0.741,-0.7415,-0.742,-0.7255,-0.711,-0.7225,-0.7245
0.56,0.56,-0.761,-0.7585,-0.7625,-0.7595000000000001,-0.7475,-0.7404999999999999,-0.7444999999999999,-0.7455,-0.7605000000000001,-0.744,-0.7625,-0.757
0.57,0.57,-0.753,-0.7570000000000001,-0.746,-0.7505,-0.739,-0.7430000000000001,-0.7435,-0.7435,-0.753,-0.7364999999999999,-0.7445,-0.7484999999999999
0.58,0.58,-0.757,-0.7535000000000001,-0.753,-0.7595000000000001,-0.755,-0.765,-0.755,-0.757,-0.757,-0.7325,-0.7515000000000001,-0.756
0.59,0.59,-0.765,-0.762,-0.7635000000000001,-0.7625,-0.775,-0.768,-0.773,-0.7775,-0.765,-0.7405,-0.7635000000000001,-0.76
0.6,0.6,-0.7645,-0.7585000000000001,-0.7575000000000001,-0.763,-0.746,-0.7405,-0.743,-0.739,-0.7645,-0.7395,-0.7565,-0.761
0.61,0.61,-0.76,-0.756,-0.762,-0.7585,-0.764,-0.7555000000000001,-0.765,-0.763,-0.76,-0.7310000000000001,-0.7605000000000001,-0.756
0.62,0.62,-0.768,-0.766,-0.7695,-0.762,-0.757,-0.7610000000000001,-0.758,-0.7585,-0.768,-0.74,-0.7695,-0.7605000000000001
0.63,0.63,-0.7745,-0.775,-0.776,-0.772,-0.76,-0.7585,-0.758,-0.754,-0.7745,-0.743,-0.775,-0.7685000000000001
0.64,0.64,-0.776,-0.775,-0.779,-0.7785,-0.771,-0.7685,-0.7745,-0.768,-0.776,-0.748,-0.779,-0.7765
0.65,0.65,-0.7725,-0.7725000000000001,-0.773,-0.7745,-0.7675,-0.7795000000000001,-0.772,-0.777,-0.7725,-0.742,-0.772,-0.77
0.66,0.66,-0.7885,-0.781,-0.786,-0.7845,-0.7875,-0.79,-0.7855,-0.7855,-0.7885,-0.745,-0.782,-0.7795
0.67,0.67,-0.7615000000000001,-0.769,-0.7695,-0.772,-0.793,-0.7965,-0.7995,-0.7969999999999999,-0.7615000000000001,-0.728,-0.7685,-0.7665000000000001
0.68,0.68,-0.7945,-0.7885000000000001,-0.7905,-0.791,-0.778,-0.785,-0.781,-0.7735,-0.7945,-0.75,-0.788,-0.786
0.69,0.69,-0.7745,-0.7715000000000001,-0.7745,-0.7795,-0.796,-0.7905000000000001,-0.793,-0.7875,-0.7745,-0.7225,-0.7725,-0.7765
0.7,0.7,-0.7985,-0.7945,-0.7989999999999999,-0.799,-0.7815,-0.7815,-0.7815,-0.785,-0.7985,-0.7374999999999999,-0.7945,-0.7915
0.71,0.71,-0.8065,-0.8095000000000001,-0.8085,-0.806,-0.7965,-0.793,-0.788,-0.791,-0.8065,-0.7549999999999999,-0.8025,-0.7965
0.72,0.72,-0.8075,-0.808,-0.8049999999999999,-0.8015,-0.8029999999999999,-0.806,-0.8035,-0.7995,-0.8075,-0.7509999999999999,-0.8015000000000001,-0.795
0.73,0.73,-0.7989999999999999,-0.7955,-0.8049999999999999,-0.8065,-0.7995,-0.804,-0.8029999999999999,-0.7995,-0.7989999999999999,-0.7354999999999999,-0.8,-0.797
0.74,0.74,-0.7945,-0.8015,-0.798,-0.8,-0.8095,-0.812,-0.8095,-0.8085,-0.794,-0.7355,-0.7895000000000001,-0.7885
0.75,0.75,-0.8255,-0.8235000000000001,-0.8200000000000001,-0.825,-0.8205,-0.8205,-0.8180000000000001,-0.8235,-0.8255,-0.7475,-0.815,-0.8135000000000001
0.76,0.76,-0.8089999999999999,-0.8145,-0.812,-0.8115,-0.8089999999999999,-0.8095,-0.8069999999999999,-0.8105,-0.8089999999999999,-0.7405,-0.8055000000000001,-0.7995
0.77,0.77,-0.8240000000000001,-0.8335,-0.827,-0.8240000000000001,-0.798,-0.7995,-0.7955,-0.7955,-0.8240000000000001,-0.744,-0.8185,-0.8095000000000001
0.78,0.78,-0.835,-0.8340000000000001,-0.835,-0.835,-0.8220000000000001,-0.8185,-0.8200000000000001,-0.8220000000000001,-0.8335,-0.736,-0.824,-0.818
0.79,0.79,-0.8315,-0.8280000000000001,-0.8285,-0.8325,-0.8325,-0.8270000000000001,-0.8335,-0.836,-0.8310000000000001,-0.7395,-0.8195,-0.812
0.8,0.8,-0.8285,-0.8290000000000001,-0.832,-0.832,-0.8225,-0.8265,-0.8215,-0.8195,-0.8275,-0.7275,-0.816,-0.8065
0.81,0.81,-0.834,-0.8335,-0.8355,-0.836,-0.825,-0.8275,-0.8220000000000001,-0.8225,-0.8335,-0.7185,-0.8195,-0.8099999999999999
0.82,0.82,-0.8415,-0.8485,-0.843,-0.8485,-0.8305,-0.836,-0.8315,-0.8335,-0.8405,-0.7120000000000001,-0.8295,-0.81
0.83,0.83,-0.8465,-0.8455,-0.8485,-0.8465,-0.8285,-0.8200000000000001,-0.8245,-0.8265,-0.8450000000000001,-0.6965,-0.8295,-0.8150000000000001
0.84,0.84,-0.831,-0.84,-0.8345,-0.838,-0.8495,-0.8505,-0.8475,-0.8515,-0.8285,-0.6965,-0.812,-0.7925
0.85,0.85,-0.847,-0.8525,-0.8465,-0.8455,-0.842,-0.839,-0.8385,-0.8395,-0.843,-0.6990000000000001,-0.8210000000000001,-0.7985
0.86,0.86,-0.863,-0.8580000000000001,-0.8634999999999999,-0.8634999999999999,-0.849,-0.8530000000000001,-0.85,-0.845,-0.8595,-0.6715,-0.8314999999999999,-0.8065
0.87,0.87,-0.865,-0.8635,-0.863,-0.859,-0.8515,-0.8520000000000001,-0.8545,-0.8565,-0.8555,-0.6665,-0.827,-0.784
0.88,0.88,-0.865,-0.868,-0.867,-0.8665,-0.8594999999999999,-0.854,-0.859,-0.857,-0.8545,-0.638,-0.815,-0.7735000000000001
0.89,0.89,-0.867,-0.867,-0.872,-0.867,-0.866,-0.863,-0.8654999999999999,-0.8654999999999999,-0.8555,-0.6265,-0.809,-0.7625
0.9,0.9,-0.8575,-0.8645,-0.862,-0.861,-0.879,-0.8745,-0.875,-0.8765000000000001,-0.8415,-0.6045,-0.788,-0.7295
0.91,0.91,-0.869,-0.8665,-0.8674999999999999,-0.8725,-0.8734999999999999,-0.873,-0.871,-0.8665,-0.848,-0.5840000000000001,-0.788,-0.7030000000000001
0.92,0.92,-0.881,-0.8825,-0.8845,-0.8795,-0.88,-0.881,-0.8805000000000001,-0.878,-0.842,-0.5425,-0.7765,-0.6765000000000001
0.93,0.93,-0.891,-0.89,-0.8895,-0.893,-0.887,-0.883,-0.8855,-0.8855,-0.845,-0.502,-0.729,-0.6485
0.94,0.94,-0.898,-0.8955,-0.8975,-0.902,-0.894,-0.8945,-0.8955,-0.8965,-0.8310000000000001,-0.4785,-0.706,-0.5850000000000001
0.95,0.95,-0.9035,-0.906,-0.9065,-0.9015,-0.8885,-0.8935000000000001,-0.889,-0.893,-0.7899999999999999,-0.4175,-0.6475,-0.5275
0.96,0.96,-0.9115,-0.913,-0.9155,-0.9155,-0.9105,-0.905,-0.9135,-0.9105,-0.7484999999999999,-0.3555,-0.572,-0.44699999999999995
0.97,0.97,-0.9135,-0.922,-0.9115,-0.916,-0.927,-0.9275,-0.9285,-0.927,-0.6445,-0.304,-0.42899999999999994,-0.3515
0.98,0.98,-0.9195,-0.9319999999999999,-0.921,-0.917,-0.9245,-0.9275,-0.933,-0.9285000000000001,-0.5265,-0.22249999999999998,-0.26799999999999996,-0.23099999999999998
0.99,0.99,-0.9295,-0.937,-0.9385000000000001,-0.9365,-0.9359999999999999,-0.935,-0.933,-0.9405,-0.2675,-0.135,-0.11599999999999999,-0.1005
0.1,0.2,-0.5205,-0.526,-0.5210000000000001,-0.527,-0.5485,-0.5515000000000001,-0.544,-0.54,-0.5205,-0.5275000000000001,-0.5215000000000001,-0.527
0.1,0.3,-0.624,-0.6275,-0.629,-0.6245,,,,,-0.624,-0.6295,-0.629,-0.6245
0.1,0.4,-0.669,-0.675,-0.6659999999999999,-0.6699999999999999,,,,,-0.669,-0.6755,-0.6659999999999999,-0.6699999999999999
0.1,0.5,-0.6970000000000001,-0.6995,-0.7005,-0.6910000000000001,,,,,-0.6970000000000001,-0.7005,-0.7005,-0.6910000000000001
0.1,0.6,-0.7475,-0.743,-0.7475,-0.7575000000000001,,,,,-0.7475,-0.744,-0.7475,-0.7575000000000001
0.1,0.7,-0.767,-0.772,-0.767,-0.776,,,,,-0.767,-0.7725,-0.767,-0.776
0.1,0.8,-0.819,-0.8255,-0.8155000000000001,-0.8220000000000001,,,,,-0.819,-0.8265,-0.8160000000000001,-0.8220000000000001
0.1,0.9,-0.851,-0.8594999999999999,-0.855,-0.852,,,,,-0.851,-0.8614999999999999,-0.855,-0.852
0.2,0.3,-0.617,-0.6095,-0.6205,-0.612,-0.6105,-0.6220000000000001,-0.6145,-0.6105,-0.617,-0.6095,-0.6205,-0.612
0.2,0.4,-0.6699999999999999,-0.665,-0.6635,-0.6719999999999999,-0.675,-0.6785000000000001,-0.6725,-0.6815,-0.6699999999999999,-0.6675,-0.6635,-0.6719999999999999
0.2,0.5,-0.7275,-0.7225,-0.725,-0.7284999999999999,-0.716,-0.7170000000000001,-0.7125,-0.7150000000000001,-0.7275,-0.724,-0.725,-0.7284999999999999
0.2,0.6,-0.7375,-0.74,-0.7424999999999999,-0.74,,,,,-0.7375,-0.7415,-0.7424999999999999,-0.74
0.2,0.7,-0.79,-0.787,-0.791,-0.792,,,,,-0.79,-0.7875,-0.791,-0.792
0.2,0.8,-0.829,-0.8290000000000001,-0.8235,-0.823,,,,,-0.829,-0.8305,-0.8235,-0.823
0.2,0.9,-0.8525,-0.8455,-0.8485,-0.8465,,,,,-0.8525,-0.8475,-0.8485,-0.8465
0.3,0.4,-0.679,-0.6865,-0.6875,-0.681,-0.6579999999999999,-0.669,-0.6679999999999999,-0.663,-0.679,-0.685,-0.6875,-0.681
0.3,0.5,-0.7045,-0.7025000000000001,-0.7065,-0.702,-0.72,-0.7235,-0.7130000000000001,-0.714,-0.7045,-0.7025000000000001,-0.7065,-0.702
0.3,0.6,-0.744,-0.7545000000000001,-0.744,-0.7495,-0.7575000000000001,-0.7490000000000001,-0.757,-0.758,-0.744,-0.7545000000000001,-0.744,-0.7495
0.3,0.7,-0.7935,-0.789,-0.795,-0.794,-0.7845,-0.78,-0.785,-0.7865,-0.7935,-0.793,-0.795,-0.794
0.3,0.8,-0.8160000000000001,-0.8115,-0.8160000000000001,-0.8160000000000001,-0.8125,-0.827,-0.8089999999999999,-0.8220000000000001,-0.8160000000000001,-0.8125,-0.8155000000000001,-0.8160000000000001
0.3,0.9,-0.8465,-0.8510000000000001,-0.847,-0.8594999999999999,,,,,-0.8465,-0.8525,-0.847,-0.8594999999999999
0.4,0.5,-0.6970000000000001,-0.6955,-0.7055,-0.7025,-0.7130000000000001,-0.7110000000000001,-0.718,-0.7150000000000001,-0.6970000000000001,-0.6950000000000001,-0.7055,-0.7025
0.4,0.6,-0.75,-0.7545000000000001,-0.7525,-0.758,-0.7475,-0.7525000000000001,-0.7464999999999999,-0.7475,-0.75,-0.7535000000000001,-0.7525,-0.7575000000000001
0.4,0.7,-0.7905,-0.8055000000000001,-0.796,-0.8,-0.792,-0.7935000000000001,-0.7915,-0.7875,-0.7905,-0.8029999999999999,-0.796,-0.8
0.4,0.8,-0.8115,-0.812,-0.8095,-0.8125,-0.8285,-0.8245,-0.8275,-0.827,-0.8115,-0.8135,-0.8095,-0.8125
0.4,0.9,-0.8654999999999999,-0.8585,-0.8585,-0.861,,,,,-0.8654999999999999,-0.859,-0.8585,-0.861
0.5,0.6,-0.746,-0.7475,-0.7455,-0.7515000000000001,-0.749,-0.7465,-0.7484999999999999,-0.749,-0.746,-0.742,-0.744,-0.75
0.5,0.7,-0.7985,-0.8005,-0.794,-0.793,-0.792,-0.7875000000000001,-0.7905,-0.7895,-0.7985,-0.7915000000000001,-0.794,-0.793
0.5,0.8,-0.8345,-0.8265,-0.8335,-0.832,-0.8075,-0.8095000000000001,-0.8049999999999999,-0.8069999999999999,-0.8345,-0.826,-0.8335,-0.832
0.5,0.9,-0.863,-0.8725,-0.863,-0.8714999999999999,,,,,-0.863,-0.873,-0.863,-0.8714999999999999
0.6,0.7,-0.7989999999999999,-0.7935000000000001,-0.7965,-0.7995,-0.793,-0.7925000000000001,-0.7935,-0.7915,-0.7989999999999999,-0.7815000000000001,-0.796,-0.797
0.6,0.8,-0.83,-0.8290000000000001,-0.8275,-0.829,-0.808,-0.804,-0.8045,-0.8049999999999999,-0.83,-0.8230000000000001,-0.8270000000000001,-0.8285
0.6,0.9,-0.8625,-0.8655,-0.863,-0.8645,-0.8575,-0.8620000000000001,-0.859,-0.866,-0.8625,-0.866,-0.863,-0.8645
0.7,0.8,-0.8185,-0.8185,-0.8155,-0.8175,-0.8385,-0.8325,-0.8395,-0.839,-0.8185,-0.7905,-0.8140000000000001,-0.8145
0.7,0.9,-0.8585,-0.8625,-0.856,-0.8594999999999999,-0.872,-0.8795,-0.876,-0.8755,-0.8585,-0.861,-0.856,-0.8594999999999999
0.8,0.9,-0.8585,-0.8570000000000001,-0.859,-0.853,-0.874,-0.8780000000000001,-0.872,-0.8734999999999999,-0.8585,-0.8235,-0.856,-0.85
0.01,0.02,-0.0675,-0.11299999999999999,-0.07150000000000001,-0.07050000000000001,-0.06999999999999995,-0.16800000000000004,-0.08899999999999997,-0.10650000000000004,-0.0675,-0.11299999999999999,-0.07150000000000001,-0.07050000000000001
0.01,0.03,-0.11350000000000005,-0.14349999999999996,-0.11050000000000004,-0.11050000000000004,,,,,-0.11350000000000005,-0.14449999999999996,-0.11050000000000004,-0.11050000000000004
0.01,0.04,-0.17149999999999999,-0.20350000000000001,-0.17500000000000004,-0.18799999999999994,,,,,-0.17149999999999999,-0.20499999999999996,-0.17500000000000004,-0.18799999999999994
0.01,0.05,-0.22099999999999997,-0.2450000000000001,-0.22099999999999997,-0.23350000000000004,,,,,-0.22099999999999997,-0.24650000000000005,-0.22099999999999997,-0.23399999999999999
0.01,0.06,-0.251,-0.255,-0.24950000000000006,-0.24150000000000005,,,,,-0.251,-0.256,-0.24950000000000006,-0.24150000000000005
0.01,0.07,-0.28,-0.3025,-0.28200000000000003,-0.2855000000000001,,,,,-0.28,-0.3035,-0.28200000000000003,-0.28600000000000003
0.01,0.08,-0.30300000000000005,-0.3205,-0.30200000000000005,-0.29700000000000004,,,,,-0.30300000000000005,-0.32299999999999995,-0.30200000000000005,-0.29700000000000004
0.01,0.09,-0.33599999999999997,-0.34299999999999997,-0.3385,-0.32199999999999995,,,,,-0.33599999999999997,-0.344,-0.3385,-0.32199999999999995
0.02,0.03,-0.12549999999999994,-0.15550000000000008,-0.129,-0.136,-0.132,-0.1695000000000001,-0.136,-0.14400000000000002,-0.12549999999999994,-0.15800000000000003,-0.129,-0.136
0.02,0.04,-0.17700000000000005,-0.19099999999999995,-0.18600000000000005,-0.18899999999999995,-0.18400000000000005,-0.245,-0.19099999999999995,-0.21599999999999997,-0.17700000000000005,-0.19199999999999995,-0.18600000000000005,-0.18899999999999995
0.02,0.05,-0.21750000000000003,-0.2340000000000001,-0.22150000000000003,-0.22599999999999998,-0.25,-0.4015000000000001,-0.28600000000000003,-0.31299999999999994,-0.21750000000000003,-0.23450000000000004,-0.22150000000000003,-0.22599999999999998
0.02,0.06,-0.236,-0.256,-0.22950000000000004,-0.23250000000000004,,,,,-0.236,-0.25649999999999995,-0.22999999999999998,-0.23250000000000004
0.02,0.07,-0.3095,-0.3165,-0.31599999999999995,-0.3105,,,,,-0.3095,-0.3175,-0.31599999999999995,-0.3105
0.02,0.08,-0.3285,-0.3415,-0.33099999999999996,-0.3215,,,,,-0.3285,-0.3425,-0.33099999999999996,-0.3215
0.02,0.09,-0.35050000000000003,-0.36950000000000005,-0.354,-0.34750000000000003,,,,,-0.35050000000000003,-0.36950000000000005,-0.354,-0.348
0.03,0.04,-0.17149999999999999,-0.1885,-0.16849999999999998,-0.18100000000000005,-0.16149999999999998,-0.18800000000000006,-0.16000000000000003,-0.16900000000000004,-0.17149999999999999,-0.18999999999999995,-0.16849999999999998,-0.18100000000000005
